847.759,958.108,0.305741,841.715,910.967,0.642293,833.254,849.321,0.772916,805.453,797.345,0.761613,793.365,758.665,0.639599,738.972,875.914,0.743189,683.369,863.826,0.84604,643.48,860.2,0.869788,603.592,860.2,0.792538,723.258,909.758,0.697775,660.403,898.88,0.907343,620.514,897.671,0.899016,581.834,889.21,0.626929,718.423,944.812,0.720104,661.612,935.142,0.963904,620.514,932.725,0.905323,583.043,925.472,0.864492,717.214,979.866,0.751506,668.864,971.405,0.845345,639.854,968.987,0.808778,610.844,966.57,0.878969
847.757,958.107,0.306332,841.713,910.965,0.64224,833.252,849.317,0.772995,805.45,797.34,0.761813,793.362,758.659,0.64086,738.967,875.91,0.743415,683.363,863.823,0.846286,643.473,860.196,0.868968,603.584,860.196,0.790801,723.253,909.756,0.697665,660.396,898.877,0.908686,620.507,897.668,0.901083,581.826,889.207,0.627404,718.418,944.811,0.72048,661.605,935.141,0.964046,620.507,932.723,0.905695,583.034,925.47,0.864659,717.209,979.865,0.751547,668.858,971.404,0.845605,639.847,968.986,0.809057,610.836,966.569,0.879225
847.757,958.108,0.306156,841.713,910.965,0.642173,833.252,849.318,0.773288,805.45,797.34,0.761951,793.362,758.659,0.640982,738.967,875.911,0.743598,683.363,863.823,0.846214,643.474,860.197,0.868936,603.584,860.197,0.790746,723.253,909.757,0.697901,660.396,898.878,0.908431,620.507,897.669,0.901281,581.826,889.207,0.627215,718.418,944.811,0.720472,661.605,935.141,0.964039,620.507,932.724,0.905774,583.034,925.471,0.864721,717.209,979.866,0.751571,668.858,971.404,0.845604,639.847,968.987,0.809068,610.836,966.569,0.879271
847.757,958.108,0.30615,841.714,910.965,0.642168,833.252,849.318,0.773285,805.45,797.34,0.761951,793.362,758.659,0.640981,738.967,875.911,0.743598,683.363,863.823,0.846214,643.474,860.197,0.868936,603.584,860.197,0.790746,723.253,909.757,0.697901,660.397,898.878,0.908431,620.507,897.669,0.901281,581.826,889.207,0.627215,718.418,944.811,0.720472,661.605,935.141,0.964039,620.507,932.724,0.905774,583.035,925.471,0.864721,717.209,979.866,0.751571,668.858,971.404,0.845605,639.847,968.987,0.809068,610.837,966.569,0.879271
847.757,958.108,0.306159,841.713,910.966,0.642169,833.252,849.318,0.773321,805.45,797.34,0.761946,793.362,758.659,0.640977,738.967,875.911,0.743469,683.363,863.823,0.846182,643.473,860.197,0.86894,603.584,860.197,0.790764,723.253,909.757,0.697945,660.396,898.878,0.908569,620.507,897.669,0.90126,581.826,889.208,0.627194,718.418,944.811,0.720591,661.605,935.141,0.96384,620.507,932.724,0.905764,583.034,925.471,0.864706,717.209,979.866,0.751558,668.858,971.404,0.845586,639.847,968.987,0.809031,610.836,966.569,0.87926
847.757,958.108,0.306211,841.713,910.966,0.642133,833.252,849.318,0.773427,805.45,797.34,0.761901,793.362,758.659,0.640703,738.967,875.911,0.743299,683.363,863.823,0.846087,643.473,860.197,0.868978,603.583,860.197,0.791021,723.253,909.757,0.697807,660.396,898.878,0.908517,620.506,897.669,0.901293,581.825,889.208,0.627102,718.418,944.812,0.720611,661.605,935.141,0.963848,620.506,932.724,0.905702,583.034,925.471,0.864783,717.209,979.866,0.751515,668.858,971.405,0.845517,639.847,968.987,0.808957,610.836,966.57,0.879129
847.757,958.108,0.306211,841.713,910.966,0.642133,833.252,849.318,0.773427,805.45,797.34,0.761901,793.362,758.659,0.640703,738.967,875.911,0.743299,683.363,863.823,0.846087,643.473,860.197,0.868978,603.583,860.197,0.791021,723.253,909.757,0.697807,660.396,898.878,0.908517,620.506,897.669,0.901293,581.825,889.208,0.627102,718.418,944.812,0.720611,661.605,935.141,0.963848,620.506,932.724,0.905702,583.034,925.471,0.864783,717.209,979.866,0.751515,668.858,971.405,0.845517,639.847,968.987,0.808956,610.836,966.57,0.879129
847.757,958.108,0.306232,841.713,910.965,0.64222,833.252,849.318,0.773166,805.45,797.34,0.761925,793.362,758.659,0.641074,738.967,875.911,0.74314,683.363,863.823,0.846193,643.473,860.197,0.869008,603.584,860.197,0.790949,723.253,909.757,0.697787,660.396,898.878,0.908572,620.506,897.669,0.901342,581.826,889.207,0.627182,718.418,944.811,0.720565,661.605,935.141,0.96382,620.506,932.723,0.905732,583.034,925.471,0.864778,717.209,979.866,0.751515,668.858,971.404,0.845504,639.847,968.987,0.808959,610.836,966.569,0.87912
849.302,951.885,0.302795,843.362,910.303,0.654497,833.857,847.335,0.769153,805.343,797.435,0.815811,797.027,759.417,0.646553,739.999,874.66,0.733142,684.159,863.968,0.895322,643.765,861.592,0.879713,605.746,861.592,0.843045,724.554,910.303,0.70612,661.586,899.61,0.824672,617.627,894.858,0.80882,574.856,887.729,0.573843,719.802,943.569,0.702129,662.774,936.44,0.93633,620.003,930.5,0.915616,585.549,923.372,0.801256,719.802,979.211,0.77468,669.902,969.707,0.851962,640.2,968.519,0.795417,609.31,967.331,0.861058
849.306,953.071,0.302535,843.365,910.299,0.654162,833.86,847.329,0.769234,805.346,797.429,0.814512,797.029,759.41,0.646862,740,874.656,0.733978,684.159,863.963,0.894864,643.763,861.587,0.8802,605.744,861.587,0.843346,724.555,910.299,0.706404,661.585,899.606,0.825377,617.625,894.854,0.808383,574.853,887.725,0.573181,719.802,943.566,0.702031,662.773,936.437,0.935457,620.001,930.497,0.916882,585.546,923.368,0.801337,719.802,979.209,0.774814,669.902,969.704,0.852013,640.199,968.516,0.795143,609.308,967.328,0.86225
851.545,956.962,0.302148,843.084,909.823,0.639149,834.623,849.389,0.805476,806.824,797.415,0.774621,794.737,759.946,0.682263,740.346,875.98,0.722939,687.164,862.685,0.843447,646.068,859.058,0.853908,603.764,859.058,0.804485,725.842,908.615,0.732708,661.781,897.736,0.914621,620.686,895.319,0.863153,582.008,888.067,0.646945,719.798,944.875,0.71871,661.781,935.206,0.987805,621.894,930.371,0.910993,584.425,923.119,0.850247,718.589,978.719,0.762637,670.242,967.84,0.860415,641.233,966.632,0.804802,611.016,965.423,0.887942
850.433,954.599,0.306262,844.39,908.667,0.62672,833.511,849.439,0.774996,808.128,797.463,0.728517,794.832,761.202,0.600735,742.856,874.822,0.719532,687.254,862.735,0.853439,646.158,859.109,0.897822,606.269,859.109,0.849505,725.934,908.667,0.716746,663.08,897.788,0.860835,619.565,891.745,0.801315,573.634,886.91,0.640026,721.099,943.72,0.685993,663.08,935.259,0.941583,620.774,929.215,0.904969,586.93,923.172,0.806483,719.89,977.565,0.756906,669.123,967.895,0.847741,642.531,966.686,0.797081,611.104,965.477,0.845994
847.66,959.243,0.302151,845.331,911.495,0.65052,836.014,847.442,0.770837,808.064,797.365,0.737055,796.418,749.616,0.477376,744.011,874.228,0.767398,686.946,863.746,0.88026,646.185,856.759,0.841872,604.26,859.088,0.818071,727.707,910.33,0.659309,663.654,897.52,0.745658,621.729,892.861,0.780321,583.297,887.038,0.378258,720.719,941.774,0.682741,661.325,932.458,0.884704,621.729,930.128,0.858984,583.297,923.141,0.573755,716.061,977.877,0.747103,669.477,968.56,0.820388,641.527,968.56,0.833593,612.412,966.231,0.829251
850.259,959.254,0.31299,844.436,911.505,0.638138,833.955,847.453,0.771887,806.005,797.375,0.734613,796.688,749.627,0.50341,746.61,874.239,0.758727,687.216,863.757,0.862325,645.291,856.77,0.87003,606.859,857.934,0.854655,727.977,909.176,0.678218,663.924,897.53,0.780314,621.999,892.872,0.713201,587.061,888.214,0.290006,719.825,941.785,0.714024,662.76,933.633,0.887188,623.164,930.139,0.797701,587.061,921.987,0.456114,717.496,977.887,0.750665,669.747,968.57,0.814144,641.797,967.406,0.798584,611.518,966.241,0.786878
850.783,958.04,0.321181,844.909,911.045,0.634573,833.161,846.428,0.773883,806.139,795.909,0.747207,797.915,747.74,0.506419,746.221,874.625,0.767695,688.653,862.876,0.872849,645.183,857.002,0.834508,605.237,857.002,0.847755,727.423,909.871,0.704077,662.806,898.122,0.774055,622.86,892.248,0.783735,585.265,887.548,0.330982,719.199,941.592,0.74756,662.806,933.368,0.895324,622.86,929.843,0.869446,585.265,921.619,0.539006,718.024,978.013,0.779224,669.855,968.614,0.833808,642.833,967.439,0.81913,613.461,966.264,0.796045
850.782,958.04,0.321531,844.907,911.045,0.634766,834.333,846.427,0.773678,806.136,795.907,0.746984,797.912,747.737,0.506163,746.218,874.624,0.768236,688.649,862.875,0.87234,645.178,857,0.834384,605.232,857,0.847539,727.42,909.87,0.702087,662.801,898.121,0.772956,622.856,892.247,0.783239,585.26,887.547,0.330149,719.195,941.592,0.74239,662.801,933.367,0.893792,622.856,929.843,0.868798,585.26,922.794,0.538536,718.021,978.013,0.778876,669.851,968.614,0.83417,642.828,967.439,0.820162,613.457,966.264,0.795335
852.495,959.159,0.317625,845.446,909.814,0.672152,834.872,846.371,0.799854,806.675,794.676,0.781786,798.451,747.681,0.534226,745.582,873.393,0.726416,688.013,861.644,0.851096,646.892,855.77,0.86689,608.121,855.77,0.838502,729.133,906.289,0.700207,664.515,894.541,0.770022,623.395,891.016,0.696256,588.148,887.491,0.277016,722.084,940.361,0.735754,664.515,930.962,0.914815,622.22,928.612,0.798497,588.148,921.563,0.463006,719.734,976.782,0.76926,670.39,968.558,0.82432,643.367,967.383,0.774665,610.471,962.683,0.783485
852.501,959.158,0.316742,845.452,909.814,0.671295,834.879,846.372,0.799926,806.682,794.678,0.781517,798.458,747.684,0.534207,746.764,873.393,0.726678,688.021,861.645,0.852041,646.901,855.771,0.869064,608.131,855.771,0.838166,729.141,906.289,0.701458,664.524,894.541,0.773407,623.404,891.016,0.69477,588.159,887.492,0.27646,722.092,940.36,0.738069,664.524,930.961,0.915177,622.229,928.612,0.797449,588.159,921.563,0.463257,719.743,976.781,0.768761,670.399,968.557,0.824214,643.377,967.382,0.77539,610.481,962.682,0.784057
851.711,958.129,0.297388,844.601,909.541,0.666595,835.12,844.361,0.788182,806.678,793.403,0.76273,800.753,756.665,0.543211,746.239,871.618,0.73407,688.17,860.952,0.840705,645.507,855.027,0.844959,606.399,855.027,0.855896,728.463,905.985,0.690341,664.468,894.135,0.77592,622.99,890.579,0.77537,586.253,887.024,0.326269,721.352,940.353,0.734868,663.283,930.872,0.902443,624.175,928.502,0.825329,586.253,920.206,0.494695,720.167,977.09,0.783083,671.579,967.61,0.812702,644.322,966.425,0.792276,614.695,960.499,0.798906
851.712,958.126,0.297113,844.602,909.538,0.66666,835.121,844.359,0.788392,806.679,793.4,0.762351,800.754,756.663,0.544059,746.24,871.616,0.734223,688.171,860.95,0.843107,645.509,855.024,0.844467,606.401,855.024,0.856229,728.464,905.983,0.689539,664.47,894.132,0.775826,622.992,890.577,0.774749,586.255,887.022,0.325712,721.354,940.35,0.733995,663.285,930.87,0.901753,624.177,928.499,0.823815,586.255,920.204,0.494243,720.169,977.088,0.783078,671.58,967.607,0.812833,644.323,966.422,0.792066,614.696,960.496,0.798861
852.451,956.875,0.290319,847.698,906.974,0.618163,834.629,842.816,0.743828,808.49,792.915,0.73013,801.362,756.083,0.541621,746.708,872.519,0.797943,689.678,860.637,0.873628,646.906,854.697,0.831081,605.321,854.697,0.834073,730.074,906.974,0.667626,665.916,892.717,0.779668,621.955,890.341,0.740192,582.747,884.4,0.482741,724.134,940.242,0.714512,662.351,929.549,0.949196,624.331,927.172,0.920423,580.371,920.044,0.764694,719.381,975.885,0.762924,671.856,967.568,0.817769,642.153,965.192,0.79302,612.45,959.252,0.836407
852.455,956.877,0.288511,847.702,906.977,0.61473,834.633,842.821,0.744355,808.496,792.922,0.729293,801.367,756.091,0.539636,746.716,872.523,0.799388,689.688,860.642,0.873256,646.917,854.702,0.830837,605.334,854.702,0.832749,730.082,906.977,0.668527,665.926,892.72,0.784965,621.967,890.344,0.742318,582.761,884.404,0.479557,722.954,940.243,0.714363,662.362,929.551,0.947462,624.344,927.175,0.922437,580.385,920.046,0.764257,719.39,975.886,0.763992,671.867,967.569,0.818298,642.165,965.193,0.794353,612.463,959.253,0.836523
852.054,955.714,0.287217,846.163,907.409,0.608905,836.738,843.788,0.74548,809.64,793.127,0.734624,800.215,746,0.521742,747.197,872.064,0.800341,689.467,860.283,0.87212,647.053,854.392,0.848066,606.995,855.57,0.826327,729.525,907.409,0.662147,664.726,892.093,0.807549,623.49,890.915,0.780261,584.61,883.846,0.417516,722.456,940.398,0.71715,663.547,929.794,0.949496,623.49,927.438,0.907322,583.432,920.369,0.742077,718.921,976.921,0.774472,671.795,967.496,0.828088,643.519,965.14,0.806958,614.064,960.427,0.82169
852.051,955.72,0.286287,846.161,907.417,0.607444,836.736,843.798,0.743961,809.639,793.138,0.733183,800.214,746.013,0.520101,747.198,872.073,0.799693,689.47,860.292,0.87185,647.057,854.401,0.84793,607.001,855.579,0.826348,729.526,907.417,0.661053,664.729,892.101,0.806733,623.494,890.923,0.78063,584.616,883.854,0.413646,722.457,940.404,0.716996,663.551,929.801,0.94913,623.494,927.445,0.906544,583.438,920.376,0.739247,718.923,976.926,0.774392,671.798,967.501,0.827957,643.523,965.145,0.807002,614.069,960.432,0.821712
857.23,948.562,0.341719,851.289,903.414,0.621106,835.844,842.82,0.750832,810.893,795.296,0.777205,800.2,757.276,0.600203,745.547,871.335,0.789481,689.706,860.642,0.874969,646.934,853.513,0.824646,606.539,854.701,0.814793,727.726,905.79,0.655733,668.32,892.721,0.816364,623.172,890.344,0.71833,582.776,884.404,0.502015,722.973,939.057,0.728593,665.944,929.552,0.928221,625.548,927.176,0.905029,580.4,920.047,0.748104,721.785,975.888,0.786844,673.073,966.383,0.823378,644.558,965.195,0.764851,612.479,959.255,0.840773
856.779,948.482,0.314335,850.889,902.541,0.641121,837.932,843.644,0.734815,812.017,791.814,0.789534,799.059,747.051,0.539961,746.051,870.737,0.751347,690.687,858.957,0.859382,649.459,854.245,0.833657,608.23,854.245,0.804142,727.204,903.719,0.697497,667.128,893.118,0.812111,623.544,890.762,0.669649,584.671,883.694,0.401958,721.314,939.058,0.705002,665.95,930.812,0.93995,625.9,928.456,0.898296,582.315,920.211,0.738137,723.67,975.575,0.752379,673.018,967.329,0.809791,644.747,964.973,0.751846,614.12,959.083,0.849286
