Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,IMU1,IMU2,IMU3,IMU4,PinkyMCPY,PinkyMCPZ,PinkyPIPZ,PinkyDIPZ,RingMCPY,RingMCPZ,RingPIPZ,RingDIPZ,MiddleMCPY,MiddleMCPZ,MiddlePIPZ,MiddleDIPZ,IndexMCPY,IndexMCPZ,IndexPIPZ,IndexDIPZ,ThumbsCMCY,ThumbsCMCZ,ThumbsMCPY,ThumbsMCPZ,ThumbsIPZ,HandX,HandY,HandZ,HandW
2022-05-13 15:07:54.449418-07:00,387.1058866,301.6295012,327.0570545,328.0142113,390.6417445,339.585035,319.6992786,378.0982326,352.9864141,364.251839,374.8258082,358.435445,358.7781346,332.1945842,354.9696023,397.6817304,368.3038395,309.4880792,342.3937661,322.785208,379.7562787,357.9767949,311.1097956,356.6720863,366.9678719,392.4020472,331.3750514,343.0075717,417.8398868,-0.420065,-0.577656,-0.577656,-0.577656,-0.496838,-0.49298,-0.49298,-0.49298,-0.472318,-0.497602,-0.490506,-0.483314,-0.542054,-0.38973,-0.329893,-0.266788,-0.456797,-0.545316,-0.608685,-0.517642,-0.520623,-0.500185,-0.484029,-0.522305,0.492674
2022-05-13 15:07:54.450935-07:00,385.1104066,302.2138856,326.3780219,326.9985704,392.8867989,340.7084418,320.4177818,378.4865534,350.1681696,366.5817804,374.2859395,359.6295071,361.1172647,329.6152245,354.2362441,398.1538562,367.7074011,311.5064892,342.6517603,323.3945183,377.7460219,358.0707668,309.9342468,356.1505347,367.3216677,394.7979946,331.1133786,341.7135854,417.7321897,-0.419631,-0.577919,-0.577919,-0.577919,-0.496318,-0.493103,-0.493103,-0.493103,-0.471655,-0.497607,-0.49049,-0.483276,-0.541334,-0.389914,-0.330024,-0.266867,-0.456232,-0.545723,-0.608169,-0.518111,-0.521131,-0.500541,-0.483314,-0.522237,0.493087
2022-05-13 15:07:54.851161-07:00,386.5512008,302.241669,325.0130328,327.4884203,390.6735755,340.1715488,318.4536264,376.6277982,351.6866883,367.6867306,373.7223027,357.3881697,358.0028118,330.276646,355.1641423,399.182642,368.9339354,312.0329187,343.0962218,323.5363378,378.4572854,357.6534777,310.4881506,356.4159202,366.6428744,394.7189814,331.1289126,343.0831169,417.3787811,-0.419925,-0.577966,-0.577966,-0.577966,-0.496539,-0.493119,-0.493119,-0.493119,-0.471772,-0.4975,-0.490392,-0.483188,-0.541303,-0.389883,-0.329962,-0.26677,-0.456098,-0.545411,-0.608084,-0.517705,-0.520681,-0.500583,-0.483402,-0.522077,0.493128
2022-05-13 15:07:54.852813-07:00,385.1965937,302.1769292,326.5519652,326.6514912,391.795138,340.6818955,319.5477367,377.842697,350.8336488,367.0030659,372.4060803,359.7902737,359.629384,331.7854696,355.9065887,398.6193619,367.3606446,309.9024194,341.893582,323.9252881,376.9239279,358.009631,309.1410031,355.7986276,366.2967075,394.3012634,330.6441918,342.4921707,419.8105676,-0.420013,-0.578458,-0.578458,-0.578458,-0.496592,-0.493562,-0.493562,-0.493562,-0.471966,-0.498117,-0.491032,-0.483852,-0.541653,-0.390375,-0.330512,-0.267371,-0.456744,-0.545636,-0.60861,-0.517933,-0.520905,-0.50049,-0.483553,-0.522645,0.492472
2022-05-13 15:07:54.943227-07:00,387.1431402,301.8662683,324.8783245,328.8133152,391.0332309,340.9997876,319.2515011,378.6471445,349.9416563,366.4939551,374.5993604,357.7694307,359.8076801,330.4932871,356.9514264,398.8799156,368.1127076,310.1334947,341.2952994,325.442927,378.763474,358.7018793,310.7122671,356.8126824,366.7977141,394.5874121,330.9369782,341.21865,417.1405717,-0.419776,-0.578876,-0.578876,-0.578876,-0.496462,-0.494073,-0.494073,-0.494073,-0.471845,-0.498581,-0.491414,-0.484149,-0.541565,-0.390795,-0.330819,-0.267544,-0.457262,-0.5452,-0.609053,-0.51682,-0.519529,-0.500563,-0.483538,-0.523292,0.491725
2022-05-13 15:07:54.944478-07:00,386.0373665,303.888705,325.4306114,327.5940033,390.5777496,341.0174559,319.0397707,379.4022194,349.4834224,364.9153822,373.4425588,357.9699973,358.8018224,331.5843795,354.7696577,396.7935239,366.5037991,311.8800082,342.6674711,322.7404438,379.489456,359.7602363,310.7014993,356.5204791,366.9658725,395.0223016,332.3616757,342.7459087,417.4768548,-0.419549,-0.579056,-0.579056,-0.579056,-0.49627,-0.494347,-0.494347,-0.494347,-0.471588,-0.498801,-0.491582,-0.484263,-0.541321,-0.391097,-0.331087,-0.267773,-0.457165,-0.546316,-0.608895,-0.518615,-0.5216,-0.500622,-0.483352,-0.52356,0.491562
2022-05-13 15:07:54.946372-07:00,385.4356977,301.4997354,326.76884,328.1972547,392.8409147,341.222235,319.1333507,378.1194221,351.0981131,365.2338663,373.6316,359.5341919,360.9761112,328.2715343,356.5711955,397.8057246,366.456808,311.0325264,342.8236482,323.5387461,379.4387971,358.1337557,310.7058062,355.6593504,366.4498158,392.0406601,331.5302522,342.871837,417.4451434,-0.419533,-0.578736,-0.578736,-0.578736,-0.496055,-0.493895,-0.493895,-0.493895,-0.471576,-0.49857,-0.491357,-0.484046,-0.541229,-0.390803,-0.330732,-0.267355,-0.45677,-0.545944,-0.608593,-0.518135,-0.521075,-0.500686,-0.48333,-0.523315,0.49178
2022-05-13 15:07:55.033203-07:00,385.9403086,301.0635194,324.9267569,326.8613756,392.1608391,342.3346635,318.4952297,378.6628291,349.6579005,366.0354579,374.946473,359.7621594,359.5314287,332.7234972,356.6499712,398.4824666,368.9281152,311.2974218,342.548922,322.3887949,377.9222094,358.1417097,309.9997364,354.82902,365.325946,393.2539924,329.0662991,342.5613017,418.3284676,-0.419513,-0.578583,-0.578583,-0.578583,-0.496089,-0.493695,-0.493695,-0.493695,-0.471512,-0.498363,-0.491144,-0.483827,-0.541111,-0.390697,-0.330634,-0.267271,-0.456845,-0.545472,-0.608678,-0.517183,-0.519933,-0.500819,-0.483192,-0.523034,0.492079
2022-05-13 15:07:55.034523-07:00,386.5695903,301.5652931,326.0716312,326.7735163,390.805495,341.8667946,320.742011,377.2959408,348.0922796,365.2317001,373.2302411,359.0805339,361.4797646,331.5558241,355.201034,397.7415343,368.1584054,312.0504035,341.5195222,323.6184019,379.0528665,358.1896837,309.8678657,353.8443041,366.3704363,393.508309,330.8058548,341.6130843,417.0156029,-0.41936,-0.578883,-0.578883,-0.578883,-0.495947,-0.493969,-0.493969,-0.493969,-0.471417,-0.498718,-0.491486,-0.484154,-0.541063,-0.391004,-0.330914,-0.267515,-0.456826,-0.545953,-0.608608,-0.517687,-0.520437,-0.50094,-0.483042,-0.52337,0.491744
2022-05-13 15:07:55.035526-07:00,384.6164606,301.5975026,324.9973422,326.1973992,393.1242419,340.9063052,319.4270232,376.0760245,351.5886517,364.8140602,373.0151809,358.648501,361.157876,331.3159944,354.9778255,398.0298216,368.3449038,309.2912558,343.0749407,322.9874492,378.4415436,357.0752636,311.2681288,355.6795397,366.3364076,393.3223611,330.4364497,343.2848147,416.8648343,-0.419282,-0.579023,-0.579023,-0.579023,-0.495872,-0.494238,-0.494238,-0.494238,-0.471412,-0.498942,-0.491689,-0.484335,-0.541062,-0.391217,-0.331079,-0.267623,-0.456982,-0.546638,-0.6087,-0.518882,-0.521833,-0.500817,-0.483095,-0.523629,0.491544
