Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,IMU1,IMU2,IMU3,IMU4,PinkyMCPY,PinkyMCPZ,PinkyPIPZ,PinkyDIPZ,RingMCPY,RingMCPZ,RingPIPZ,RingDIPZ,MiddleMCPY,MiddleMCPZ,MiddlePIPZ,MiddleDIPZ,IndexMCPY,IndexMCPZ,IndexPIPZ,IndexDIPZ,ThumbsCMCY,ThumbsCMCZ,ThumbsMCPY,ThumbsMCPZ,ThumbsIPZ,HandX,HandY,HandZ,HandW
2022-05-13 14:58:30.335359-07:00,333.1961778,313.4314304,326.159687,379.9777759,336.5546321,363.3909562,362.6631316,337.3923772,324.7024847,331.2140628,310.8034393,323.2864808,380.9888809,334.9255396,379.7069244,375.9035913,346.934334,338.1987866,362.9461725,336.4515471,339.0685878,324.4809368,323.2114352,365.2608794,408.5284673,328.2314212,374.280278,340.9317072,452.2547342,-0.420065,-0.577656,-0.577656,-0.577656,-0.496838,-0.49298,-0.49298,-0.49298,-0.472318,-0.497602,-0.490506,-0.483314,-0.542054,-0.38973,-0.329893,-0.266788,-0.456797,-0.545316,-0.608685,-0.517642,-0.520623,-0.500185,-0.484029,-0.522305,0.492674
2022-05-13 14:58:30.379019-07:00,335.1077643,314.5876536,322.8700433,377.8867811,336.4571114,361.9260745,362.1269182,335.1890091,324.2343851,332.8865135,308.2664551,322.0739917,380.0370234,332.9077155,379.9687161,374.6396409,348.4414848,336.3510849,363.2722551,335.8283143,337.6156843,324.3017599,324.5212672,366.0216958,407.7048388,329.2859716,373.3832263,341.6896396,452.3138629,-0.419631,-0.577919,-0.577919,-0.577919,-0.496318,-0.493103,-0.493103,-0.493103,-0.471655,-0.497607,-0.49049,-0.483276,-0.541334,-0.389914,-0.330024,-0.266867,-0.456232,-0.545723,-0.608169,-0.518111,-0.521131,-0.500541,-0.483314,-0.522237,0.493087
2022-05-13 14:58:30.560865-07:00,333.8256304,313.233854,327.4118609,379.5838785,336.6049011,364.848988,364.2963908,335.7238498,324.6033001,329.781203,308.7200001,323.6503603,380.0214835,335.0688976,381.7125551,374.889806,347.4356815,338.9285086,361.9296676,338.6909184,337.5460388,322.4820156,326.9125049,365.2569589,406.6683129,329.121608,374.472698,338.8847933,451.5656375,-0.419925,-0.577966,-0.577966,-0.577966,-0.496539,-0.493119,-0.493119,-0.493119,-0.471772,-0.4975,-0.490392,-0.483188,-0.541303,-0.389883,-0.329962,-0.26677,-0.456098,-0.545411,-0.608084,-0.517705,-0.520681,-0.500583,-0.483402,-0.522077,0.493128
2022-05-13 14:58:30.563517-07:00,332.6429541,314.2056995,324.7688001,379.3193937,337.7657745,361.6356595,360.5865519,336.2055062,322.6228911,331.4882982,308.1124533,324.0902693,380.0796446,333.9918016,381.039187,376.2301454,346.6989735,337.8786109,362.5607592,338.2040834,339.3883644,323.6233939,324.6368032,366.5379263,407.7749579,329.6265662,374.3056461,339.9941372,453.3759348,-0.420013,-0.578458,-0.578458,-0.578458,-0.496592,-0.493562,-0.493562,-0.493562,-0.471966,-0.498117,-0.491032,-0.483852,-0.541653,-0.390375,-0.330512,-0.267371,-0.456744,-0.545636,-0.60861,-0.517933,-0.520905,-0.50049,-0.483553,-0.522645,0.492472
2022-05-13 14:58:30.564556-07:00,333.1846281,312.299446,327.37797,377.9473862,335.5936671,364.4328109,364.017411,335.5580664,323.082293,331.7160076,309.7555054,322.2590437,379.3147479,334.7586833,380.1090656,373.7983858,348.5121669,336.8180505,363.8567975,337.3637053,338.7148092,322.412941,324.2230198,365.6526773,407.9278168,329.2598576,373.5070159,340.778583,452.446347,-0.419776,-0.578876,-0.578876,-0.578876,-0.496462,-0.494073,-0.494073,-0.494073,-0.471845,-0.498581,-0.491414,-0.484149,-0.541565,-0.390795,-0.330819,-0.267544,-0.457262,-0.5452,-0.609053,-0.51682,-0.519529,-0.500563,-0.483538,-0.523292,0.491725
2022-05-13 14:58:30.565671-07:00,334.4076651,313.9607744,326.2602411,377.100405,336.9002475,363.6611415,361.1078527,335.0710691,323.9697608,332.6731121,308.3908245,323.5799435,378.7922855,334.9718784,381.0190486,375.4378936,346.5005185,337.3605973,361.9674445,338.6697043,339.1422229,323.0392185,323.4361881,365.1123622,408.6544233,329.3851365,375.2363801,341.358028,452.638878,-0.419549,-0.579056,-0.579056,-0.579056,-0.49627,-0.494347,-0.494347,-0.494347,-0.471588,-0.498801,-0.491582,-0.484263,-0.541321,-0.391097,-0.331087,-0.267773,-0.457165,-0.546316,-0.608895,-0.518615,-0.5216,-0.500622,-0.483352,-0.52356,0.491562
2022-05-13 14:58:30.603920-07:00,332.6090942,313.7634233,326.6547062,379.3135256,337.2600633,363.8275243,364.1232337,335.8479372,323.1411587,332.288705,309.978792,321.4538149,380.0134926,334.0179787,381.5549122,374.7207372,348.9672088,337.4868573,363.0737891,337.3387471,338.8937601,325.1161606,323.3709376,365.8128356,408.3847305,329.1643255,372.1523093,339.6161481,453.3718316,-0.419533,-0.578736,-0.578736,-0.578736,-0.496055,-0.493895,-0.493895,-0.493895,-0.471576,-0.49857,-0.491357,-0.484046,-0.541229,-0.390803,-0.330732,-0.267355,-0.45677,-0.545944,-0.608593,-0.518135,-0.521075,-0.500686,-0.48333,-0.523315,0.49178
2022-05-13 14:58:30.695724-07:00,332.1292564,312.6143077,327.7606711,380.3538804,338.492,362.0325555,360.2934707,335.7733823,324.3637933,332.6311328,308.9245059,324.023399,381.0271939,333.7520288,380.6699018,374.5369067,346.6697995,340.8033229,362.3231708,337.7107476,339.2193441,324.7868129,323.7528387,366.5677443,409.6111563,329.837039,373.8983705,341.6656691,454.2084584,-0.419513,-0.578583,-0.578583,-0.578583,-0.496089,-0.493695,-0.493695,-0.493695,-0.471512,-0.498363,-0.491144,-0.483827,-0.541111,-0.390697,-0.330634,-0.267271,-0.456845,-0.545472,-0.608678,-0.517183,-0.519933,-0.500819,-0.483192,-0.523034,0.492079
2022-05-13 14:58:30.697216-07:00,333.9227651,313.3268096,326.8210708,379.1214579,337.0951423,363.3706678,361.2501068,335.1137825,323.6373136,330.3946834,308.3838685,323.9858017,380.587153,334.5328711,381.5383882,374.5912828,348.4309291,337.7122868,362.8642089,337.5586251,339.1990123,321.5293687,324.2003039,365.7228461,405.4311876,329.4437454,373.9940206,342.5079466,454.0935466,-0.41936,-0.578883,-0.578883,-0.578883,-0.495947,-0.493969,-0.493969,-0.493969,-0.471417,-0.498718,-0.491486,-0.484154,-0.541063,-0.391004,-0.330914,-0.267515,-0.456826,-0.545953,-0.608608,-0.517687,-0.520437,-0.50094,-0.483042,-0.52337,0.491744
2022-05-13 14:58:30.830168-07:00,333.2503395,313.5647122,325.6762231,378.0442716,337.6228824,364.320841,361.9698559,336.4866771,325.0710362,330.7299215,309.0556445,324.0835815,382.1361227,334.7690667,380.5587891,374.4785339,350.0539941,337.967394,363.5236671,336.5950418,338.6034648,323.3359035,323.7213522,366.8441067,407.4307826,329.5001703,373.2207794,339.8878823,453.3305739,-0.419282,-0.579023,-0.579023,-0.579023,-0.495872,-0.494238,-0.494238,-0.494238,-0.471412,-0.498942,-0.491689,-0.484335,-0.541062,-0.391217,-0.331079,-0.267623,-0.456982,-0.546638,-0.6087,-0.518882,-0.521833,-0.500817,-0.483095,-0.523629,0.491544
