Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,IMU1,IMU2,IMU3,IMU4,PinkyMCPY,PinkyMCPZ,PinkyPIPZ,PinkyDIPZ,RingMCPY,RingMCPZ,RingPIPZ,RingDIPZ,MiddleMCPY,MiddleMCPZ,MiddlePIPZ,MiddleDIPZ,IndexMCPY,IndexMCPZ,IndexPIPZ,IndexDIPZ,ThumbsCMCY,ThumbsCMCZ,ThumbsMCPY,ThumbsMCPZ,ThumbsIPZ,HandX,HandY,HandZ,HandW
2022-05-03 15:24:46.525093-07:00,362.0895408,316.6867628,337.1511749,399.2620488,350.9865176,388.7100484,382.1144288,355.756124,349.3648317,348.58471,320.5278465,350.7073413,414.0977072,368.9866185,416.1658602,415.5881581,373.6278912,368.8808196,388.2540891,350.4536086,354.6433305,331.0261116,336.9485973,393.818108,529.1541302,347.6514928,398.0562764,351.9407726,577.5619869,-0.420065,-0.577656,-0.577656,-0.577656,-0.496838,-0.49298,-0.49298,-0.49298,-0.472318,-0.497602,-0.490506,-0.483314,-0.542054,-0.38973,-0.329893,-0.266788,-0.456797,-0.545316,-0.608685,-0.517642,-0.520623,-0.500185,-0.484029,-0.522305,0.492674
2022-05-03 15:24:46.585134-07:00,360.4626778,314.0402118,339.0567966,398.3867801,350.4941414,387.8549819,381.13991,356.9630979,348.7423824,348.0236474,321.3564836,349.4336873,413.3881067,367.2649965,416.0433918,414.5531011,373.6478585,367.0203344,389.1606811,349.8111432,355.5282711,332.7960796,337.5062261,392.8109277,529.186778,346.8634209,397.1089937,351.6723675,578.4544612,-0.419631,-0.577919,-0.577919,-0.577919,-0.496318,-0.493103,-0.493103,-0.493103,-0.471655,-0.497607,-0.49049,-0.483276,-0.541334,-0.389914,-0.330024,-0.266867,-0.456232,-0.545723,-0.608169,-0.518111,-0.521131,-0.500541,-0.483314,-0.522237,0.493087
2022-05-03 15:24:46.615232-07:00,362.2030099,317.4891381,337.2595649,399.3354393,352.9146901,387.9698512,379.2033378,357.8552938,350.8775823,348.5117176,321.1515022,350.9701107,412.4944371,366.5402149,414.5472992,415.3390122,371.8964599,367.3538671,389.7322318,349.8880175,354.7629,335.0816193,337.9170801,394.053835,528.5927612,346.7118183,399.447751,350.9287724,578.109231,-0.419925,-0.577966,-0.577966,-0.577966,-0.496539,-0.493119,-0.493119,-0.493119,-0.471772,-0.4975,-0.490392,-0.483188,-0.541303,-0.389883,-0.329962,-0.26677,-0.456098,-0.545411,-0.608084,-0.517705,-0.520681,-0.500583,-0.483402,-0.522077,0.493128
2022-05-03 15:24:46.675383-07:00,360.3747431,318.3116255,338.2719031,398.0862747,351.2109419,386.5073382,380.1668658,357.6524694,352.7704623,347.1669042,319.7971001,351.4448376,411.9407709,367.4587026,414.0022275,413.638586,373.0266363,367.4272653,389.755385,349.9986868,354.4438815,333.9507935,337.5811696,391.8171762,529.5729637,347.2720024,399.6738688,350.174152,578.3180407,-0.420013,-0.578458,-0.578458,-0.578458,-0.496592,-0.493562,-0.493562,-0.493562,-0.471966,-0.498117,-0.491032,-0.483852,-0.541653,-0.390375,-0.330512,-0.267371,-0.456744,-0.545636,-0.60861,-0.517933,-0.520905,-0.50049,-0.483553,-0.522645,0.492472
2022-05-03 15:24:46.735617-07:00,359.5749025,316.2037203,337.2702378,397.2949072,352.0359954,388.51968,383.254466,356.3745581,351.0139557,349.8888987,319.5489945,351.1148765,414.9914212,365.6607578,414.1585061,415.2546999,372.537783,366.899708,390.9212025,350.105962,355.323374,331.5641905,337.9012999,393.5542302,530.9085575,346.055192,397.9523581,351.2013264,576.9548534,-0.419776,-0.578876,-0.578876,-0.578876,-0.496462,-0.494073,-0.494073,-0.494073,-0.471845,-0.498581,-0.491414,-0.484149,-0.541565,-0.390795,-0.330819,-0.267544,-0.457262,-0.5452,-0.609053,-0.51682,-0.519529,-0.500563,-0.483538,-0.523292,0.491725
2022-05-03 15:24:46.765163-07:00,360.0331974,316.615518,338.3121505,396.2042991,352.6464898,387.515033,381.4840966,357.9852458,351.9846785,348.9997398,321.2808089,351.6738828,415.7635901,364.3681166,416.1265585,417.4794732,370.8431069,366.9812223,389.3798503,347.9342244,353.5707704,331.3332916,335.6617618,392.1399453,528.121712,347.4186403,399.6997832,351.7839474,578.1790912,-0.419549,-0.579056,-0.579056,-0.579056,-0.49627,-0.494347,-0.494347,-0.494347,-0.471588,-0.498801,-0.491582,-0.484263,-0.541321,-0.391097,-0.331087,-0.267773,-0.457165,-0.546316,-0.608895,-0.518615,-0.5216,-0.500622,-0.483352,-0.52356,0.491562
2022-05-03 15:24:46.915709-07:00,358.4525275,316.7088697,337.1742872,398.5173994,352.8830883,388.2132523,380.5111671,355.7704387,349.9239559,348.8398884,321.9128543,348.9983652,414.4095445,366.9194185,413.9493349,414.8507313,368.8048848,368.3460625,388.4724706,348.0163106,356.221685,331.9054075,334.3518565,393.8245359,530.2325097,347.3602753,399.5533968,351.018244,578.1789815,-0.419533,-0.578736,-0.578736,-0.578736,-0.496055,-0.493895,-0.493895,-0.493895,-0.471576,-0.49857,-0.491357,-0.484046,-0.541229,-0.390803,-0.330732,-0.267355,-0.45677,-0.545944,-0.608593,-0.518135,-0.521075,-0.500686,-0.48333,-0.523315,0.49178
2022-05-03 15:24:46.945877-07:00,359.9787005,316.7957181,337.2287461,395.7532404,352.7181561,387.8895434,380.9416543,358.8012797,352.0802836,348.6695842,322.4149228,348.1700966,414.6520473,367.268093,414.2638189,417.1697296,372.7239028,367.4613077,388.1678909,349.058763,354.0868709,331.1909979,336.8454495,395.2242264,528.7475064,347.9554453,397.8585597,350.0999618,578.34258,-0.419513,-0.578583,-0.578583,-0.578583,-0.496089,-0.493695,-0.493695,-0.493695,-0.471512,-0.498363,-0.491144,-0.483827,-0.541111,-0.390697,-0.330634,-0.267271,-0.456845,-0.545472,-0.608678,-0.517183,-0.519933,-0.500819,-0.483192,-0.523034,0.492079
2022-05-03 15:24:46.946501-07:00,363.472837,315.1248399,335.559053,398.4948665,353.1715758,387.4762353,380.6449106,357.8666503,350.474291,346.0384897,320.3381246,351.1058361,411.9256876,365.981669,413.0594922,414.7267582,370.900702,367.7887178,388.7675499,349.8121142,355.9441106,332.1872213,337.6060004,393.2947824,530.3501916,346.0763173,397.9028683,351.5358047,578.2825379,-0.41936,-0.578883,-0.578883,-0.578883,-0.495947,-0.493969,-0.493969,-0.493969,-0.471417,-0.498718,-0.491486,-0.484154,-0.541063,-0.391004,-0.330914,-0.267515,-0.456826,-0.545953,-0.608608,-0.517687,-0.520437,-0.50094,-0.483042,-0.52337,0.491744
2022-05-03 15:24:46.975095-07:00,359.6736336,318.0837463,337.3855484,396.589031,351.369591,386.6740118,382.3388241,359.2588763,353.9656147,348.8470238,320.4238109,351.412278,415.6122889,367.69555,413.229797,416.2715841,372.9188515,365.6390035,386.9630863,348.792828,354.3727269,333.8610639,337.3452692,394.0234359,528.6639472,347.2599738,399.354451,350.983284,576.7800267,-0.419282,-0.579023,-0.579023,-0.579023,-0.495872,-0.494238,-0.494238,-0.494238,-0.471412,-0.498942,-0.491689,-0.484335,-0.541062,-0.391217,-0.331079,-0.267623,-0.456982,-0.546638,-0.6087,-0.518882,-0.521833,-0.500817,-0.483095,-0.523629,0.491544
