Time,Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,IMU1,IMU2,IMU3,IMU4,PinkyMCPY,PinkyMCPZ,PinkyPIPZ,PinkyDIPZ,RingMCPY,RingMCPZ,RingPIPZ,RingDIPZ,MiddleMCPY,MiddleMCPZ,MiddlePIPZ,MiddleDIPZ,IndexMCPY,IndexMCPZ,IndexPIPZ,IndexDIPZ,ThumbsCMCY,ThumbsCMCZ,ThumbsMCPY,ThumbsMCPZ,ThumbsIPZ,HandX,HandY,HandZ,HandW
2022-05-08 14:56:56.745131-07:00,14:21:29.517310-07:00,343.0105848,315.6532525,328.9261903,385.3896209,343.7944124,370.8870418,368.0926964,342.1918694,333.7061735,336.8747804,315.2578441,331.9185985,391.3366063,343.9555304,391.8067174,386.9464232,355.3047076,348.159044,370.2254138,341.4814168,344.0495079,325.0466947,328.661278,372.849757,448.0387539,334.1845003,382.4596103,344.8992463,494.6163756,-0.419188,-0.579368,-0.579368,-0.579368,-0.495946,-0.494667,-0.494667,-0.494667,-0.47135,-0.499214,-0.492031,-0.48475,-0.541249,-0.391551,-0.331623,-0.26839,-0.457001,-0.546748,-0.608711,-0.51901,-0.522003,-0.501032,-0.48295,-0.523772,0.491313
2022-05-08 14:56:56.746515-07:00,14:21:29.546730-07:00,344.0451369,314.0905972,329.7587536,385.2562825,343.3505792,370.4971195,369.8225912,341.88562,333.7088818,336.5510964,313.4150783,330.0382791,392.7101114,343.7083212,391.4059463,388.7498862,356.4214329,346.5445319,370.0825333,340.2262037,343.1382485,326.7293803,329.2472655,375.6048498,446.5656818,334.2712812,383.0477052,343.6293859,494.57101,-0.419275,-0.579632,-0.579632,-0.579632,-0.496016,-0.494819,-0.494819,-0.494819,-0.471503,-0.499394,-0.49227,-0.48505,-0.541493,-0.391671,-0.331763,-0.26855,-0.457141,-0.546888,-0.60882,-0.519296,-0.522328,-0.500769,-0.483095,-0.523837,0.49137
2022-05-08 14:56:56.775823-07:00,14:21:29.605967-07:00,343.7952077,314.3664868,330.0002346,383.6589951,343.6786491,370.5092014,367.1171271,341.5388321,334.5668449,338.1383238,314.213452,331.1439061,392.2765098,346.7054134,391.4330452,387.9523766,355.939163,348.2771758,372.861804,344.0974548,344.1296127,325.7641376,328.5874999,374.8494631,449.2684828,336.4759646,382.2715733,345.0439652,494.4204464,-0.418869,-0.579641,-0.579641,-0.579641,-0.495577,-0.495007,-0.495007,-0.495007,-0.471125,-0.49953,-0.492407,-0.485188,-0.541054,-0.391903,-0.331955,-0.268696,-0.457004,-0.547333,-0.608649,-0.519651,-0.522667,-0.50106,-0.482757,-0.52398,0.491253
2022-05-08 14:56:56.805245-07:00,14:21:29.607545-07:00,342.8676247,314.0751955,330.3007963,384.2508726,344.9727068,372.9668279,367.378443,343.4268251,334.0655451,336.904241,314.6708522,331.3140708,391.1797647,344.4317279,392.4014933,388.6939623,355.4898398,348.030491,372.2312129,341.5693242,342.6722525,326.2970679,329.0098865,375.5709187,447.929302,336.2303729,383.4940986,345.6395993,494.8611881,-0.41823,-0.579749,-0.579749,-0.579749,-0.494776,-0.49509,-0.49509,-0.49509,-0.470394,-0.499679,-0.492529,-0.485282,-0.54031,-0.392109,-0.332073,-0.268715,-0.456674,-0.547938,-0.60829,-0.520028,-0.522999,-0.501629,-0.482097,-0.52424,0.491043
2022-05-08 14:56:56.808403-07:00,14:21:29.665884-07:00,342.2516955,316.1945381,330.7179142,383.6617844,342.3213749,370.8445665,370.4474997,341.8112656,334.0643236,338.3225401,309.7261792,331.0416098,390.3149137,344.801663,393.1367981,388.2806887,356.3107351,346.3640987,371.7274187,342.178775,343.4043008,327.1089505,328.7320711,377.1940099,447.9590432,334.9050743,382.5722905,344.1354121,496.1301927,-0.417912,-0.579507,-0.579507,-0.579507,-0.494441,-0.494957,-0.494957,-0.494957,-0.470131,-0.499604,-0.492462,-0.485222,-0.540022,-0.392035,-0.331935,-0.268509,-0.456408,-0.548127,-0.608043,-0.520198,-0.523182,-0.50181,-0.481825,-0.524231,0.491135
2022-05-08 14:56:56.808832-07:00,14:21:29.725867-07:00,342.2355064,314.3571552,330.1995187,384.1792662,341.584615,371.7727439,370.9781236,341.9443306,332.758554,338.7841329,314.8755437,333.5744559,391.2311262,344.7293647,394.3082379,387.6126773,356.0837296,348.4622062,369.5851805,339.0788182,343.4640867,324.2428901,328.5809146,374.1499449,449.5358859,334.9038826,382.2993057,345.0063858,495.4953629,-0.418133,-0.579144,-0.579144,-0.579144,-0.494699,-0.49466,-0.49466,-0.49466,-0.470428,-0.499324,-0.492221,-0.485022,-0.540335,-0.391581,-0.331454,-0.268007,-0.456194,-0.547631,-0.607922,-0.51984,-0.522877,-0.50146,-0.482055,-0.523893,0.491627
2022-05-08 14:56:56.835199-07:00,14:21:29.756129-07:00,342.3446798,314.4784608,328.7804574,386.2286731,341.6790235,372.0734497,367.824404,342.7478517,333.1854471,337.5327402,311.1005279,331.3692133,391.4391489,345.6033889,393.1966269,388.5747704,356.0847433,347.8548096,369.1229426,341.0435093,345.0314262,326.1266068,329.2416736,376.1960131,447.627842,336.3436437,381.839819,346.1340485,495.4326406,-0.418304,-0.579071,-0.579071,-0.579071,-0.494822,-0.494654,-0.494654,-0.494654,-0.470558,-0.4994,-0.49229,-0.485084,-0.540469,-0.391661,-0.331555,-0.268128,-0.456544,-0.547703,-0.608219,-0.520003,-0.523082,-0.501444,-0.482305,-0.523905,0.491385
2022-05-08 14:56:56.836154-07:00,14:21:29.816657-07:00,340.8947181,314.9458054,329.1504767,386.2160404,341.3128028,369.6364999,369.8282871,342.5446976,332.6796894,334.9313541,313.2524699,331.2979125,389.0086199,346.6121137,392.4481604,388.483908,355.973813,347.2458158,370.9715813,341.0858224,341.0674169,325.8215145,329.7691805,377.3208951,446.0786396,335.012471,382.6447005,342.9791961,495.3720106,-0.418355,-0.579242,-0.579242,-0.579242,-0.495013,-0.494775,-0.494775,-0.494775,-0.470745,-0.499489,-0.492418,-0.485252,-0.540709,-0.391732,-0.331699,-0.268351,-0.456646,-0.547605,-0.608312,-0.519893,-0.522963,-0.50127,-0.482476,-0.523905,0.491395
2022-05-08 14:56:56.865136-07:00,14:21:29.936132-07:00,340.9329383,312.7576349,329.7007591,383.9811173,343.3750474,370.0107048,369.9054784,343.0521539,333.7428145,338.1453609,313.209561,330.4740638,392.8090414,345.7579058,393.0710006,387.4866494,354.8132859,348.7102448,373.9574268,340.8199206,344.5237967,326.0641473,328.901696,375.0807895,448.9544245,334.7810083,383.154552,345.9258729,493.6423114,-0.418215,-0.579163,-0.579163,-0.579163,-0.494908,-0.49474,-0.49474,-0.49474,-0.470737,-0.499514,-0.492451,-0.485292,-0.540748,-0.391741,-0.331724,-0.268394,-0.456548,-0.547629,-0.608225,-0.519954,-0.523033,-0.501158,-0.482458,-0.523926,0.491505
2022-05-08 14:56:56.925851-07:00,14:21:29.966991-07:00,342.7168949,315.4897954,330.1501383,386.1496813,342.4592399,370.6115864,366.8135386,342.5542908,331.1682512,339.2301048,312.4999738,331.0151785,391.3633021,345.2666073,392.96802,390.0010462,355.2819062,348.2915512,370.3150443,338.9713526,344.6135203,327.8633143,328.2526341,375.0529383,449.609714,336.7645796,380.9084685,344.725244,495.8589181,-0.418187,-0.579038,-0.579038,-0.579038,-0.494994,-0.494731,-0.494731,-0.494731,-0.470889,-0.499527,-0.49244,-0.485257,-0.54091,-0.39174,-0.331702,-0.268348,-0.456749,-0.547607,-0.608398,-0.519969,-0.523056,-0.500978,-0.482622,-0.524018,0.491428
2022-05-08 14:56:56.985118-07:00,14:21:29.968143-07:00,341.1774865,313.9526677,329.5917145,384.1795044,342.2912033,370.7018172,367.5335121,343.487248,333.5211097,337.1063775,311.3843414,330.5337252,390.1157996,344.3491419,392.9632792,387.3302346,357.0809388,347.7335091,371.4742059,340.8571466,345.8741955,327.4147963,327.4260184,376.0034752,449.6820169,334.1995426,381.8268889,343.9423539,497.0110911,-0.41807,-0.578837,-0.578837,-0.578837,-0.494929,-0.494616,-0.494616,-0.494616,-0.470829,-0.499398,-0.492336,-0.485179,-0.540864,-0.391557,-0.331518,-0.268165,-0.456244,-0.547191,-0.607994,-0.51929,-0.522268,-0.501044,-0.482497,-0.523907,0.491603
2022-05-08 14:56:57.015159-07:00,14:21:30.025845-07:00,340.6409548,312.1946946,330.0474857,385.6177047,342.6323215,371.2831857,367.8513315,342.2405708,333.0277554,337.930997,313.052053,330.9852876,389.9630077,345.5586664,392.2174457,389.0633622,356.7031442,346.7539673,370.4939035,340.3464026,343.7363003,326.2036796,327.1341154,374.8048557,446.1293453,335.5984143,380.8632522,344.4411918,495.079369,-0.418061,-0.578891,-0.578891,-0.578891,-0.494973,-0.494737,-0.494737,-0.494737,-0.470863,-0.499488,-0.492519,-0.485457,-0.5409,-0.391605,-0.331661,-0.268411,-0.456181,-0.547252,-0.607931,-0.519315,-0.522296,-0.501087,-0.482419,-0.523919,0.491622
2022-05-08 14:56:57.075057-07:00,14:21:30.056411-07:00,343.0644061,312.8668994,329.4956207,383.7636537,343.2890372,370.8683213,367.8326502,343.6023657,332.7711482,335.7917289,313.6145218,332.1586317,391.8312538,344.5466729,390.9485038,387.4829667,355.2382326,347.5824474,371.6916049,342.5452894,343.6919584,326.6927921,329.0162875,374.8994754,448.7732724,336.1168941,382.9828603,343.1790177,493.2989618,-0.41807,-0.578832,-0.578832,-0.578832,-0.494961,-0.494669,-0.494669,-0.494669,-0.470898,-0.499586,-0.492614,-0.485548,-0.541001,-0.391626,-0.331681,-0.26843,-0.456629,-0.547577,-0.608292,-0.519862,-0.522946,-0.500938,-0.48258,-0.523967,0.491565
2022-05-08 14:56:57.135100-07:00,14:21:30.115877-07:00,340.3978665,314.9227795,330.8137728,385.0083429,341.1718397,370.03697,367.3458335,342.3221205,332.9433878,339.9695009,314.3903695,331.9155749,390.6986572,343.6339669,391.2592393,386.9694754,355.8678692,345.8601197,372.8859452,340.3602103,342.1792604,324.8281946,328.6492092,373.9807679,447.0013155,334.0061263,382.5195879,344.4904408,495.4652939,-0.418005,-0.578966,-0.578966,-0.578966,-0.494976,-0.49487,-0.49487,-0.49487,-0.470986,-0.499692,-0.49278,-0.485777,-0.541073,-0.391865,-0.332055,-0.268947,-0.456684,-0.547617,-0.608333,-0.519852,-0.522942,-0.501052,-0.482527,-0.524086,0.491374
2022-05-08 14:56:57.165074-07:00,14:21:30.175830-07:00,342.7289633,314.0011049,329.7930579,385.4467908,342.6011013,372.5825322,366.079183,344.5112383,333.6090693,337.914464,314.5568514,331.9175594,391.9363642,345.590605,392.0301802,387.9780387,355.4527407,348.6624559,369.4616515,340.3788516,344.4050989,327.2621432,328.7356979,375.2762503,447.214455,335.5613523,381.8126215,344.2381351,495.0350252,-0.417782,-0.579134,-0.579134,-0.579134,-0.494826,-0.495134,-0.495134,-0.495134,-0.470725,-0.500064,-0.493253,-0.486353,-0.540943,-0.392048,-0.332313,-0.269285,-0.45652,-0.547866,-0.608168,-0.520122,-0.523245,-0.501133,-0.482244,-0.524265,0.491378
2022-05-08 14:56:57.225050-07:00,14:21:30.236439-07:00,341.6637346,313.5273949,329.0761865,384.9995672,342.8887868,369.911043,368.1836285,342.3652209,333.4305028,337.8317389,311.6966198,331.43919,391.1228591,343.6549072,390.4791225,387.6817008,356.487745,346.6389777,371.7101587,340.7247757,342.8697253,326.1028964,326.0941252,376.7342481,448.8670604,336.0108931,383.4565365,343.24772,494.4741223,-0.417787,-0.578861,-0.578861,-0.578861,-0.4948,-0.494857,-0.494857,-0.494857,-0.470776,-0.49992,-0.493092,-0.486176,-0.540861,-0.391901,-0.33208,-0.268961,-0.456571,-0.547755,-0.608226,-0.520063,-0.523207,-0.500982,-0.482366,-0.524145,0.49154
