Time,Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,IMU1,IMU2,IMU3,IMU4,PinkyMCPY,PinkyMCPZ,PinkyPIPZ,PinkyDIPZ,RingMCPY,RingMCPZ,RingPIPZ,RingDIPZ,MiddleMCPY,MiddleMCPZ,MiddlePIPZ,MiddleDIPZ,IndexMCPY,IndexMCPZ,IndexPIPZ,IndexDIPZ,ThumbsCMCY,ThumbsCMCZ,ThumbsMCPY,ThumbsMCPZ,ThumbsIPZ,HandX,HandY,HandZ,HandW
2022-05-08 14:56:56.483410-07:00,14:21:29.605967-07:00,396.8207686,300.5319556,324.318556,328.9153027,400.8922136,348.925262,325.3627673,391.5075367,359.6742026,372.4133235,378.6804437,368.0926301,364.4430191,342.7934605,367.4331949,415.8873968,379.5821921,313.2077892,344.6740958,331.4394891,383.2865925,362.166821,312.8537842,365.1391031,398.9131969,404.6301283,340.9499704,353.9542617,455.4881462,-0.418869,-0.579641,-0.579641,-0.579641,-0.495577,-0.495007,-0.495007,-0.495007,-0.471125,-0.49953,-0.492407,-0.485188,-0.541054,-0.391903,-0.331955,-0.268696,-0.457004,-0.547333,-0.608649,-0.519651,-0.522667,-0.50106,-0.482757,-0.52398,0.491253
2022-05-08 14:56:56.543157-07:00,14:21:29.607545-07:00,399.5516915,300.021508,325.1959759,331.6938939,400.1227021,349.4794291,323.2502674,389.8058629,359.0929138,372.6533759,379.2283741,366.6271725,363.2724304,341.7705408,367.8401394,415.5484324,380.2370449,314.9392055,346.4388512,329.2101359,382.7205659,364.2063321,314.5949384,364.8758775,399.9919835,405.7851463,340.086861,354.7486572,456.3765323,-0.41823,-0.579749,-0.579749,-0.579749,-0.494776,-0.49509,-0.49509,-0.49509,-0.470394,-0.499679,-0.492529,-0.485282,-0.54031,-0.392109,-0.332073,-0.268715,-0.456674,-0.547938,-0.60829,-0.520028,-0.522999,-0.501629,-0.482097,-0.52424,0.491043
2022-05-08 14:56:56.603000-07:00,14:21:29.665884-07:00,398.7606384,300.8212657,327.2198171,331.1652805,400.6075277,348.0290739,324.8168194,391.2855427,357.1997105,371.1978284,378.7358032,365.5027348,362.4840493,341.9013248,369.728538,416.0950157,380.6203649,313.0343549,345.2075453,331.3884079,383.8232022,363.3788803,313.0820363,364.0870362,398.3176128,405.2157222,340.4666231,353.5863612,454.5674322,-0.417912,-0.579507,-0.579507,-0.579507,-0.494441,-0.494957,-0.494957,-0.494957,-0.470131,-0.499604,-0.492462,-0.485222,-0.540022,-0.392035,-0.331935,-0.268509,-0.456408,-0.548127,-0.608043,-0.520198,-0.523182,-0.50181,-0.481825,-0.524231,0.491135
2022-05-08 14:56:56.633012-07:00,14:21:29.725867-07:00,398.9704651,300.1712395,326.7518513,329.8602285,401.1559276,349.7452053,325.2652755,390.2025446,357.6881928,371.2922139,379.9409313,366.6203081,364.0187313,343.0473968,368.5228442,416.859129,380.9803065,311.3544575,344.0934031,330.8891313,383.9501371,365.0561741,314.9628209,365.4738333,399.3297237,403.3053127,339.763124,352.5316804,455.9143232,-0.418133,-0.579144,-0.579144,-0.579144,-0.494699,-0.49466,-0.49466,-0.49466,-0.470428,-0.499324,-0.492221,-0.485022,-0.540335,-0.391581,-0.331454,-0.268007,-0.456194,-0.547631,-0.607922,-0.51984,-0.522877,-0.50146,-0.482055,-0.523893,0.491627
2022-05-08 14:56:56.723229-07:00,14:21:29.756129-07:00,399.6189279,299.2220055,325.1161086,331.0762137,399.5914731,348.9063176,322.9236441,390.920052,359.0844025,371.516284,379.2151547,366.4005321,363.7288233,344.215225,370.066552,415.5021278,379.6191751,311.6489071,344.0962233,330.6893714,383.9654965,363.5461978,315.6741663,366.6710752,399.7388759,404.1456682,341.0561619,353.8757036,456.6907391,-0.418304,-0.579071,-0.579071,-0.579071,-0.494822,-0.494654,-0.494654,-0.494654,-0.470558,-0.4994,-0.49229,-0.485084,-0.540469,-0.391661,-0.331555,-0.268128,-0.456544,-0.547703,-0.608219,-0.520003,-0.523082,-0.501444,-0.482305,-0.523905,0.491385
2022-05-08 14:56:56.752845-07:00,14:21:29.816657-07:00,398.6437779,300.2563327,326.6691073,331.3368661,401.3162026,348.0889519,325.2232157,389.9005642,359.7181986,371.3281027,380.3149744,368.3740114,364.3945475,341.0704927,367.4416015,415.9944434,380.0056538,314.6099243,343.9887855,330.5738907,384.5279001,364.478882,313.3372941,363.6884672,400.3254198,404.2647708,340.6620747,351.7705383,455.5384385,-0.418355,-0.579242,-0.579242,-0.579242,-0.495013,-0.494775,-0.494775,-0.494775,-0.470745,-0.499489,-0.492418,-0.485252,-0.540709,-0.391732,-0.331699,-0.268351,-0.456646,-0.547605,-0.608312,-0.519893,-0.522963,-0.50127,-0.482476,-0.523905,0.491395
2022-05-08 14:56:56.782665-07:00,14:21:29.936132-07:00,397.6609868,298.7550517,324.7901878,331.6608143,402.4394243,348.8753476,322.6049892,388.3602506,360.2971829,370.3356389,380.6551443,366.5223256,363.7391157,343.5265388,366.7220196,414.8522188,380.3320253,311.6392528,345.5349712,330.7879598,384.0042773,364.1717896,311.7835056,365.4805342,399.3581344,405.5861648,339.3270273,353.2253334,455.6218974,-0.418215,-0.579163,-0.579163,-0.579163,-0.494908,-0.49474,-0.49474,-0.49474,-0.470737,-0.499514,-0.492451,-0.485292,-0.540748,-0.391741,-0.331724,-0.268394,-0.456548,-0.547629,-0.608225,-0.519954,-0.523033,-0.501158,-0.482458,-0.523926,0.491505
2022-05-08 14:56:56.872715-07:00,14:21:29.966991-07:00,398.4095548,300.7766436,325.9356461,331.0856937,400.4713287,348.9456718,323.7942907,389.5352493,358.1722648,371.4486404,379.5779789,367.0567446,363.2874255,340.7247833,367.9454212,416.8153694,380.6936087,312.0862251,346.022084,329.8218372,382.8109435,364.3906338,315.1678383,364.6242017,399.6221596,403.1901541,339.3730547,351.0221355,455.5855242,-0.418187,-0.579038,-0.579038,-0.579038,-0.494994,-0.494731,-0.494731,-0.494731,-0.470889,-0.499527,-0.49244,-0.485257,-0.54091,-0.39174,-0.331702,-0.268348,-0.456749,-0.547607,-0.608398,-0.519969,-0.523056,-0.500978,-0.482622,-0.524018,0.491428
2022-05-08 14:56:56.902623-07:00,14:21:29.968143-07:00,399.5377986,302.0811091,324.9183622,331.0840871,401.8070335,349.4463658,324.3163852,390.6030473,358.7844597,374.6138541,379.4291723,365.7751766,364.6204883,343.0714201,368.0764112,415.9178275,380.3026772,312.0058755,345.7759287,330.0261677,384.9191109,364.5468326,313.1532088,363.2487724,400.3195988,405.7842103,340.5941875,352.7481529,456.594381,-0.41807,-0.578837,-0.578837,-0.578837,-0.494929,-0.494616,-0.494616,-0.494616,-0.470829,-0.499398,-0.492336,-0.485179,-0.540864,-0.391557,-0.331518,-0.268165,-0.456244,-0.547191,-0.607994,-0.51929,-0.522268,-0.501044,-0.482497,-0.523907,0.491603
2022-05-08 14:56:56.932430-07:00,14:21:30.025845-07:00,398.1114159,299.3881738,325.4833009,331.1164945,400.7481567,348.023161,322.6109361,390.7778364,358.4418014,371.5372703,379.3337348,366.7137773,364.025124,341.7497274,367.3852952,415.3011505,380.7085807,312.773364,345.8304472,327.6107817,385.8399501,363.3683871,313.6834739,366.305186,397.9814683,403.6235194,341.3032647,351.1208571,455.8045842,-0.418061,-0.578891,-0.578891,-0.578891,-0.494973,-0.494737,-0.494737,-0.494737,-0.470863,-0.499488,-0.492519,-0.485457,-0.5409,-0.391605,-0.331661,-0.268411,-0.456181,-0.547252,-0.607931,-0.519315,-0.522296,-0.501087,-0.482419,-0.523919,0.491622
2022-05-08 14:56:56.992807-07:00,14:21:30.056411-07:00,399.2267362,301.8216516,325.3368255,332.2963132,400.9974723,348.0767461,323.555809,390.9463441,358.9679943,371.0134867,380.904825,367.6065608,365.4156283,341.6907648,367.7622158,417.2425222,380.8459661,312.883675,344.8169641,330.416514,384.7414439,361.6975563,315.4246863,364.6239045,398.8081612,406.1398368,340.4792691,354.5219965,456.3289337,-0.41807,-0.578832,-0.578832,-0.578832,-0.494961,-0.494669,-0.494669,-0.494669,-0.470898,-0.499586,-0.492614,-0.485548,-0.541001,-0.391626,-0.331681,-0.26843,-0.456629,-0.547577,-0.608292,-0.519862,-0.522946,-0.500938,-0.48258,-0.523967,0.491565
2022-05-08 14:56:57.112308-07:00,14:21:30.115877-07:00,398.4709678,298.8306347,327.5680908,331.9274868,399.9108267,350.2454937,325.0360741,390.9832388,359.3740276,370.520718,380.4317335,368.2332475,364.8286966,343.9086488,369.0627921,415.6835993,379.3846542,311.9874924,345.149911,328.1513597,383.569792,364.8013449,312.3517062,364.919009,399.5498331,404.1930426,341.075396,351.7354163,457.5805696,-0.418005,-0.578966,-0.578966,-0.578966,-0.494976,-0.49487,-0.49487,-0.49487,-0.470986,-0.499692,-0.49278,-0.485777,-0.541073,-0.391865,-0.332055,-0.268947,-0.456684,-0.547617,-0.608333,-0.519852,-0.522942,-0.501052,-0.482527,-0.524086,0.491374
2022-05-08 14:56:57.113343-07:00,14:21:30.175830-07:00,398.4313109,299.2110254,327.3655408,330.8903486,398.501676,347.0728994,324.815149,390.066951,357.2454066,371.4445157,381.532962,366.8224966,362.8067975,342.1951296,368.772938,414.5373815,380.736101,313.8973282,345.9513537,328.9912117,383.250923,363.0552201,313.7800043,365.3251262,399.1091205,404.3708449,340.5706362,353.9523261,455.5840942,-0.417782,-0.579134,-0.579134,-0.579134,-0.494826,-0.495134,-0.495134,-0.495134,-0.470725,-0.500064,-0.493253,-0.486353,-0.540943,-0.392048,-0.332313,-0.269285,-0.45652,-0.547866,-0.608168,-0.520122,-0.523245,-0.501133,-0.482244,-0.524265,0.491378
2022-05-08 14:56:57.142820-07:00,14:21:30.236439-07:00,399.2591075,300.8126995,325.6834042,331.5250836,402.0061428,347.556732,323.0156928,390.031023,359.0755418,372.5380847,378.6460471,367.0799428,363.6248554,341.6371538,368.2923636,415.4137988,380.0446485,313.0479416,344.8071156,330.8397085,383.5880237,363.4721328,315.1148086,364.6977653,400.2825663,405.2677975,339.917387,351.7114536,455.7160568,-0.417787,-0.578861,-0.578861,-0.578861,-0.4948,-0.494857,-0.494857,-0.494857,-0.470776,-0.49992,-0.493092,-0.486176,-0.540861,-0.391901,-0.33208,-0.268961,-0.456571,-0.547755,-0.608226,-0.520063,-0.523207,-0.500982,-0.482366,-0.524145,0.49154
2022-05-08 14:56:57.203016-07:00,14:21:30.265887-07:00,399.6779978,301.3842762,324.9042706,331.4233525,401.0035531,348.7129956,324.1620528,390.2013658,358.9001937,372.1622532,380.5051605,368.3951793,365.2145964,342.8732047,370.4032564,414.859893,379.9661234,312.6906212,343.6028159,331.325175,383.8439676,362.3104882,312.6809209,362.2846589,399.4697212,406.3818143,341.8011633,353.6134725,457.2894364,-0.417588,-0.578554,-0.578554,-0.578554,-0.494675,-0.494674,-0.494674,-0.494674,-0.470632,-0.499768,-0.492971,-0.486086,-0.540761,-0.391736,-0.331942,-0.268856,-0.456082,-0.547416,-0.607832,-0.519533,-0.522601,-0.501048,-0.482223,-0.523929,0.491844
2022-05-08 14:56:57.232468-07:00,14:21:30.386064-07:00,398.8893731,300.5286839,325.1465504,331.9271817,401.8691195,350.3516094,323.8105704,390.0142676,359.170477,371.3092566,378.4888977,364.9449256,362.5875828,342.9451096,368.8640926,416.7299751,378.8660957,312.1671746,342.9306758,328.9610195,382.5821956,364.806651,312.901533,364.330602,400.0546492,404.650404,339.4111433,352.5553103,455.4317451,-0.41765,-0.578698,-0.578698,-0.578698,-0.494773,-0.494841,-0.494841,-0.494841,-0.470748,-0.499891,-0.493161,-0.486343,-0.54092,-0.391788,-0.332051,-0.269026,-0.456052,-0.547452,-0.607796,-0.51951,-0.522562,-0.501033,-0.482231,-0.524048,0.491724
2022-05-08 14:56:57.292395-07:00,14:21:30.387029-07:00,398.5261868,299.8920135,324.9138284,331.3233284,400.9063139,348.2744795,324.4787349,389.9296918,359.1892581,371.8952535,380.2466955,364.9324639,366.3312457,343.0534056,368.4014436,416.6973706,379.6256464,311.9273183,345.2233581,328.5811028,383.2386507,363.3247144,315.8117303,365.0718998,399.0218205,404.6042087,341.6726944,353.1985746,457.1718893,-0.417612,-0.578865,-0.578865,-0.578865,-0.494709,-0.494953,-0.494953,-0.494953,-0.47071,-0.500067,-0.493337,-0.486521,-0.540955,-0.391944,-0.332223,-0.269212,-0.456444,-0.547927,-0.608092,-0.520199,-0.523355,-0.500971,-0.482262,-0.524238,0.491555
2022-05-08 14:56:57.352190-07:00,14:21:30.475713-07:00,399.1267935,300.1084824,326.3385783,331.1694086,400.7281402,348.6778776,324.6869331,392.1974228,358.8740851,370.317737,380.7275772,366.5553499,364.0345701,342.6240564,368.5125519,416.6345265,380.2435843,311.6810318,345.332223,329.4804112,385.1693732,362.3119109,314.8191953,364.5474768,399.9918869,403.7872631,340.0504161,353.3932385,458.5425286,-0.417444,-0.578604,-0.578604,-0.578604,-0.494637,-0.49485,-0.49485,-0.49485,-0.47065,-0.499977,-0.493275,-0.486487,-0.540901,-0.391848,-0.332149,-0.269165,-0.456137,-0.54767,-0.60785,-0.519824,-0.522933,-0.500981,-0.482194,-0.5241,0.491758
2022-05-08 14:56:57.382694-07:00,14:21:30.505661-07:00,398.084877,302.385754,325.8014667,331.9757165,400.4447551,350.4274754,326.3078437,390.1590016,358.3263429,370.4929528,379.8724969,366.9746965,363.1758438,342.2080479,367.8806222,417.0539016,381.2464409,313.4656845,345.7960156,329.8793215,385.073088,361.3679482,313.9891681,365.4629483,401.1782339,403.8458492,341.3461599,352.3604755,456.0924846,-0.417405,-0.578462,-0.578462,-0.578462,-0.494697,-0.494791,-0.494791,-0.494791,-0.470785,-0.499931,-0.493285,-0.486554,-0.540992,-0.391753,-0.332083,-0.26913,-0.455978,-0.547384,-0.607734,-0.51937,-0.522416,-0.501019,-0.482217,-0.524051,0.491749
2022-05-08 14:56:57.442559-07:00,14:21:30.537065-07:00,398.7632865,300.0843605,325.9936175,331.8103772,400.457032,348.8219759,325.0081374,390.0241893,360.0447691,373.3997723,380.4067719,366.6389634,365.7499087,344.0283386,367.184732,412.758177,380.1545756,312.4147091,343.8099225,329.8498486,383.9140949,365.5075309,313.7924846,364.9043083,398.0560599,405.5489658,340.0227471,351.9420738,455.8010487,-0.417274,-0.578438,-0.578438,-0.578438,-0.494581,-0.494807,-0.494807,-0.494807,-0.470743,-0.500029,-0.493422,-0.48673,-0.541016,-0.391869,-0.33222,-0.26929,-0.456006,-0.547575,-0.607738,-0.519626,-0.522702,-0.500933,-0.482232,-0.524129,0.491739
2022-05-08 14:56:57.532546-07:00,14:21:30.566311-07:00,399.3905736,300.4133191,327.0934848,331.5653185,400.7582867,348.2376993,323.4749113,390.421476,358.6289309,372.4894179,380.1542169,366.1545912,365.3458933,340.6017501,368.4989505,416.3530758,378.9516126,313.1959182,345.2894707,327.5387162,384.2812243,364.3370762,313.5391504,362.8137565,398.9550171,404.5681091,340.4859117,353.4760803,456.4246757,-0.417071,-0.578336,-0.578336,-0.578336,-0.494439,-0.494772,-0.494772,-0.494772,-0.470659,-0.500036,-0.493438,-0.486757,-0.540962,-0.391915,-0.332263,-0.269329,-0.455957,-0.54771,-0.607677,-0.519711,-0.522776,-0.501007,-0.482146,-0.524207,0.491665
2022-05-08 14:56:57.533773-07:00,14:21:30.625655-07:00,398.7254504,300.1443428,325.1353752,330.929819,401.9108314,349.2759956,324.8125474,389.3826492,357.7796488,372.6901801,377.9832353,366.398874,364.7786241,340.685955,368.0499028,416.8998826,379.5848687,312.7490471,344.5386317,331.1481511,383.134766,362.4459077,312.3234855,365.8542632,400.5696452,405.0992936,342.6724533,352.0363624,455.5653919,-0.416829,-0.578434,-0.578434,-0.578434,-0.494304,-0.494971,-0.494971,-0.494971,-0.470471,-0.500274,-0.493685,-0.487013,-0.540847,-0.392158,-0.332521,-0.269601,-0.456273,-0.548176,-0.607908,-0.520365,-0.523533,-0.50095,-0.482082,-0.524385,0.491596
2022-05-08 14:56:57.592556-07:00,14:21:30.656477-07:00,398.9640605,299.9182176,326.7297695,331.7905339,400.7050224,349.4530318,324.2174782,389.8662904,358.8394434,372.4576144,380.0510752,367.2663463,365.7286295,341.9108122,367.2239151,415.4016986,380.6576546,313.0331046,343.9778823,330.3524893,382.5698011,364.8467216,315.7388406,364.9316856,399.8884881,404.1704808,341.7653285,353.1608486,456.5871655,-0.417172,-0.578433,-0.578433,-0.578433,-0.494593,-0.494938,-0.494938,-0.494938,-0.470748,-0.500202,-0.49362,-0.486954,-0.541148,-0.39211,-0.332542,-0.269696,-0.45656,-0.548039,-0.608165,-0.520196,-0.523364,-0.500915,-0.482389,-0.524287,0.491434
2022-05-08 14:56:57.652454-07:00,14:21:30.746738-07:00,399.6402746,300.2398861,326.278582,334.2540299,400.0558866,349.8801493,322.7218932,392.1373999,360.3243844,370.8300985,379.3026463,365.9312404,364.1592314,343.0605234,368.2010528,415.0387132,378.7169829,312.7392099,346.3814096,329.8083015,383.9369268,364.5958766,314.8517081,365.7620054,399.9035229,405.1441059,340.837905,353.1138672,456.4468208,-0.416559,-0.578381,-0.578381,-0.578381,-0.4941,-0.495095,-0.495095,-0.495095,-0.470311,-0.500442,-0.493894,-0.487263,-0.540716,-0.392454,-0.332924,-0.270119,-0.456194,-0.54842,-0.607808,-0.52054,-0.523705,-0.501116,-0.481981,-0.52439,0.49152
2022-05-08 14:56:57.683027-07:00,14:21:30.805917-07:00,397.5103295,299.9002783,326.4048097,331.7908977,399.237205,349.6951496,324.6623627,389.401594,358.5328794,369.9715547,380.206705,365.0756475,364.0673412,345.3429853,367.6847129,416.2370082,379.8952316,313.265881,345.1839595,327.9834647,385.5174986,364.2541457,315.2537862,365.5986824,398.1458628,404.6793798,341.207435,353.1312004,458.6231891,-0.416386,-0.578303,-0.578303,-0.578303,-0.494202,-0.495249,-0.495249,-0.495249,-0.470594,-0.500647,-0.494225,-0.487722,-0.540927,-0.392588,-0.33315,-0.270442,-0.456303,-0.548399,-0.607897,-0.520428,-0.523567,-0.501181,-0.48206,-0.524449,0.491313
