,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W
325,-0.65832,-0.085423,-0.34064,0.665794,-0.657419,0.092102,-0.152008,0.732265,-0.609502,0.26304,0.047495,0.746366,-0.572383,-0.19848,-0.368966,0.704875,-0.605074,0.030032,-0.078518,0.791719,-0.549916,0.254184,0.22333,0.763615,-0.457861,-0.432858,-0.59176,0.50281,-0.457861,-0.432858,-0.59176,0.50281,-0.457861,-0.432858,-0.59176,0.50281,-0.424311,-0.490281,-0.451805,0.612745,-0.424343,-0.490254,-0.451766,0.612774,-0.424374,-0.490227,-0.451727,0.612803,0.039954,-0.362291,-0.588964,0.721298,-0.029585,-0.523297,-0.590676,0.613504,-0.008418,-0.524066,-0.614981,0.589138,-0.491438,-0.381933,-0.544157,0.562591,-0.65832,-0.085423,-0.34064,0.665794,-0.657419,0.092102,-0.152008,0.732265,-0.609502,0.26304,0.047495,0.746366,-0.572383,-0.19848,-0.368966,0.704875,-0.605074,0.030032,-0.078518,0.791719,-0.549916,0.254184,0.22333,0.763615,-0.457861,-0.432858,-0.59176,0.50281,-0.457861,-0.432858,-0.59176,0.50281,-0.457861,-0.432858,-0.59176,0.50281,-0.424311,-0.490281,-0.451805,0.612745,-0.424343,-0.490254,-0.451766,0.612774,-0.424374,-0.490227,-0.451727,0.612803,0.039954,-0.362291,-0.588964,0.721298,-0.029585,-0.523297,-0.590676,0.613504,-0.008418,-0.524066,-0.614981,0.589138,-0.491438,-0.381933,-0.544157,0.562591,-0.65832,-0.085423,-0.34064,0.665794,-0.657419,0.092102,-0.152008,0.732265,-0.609502,0.26304,0.047495,0.746366,-0.572383,-0.19848,-0.368966,0.704875,-0.605074,0.030032,-0.078518,0.791719,-0.549916,0.254184,0.22333,0.763615,-0.457861,-0.432858,-0.59176,0.50281,-0.457861,-0.432858,-0.59176,0.50281,-0.457861,-0.432858,-0.59176,0.50281,-0.424311,-0.490281,-0.451805,0.612745,-0.424343,-0.490254,-0.451766,0.612774,-0.424374,-0.490227,-0.451727,0.612803,0.039954,-0.362291,-0.588964,0.721298,-0.029585,-0.523297,-0.590676,0.613504,-0.008418,-0.524066,-0.614981,0.589138,-0.491438,-0.381933,-0.544157,0.562591
326,-0.645621,-0.06368,-0.34229,0.679674,-0.634381,0.135803,-0.119231,0.7516,-0.56297,0.322406,0.115137,0.752238,-0.559295,-0.170017,-0.375705,0.719117,-0.577663,0.089567,-0.026376,0.810918,-0.48155,0.331401,0.328181,0.742011,-0.451498,-0.428004,-0.595995,0.507694,-0.451498,-0.428004,-0.595995,0.507694,-0.451498,-0.428004,-0.595995,0.507694,-0.418083,-0.489655,-0.456288,0.614203,-0.418083,-0.489655,-0.456288,0.614203,-0.418083,-0.489655,-0.456288,0.614203,0.047368,-0.366403,-0.590792,0.717266,-0.023813,-0.526327,-0.592354,0.609532,-0.002357,-0.526861,-0.616687,0.584901,-0.48314,-0.381697,-0.550946,0.563331,-0.645621,-0.06368,-0.34229,0.679674,-0.634381,0.135803,-0.119231,0.7516,-0.56297,0.322406,0.115137,0.752238,-0.559295,-0.170017,-0.375705,0.719117,-0.577663,0.089567,-0.026376,0.810918,-0.48155,0.331401,0.328181,0.742011,-0.451498,-0.428004,-0.595995,0.507694,-0.451498,-0.428004,-0.595995,0.507694,-0.451498,-0.428004,-0.595995,0.507694,-0.418083,-0.489655,-0.456288,0.614203,-0.418083,-0.489655,-0.456288,0.614203,-0.418083,-0.489655,-0.456288,0.614203,0.047368,-0.366403,-0.590792,0.717266,-0.023813,-0.526327,-0.592354,0.609532,-0.002357,-0.526861,-0.616687,0.584901,-0.48314,-0.381697,-0.550946,0.563331,-0.645621,-0.06368,-0.34229,0.679674,-0.634381,0.135803,-0.119231,0.7516,-0.56297,0.322406,0.115137,0.752238,-0.559295,-0.170017,-0.375705,0.719117,-0.577663,0.089567,-0.026376,0.810918,-0.48155,0.331401,0.328181,0.742011,-0.451498,-0.428004,-0.595995,0.507694,-0.451498,-0.428004,-0.595995,0.507694,-0.451498,-0.428004,-0.595995,0.507694,-0.418083,-0.489655,-0.456288,0.614203,-0.418083,-0.489655,-0.456288,0.614203,-0.418083,-0.489655,-0.456288,0.614203,0.047368,-0.366403,-0.590792,0.717266,-0.023813,-0.526327,-0.592354,0.609532,-0.002357,-0.526861,-0.616687,0.584901,-0.48314,-0.381697,-0.550946,0.563331
327,-0.643656,-0.057247,-0.347308,0.679563,-0.623669,0.169139,-0.090551,0.757779,-0.526538,0.374604,0.177407,0.742264,-0.559271,-0.151374,-0.373364,0.7245,-0.564778,0.129323,0.011072,0.814972,-0.437676,0.379655,0.392908,0.71409,-0.458221,-0.418457,-0.592542,0.513636,-0.458221,-0.418457,-0.592542,0.513636,-0.458221,-0.418457,-0.592542,0.513636,-0.419459,-0.485602,-0.459936,0.613762,-0.419459,-0.485602,-0.459936,0.613762,-0.419459,-0.485602,-0.459936,0.613762,0.04445,-0.367673,-0.595606,0.712807,-0.028307,-0.52699,-0.595698,0.605496,-0.006251,-0.527712,-0.62049,0.580063,-0.484384,-0.377088,-0.553815,0.562554,-0.643656,-0.057247,-0.347308,0.679563,-0.623669,0.169139,-0.090551,0.757779,-0.526538,0.374604,0.177407,0.742264,-0.559271,-0.151374,-0.373364,0.7245,-0.564778,0.129323,0.011072,0.814972,-0.437676,0.379655,0.392908,0.71409,-0.458221,-0.418457,-0.592542,0.513636,-0.458221,-0.418457,-0.592542,0.513636,-0.458221,-0.418457,-0.592542,0.513636,-0.419459,-0.485602,-0.459936,0.613762,-0.419459,-0.485602,-0.459936,0.613762,-0.419459,-0.485602,-0.459936,0.613762,0.04445,-0.367673,-0.595606,0.712807,-0.028307,-0.52699,-0.595698,0.605496,-0.006251,-0.527712,-0.62049,0.580063,-0.484384,-0.377088,-0.553815,0.562554,-0.643656,-0.057247,-0.347308,0.679563,-0.623669,0.169139,-0.090551,0.757779,-0.526538,0.374604,0.177407,0.742264,-0.559271,-0.151374,-0.373364,0.7245,-0.564778,0.129323,0.011072,0.814972,-0.437676,0.379655,0.392908,0.71409,-0.458221,-0.418457,-0.592542,0.513636,-0.458221,-0.418457,-0.592542,0.513636,-0.458221,-0.418457,-0.592542,0.513636,-0.419459,-0.485602,-0.459936,0.613762,-0.419459,-0.485602,-0.459936,0.613762,-0.419459,-0.485602,-0.459936,0.613762,0.04445,-0.367673,-0.595606,0.712807,-0.028307,-0.52699,-0.595698,0.605496,-0.006251,-0.527712,-0.62049,0.580063,-0.484384,-0.377088,-0.553815,0.562554
328,-0.648499,-0.082099,-0.355289,0.668191,-0.637157,0.146012,-0.103724,0.749635,-0.548031,0.356296,0.160505,0.739563,-0.562564,-0.145067,-0.364188,0.727904,-0.563539,0.141232,0.027685,0.813456,-0.427658,0.393232,0.412835,0.701459,-0.490403,-0.383991,-0.550139,0.55624,-0.500016,-0.371387,-0.535805,0.57006,-0.509306,-0.358542,-0.521123,0.583512,-0.427878,-0.474753,-0.447131,0.625783,-0.431868,-0.471126,-0.441836,0.629533,-0.435827,-0.467466,-0.436509,0.633238,0.043033,-0.366499,-0.598973,0.710675,-0.029906,-0.525659,-0.59938,0.602936,-0.006849,-0.526464,-0.625218,0.5761,-0.485533,-0.373883,-0.553029,0.564472,-0.648499,-0.082099,-0.355289,0.668191,-0.637157,0.146012,-0.103724,0.749635,-0.548031,0.356296,0.160505,0.739563,-0.562564,-0.145067,-0.364188,0.727904,-0.563539,0.141232,0.027685,0.813456,-0.427658,0.393232,0.412835,0.701459,-0.490403,-0.383991,-0.550139,0.55624,-0.500016,-0.371387,-0.535805,0.57006,-0.509306,-0.358542,-0.521123,0.583512,-0.427878,-0.474753,-0.447131,0.625783,-0.431868,-0.471126,-0.441836,0.629533,-0.435827,-0.467466,-0.436509,0.633238,0.043033,-0.366499,-0.598973,0.710675,-0.029906,-0.525659,-0.59938,0.602936,-0.006849,-0.526464,-0.625218,0.5761,-0.485533,-0.373883,-0.553029,0.564472,-0.648499,-0.082099,-0.355289,0.668191,-0.637157,0.146012,-0.103724,0.749635,-0.548031,0.356296,0.160505,0.739563,-0.562564,-0.145067,-0.364188,0.727904,-0.563539,0.141232,0.027685,0.813456,-0.427658,0.393232,0.412835,0.701459,-0.490403,-0.383991,-0.550139,0.55624,-0.500016,-0.371387,-0.535805,0.57006,-0.509306,-0.358542,-0.521123,0.583512,-0.427878,-0.474753,-0.447131,0.625783,-0.431868,-0.471126,-0.441836,0.629533,-0.435827,-0.467466,-0.436509,0.633238,0.043033,-0.366499,-0.598973,0.710675,-0.029906,-0.525659,-0.59938,0.602936,-0.006849,-0.526464,-0.625218,0.5761,-0.485533,-0.373883,-0.553029,0.564472
329,-0.65079,-0.183208,-0.436033,0.593955,-0.674733,-0.042755,-0.301873,0.672146,-0.66871,0.099597,-0.154305,0.720484,-0.57121,-0.174118,-0.359114,0.717244,-0.587388,0.107577,0.010281,0.802058,-0.472426,0.365254,0.377381,0.707804,-0.536516,-0.296817,-0.468046,0.636383,-0.569734,-0.226613,-0.383843,0.690445,-0.59381,-0.152773,-0.293482,0.733429,-0.42576,-0.472108,-0.457328,0.621847,-0.425806,-0.472067,-0.457268,0.621891,-0.425851,-0.472026,-0.457209,0.621935,0.042691,-0.3573,-0.602746,0.712188,-0.031914,-0.517099,-0.602654,0.606959,-0.008659,-0.51801,-0.629303,0.579282,-0.488054,-0.366856,-0.55501,0.564963,-0.65079,-0.183208,-0.436033,0.593955,-0.674733,-0.042755,-0.301873,0.672146,-0.66871,0.099597,-0.154305,0.720484,-0.57121,-0.174118,-0.359114,0.717244,-0.587388,0.107577,0.010281,0.802058,-0.472426,0.365254,0.377381,0.707804,-0.536516,-0.296817,-0.468046,0.636383,-0.569734,-0.226613,-0.383843,0.690445,-0.59381,-0.152773,-0.293482,0.733429,-0.42576,-0.472108,-0.457328,0.621847,-0.425806,-0.472067,-0.457268,0.621891,-0.425851,-0.472026,-0.457209,0.621935,0.042691,-0.3573,-0.602746,0.712188,-0.031914,-0.517099,-0.602654,0.606959,-0.008659,-0.51801,-0.629303,0.579282,-0.488054,-0.366856,-0.55501,0.564963,-0.65079,-0.183208,-0.436033,0.593955,-0.674733,-0.042755,-0.301873,0.672146,-0.66871,0.099597,-0.154305,0.720484,-0.57121,-0.174118,-0.359114,0.717244,-0.587388,0.107577,0.010281,0.802058,-0.472426,0.365254,0.377381,0.707804,-0.536516,-0.296817,-0.468046,0.636383,-0.569734,-0.226613,-0.383843,0.690445,-0.59381,-0.152773,-0.293482,0.733429,-0.42576,-0.472108,-0.457328,0.621847,-0.425806,-0.472067,-0.457268,0.621891,-0.425851,-0.472026,-0.457209,0.621935,0.042691,-0.3573,-0.602746,0.712188,-0.031914,-0.517099,-0.602654,0.606959,-0.008659,-0.51801,-0.629303,0.579282,-0.488054,-0.366856,-0.55501,0.564963
330,-0.642862,-0.226477,-0.468141,0.562388,-0.66962,-0.12717,-0.378191,0.626425,-0.681131,-0.024966,-0.279629,0.676198,-0.56565,-0.210066,-0.374149,0.70422,-0.601477,0.048093,-0.04224,0.796322,-0.525083,0.29728,0.297549,0.73985,-0.564405,-0.231943,-0.384678,0.692584,-0.605407,-0.076371,-0.190297,0.769049,-0.604325,0.084509,0.017311,0.792054,-0.429762,-0.46406,-0.439139,0.638052,-0.435621,-0.458564,-0.431,0.643578,-0.44141,-0.452994,-0.422791,0.649,0.046718,-0.356062,-0.595523,0.718602,-0.026266,-0.516683,-0.596646,0.613483,-0.002318,-0.517345,-0.624407,0.585204,-0.48426,-0.371044,-0.552247,0.568191,-0.642862,-0.226477,-0.468141,0.562388,-0.66962,-0.12717,-0.378191,0.626425,-0.681131,-0.024966,-0.279629,0.676198,-0.56565,-0.210066,-0.374149,0.70422,-0.601477,0.048093,-0.04224,0.796322,-0.525083,0.29728,0.297549,0.73985,-0.564405,-0.231943,-0.384678,0.692584,-0.605407,-0.076371,-0.190297,0.769049,-0.604325,0.084509,0.017311,0.792054,-0.429762,-0.46406,-0.439139,0.638052,-0.435621,-0.458564,-0.431,0.643578,-0.44141,-0.452994,-0.422791,0.649,0.046718,-0.356062,-0.595523,0.718602,-0.026266,-0.516683,-0.596646,0.613483,-0.002318,-0.517345,-0.624407,0.585204,-0.48426,-0.371044,-0.552247,0.568191,-0.642862,-0.226477,-0.468141,0.562388,-0.66962,-0.12717,-0.378191,0.626425,-0.681131,-0.024966,-0.279629,0.676198,-0.56565,-0.210066,-0.374149,0.70422,-0.601477,0.048093,-0.04224,0.796322,-0.525083,0.29728,0.297549,0.73985,-0.564405,-0.231943,-0.384678,0.692584,-0.605407,-0.076371,-0.190297,0.769049,-0.604325,0.084509,0.017311,0.792054,-0.429762,-0.46406,-0.439139,0.638052,-0.435621,-0.458564,-0.431,0.643578,-0.44141,-0.452994,-0.422791,0.649,0.046718,-0.356062,-0.595523,0.718602,-0.026266,-0.516683,-0.596646,0.613483,-0.002318,-0.517345,-0.624407,0.585204,-0.48426,-0.371044,-0.552247,0.568191
331,-0.632577,-0.256252,-0.494914,0.537811,-0.657809,-0.181952,-0.429914,0.591063,-0.674346,-0.105246,-0.359231,0.636502,-0.562746,-0.216202,-0.374808,0.704338,-0.602128,0.029463,-0.058457,0.795711,-0.538951,0.270109,0.267851,0.751551,-0.570855,-0.219809,-0.358005,0.705437,-0.611694,0.004681,-0.074581,0.787557,-0.567424,0.22852,0.21922,0.7601,-0.4359,-0.456122,-0.420214,0.6522,-0.45001,-0.442206,-0.399522,0.665076,-0.463677,-0.427855,-0.378437,0.677296,0.050733,-0.35681,-0.593225,0.719859,-0.021468,-0.517446,-0.595583,0.61406,0.003234,-0.517881,-0.62419,0.584958,-0.481296,-0.374793,-0.550302,0.570133,-0.632577,-0.256252,-0.494914,0.537811,-0.657809,-0.181952,-0.429914,0.591063,-0.674346,-0.105246,-0.359231,0.636502,-0.562746,-0.216202,-0.374808,0.704338,-0.602128,0.029463,-0.058457,0.795711,-0.538951,0.270109,0.267851,0.751551,-0.570855,-0.219809,-0.358005,0.705437,-0.611694,0.004681,-0.074581,0.787557,-0.567424,0.22852,0.21922,0.7601,-0.4359,-0.456122,-0.420214,0.6522,-0.45001,-0.442206,-0.399522,0.665076,-0.463677,-0.427855,-0.378437,0.677296,0.050733,-0.35681,-0.593225,0.719859,-0.021468,-0.517446,-0.595583,0.61406,0.003234,-0.517881,-0.62419,0.584958,-0.481296,-0.374793,-0.550302,0.570133,-0.632577,-0.256252,-0.494914,0.537811,-0.657809,-0.181952,-0.429914,0.591063,-0.674346,-0.105246,-0.359231,0.636502,-0.562746,-0.216202,-0.374808,0.704338,-0.602128,0.029463,-0.058457,0.795711,-0.538951,0.270109,0.267851,0.751551,-0.570855,-0.219809,-0.358005,0.705437,-0.611694,0.004681,-0.074581,0.787557,-0.567424,0.22852,0.21922,0.7601,-0.4359,-0.456122,-0.420214,0.6522,-0.45001,-0.442206,-0.399522,0.665076,-0.463677,-0.427855,-0.378437,0.677296,0.050733,-0.35681,-0.593225,0.719859,-0.021468,-0.517446,-0.595583,0.61406,0.003234,-0.517881,-0.62419,0.584958,-0.481296,-0.374793,-0.550302,0.570133
332,-0.626611,-0.274443,-0.513181,0.518349,-0.649437,-0.214923,-0.462703,0.563867,-0.666623,-0.153538,-0.408207,0.604489,-0.559678,-0.233885,-0.387323,0.694291,-0.606492,-0.01042,-0.103226,0.788291,-0.567382,0.214521,0.195495,0.77061,-0.572827,-0.217382,-0.352479,0.707371,-0.611423,0.039329,-0.027929,0.789832,-0.540256,0.28898,0.301634,0.730501,-0.441073,-0.451708,-0.411253,0.657484,-0.460665,-0.43171,-0.3817,0.67507,-0.479351,-0.410863,-0.351397,0.691328,0.050368,-0.35886,-0.594961,0.717429,-0.022708,-0.519049,-0.596464,0.611803,0.002351,-0.51954,-0.625276,0.582325,-0.481314,-0.374942,-0.550183,0.570135,-0.626611,-0.274443,-0.513181,0.518349,-0.649437,-0.214923,-0.462703,0.563867,-0.666623,-0.153538,-0.408207,0.604489,-0.559678,-0.233885,-0.387323,0.694291,-0.606492,-0.01042,-0.103226,0.788291,-0.567382,0.214521,0.195495,0.77061,-0.572827,-0.217382,-0.352479,0.707371,-0.611423,0.039329,-0.027929,0.789832,-0.540256,0.28898,0.301634,0.730501,-0.441073,-0.451708,-0.411253,0.657484,-0.460665,-0.43171,-0.3817,0.67507,-0.479351,-0.410863,-0.351397,0.691328,0.050368,-0.35886,-0.594961,0.717429,-0.022708,-0.519049,-0.596464,0.611803,0.002351,-0.51954,-0.625276,0.582325,-0.481314,-0.374942,-0.550183,0.570135,-0.626611,-0.274443,-0.513181,0.518349,-0.649437,-0.214923,-0.462703,0.563867,-0.666623,-0.153538,-0.408207,0.604489,-0.559678,-0.233885,-0.387323,0.694291,-0.606492,-0.01042,-0.103226,0.788291,-0.567382,0.214521,0.195495,0.77061,-0.572827,-0.217382,-0.352479,0.707371,-0.611423,0.039329,-0.027929,0.789832,-0.540256,0.28898,0.301634,0.730501,-0.441073,-0.451708,-0.411253,0.657484,-0.460665,-0.43171,-0.3817,0.67507,-0.479351,-0.410863,-0.351397,0.691328,0.050368,-0.35886,-0.594961,0.717429,-0.022708,-0.519049,-0.596464,0.611803,0.002351,-0.51954,-0.625276,0.582325,-0.481314,-0.374942,-0.550183,0.570135
333,-0.619129,-0.29102,-0.530118,0.50096,-0.638739,-0.245002,-0.492095,0.538357,-0.654934,-0.197674,-0.451442,0.572876,-0.5544,-0.261846,-0.404797,0.678393,-0.609289,-0.068476,-0.163643,0.772851,-0.598691,0.132254,0.095099,0.784241,-0.568298,-0.222125,-0.361672,0.704905,-0.609191,0.034476,-0.035577,0.791475,-0.539608,0.284825,0.296969,0.734511,-0.446379,-0.419779,-0.393074,0.685583,-0.477832,-0.383594,-0.338262,0.714221,-0.506359,-0.34506,-0.281379,0.738485,0.051504,-0.360386,-0.597398,0.714552,-0.022269,-0.520056,-0.598794,0.60868,0.003118,-0.520523,-0.627763,0.578757,-0.48029,-0.374886,-0.549878,0.571328,-0.619129,-0.29102,-0.530118,0.50096,-0.638739,-0.245002,-0.492095,0.538357,-0.654934,-0.197674,-0.451442,0.572876,-0.5544,-0.261846,-0.404797,0.678393,-0.609289,-0.068476,-0.163643,0.772851,-0.598691,0.132254,0.095099,0.784241,-0.568298,-0.222125,-0.361672,0.704905,-0.609191,0.034476,-0.035577,0.791475,-0.539608,0.284825,0.296969,0.734511,-0.446379,-0.419779,-0.393074,0.685583,-0.477832,-0.383594,-0.338262,0.714221,-0.506359,-0.34506,-0.281379,0.738485,0.051504,-0.360386,-0.597398,0.714552,-0.022269,-0.520056,-0.598794,0.60868,0.003118,-0.520523,-0.627763,0.578757,-0.48029,-0.374886,-0.549878,0.571328,-0.619129,-0.29102,-0.530118,0.50096,-0.638739,-0.245002,-0.492095,0.538357,-0.654934,-0.197674,-0.451442,0.572876,-0.5544,-0.261846,-0.404797,0.678393,-0.609289,-0.068476,-0.163643,0.772851,-0.598691,0.132254,0.095099,0.784241,-0.568298,-0.222125,-0.361672,0.704905,-0.609191,0.034476,-0.035577,0.791475,-0.539608,0.284825,0.296969,0.734511,-0.446379,-0.419779,-0.393074,0.685583,-0.477832,-0.383594,-0.338262,0.714221,-0.506359,-0.34506,-0.281379,0.738485,0.051504,-0.360386,-0.597398,0.714552,-0.022269,-0.520056,-0.598794,0.60868,0.003118,-0.520523,-0.627763,0.578757,-0.48029,-0.374886,-0.549878,0.571328
334,-0.612297,-0.2995,-0.541394,0.492224,-0.628998,-0.262619,-0.511215,0.523499,-0.643481,-0.224812,-0.479233,0.552927,-0.550406,-0.278811,-0.413643,0.669491,-0.607473,-0.10797,-0.202663,0.760425,-0.61277,0.072073,0.025589,0.786552,-0.557695,-0.230702,-0.382197,0.69977,-0.603485,0.007338,-0.076037,0.793707,-0.551921,0.244194,0.242388,0.759605,-0.455825,-0.339741,-0.358103,0.74065,-0.503268,-0.264424,-0.238099,0.787471,-0.538372,-0.182626,-0.112257,0.814985,0.052578,-0.362139,-0.599751,0.71161,-0.021579,-0.521282,-0.601358,0.605118,0.003983,-0.521714,-0.630279,0.574932,-0.478086,-0.373339,-0.55014,0.573932,-0.612297,-0.2995,-0.541394,0.492224,-0.628998,-0.262619,-0.511215,0.523499,-0.643481,-0.224812,-0.479233,0.552927,-0.550406,-0.278811,-0.413643,0.669491,-0.607473,-0.10797,-0.202663,0.760425,-0.61277,0.072073,0.025589,0.786552,-0.557695,-0.230702,-0.382197,0.69977,-0.603485,0.007338,-0.076037,0.793707,-0.551921,0.244194,0.242388,0.759605,-0.455825,-0.339741,-0.358103,0.74065,-0.503268,-0.264424,-0.238099,0.787471,-0.538372,-0.182626,-0.112257,0.814985,0.052578,-0.362139,-0.599751,0.71161,-0.021579,-0.521282,-0.601358,0.605118,0.003983,-0.521714,-0.630279,0.574932,-0.478086,-0.373339,-0.55014,0.573932,-0.612297,-0.2995,-0.541394,0.492224,-0.628998,-0.262619,-0.511215,0.523499,-0.643481,-0.224812,-0.479233,0.552927,-0.550406,-0.278811,-0.413643,0.669491,-0.607473,-0.10797,-0.202663,0.760425,-0.61277,0.072073,0.025589,0.786552,-0.557695,-0.230702,-0.382197,0.69977,-0.603485,0.007338,-0.076037,0.793707,-0.551921,0.244194,0.242388,0.759605,-0.455825,-0.339741,-0.358103,0.74065,-0.503268,-0.264424,-0.238099,0.787471,-0.538372,-0.182626,-0.112257,0.814985,0.052578,-0.362139,-0.599751,0.71161,-0.021579,-0.521282,-0.601358,0.605118,0.003983,-0.521714,-0.630279,0.574932,-0.478086,-0.373339,-0.55014,0.573932
335,-0.612465,-0.308945,-0.544654,0.482485,-0.626701,-0.278938,-0.520662,0.508282,-0.639468,-0.248278,-0.49545,0.532887,-0.546222,-0.307608,-0.431093,0.648982,-0.605245,-0.163276,-0.257578,0.735304,-0.62682,-0.008841,-0.068126,0.77613,-0.545489,-0.259671,-0.415828,0.679779,-0.601987,-0.05098,-0.149855,0.78266,-0.581389,0.16424,0.13531,0.785305,-0.465952,-0.275985,-0.331874,0.772386,-0.521091,-0.147457,-0.123009,0.831619,-0.541476,-0.009095,0.09406,0.835388,0.054099,-0.360082,-0.599321,0.712901,-0.020083,-0.519453,-0.601283,0.606815,0.005231,-0.519815,-0.630113,0.576821,-0.477504,-0.373136,-0.550799,0.573916,-0.612465,-0.308945,-0.544654,0.482485,-0.626701,-0.278938,-0.520662,0.508282,-0.639468,-0.248278,-0.49545,0.532887,-0.546222,-0.307608,-0.431093,0.648982,-0.605245,-0.163276,-0.257578,0.735304,-0.62682,-0.008841,-0.068126,0.77613,-0.545489,-0.259671,-0.415828,0.679779,-0.601987,-0.05098,-0.149855,0.78266,-0.581389,0.16424,0.13531,0.785305,-0.465952,-0.275985,-0.331874,0.772386,-0.521091,-0.147457,-0.123009,0.831619,-0.541476,-0.009095,0.09406,0.835388,0.054099,-0.360082,-0.599321,0.712901,-0.020083,-0.519453,-0.601283,0.606815,0.005231,-0.519815,-0.630113,0.576821,-0.477504,-0.373136,-0.550799,0.573916,-0.612465,-0.308945,-0.544654,0.482485,-0.626701,-0.278938,-0.520662,0.508282,-0.639468,-0.248278,-0.49545,0.532887,-0.546222,-0.307608,-0.431093,0.648982,-0.605245,-0.163276,-0.257578,0.735304,-0.62682,-0.008841,-0.068126,0.77613,-0.545489,-0.259671,-0.415828,0.679779,-0.601987,-0.05098,-0.149855,0.78266,-0.581389,0.16424,0.13531,0.785305,-0.465952,-0.275985,-0.331874,0.772386,-0.521091,-0.147457,-0.123009,0.831619,-0.541476,-0.009095,0.09406,0.835388,0.054099,-0.360082,-0.599321,0.712901,-0.020083,-0.519453,-0.601283,0.606815,0.005231,-0.519815,-0.630113,0.576821,-0.477504,-0.373136,-0.550799,0.573916
