,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W
0,-0.575408,-0.358501,-0.536872,0.502146,-0.575408,-0.358501,-0.536872,0.502146,-0.575408,-0.358501,-0.536872,0.502146,-0.47024,-0.462272,-0.502597,0.559085,-0.47024,-0.462272,-0.502597,0.559085,-0.47024,-0.462272,-0.502597,0.559085,-0.466911,-0.437782,-0.501635,0.581983,-0.466911,-0.437782,-0.501635,0.581983,-0.466911,-0.437782,-0.501635,0.581983,-0.396907,-0.509403,-0.393992,0.654021,-0.397027,-0.509309,-0.393837,0.654114,-0.397148,-0.509216,-0.393683,0.654207,0.080976,-0.344901,-0.536844,0.765693,0.005118,-0.511573,-0.527448,0.678282,0.028899,-0.510781,-0.558415,0.653024,-0.46575,-0.433859,-0.502226,0.585331
1,-0.57564,-0.358931,-0.536201,0.502291,-0.57564,-0.358931,-0.536201,0.502291,-0.57564,-0.358931,-0.536201,0.502291,-0.470336,-0.462732,-0.502043,0.55912,-0.470336,-0.462732,-0.502043,0.55912,-0.470336,-0.462732,-0.502043,0.55912,-0.466756,-0.438373,-0.50141,0.581856,-0.466756,-0.438373,-0.50141,0.581856,-0.466756,-0.438373,-0.50141,0.581856,-0.396876,-0.509774,-0.393519,0.654035,-0.397041,-0.509646,-0.393309,0.654162,-0.397205,-0.509518,-0.393097,0.654289,0.081029,-0.345514,-0.536681,0.765525,0.00516,-0.512133,-0.527227,0.67803,0.02896,-0.51134,-0.558173,0.652791,-0.465562,-0.434297,-0.502012,0.58534
2,-0.5759,-0.35781,-0.536945,0.501997,-0.5759,-0.35781,-0.536945,0.501997,-0.5759,-0.35781,-0.536945,0.501997,-0.470723,-0.461649,-0.502855,0.558961,-0.470723,-0.461649,-0.502855,0.558961,-0.470723,-0.461649,-0.502855,0.558961,-0.467227,-0.437239,-0.502091,0.581744,-0.467227,-0.437239,-0.502091,0.581744,-0.467227,-0.437239,-0.502091,0.581744,-0.397476,-0.508632,-0.394185,0.654159,-0.397675,-0.508477,-0.393929,0.654314,-0.397874,-0.508321,-0.393672,0.654468,0.080657,-0.34495,-0.537658,0.765133,0.004442,-0.511545,-0.527942,0.677922,0.028155,-0.510789,-0.558805,0.652716,-0.4661,-0.433288,-0.502636,0.585123
3,-0.575503,-0.359435,-0.536388,0.501886,-0.575503,-0.359435,-0.536388,0.501886,-0.575503,-0.359435,-0.536388,0.501886,-0.470372,-0.463272,-0.501983,0.558697,-0.470372,-0.463272,-0.501983,0.558697,-0.470372,-0.463272,-0.501983,0.558697,-0.466722,-0.438852,-0.501428,0.581506,-0.466722,-0.438852,-0.501428,0.581506,-0.466722,-0.438852,-0.501428,0.581506,-0.396977,-0.510031,-0.393337,0.653884,-0.397077,-0.509953,-0.393209,0.653961,-0.397177,-0.509875,-0.39308,0.654038,0.080784,-0.346007,-0.536505,0.765451,0.004819,-0.512596,-0.52681,0.678007,0.028594,-0.511821,-0.557697,0.652837,-0.465627,-0.434554,-0.501876,0.585214
4,-0.575855,-0.358286,-0.536943,0.501711,-0.575855,-0.358286,-0.536943,0.501711,-0.575855,-0.358286,-0.536943,0.501711,-0.470529,-0.46208,-0.502962,0.558671,-0.470529,-0.46208,-0.502962,0.558671,-0.470529,-0.46208,-0.502962,0.558671,-0.466857,-0.437689,-0.502416,0.581422,-0.466857,-0.437689,-0.502416,0.581422,-0.466857,-0.437689,-0.502416,0.581422,-0.397253,-0.50907,-0.394369,0.653843,-0.397253,-0.50907,-0.394369,0.653843,-0.397253,-0.50907,-0.394369,0.653843,0.080521,-0.345629,-0.537709,0.764805,0.004306,-0.512148,-0.527965,0.677451,0.028066,-0.511397,-0.558831,0.652222,-0.466113,-0.433637,-0.502504,0.584968
5,-0.575107,-0.360238,-0.536337,0.501819,-0.575107,-0.360238,-0.536337,0.501819,-0.575107,-0.360238,-0.536337,0.501819,-0.469966,-0.463754,-0.501737,0.55886,-0.469966,-0.463754,-0.501737,0.55886,-0.469966,-0.463754,-0.501737,0.55886,-0.466303,-0.439303,-0.501203,0.581696,-0.466303,-0.439303,-0.501203,0.581696,-0.466303,-0.439303,-0.501203,0.581696,-0.396482,-0.510471,-0.393153,0.653952,-0.396557,-0.510412,-0.393057,0.654009,-0.396632,-0.510354,-0.392961,0.654067,0.081118,-0.346278,-0.536067,0.7656,0.005181,-0.512873,-0.52636,0.678144,0.028939,-0.512082,-0.557216,0.653027,-0.465291,-0.435145,-0.501583,0.585293
6,-0.575643,-0.359246,-0.536384,0.501866,-0.575643,-0.359246,-0.536384,0.501866,-0.575643,-0.359246,-0.536384,0.501866,-0.470474,-0.462736,-0.502005,0.559036,-0.470474,-0.462736,-0.502005,0.559036,-0.470474,-0.462736,-0.502005,0.559036,-0.466838,-0.438162,-0.501402,0.581956,-0.466838,-0.438162,-0.501402,0.581956,-0.466838,-0.438162,-0.501402,0.581956,-0.396921,-0.509639,-0.393606,0.654061,-0.397025,-0.509558,-0.393473,0.654141,-0.397129,-0.509477,-0.393339,0.654222,0.080937,-0.345814,-0.53689,0.765253,0.004752,-0.512385,-0.527049,0.677981,0.028461,-0.511615,-0.557863,0.652862,-0.465646,-0.434374,-0.502056,0.585177
7,-0.575569,-0.359867,-0.536009,0.501906,-0.575569,-0.359867,-0.536009,0.501906,-0.575569,-0.359867,-0.536009,0.501906,-0.470388,-0.463402,-0.501539,0.558974,-0.470388,-0.463402,-0.501539,0.558974,-0.470388,-0.463402,-0.501539,0.558974,-0.466783,-0.438777,-0.500913,0.581957,-0.466783,-0.438777,-0.500913,0.581957,-0.466783,-0.438777,-0.500913,0.581957,-0.396782,-0.510143,-0.393145,0.65403,-0.396884,-0.510064,-0.393015,0.654108,-0.396985,-0.509985,-0.392885,0.654187,0.081034,-0.346099,-0.536193,0.765602,0.004958,-0.512704,-0.526318,0.678306,0.028669,-0.511926,-0.557131,0.653234,-0.465472,-0.435042,-0.501719,0.58511
8,-0.575409,-0.359707,-0.536954,0.501195,-0.575409,-0.359707,-0.536954,0.501195,-0.575409,-0.359707,-0.536954,0.501195,-0.470499,-0.462741,-0.502175,0.558857,-0.470499,-0.462741,-0.502175,0.558857,-0.470499,-0.462741,-0.502175,0.558857,-0.46657,-0.438301,-0.50193,0.58161,-0.46657,-0.438301,-0.50193,0.58161,-0.46657,-0.438301,-0.50193,0.58161,-0.396844,-0.509611,-0.393937,0.65393,-0.396844,-0.509611,-0.393937,0.65393,-0.396844,-0.509611,-0.393937,0.65393,0.0813,-0.345743,-0.537255,0.76499,0.004849,-0.51228,-0.527251,0.677903,0.028505,-0.511509,-0.557999,0.652827,-0.465557,-0.434439,-0.502364,0.584935
9,-0.575361,-0.35962,-0.537401,0.500832,-0.575361,-0.35962,-0.537401,0.500832,-0.575361,-0.35962,-0.537401,0.500832,-0.47057,-0.462979,-0.502532,0.55828,-0.47057,-0.462979,-0.502532,0.55828,-0.47057,-0.462979,-0.502532,0.55828,-0.466737,-0.438773,-0.502246,0.580848,-0.466737,-0.438773,-0.502246,0.580848,-0.466737,-0.438773,-0.502246,0.580848,-0.397092,-0.510121,-0.394274,0.653179,-0.397092,-0.510121,-0.394274,0.653179,-0.397092,-0.510121,-0.394274,0.653179,0.080931,-0.346494,-0.537621,0.764432,0.004403,-0.51292,-0.52752,0.677213,0.028146,-0.512166,-0.558308,0.652063,-0.465921,-0.434776,-0.502432,0.584337
