Format Version,1.23,Take Name,random3,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,20.000000,Capture Start Time,2022-03-28 12.04.20.947 PM,Capture Start Frame,441485,Total Frames in Take,14608,Total Exported Frames,1170,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone
,Name,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3
,ID,"B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,-0.463378,-0.440284,-0.490720,0.592136,-73.711540,670.622437,-83.637939,0.049765,-0.410031,-0.524331,0.744631,-103.558907,706.430298,-95.761307,0.000188,-0.571173,-0.533043,0.624200,-107.987747,738.379150,-117.475540,0.046333,-0.569291,-0.581731,0.579094,-100.667503,760.453430,-141.114502,-0.387326,-0.542428,-0.394238,0.632714,-86.857315,736.259583,-161.909882,-0.387326,-0.542428,-0.394238,0.632714,-92.306290,740.517639,-215.579071,-0.387326,-0.542428,-0.394238,0.632714,-95.030754,742.646606,-242.413696,-0.474050,-0.454045,-0.480578,0.581519,-84.449905,706.605286,-164.107269,-0.474050,-0.454045,-0.480578,0.581519,-92.289879,714.611938,-225.424454,-0.474050,-0.454045,-0.480578,0.581519,-96.566231,718.979248,-258.870239,-0.471257,-0.473245,-0.487602,0.562318,-82.042488,676.950989,-166.304672,-0.471257,-0.473245,-0.487602,0.562318,-86.548660,682.973572,-224.673904,-0.471257,-0.473245,-0.487602,0.562318,-88.801758,685.984863,-253.858566,-0.571876,-0.372439,-0.530124,0.503206,-79.635063,647.296753,-168.502060,-0.571876,-0.372439,-0.530124,0.503206,-86.934891,652.187622,-213.122711,-0.571876,-0.372439,-0.530124,0.503206,-90.584808,654.633118,-235.433029
1,0.050000,-0.463404,-0.440483,-0.490848,0.591862,-73.707542,670.663025,-83.818504,0.049614,-0.410346,-0.524124,0.744613,-103.538765,706.474182,-95.972031,0.000093,-0.571473,-0.532795,0.624137,-107.964386,738.406799,-117.710876,0.046278,-0.569597,-0.581493,0.579037,-100.638931,760.464905,-141.363251,-0.387335,-0.542677,-0.394422,0.632380,-86.791771,736.274841,-162.122040,-0.387335,-0.542677,-0.394422,0.632380,-92.195793,740.520203,-215.796799,-0.387335,-0.542677,-0.394422,0.632380,-94.897804,742.642883,-242.634201,-0.474113,-0.454276,-0.480669,0.581212,-84.390732,706.619080,-164.307159,-0.474113,-0.454276,-0.480669,0.581212,-92.193604,714.596680,-225.632904,-0.474113,-0.454276,-0.480669,0.581212,-96.449707,718.948120,-259.083344,-0.471305,-0.473446,-0.487696,0.562025,-81.989723,676.963379,-166.492310,-0.471305,-0.473446,-0.487696,0.562025,-86.462616,682.961548,-224.866623,-0.471305,-0.473446,-0.487696,0.562025,-88.699074,685.960571,-254.053772,-0.571912,-0.372637,-0.530231,0.502905,-79.588684,647.307678,-168.677429,-0.571912,-0.372637,-0.530231,0.502905,-86.864815,652.177429,-213.304276,-0.571912,-0.372637,-0.530231,0.502905,-90.502884,654.612305,-235.617661
2,0.100000,-0.463461,-0.440829,-0.490526,0.591826,-73.770470,670.695618,-84.190880,0.049468,-0.410663,-0.523793,0.744681,-103.622749,706.479553,-96.372902,0.000032,-0.571787,-0.532429,0.624163,-108.055122,738.392273,-118.139503,0.046271,-0.569911,-0.581161,0.579062,-100.731773,760.433838,-141.807938,-0.387504,-0.542876,-0.393869,0.632450,-86.888451,736.242615,-162.542999,-0.387504,-0.542876,-0.393869,0.632450,-92.316284,740.434753,-216.219543,-0.387504,-0.542876,-0.393869,0.632450,-95.030220,742.530884,-243.057816,-0.474264,-0.454339,-0.480170,0.581451,-84.468933,706.586792,-164.706451,-0.474264,-0.454339,-0.480170,0.581451,-92.324356,714.530273,-226.029907,-0.474264,-0.454339,-0.480170,0.581451,-96.609146,718.863159,-259.479004,-0.471775,-0.473333,-0.486764,0.562534,-82.049408,676.931030,-166.869904,-0.471775,-0.473333,-0.486764,0.562534,-86.641777,682.876770,-225.240295,-0.471775,-0.473333,-0.486764,0.562534,-88.937950,685.849670,-254.425461,-0.572461,-0.372087,-0.529144,0.503832,-79.629890,647.275208,-169.033371,-0.572461,-0.372087,-0.529144,0.503832,-87.048012,652.149902,-213.636276,-0.572461,-0.372087,-0.529144,0.503832,-90.757072,654.587280,-235.937744
3,0.150000,-0.463868,-0.440646,-0.490386,0.591760,-74.153221,670.687378,-84.658813,0.049227,-0.410421,-0.524158,0.744574,-103.998482,706.478149,-96.837776,-0.000291,-0.571557,-0.532747,0.624102,-108.416565,738.399048,-118.595360,0.045971,-0.569705,-0.581513,0.578935,-101.088196,760.439331,-142.263428,-0.387898,-0.542680,-0.393756,0.632447,-87.296814,736.201904,-163.033829,-0.387898,-0.542680,-0.393756,0.632447,-92.757286,740.371277,-216.708847,-0.387898,-0.542680,-0.393756,0.632447,-95.487511,742.455994,-243.546356,-0.474486,-0.454188,-0.480248,0.581324,-84.891502,706.544006,-165.184494,-0.474486,-0.454188,-0.480248,0.581324,-92.754784,714.481934,-226.507645,-0.474486,-0.454188,-0.480248,0.581324,-97.043854,718.811768,-259.956665,-0.471958,-0.473190,-0.486881,0.562400,-82.486214,676.886108,-167.335190,-0.471958,-0.473190,-0.486881,0.562400,-87.081131,682.829651,-225.705612,-0.471958,-0.473190,-0.486881,0.562400,-89.378593,685.801453,-254.890854,-0.572570,-0.371944,-0.529318,0.503631,-80.080894,647.228271,-169.485870,-0.572570,-0.371944,-0.529318,0.503631,-87.491966,652.104980,-214.089722,-0.572570,-0.371944,-0.529318,0.503631,-91.197495,654.543335,-236.391632
4,0.200000,-0.464055,-0.440536,-0.489458,0.592463,-74.428375,670.655945,-84.749382,0.048992,-0.409485,-0.523359,0.745666,-104.349899,706.397888,-96.884727,-0.000349,-0.570824,-0.532011,0.625399,-108.892761,738.305847,-118.635506,0.045819,-0.568982,-0.580849,0.580323,-101.671852,760.359375,-142.324356,-0.387825,-0.542536,-0.392996,0.633087,-87.812340,736.128357,-163.118927,-0.387837,-0.542528,-0.392983,0.633096,-93.354378,740.283325,-216.786728,-0.387848,-0.542520,-0.392970,0.633104,-96.126419,742.360352,-243.620560,-0.474404,-0.454249,-0.479646,0.581840,-85.365768,706.473511,-165.265671,-0.474404,-0.454249,-0.479646,0.581840,-93.294167,714.399719,-226.581985,-0.474404,-0.454249,-0.479646,0.581840,-97.618744,718.723083,-260.027252,-0.471897,-0.473316,-0.486260,0.562882,-82.919159,676.818726,-167.412369,-0.471897,-0.473316,-0.486260,0.562882,-87.571220,682.745239,-225.780029,-0.471897,-0.473316,-0.486260,0.562882,-89.897247,685.708435,-254.963821,-0.572624,-0.372108,-0.528653,0.504147,-80.472580,647.163940,-169.559128,-0.572624,-0.372108,-0.528653,0.504147,-87.936523,652.024597,-214.155930,-0.572624,-0.372108,-0.528653,0.504147,-91.668488,654.455017,-236.454330
5,0.250000,-0.463781,-0.440300,-0.489411,0.592891,-74.540237,670.634094,-84.708878,0.049226,-0.409426,-0.523505,0.745580,-104.484718,706.372253,-96.798676,-0.000155,-0.570748,-0.532200,0.625308,-109.019402,738.292480,-118.533241,0.046038,-0.568888,-0.581062,0.580184,-101.790977,760.357849,-142.208664,-0.387679,-0.542177,-0.392727,0.633652,-87.990570,736.171265,-163.012863,-0.387679,-0.542177,-0.392727,0.633652,-93.597687,740.355408,-216.671646,-0.387679,-0.542177,-0.392727,0.633652,-96.401253,742.447571,-243.501007,-0.474515,-0.454155,-0.479163,0.582221,-85.530197,706.519592,-165.187714,-0.474515,-0.454155,-0.479163,0.582221,-93.527077,714.432800,-226.496780,-0.474515,-0.454155,-0.479163,0.582221,-97.889015,718.749023,-259.938110,-0.472079,-0.473164,-0.485710,0.563332,-83.069847,676.868042,-167.362534,-0.472079,-0.473164,-0.485710,0.563332,-87.801697,682.782043,-225.725021,-0.472079,-0.473164,-0.485710,0.563332,-90.167610,685.739075,-254.906265,-0.572505,-0.372815,-0.528638,0.503775,-80.609482,647.216431,-169.537369,-0.572505,-0.372815,-0.528638,0.503775,-88.026962,652.025818,-214.147446,-0.572505,-0.372815,-0.528638,0.503775,-91.735710,654.430481,-236.452515
