,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W
320,-0.571294,-0.350225,-0.527047,0.522673,-0.573019,-0.347396,-0.524457,0.525272,-0.574729,-0.344559,-0.521854,0.527858,-0.435044,-0.44526,-0.531147,0.574773,-0.486068,-0.388919,-0.457136,0.635223,-0.529844,-0.326779,-0.376309,0.686201,-0.370887,-0.467694,-0.601554,0.530884,-0.431973,-0.41194,-0.5224,0.608936,-0.484766,-0.348278,-0.433217,0.675298,-0.2844,-0.381537,-0.477731,0.738458,-0.425235,-0.213608,-0.096099,0.874249,-0.475871,-0.00037,0.305917,0.824598,0.107184,-0.29834,-0.400644,0.859645,-0.023321,-0.482253,-0.258427,0.836722,-0.045455,-0.480672,-0.219709,0.847713,-0.428626,-0.424577,-0.532441,0.593735,-0.571294,-0.350225,-0.527047,0.522673,-0.573019,-0.347396,-0.524457,0.525272,-0.574729,-0.344559,-0.521854,0.527858,-0.435044,-0.44526,-0.531147,0.574773,-0.486068,-0.388919,-0.457136,0.635223,-0.529844,-0.326779,-0.376309,0.686201,-0.370887,-0.467694,-0.601554,0.530884,-0.431973,-0.41194,-0.5224,0.608936,-0.484766,-0.348278,-0.433217,0.675298,-0.2844,-0.381537,-0.477731,0.738458,-0.425235,-0.213608,-0.096099,0.874249,-0.475871,-0.00037,0.305917,0.824598,0.107184,-0.29834,-0.400644,0.859645,-0.023321,-0.482253,-0.258427,0.836722,-0.045455,-0.480672,-0.219709,0.847713,-0.428626,-0.424577,-0.532441,0.593735
321,-0.579484,-0.346763,-0.495492,0.546299,-0.589293,-0.329818,-0.479446,0.560434,-0.598607,-0.312595,-0.462997,0.574098,-0.433116,-0.45602,-0.517527,0.580191,-0.48041,-0.405894,-0.450941,0.633331,-0.521936,-0.350895,-0.378939,0.678868,-0.359031,-0.493734,-0.601248,0.515582,-0.403379,-0.458216,-0.550709,0.569249,-0.444233,-0.418728,-0.495399,0.617983,-0.248144,-0.448816,-0.505809,0.693647,-0.398892,-0.322329,-0.207358,0.833062,-0.49091,-0.148385,0.121623,0.849822,0.076883,-0.325251,-0.364101,0.869328,-0.057826,-0.503855,-0.201789,0.837895,-0.083029,-0.50032,-0.159501,0.846963,-0.427569,-0.433447,-0.517756,0.60103,-0.579484,-0.346763,-0.495492,0.546299,-0.589293,-0.329818,-0.479446,0.560434,-0.598607,-0.312595,-0.462997,0.574098,-0.433116,-0.45602,-0.517527,0.580191,-0.48041,-0.405894,-0.450941,0.633331,-0.521936,-0.350895,-0.378939,0.678868,-0.359031,-0.493734,-0.601248,0.515582,-0.403379,-0.458216,-0.550709,0.569249,-0.444233,-0.418728,-0.495399,0.617983,-0.248144,-0.448816,-0.505809,0.693647,-0.398892,-0.322329,-0.207358,0.833062,-0.49091,-0.148385,0.121623,0.849822,0.076883,-0.325251,-0.364101,0.869328,-0.057826,-0.503855,-0.201789,0.837895,-0.083029,-0.50032,-0.159501,0.846963,-0.427569,-0.433447,-0.517756,0.60103
322,-0.590089,-0.322281,-0.458943,0.580777,-0.613474,-0.275173,-0.412144,0.614872,-0.633105,-0.22638,-0.362823,0.645205,-0.44013,-0.454246,-0.497795,0.59342,-0.488994,-0.401171,-0.426981,0.646246,-0.531497,-0.342877,-0.350613,0.690664,-0.364123,-0.50098,-0.587935,0.520352,-0.399019,-0.473656,-0.549215,0.561067,-0.431872,-0.443907,-0.507682,0.598909,-0.23979,-0.480167,-0.509908,0.67226,-0.388197,-0.370625,-0.25219,0.805196,-0.490752,-0.217307,0.035315,0.843026,0.055241,-0.347793,-0.343421,0.870661,-0.083604,-0.52091,-0.169341,0.832459,-0.110395,-0.515897,-0.126122,0.840093,-0.426501,-0.440603,-0.510157,0.60308,-0.590089,-0.322281,-0.458943,0.580777,-0.613474,-0.275173,-0.412144,0.614872,-0.633105,-0.22638,-0.362823,0.645205,-0.44013,-0.454246,-0.497795,0.59342,-0.488994,-0.401171,-0.426981,0.646246,-0.531497,-0.342877,-0.350613,0.690664,-0.364123,-0.50098,-0.587935,0.520352,-0.399019,-0.473656,-0.549215,0.561067,-0.431872,-0.443907,-0.507682,0.598909,-0.23979,-0.480167,-0.509908,0.67226,-0.388197,-0.370625,-0.25219,0.805196,-0.490752,-0.217307,0.035315,0.843026,0.055241,-0.347793,-0.343421,0.870661,-0.083604,-0.52091,-0.169341,0.832459,-0.110395,-0.515897,-0.126122,0.840093,-0.426501,-0.440603,-0.510157,0.60308
323,-0.596361,-0.272864,-0.438239,0.614691,-0.626454,-0.19405,-0.355703,0.665864,-0.646182,-0.112025,-0.267279,0.706018,-0.453425,-0.423106,-0.482334,0.618661,-0.507346,-0.356669,-0.392588,0.679163,-0.55161,-0.283442,-0.29537,0.726735,-0.376003,-0.493385,-0.582599,0.52514,-0.40351,-0.471155,-0.551725,0.557488,-0.429705,-0.447393,-0.519057,0.588025,-0.246752,-0.510943,-0.520649,0.637946,-0.383914,-0.417803,-0.31401,0.761215,-0.488297,-0.288991,-0.080558,0.819488,0.050032,-0.349882,-0.346801,0.868797,-0.089242,-0.521597,-0.17262,0.830768,-0.11442,-0.516658,-0.132147,0.838159,-0.429826,-0.437624,-0.513953,0.599656,-0.596361,-0.272864,-0.438239,0.614691,-0.626454,-0.19405,-0.355703,0.665864,-0.646182,-0.112025,-0.267279,0.706018,-0.453425,-0.423106,-0.482334,0.618661,-0.507346,-0.356669,-0.392588,0.679163,-0.55161,-0.283442,-0.29537,0.726735,-0.376003,-0.493385,-0.582599,0.52514,-0.40351,-0.471155,-0.551725,0.557488,-0.429705,-0.447393,-0.519057,0.588025,-0.246752,-0.510943,-0.520649,0.637946,-0.383914,-0.417803,-0.31401,0.761215,-0.488297,-0.288991,-0.080558,0.819488,0.050032,-0.349882,-0.346801,0.868797,-0.089242,-0.521597,-0.17262,0.830768,-0.11442,-0.516658,-0.132147,0.838159,-0.429826,-0.437624,-0.513953,0.599656
324,-0.59413,-0.233891,-0.426132,0.640871,-0.624757,-0.131807,-0.313595,0.702826,-0.637977,-0.026052,-0.19232,0.745198,-0.461393,-0.39742,-0.465539,0.642221,-0.523477,-0.311124,-0.346757,0.713396,-0.569606,-0.215347,-0.217407,0.762829,-0.380452,-0.49317,-0.577372,0.527903,-0.400126,-0.477347,-0.555503,0.550868,-0.419143,-0.460739,-0.532722,0.572928,-0.25625,-0.537306,-0.519134,0.613301,-0.379192,-0.458885,-0.354449,0.721113,-0.479379,-0.352927,-0.168494,0.785651,0.071717,-0.335617,-0.362487,0.866499,-0.059206,-0.512904,-0.208145,0.830723,-0.078122,-0.510365,-0.177301,0.837848,-0.428096,-0.441093,-0.515948,0.596631,-0.59413,-0.233891,-0.426132,0.640871,-0.624757,-0.131807,-0.313595,0.702826,-0.637977,-0.026052,-0.19232,0.745198,-0.461393,-0.39742,-0.465539,0.642221,-0.523477,-0.311124,-0.346757,0.713396,-0.569606,-0.215347,-0.217407,0.762829,-0.380452,-0.49317,-0.577372,0.527903,-0.400126,-0.477347,-0.555503,0.550868,-0.419143,-0.460739,-0.532722,0.572928,-0.25625,-0.537306,-0.519134,0.613301,-0.379192,-0.458885,-0.354449,0.721113,-0.479379,-0.352927,-0.168494,0.785651,0.071717,-0.335617,-0.362487,0.866499,-0.059206,-0.512904,-0.208145,0.830723,-0.078122,-0.510365,-0.177301,0.837848,-0.428096,-0.441093,-0.515948,0.596631
325,-0.597552,-0.18143,-0.420493,0.658179,-0.622687,-0.047391,-0.267594,0.733763,-0.618127,0.088907,-0.101934,0.774354,-0.47718,-0.361928,-0.458258,0.65674,-0.548982,-0.239398,-0.290741,0.746175,-0.589915,-0.103407,-0.106876,0.793653,-0.399654,-0.480221,-0.572982,0.53043,-0.416397,-0.465778,-0.553852,0.550375,-0.432619,-0.450751,-0.534029,0.569629,-0.283231,-0.545697,-0.515398,0.596959,-0.39478,-0.471332,-0.373751,0.694482,-0.487558,-0.374556,-0.214332,0.758984,0.079679,-0.335324,-0.403886,0.847399,-0.039989,-0.512341,-0.284805,0.809193,-0.048324,-0.511622,-0.271593,0.813723,-0.434977,-0.438317,-0.526853,0.584037,-0.597552,-0.18143,-0.420493,0.658179,-0.622687,-0.047391,-0.267594,0.733763,-0.618127,0.088907,-0.101934,0.774354,-0.47718,-0.361928,-0.458258,0.65674,-0.548982,-0.239398,-0.290741,0.746175,-0.589915,-0.103407,-0.106876,0.793653,-0.399654,-0.480221,-0.572982,0.53043,-0.416397,-0.465778,-0.553852,0.550375,-0.432619,-0.450751,-0.534029,0.569629,-0.283231,-0.545697,-0.515398,0.596959,-0.39478,-0.471332,-0.373751,0.694482,-0.487558,-0.374556,-0.214332,0.758984,0.079679,-0.335324,-0.403886,0.847399,-0.039989,-0.512341,-0.284805,0.809193,-0.048324,-0.511622,-0.271593,0.813723,-0.434977,-0.438317,-0.526853,0.584037
326,-0.598072,-0.122241,-0.420866,0.670998,-0.608324,0.050747,-0.215353,0.762227,-0.569551,0.219645,0.007516,0.79203,-0.488251,-0.317075,-0.46135,0.6695,-0.564582,-0.14203,-0.219895,0.782765,-0.580166,0.048297,0.04522,0.811806,-0.422776,-0.455459,-0.569041,0.538525,-0.440449,-0.438393,-0.547311,0.560596,-0.457433,-0.420641,-0.524725,0.581791,-0.311629,-0.543891,-0.514963,0.584707,-0.412695,-0.471819,-0.389647,0.674718,-0.497577,-0.381245,-0.249051,0.73827,0.077412,-0.34206,-0.44766,0.822558,-0.035359,-0.515557,-0.355939,0.778626,-0.035392,-0.515555,-0.355889,0.778649,-0.444524,-0.429003,-0.540229,0.571409,-0.598072,-0.122241,-0.420866,0.670998,-0.608324,0.050747,-0.215353,0.762227,-0.569551,0.219645,0.007516,0.79203,-0.488251,-0.317075,-0.46135,0.6695,-0.564582,-0.14203,-0.219895,0.782765,-0.580166,0.048297,0.04522,0.811806,-0.422776,-0.455459,-0.569041,0.538525,-0.440449,-0.438393,-0.547311,0.560596,-0.457433,-0.420641,-0.524725,0.581791,-0.311629,-0.543891,-0.514963,0.584707,-0.412695,-0.471819,-0.389647,0.674718,-0.497577,-0.381245,-0.249051,0.73827,0.077412,-0.34206,-0.44766,0.822558,-0.035359,-0.515557,-0.355939,0.778626,-0.035392,-0.515555,-0.355889,0.778649,-0.444524,-0.429003,-0.540229,0.571409
327,-0.595893,-0.091709,-0.422409,0.676811,-0.59348,0.106207,-0.180467,0.777131,-0.527104,0.292676,0.080924,0.793696,-0.492885,-0.284334,-0.460975,0.68097,-0.564243,-0.073559,-0.164558,0.805692,-0.549308,0.148465,0.157025,0.807194,-0.432361,-0.434859,-0.567938,0.549006,-0.449589,-0.417023,-0.545278,0.571519,-0.466081,-0.398506,-0.521725,0.593097,-0.330153,-0.543208,-0.51188,0.577843,-0.422691,-0.474772,-0.399296,0.660672,-0.501371,-0.390772,-0.273621,0.721842,0.075461,-0.343739,-0.465306,0.812182,-0.033331,-0.515809,-0.385506,0.76434,-0.029854,-0.516022,-0.390648,0.761724,-0.448577,-0.42168,-0.547824,0.566439,-0.595893,-0.091709,-0.422409,0.676811,-0.59348,0.106207,-0.180467,0.777131,-0.527104,0.292676,0.080924,0.793696,-0.492885,-0.284334,-0.460975,0.68097,-0.564243,-0.073559,-0.164558,0.805692,-0.549308,0.148465,0.157025,0.807194,-0.432361,-0.434859,-0.567938,0.549006,-0.449589,-0.417023,-0.545278,0.571519,-0.466081,-0.398506,-0.521725,0.593097,-0.330153,-0.543208,-0.51188,0.577843,-0.422691,-0.474772,-0.399296,0.660672,-0.501371,-0.390772,-0.273621,0.721842,0.075461,-0.343739,-0.465306,0.812182,-0.033331,-0.515809,-0.385506,0.76434,-0.029854,-0.516022,-0.390648,0.761724,-0.448577,-0.42168,-0.547824,0.566439
328,-0.603411,-0.084486,-0.421888,0.671393,-0.598042,0.116571,-0.180315,0.772168,-0.527506,0.304926,0.080906,0.788804,-0.507436,-0.255431,-0.452319,0.687511,-0.56717,-0.032467,-0.141463,0.810711,-0.533269,0.195856,0.192748,0.80007,-0.445348,-0.425503,-0.571018,0.542725,-0.457747,-0.412135,-0.554704,0.559388,-0.469746,-0.398406,-0.537904,0.575561,-0.347172,-0.53393,-0.513128,0.575404,-0.431538,-0.468386,-0.409726,0.653081,-0.50376,-0.389662,-0.294795,0.71238,0.067756,-0.344239,-0.487306,0.799651,-0.038336,-0.514158,-0.417171,0.748425,-0.031722,-0.514608,-0.42676,0.742999,-0.45729,-0.410055,-0.554516,0.561474,-0.603411,-0.084486,-0.421888,0.671393,-0.598042,0.116571,-0.180315,0.772168,-0.527506,0.304926,0.080906,0.788804,-0.507436,-0.255431,-0.452319,0.687511,-0.56717,-0.032467,-0.141463,0.810711,-0.533269,0.195856,0.192748,0.80007,-0.445348,-0.425503,-0.571018,0.542725,-0.457747,-0.412135,-0.554704,0.559388,-0.469746,-0.398406,-0.537904,0.575561,-0.347172,-0.53393,-0.513128,0.575404,-0.431538,-0.468386,-0.409726,0.653081,-0.50376,-0.389662,-0.294795,0.71238,0.067756,-0.344239,-0.487306,0.799651,-0.038336,-0.514158,-0.417171,0.748425,-0.031722,-0.514608,-0.42676,0.742999,-0.45729,-0.410055,-0.554516,0.561474
329,-0.609996,-0.07885,-0.413275,0.671485,-0.602193,0.125201,-0.170661,0.769781,-0.528016,0.315452,0.090763,0.783231,-0.517165,-0.207204,-0.434137,0.707907,-0.556141,0.033111,-0.090812,0.825448,-0.488921,0.267102,0.269857,0.78536,-0.455621,-0.421457,-0.567883,0.540641,-0.462708,-0.413665,-0.558626,0.5502,-0.469661,-0.405753,-0.549209,0.559601,-0.361651,-0.525843,-0.505393,0.580754,-0.441591,-0.46076,-0.405302,0.654544,-0.510011,-0.383655,-0.294636,0.711258,0.061418,-0.346264,-0.498975,0.792056,-0.041191,-0.514926,-0.436495,0.736632,-0.032309,-0.51556,-0.449127,0.728999,-0.462108,-0.403667,-0.556319,0.560373,-0.609996,-0.07885,-0.413275,0.671485,-0.602193,0.125201,-0.170661,0.769781,-0.528016,0.315452,0.090763,0.783231,-0.517165,-0.207204,-0.434137,0.707907,-0.556141,0.033111,-0.090812,0.825448,-0.488921,0.267102,0.269857,0.78536,-0.455621,-0.421457,-0.567883,0.540641,-0.462708,-0.413665,-0.558626,0.5502,-0.469661,-0.405753,-0.549209,0.559601,-0.361651,-0.525843,-0.505393,0.580754,-0.441591,-0.46076,-0.405302,0.654544,-0.510011,-0.383655,-0.294636,0.711258,0.061418,-0.346264,-0.498975,0.792056,-0.041191,-0.514926,-0.436495,0.736632,-0.032309,-0.51556,-0.449127,0.728999,-0.462108,-0.403667,-0.556319,0.560373
330,-0.610264,-0.052645,-0.392638,0.686033,-0.584781,0.182276,-0.103736,0.78361,-0.472269,0.390071,0.200604,0.764568,-0.530941,-0.160358,-0.396106,0.73177,-0.543039,0.112787,0.001633,0.832097,-0.423171,0.358524,0.398975,0.73021,-0.469492,-0.412879,-0.54724,0.55645,-0.478285,-0.40266,-0.535114,0.56812,-0.486857,-0.392253,-0.52274,0.579527,-0.373308,-0.513908,-0.485299,0.600853,-0.454532,-0.443691,-0.377165,0.674007,-0.522769,-0.360796,-0.258254,0.727904,0.063183,-0.34756,-0.503518,0.788466,-0.034664,-0.516151,-0.449848,0.728027,-0.02366,-0.516772,-0.465256,0.718278,-0.461277,-0.40468,-0.55422,0.562404,-0.610264,-0.052645,-0.392638,0.686033,-0.584781,0.182276,-0.103736,0.78361,-0.472269,0.390071,0.200604,0.764568,-0.530941,-0.160358,-0.396106,0.73177,-0.543039,0.112787,0.001633,0.832097,-0.423171,0.358524,0.398975,0.73021,-0.469492,-0.412879,-0.54724,0.55645,-0.478285,-0.40266,-0.535114,0.56812,-0.486857,-0.392253,-0.52274,0.579527,-0.373308,-0.513908,-0.485299,0.600853,-0.454532,-0.443691,-0.377165,0.674007,-0.522769,-0.360796,-0.258254,0.727904,0.063183,-0.34756,-0.503518,0.788466,-0.034664,-0.516151,-0.449848,0.728027,-0.02366,-0.516772,-0.465256,0.718278,-0.461277,-0.40468,-0.55422,0.562404
331,-0.610426,-0.059154,-0.397098,0.682784,-0.586993,0.177649,-0.107313,0.782537,-0.475187,0.387708,0.198627,0.764479,-0.531911,-0.152609,-0.393705,0.734015,-0.540166,0.120166,0.00498,0.83292,-0.417049,0.363716,0.402454,0.729254,-0.473613,-0.406136,-0.544658,0.560439,-0.481429,-0.396839,-0.533646,0.570935,-0.489063,-0.387393,-0.522431,0.581214,-0.377176,-0.506346,-0.483289,0.606451,-0.457069,-0.435587,-0.374243,0.679186,-0.523904,-0.352382,-0.254505,0.732515,0.062565,-0.351313,-0.51387,0.78013,-0.033864,-0.518704,-0.465655,0.716216,-0.021375,-0.519369,-0.482752,0.704805,-0.46139,-0.401322,-0.557094,0.561877,-0.610426,-0.059154,-0.397098,0.682784,-0.586993,0.177649,-0.107313,0.782537,-0.475187,0.387708,0.198627,0.764479,-0.531911,-0.152609,-0.393705,0.734015,-0.540166,0.120166,0.00498,0.83292,-0.417049,0.363716,0.402454,0.729254,-0.473613,-0.406136,-0.544658,0.560439,-0.481429,-0.396839,-0.533646,0.570935,-0.489063,-0.387393,-0.522431,0.581214,-0.377176,-0.506346,-0.483289,0.606451,-0.457069,-0.435587,-0.374243,0.679186,-0.523904,-0.352382,-0.254505,0.732515,0.062565,-0.351313,-0.51387,0.78013,-0.033864,-0.518704,-0.465655,0.716216,-0.021375,-0.519369,-0.482752,0.704805,-0.46139,-0.401322,-0.557094,0.561877
332,-0.61554,-0.138414,-0.433874,0.6432,-0.628428,0.055905,-0.217043,0.744879,-0.58144,0.244898,0.020467,0.775586,-0.525149,-0.159033,-0.406898,0.730316,-0.538346,0.106096,-0.016452,0.835857,-0.425541,0.346393,0.377845,0.745762,-0.473595,-0.400301,-0.54632,0.563029,-0.478701,-0.394181,-0.539039,0.570003,-0.483727,-0.387997,-0.531669,0.576884,-0.376068,-0.501029,-0.486864,0.608692,-0.453891,-0.431787,-0.379271,0.680953,-0.519165,-0.350606,-0.261192,0.734385,0.06273,-0.355509,-0.522791,0.772249,-0.03227,-0.521766,-0.479636,0.704747,-0.018433,-0.522438,-0.498142,0.69179,-0.460128,-0.397996,-0.560852,0.56154,-0.61554,-0.138414,-0.433874,0.6432,-0.628428,0.055905,-0.217043,0.744879,-0.58144,0.244898,0.020467,0.775586,-0.525149,-0.159033,-0.406898,0.730316,-0.538346,0.106096,-0.016452,0.835857,-0.425541,0.346393,0.377845,0.745762,-0.473595,-0.400301,-0.54632,0.563029,-0.478701,-0.394181,-0.539039,0.570003,-0.483727,-0.387997,-0.531669,0.576884,-0.376068,-0.501029,-0.486864,0.608692,-0.453891,-0.431787,-0.379271,0.680953,-0.519165,-0.350606,-0.261192,0.734385,0.06273,-0.355509,-0.522791,0.772249,-0.03227,-0.521766,-0.479636,0.704747,-0.018433,-0.522438,-0.498142,0.69179,-0.460128,-0.397996,-0.560852,0.56154
333,-0.613318,-0.215365,-0.494759,0.576777,-0.643216,-0.093886,-0.375105,0.660875,-0.649289,0.03107,-0.241556,0.720493,-0.52924,-0.190875,-0.419138,0.712597,-0.557444,0.076051,-0.041282,0.825693,-0.458768,0.325667,0.345972,0.750851,-0.484399,-0.387578,-0.542382,0.566535,-0.489043,-0.381701,-0.535502,0.573043,-0.493617,-0.375768,-0.528544,0.579467,-0.383554,-0.491312,-0.48939,0.609915,-0.459812,-0.420802,-0.381318,0.682712,-0.523304,-0.338607,-0.262658,0.736552,0.056977,-0.359165,-0.536361,0.761624,-0.036744,-0.523757,-0.497868,0.690258,-0.021226,-0.524615,-0.51808,0.675219,-0.464125,-0.390465,-0.566487,0.557869,-0.613318,-0.215365,-0.494759,0.576777,-0.643216,-0.093886,-0.375105,0.660875,-0.649289,0.03107,-0.241556,0.720493,-0.52924,-0.190875,-0.419138,0.712597,-0.557444,0.076051,-0.041282,0.825693,-0.458768,0.325667,0.345972,0.750851,-0.484399,-0.387578,-0.542382,0.566535,-0.489043,-0.381701,-0.535502,0.573043,-0.493617,-0.375768,-0.528544,0.579467,-0.383554,-0.491312,-0.48939,0.609915,-0.459812,-0.420802,-0.381318,0.682712,-0.523304,-0.338607,-0.262658,0.736552,0.056977,-0.359165,-0.536361,0.761624,-0.036744,-0.523757,-0.497868,0.690258,-0.021226,-0.524615,-0.51808,0.675219,-0.464125,-0.390465,-0.566487,0.557869
334,-0.607416,-0.276563,-0.528315,0.524825,-0.637772,-0.196693,-0.456932,0.588024,-0.657674,-0.1136,-0.378059,0.641585,-0.51675,-0.259104,-0.456605,0.676274,-0.577525,-0.025044,-0.140004,0.803888,-0.537235,0.213396,0.2011,0.790822,-0.488995,-0.381639,-0.530436,0.577817,-0.497663,-0.370266,-0.516976,0.58989,-0.506066,-0.358696,-0.503241,0.60165,-0.382541,-0.491407,-0.485356,0.613686,-0.460118,-0.419655,-0.374611,0.686912,-0.524446,-0.33582,-0.25308,0.740359,0.06273,-0.364456,-0.536135,0.758813,-0.02704,-0.528802,-0.504276,0.682161,-0.009973,-0.529398,-0.526013,0.665544,-0.460591,-0.397889,-0.56782,0.554184,-0.607416,-0.276563,-0.528315,0.524825,-0.637772,-0.196693,-0.456932,0.588024,-0.657674,-0.1136,-0.378059,0.641585,-0.51675,-0.259104,-0.456605,0.676274,-0.577525,-0.025044,-0.140004,0.803888,-0.537235,0.213396,0.2011,0.790822,-0.488995,-0.381639,-0.530436,0.577817,-0.497663,-0.370266,-0.516976,0.58989,-0.506066,-0.358696,-0.503241,0.60165,-0.382541,-0.491407,-0.485356,0.613686,-0.460118,-0.419655,-0.374611,0.686912,-0.524446,-0.33582,-0.25308,0.740359,0.06273,-0.364456,-0.536135,0.758813,-0.02704,-0.528802,-0.504276,0.682161,-0.009973,-0.529398,-0.526013,0.665544,-0.460591,-0.397889,-0.56782,0.554184
335,-0.600294,-0.329418,-0.555093,0.472232,-0.623693,-0.282624,-0.517418,0.513235,-0.64345,-0.23418,-0.476722,0.551241,-0.509251,-0.311475,-0.478137,0.644229,-0.585597,-0.115886,-0.225505,0.769931,-0.5895,0.09404,0.055025,0.800386,-0.515706,-0.316655,-0.470114,0.642471,-0.5471,-0.258661,-0.397416,0.689809,-0.571996,-0.197595,-0.319998,0.728957,-0.384578,-0.477751,-0.47435,0.631542,-0.464579,-0.40039,-0.352418,0.706863,-0.529284,-0.309847,-0.218882,0.75891,0.068283,-0.366978,-0.539288,0.754873,-0.017109,-0.530946,-0.515258,0.672542,0.00189,-0.531218,-0.538981,0.653685,-0.457527,-0.401685,-0.567759,0.554047,-0.600294,-0.329418,-0.555093,0.472232,-0.623693,-0.282624,-0.517418,0.513235,-0.64345,-0.23418,-0.476722,0.551241,-0.509251,-0.311475,-0.478137,0.644229,-0.585597,-0.115886,-0.225505,0.769931,-0.5895,0.09404,0.055025,0.800386,-0.515706,-0.316655,-0.470114,0.642471,-0.5471,-0.258661,-0.397416,0.689809,-0.571996,-0.197595,-0.319998,0.728957,-0.384578,-0.477751,-0.47435,0.631542,-0.464579,-0.40039,-0.352418,0.706863,-0.529284,-0.309847,-0.218882,0.75891,0.068283,-0.366978,-0.539288,0.754873,-0.017109,-0.530946,-0.515258,0.672542,0.00189,-0.531218,-0.538981,0.653685,-0.457527,-0.401685,-0.567759,0.554047
336,-0.59979,-0.349276,-0.56453,0.446726,-0.616286,-0.31927,-0.541811,0.474024,-0.631281,-0.288488,-0.517774,0.500168,-0.512409,-0.318076,-0.476984,0.639336,-0.585547,-0.144463,-0.256456,0.755311,-0.601552,0.043247,-0.010904,0.797588,-0.532885,-0.259266,-0.426769,0.683142,-0.577304,-0.133812,-0.263561,0.761151,-0.592607,-0.00161,-0.087061,0.800771,-0.398578,-0.448913,-0.452369,0.659527,-0.482272,-0.357492,-0.307285,0.738369,-0.545408,-0.250831,-0.149102,0.785737,0.064494,-0.371862,-0.54554,0.748295,-0.016994,-0.534801,-0.527239,0.66009,0.003645,-0.535058,-0.552305,0.639264,-0.45876,-0.399605,-0.567448,0.55485,-0.59979,-0.349276,-0.56453,0.446726,-0.616286,-0.31927,-0.541811,0.474024,-0.631281,-0.288488,-0.517774,0.500168,-0.512409,-0.318076,-0.476984,0.639336,-0.585547,-0.144463,-0.256456,0.755311,-0.601552,0.043247,-0.010904,0.797588,-0.532885,-0.259266,-0.426769,0.683142,-0.577304,-0.133812,-0.263561,0.761151,-0.592607,-0.00161,-0.087061,0.800771,-0.398578,-0.448913,-0.452369,0.659527,-0.482272,-0.357492,-0.307285,0.738369,-0.545408,-0.250831,-0.149102,0.785737,0.064494,-0.371862,-0.54554,0.748295,-0.016994,-0.534801,-0.527239,0.66009,0.003645,-0.535058,-0.552305,0.639264,-0.45876,-0.399605,-0.567448,0.55485
