Format Version,1.23,Take Name,random1,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,20.000000,Capture Start Time,2022-03-28 12.02.02.851 PM,Capture Start Frame,408343,Total Frames in Take,14596,Total Exported Frames,1169,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone
,Name,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3
,ID,"B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0","B48BDAC5D0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,-0.465750,-0.433859,-0.502226,0.585331,-74.811256,670.573425,-79.710342,0.080976,-0.344901,-0.536844,0.765693,-103.549210,707.300354,-91.764915,0.005118,-0.511573,-0.527448,0.678282,-110.769135,741.438171,-108.921181,0.028899,-0.510781,-0.558415,0.653024,-108.122391,765.339111,-131.755295,-0.396907,-0.509403,-0.393992,0.654021,-85.558784,737.120972,-157.578522,-0.397027,-0.509309,-0.393837,0.654114,-94.788116,743.126831,-210.559280,-0.397148,-0.509216,-0.393683,0.654207,-99.414543,746.124939,-237.048126,-0.466911,-0.437782,-0.501635,0.581983,-83.977188,707.427002,-159.979843,-0.466911,-0.437782,-0.501635,0.581983,-91.046928,718.339905,-220.941299,-0.466911,-0.437782,-0.501635,0.581983,-94.903145,724.292419,-254.193008,-0.470240,-0.462272,-0.502597,0.559085,-82.395592,677.733032,-162.381149,-0.470240,-0.462272,-0.502597,0.559085,-86.362335,685.220825,-220.619827,-0.470240,-0.462272,-0.502597,0.559085,-88.345688,688.964783,-249.739166,-0.575408,-0.358501,-0.536872,0.502146,-80.813995,648.039062,-164.782471,-0.575408,-0.358501,-0.536872,0.502146,-88.385605,653.796875,-209.254120,-0.575408,-0.358501,-0.536872,0.502146,-92.171402,656.675781,-231.489960
1,0.050000,-0.465562,-0.434297,-0.502012,0.585340,-74.719040,670.554565,-79.697937,0.081029,-0.345514,-0.536681,0.765525,-103.481544,707.252808,-91.781410,0.005160,-0.512133,-0.527227,0.678030,-110.682083,741.379211,-108.968475,0.028960,-0.511340,-0.558173,0.652791,-108.012703,765.263000,-131.817871,-0.396876,-0.509774,-0.393519,0.654035,-85.483253,737.062134,-157.597946,-0.397041,-0.509646,-0.393309,0.654162,-94.711960,743.020874,-210.584106,-0.397205,-0.509518,-0.393097,0.654289,-99.342361,745.993713,-237.075089,-0.466756,-0.438373,-0.501410,0.581856,-83.875786,707.368530,-159.986633,-0.466756,-0.438373,-0.501410,0.581856,-90.909096,718.231323,-220.961273,-0.466756,-0.438373,-0.501410,0.581856,-94.745445,724.156433,-254.220154,-0.470336,-0.462732,-0.502043,0.559120,-82.268295,677.674927,-162.375336,-0.470336,-0.462732,-0.502043,0.559120,-86.250465,685.097717,-220.621277,-0.470336,-0.462732,-0.502043,0.559120,-88.241554,688.809082,-249.744263,-0.575640,-0.358931,-0.536201,0.502291,-80.660820,647.981323,-164.764023,-0.575640,-0.358931,-0.536201,0.502291,-88.269875,653.685486,-209.236191,-0.575640,-0.358931,-0.536201,0.502291,-92.074387,656.537598,-231.472290
2,0.100000,-0.466100,-0.433288,-0.502636,0.585123,-74.653328,670.492798,-79.649925,0.080657,-0.344950,-0.537658,0.765133,-103.340759,707.267395,-91.679451,0.004442,-0.511545,-0.527942,0.677922,-110.489998,741.422058,-108.831795,0.028155,-0.510789,-0.558805,0.652716,-107.810471,765.309753,-131.675995,-0.397476,-0.508632,-0.394185,0.654159,-85.334869,737.082031,-157.491531,-0.397675,-0.508477,-0.393929,0.654314,-94.632698,743.109192,-210.457870,-0.397874,-0.508321,-0.393672,0.654468,-99.301102,746.114868,-236.938507,-0.467227,-0.437239,-0.502091,0.581744,-83.799629,707.386414,-159.903229,-0.467227,-0.437239,-0.502091,0.581744,-90.871582,718.331848,-220.858597,-0.467227,-0.437239,-0.502091,0.581744,-94.729012,724.302124,-254.106995,-0.470723,-0.461649,-0.502855,0.558961,-82.264404,677.690857,-162.314926,-0.470723,-0.461649,-0.502855,0.558961,-86.268333,685.196533,-220.548721,-0.470723,-0.461649,-0.502855,0.558961,-88.270317,688.949341,-249.665649,-0.575900,-0.357810,-0.536945,0.501997,-80.729164,647.995300,-164.726608,-0.575900,-0.357810,-0.536945,0.501997,-88.338654,653.769287,-209.189697,-0.575900,-0.357810,-0.536945,0.501997,-92.143387,656.656311,-231.421280
3,0.150000,-0.465627,-0.434554,-0.501876,0.585214,-74.592331,670.513855,-79.670555,0.080784,-0.346007,-0.536505,0.765451,-103.360100,707.199036,-91.781128,0.004819,-0.512596,-0.526810,0.678007,-110.548798,741.308411,-109.006950,0.028594,-0.511821,-0.557697,0.652837,-107.877090,765.161194,-131.888428,-0.396977,-0.510031,-0.393337,0.653884,-85.353951,736.974915,-157.610718,-0.397077,-0.509953,-0.393209,0.653961,-94.569862,742.897705,-210.603088,-0.397177,-0.509875,-0.393080,0.654038,-99.187576,745.855103,-237.098068,-0.466722,-0.438852,-0.501428,0.581506,-83.739555,707.280212,-159.982147,-0.466722,-0.438852,-0.501428,0.581506,-90.718170,718.096375,-220.971344,-0.466722,-0.438852,-0.501428,0.581506,-94.524681,723.996094,-254.238159,-0.470372,-0.463272,-0.501983,0.558697,-82.125191,677.585571,-162.353638,-0.470372,-0.463272,-0.501983,0.558697,-86.055588,684.947510,-220.610825,-0.470372,-0.463272,-0.501983,0.558697,-88.020790,688.628418,-249.739441,-0.575503,-0.359435,-0.536388,0.501886,-80.510803,647.890991,-164.725098,-0.575503,-0.359435,-0.536388,0.501886,-88.068649,653.562073,-209.210251,-0.575503,-0.359435,-0.536388,0.501886,-91.847572,656.397583,-231.452820
4,0.200000,-0.466113,-0.433637,-0.502504,0.584968,-74.634506,670.514771,-79.843620,0.080521,-0.345629,-0.537709,0.764805,-103.328529,707.272888,-91.907814,0.004306,-0.512148,-0.527965,0.677451,-110.437012,741.417419,-109.097160,0.028066,-0.511397,-0.558831,0.652222,-107.714996,765.285156,-131.957199,-0.397253,-0.509070,-0.394369,0.653843,-85.305183,737.051941,-157.731232,-0.397253,-0.509070,-0.394369,0.653843,-94.539093,743.072083,-210.709549,-0.397253,-0.509070,-0.394369,0.653843,-99.156036,746.082153,-237.198685,-0.466857,-0.437689,-0.502416,0.581422,-83.759697,707.355408,-160.123703,-0.466857,-0.437689,-0.502416,0.581422,-90.741837,718.298218,-221.089905,-0.466857,-0.437689,-0.502416,0.581422,-94.550285,724.267029,-254.344193,-0.470529,-0.462080,-0.502962,0.558671,-82.214195,677.658813,-162.516205,-0.470529,-0.462080,-0.502962,0.558671,-86.158607,685.141113,-220.757095,-0.470529,-0.462080,-0.502962,0.558671,-88.130798,688.882202,-249.877548,-0.575855,-0.358286,-0.536943,0.501711,-80.668701,647.962158,-164.908676,-0.575855,-0.358286,-0.536943,0.501711,-88.247375,653.698547,-209.381912,-0.575855,-0.358286,-0.536943,0.501711,-92.036728,656.566772,-231.618500
5,0.250000,-0.465291,-0.435145,-0.501583,0.585293,-74.736740,670.510376,-79.944511,0.081118,-0.346278,-0.536067,0.765600,-103.542480,707.154541,-92.088875,0.005181,-0.512873,-0.526360,0.678144,-110.753075,741.254700,-109.323639,0.028939,-0.512082,-0.557216,0.653027,-108.094002,765.104492,-132.209763,-0.396482,-0.510471,-0.393153,0.653952,-85.528610,736.927979,-157.917435,-0.396557,-0.510412,-0.393057,0.654009,-94.711678,742.849060,-210.915741,-0.396632,-0.510354,-0.392961,0.654067,-99.310471,745.806641,-237.413971,-0.466303,-0.439303,-0.501203,0.581696,-83.875092,707.234558,-160.276443,-0.466303,-0.439303,-0.501203,0.581696,-90.832558,718.043030,-221.269424,-0.466303,-0.439303,-0.501203,0.581696,-94.627541,723.938538,-254.538361,-0.469966,-0.463754,-0.501737,0.558860,-82.221581,677.541077,-162.635452,-0.469966,-0.463754,-0.501737,0.558860,-86.128471,684.891968,-220.895645,-0.469966,-0.463754,-0.501737,0.558860,-88.081924,688.567383,-250.025726,-0.575107,-0.360238,-0.536337,0.501819,-80.568062,647.847595,-164.994446,-0.575107,-0.360238,-0.536337,0.501819,-88.078278,653.484009,-209.492050,-0.575107,-0.360238,-0.536337,0.501819,-91.833374,656.302185,-231.740891
