P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29
3493,1665,1006,1533,812,1476,1437,852,962,2381,3717,1419,1313,2469,1406,1889,2649,1098,1081,997,918,1564,1674
3458,1656,993,1568,786,1476,1437,887,905,2386,3665,1445,1313,2487,1423,1911,2645,1111,1081,927,870,1511,1652
3493,1647,993,1538,795,1472,1406,896,931,2408,3708,1428,1230,2430,1406,1907,2614,1129,1111,936,905,1555,1705
3454,1665,984,1529,804,1432,1458,874,944,2395,3704,1432,1287,2474,1410,1942,2627,1120,1120,962,905,1524,1691
3476,1639,953,1511,830,1463,1428,861,979,2403,3713,1415,1309,2438,1419,1924,2649,1120,1133,958,905,1577,1691
3454,1678,997,1524,782,1467,1410,896,918,2373,3691,1419,1278,2474,1401,1885,2649,1116,1111,958,896,1568,1683
3467,1639,1006,1538,777,1454,1410,878,900,2416,3673,1437,1287,2474,1406,1907,2627,1120,1125,958,940,1533,1656
3427,1647,1032,1560,817,1458,1406,834,975,2390,3722,1458,1300,2438,1406,1942,2636,1107,1116,958,896,1494,1700
3436,1683,984,1520,826,1454,1410,896,940,2381,3651,1419,1300,2496,1423,1880,2627,1067,1125,918,909,1489,1661
3467,1652,988,1520,861,1494,1406,874,931,2425,3691,1458,1278,2465,1388,1885,2614,1116,1138,1001,905,1533,1665
3467,1647,1015,1533,817,1502,1437,874,944,2399,3665,1419,1274,2460,1428,1911,2685,1151,1125,949,900,1494,1696
3515,1669,997,1516,826,1472,1406,834,971,2386,3713,1437,1313,2491,1384,1894,2636,1116,1146,958,918,1502,1669
3467,1647,949,1524,804,1467,1441,843,883,2416,3682,1401,1291,2460,1415,1920,2649,1120,1111,953,870,1520,1656
3502,1656,979,1516,791,1502,1375,874,931,2416,3669,1454,1300,2421,1406,1933,2632,1129,1116,940,896,1538,1669
3467,1639,1010,1542,799,1476,1458,892,922,2412,3669,1415,1305,2443,1401,1867,2597,1155,1138,966,861,1524,1687
3445,1665,975,1524,804,1472,1410,878,958,2443,3673,1467,1296,2452,1401,1916,2627,1160,1107,953,900,1533,1656
3458,1705,1001,1533,834,1485,1371,874,909,2408,3682,1415,1305,2474,1423,1898,2610,1129,1116,922,927,1564,1665
3489,1652,1028,1524,791,1511,1419,843,922,2425,3656,1437,1305,2447,1384,1907,2632,1111,1142,975,909,1511,1683
3498,1647,993,1520,782,1502,1419,905,953,2386,3669,1432,1300,2500,1428,1916,2597,1133,1129,971,931,1542,1661
3454,1639,1006,1524,795,1494,1423,870,927,2395,3704,1397,1256,2469,1384,1872,2601,1133,1151,949,931,1524,1691
3432,1665,979,1494,799,1454,1489,843,909,2399,3673,1423,1327,2460,1379,1898,2619,1103,1164,962,936,1564,1669
3401,1599,962,1546,799,1450,1476,856,931,2368,3708,1437,1291,2416,1393,1911,2610,1164,1142,949,918,1533,1696
3454,1665,988,1529,830,1485,1450,900,944,2412,3651,1428,1327,2474,1419,1876,2614,1125,1103,931,861,1538,1674
3423,1621,1019,1511,812,1450,1415,865,944,2403,3660,1441,1287,2465,1406,1924,2610,1111,1133,958,953,1511,1696
3458,1639,958,1498,830,1428,1379,848,931,2425,3665,1467,1318,2474,1423,1907,2601,1094,1116,975,931,1516,1678
3454,1621,988,1533,795,1450,1463,874,922,2364,3708,1437,1278,2478,1397,1876,2636,1111,1089,958,931,1520,1665
3484,1643,984,1516,799,1450,1485,874,914,2395,3691,1445,1278,2474,1445,1907,2619,1155,1151,949,931,1533,1674
3489,1617,984,1529,791,1428,1480,856,927,2399,3638,1458,1283,2474,1406,1911,2663,1129,1098,944,896,1533,1683
3454,1608,1010,1511,804,1458,1476,852,922,2381,3682,1406,1313,2456,1410,1933,2548,1120,1120,949,936,1560,1669
3471,1665,979,1520,791,1472,1467,878,918,2390,3717,1432,1287,2456,1410,1920,2583,1142,1094,962,922,1538,1669
3467,1652,1023,1560,808,1432,1423,883,944,2403,3691,1450,1309,2465,1415,1876,2566,1142,1125,962,914,1564,1639
3502,1683,997,1507,804,1520,1463,914,918,2368,3656,1428,1270,2460,1415,1907,2575,1120,1116,927,905,1524,1665
3436,1678,975,1485,769,1467,1467,892,922,2395,3700,1441,1274,2496,1393,1863,2575,1125,1120,931,856,1516,1678
3476,1674,997,1507,791,1498,1467,865,922,2395,3678,1428,1274,2474,1406,1907,2605,1138,1111,953,874,1507,1656
3462,1674,993,1520,799,1476,1467,843,927,2351,3669,1423,1265,2482,1410,1876,2592,1098,1116,962,883,1555,1656
3480,1630,1015,1507,817,1476,1454,874,905,2359,3665,1406,1296,2509,1428,1854,2592,1120,1125,927,931,1494,1722
3445,1656,1001,1573,791,1441,1415,865,940,2351,3713,1406,1287,2482,1401,1920,2579,1129,1129,953,944,1533,1674
3467,1678,988,1529,826,1458,1507,874,953,2390,3669,1397,1291,2482,1379,1885,2544,1098,1107,944,914,1542,1687
3467,1652,1028,1524,786,1450,1437,852,953,2399,3687,1441,1283,2465,1393,1898,2614,1103,1155,962,883,1498,1643
3484,1630,1032,1538,821,1472,1423,883,896,2395,3687,1437,1300,2482,1401,1898,2601,1107,1160,936,914,1524,1696
3476,1634,971,1516,812,1467,1441,843,931,2381,3691,1397,1296,2487,1362,1867,2566,1116,1151,936,892,1529,1656
3436,1647,997,1551,804,1454,1476,878,918,2386,3660,1454,1309,2456,1406,1929,2588,1151,1116,984,927,1577,1656
3445,1652,975,1467,821,1441,1450,817,975,2403,3634,1406,1327,2474,1406,1880,2583,1120,1103,922,927,1516,1678
3445,1599,1006,1529,808,1463,1384,865,931,2377,3687,1397,1296,2491,1401,1898,2566,1142,1107,914,883,1502,1674
3449,1656,984,1502,799,1454,1485,861,905,2412,3687,1423,1327,2500,1437,1907,2566,1146,1155,931,918,1542,1678
3484,1687,997,1573,812,1458,1467,900,940,2403,3700,1415,1265,2482,1406,1889,2583,1116,1116,927,887,1502,1709
3462,1665,975,1502,799,1480,1472,892,918,2395,3665,1441,1287,2500,1406,1885,2597,1120,1098,914,896,1529,1687
3467,1669,993,1542,808,1472,1480,892,949,2434,3678,1450,1309,2474,1410,1907,2583,1111,1103,958,887,1529,1678
3493,1696,988,1555,821,1494,1489,861,962,2395,3682,1445,1287,2518,1406,1894,2557,1168,1142,966,883,1542,1661
3476,1647,1006,1542,817,1516,1375,808,918,2425,3669,1441,1291,2491,1428,1876,2583,1129,1125,962,887,1546,1722
3462,1683,1037,1524,848,1467,1375,892,896,2425,3691,1458,1322,2535,1415,1911,2605,1116,1142,931,878,1494,1656
3445,1678,984,1520,795,1463,1458,852,927,2359,3704,1458,1283,2465,1419,1911,2583,1138,1107,909,922,1524,1713
3489,1669,993,1511,812,1498,1388,909,958,2434,3704,1437,1318,2526,1437,1876,2570,1138,1111,909,936,1542,1665
3436,1696,1006,1524,755,1485,1485,830,931,2460,3735,1463,1265,2487,1423,1872,2592,1072,1111,944,927,1546,1643
3410,1674,1023,1538,821,1441,1476,918,971,2386,3704,1397,1313,2487,1384,1872,2601,1120,1107,962,909,1524,1647
3476,1718,1032,1507,830,1498,1357,870,927,2364,3704,1441,1291,2469,1401,1933,2579,1120,1081,922,883,1546,1665
3440,1665,984,1502,852,1437,1458,826,900,2381,3726,1458,1256,2456,1415,1898,2588,1133,1107,940,940,1485,1665
3440,1661,1001,1533,826,1476,1450,905,918,2403,3726,1428,1331,2482,1393,1933,2557,1107,1116,931,922,1560,1630
3445,1687,1010,1520,812,1454,1511,878,958,2390,3695,1450,1305,2425,1410,1885,2579,1129,1125,936,914,1542,1669
3467,1727,1015,1560,795,1467,1458,896,940,2390,3673,1458,1313,2482,1384,1911,2548,1138,1133,922,936,1560,1683
3418,1656,975,1524,812,1432,1454,914,927,2395,3682,1437,1287,2496,1410,1845,2570,1164,1103,953,905,1516,1683
3493,1678,1019,1507,799,1441,1401,856,944,2416,3704,1441,1261,2504,1401,1889,2601,1138,1133,949,927,1494,1718
3498,1643,997,1538,821,1476,1463,856,922,2381,3713,1423,1296,2478,1375,1872,2597,1129,1111,936,918,1538,1665
3427,1652,962,1516,804,1463,1485,821,931,2373,3726,1423,1327,2509,1401,1876,2579,1151,1146,958,922,1507,1656
3462,1665,997,1529,791,1485,1410,843,927,2403,3665,1480,1300,2465,1437,1867,2623,1138,1116,944,883,1511,1669
3476,1669,1015,1538,812,1476,1520,865,922,2421,3708,1445,1300,2456,1441,1880,2597,1138,1107,979,892,1542,1661
3480,1656,971,1520,821,1463,1441,856,900,2377,3704,1423,1270,2452,1401,1951,2544,1138,1138,958,922,1590,1674
3462,1656,984,1538,782,1476,1432,896,909,2390,3726,1472,1278,2474,1362,1880,2579,1133,1129,975,909,1516,1665
3436,1647,1001,1542,773,1445,1432,883,927,2403,3682,1463,1291,2496,1371,1924,2601,1120,1129,918,918,1494,1696
3467,1674,1037,1502,799,1441,1437,843,905,2412,3735,1472,1274,2456,1419,1889,2535,1076,1177,966,936,1542,1656
3427,1643,997,1533,791,1445,1445,878,953,2359,3700,1423,1335,2425,1406,1907,2601,1081,1111,918,892,1516,1656
3462,1656,984,1516,791,1441,1450,878,953,2395,3704,1476,1309,2443,1406,1876,2619,1146,1116,936,914,1542,1674
3471,1674,1006,1542,830,1485,1507,900,944,2421,3748,1423,1278,2491,1379,1907,2592,1089,1129,944,931,1524,1643
3445,1665,1015,1524,826,1467,1507,900,927,2443,3708,1467,1296,2474,1415,1924,2562,1138,1151,962,896,1516,1630
3471,1700,1001,1555,839,1507,1371,878,927,2377,3722,1441,1309,2474,1406,1889,2562,1138,1120,944,940,1516,1691
3454,1661,1015,1542,795,1458,1379,883,949,2395,3704,1450,1300,2452,1379,1924,2575,1186,1116,953,887,1524,1691
3471,1691,988,1516,812,1450,1406,896,940,2386,3739,1467,1278,2421,1401,1907,2562,1125,1151,936,878,1538,1625
3476,1674,975,1507,786,1480,1428,834,927,2416,3713,1432,1283,2443,1454,1845,2592,1125,1085,922,914,1498,1652
3449,1661,993,1538,821,1445,1454,856,944,2377,3726,1410,1327,2456,1371,1911,2570,1098,1138,940,918,1529,1647
3427,1683,997,1516,830,1454,1450,878,922,2434,3704,1454,1313,2443,1410,1880,2592,1146,1098,940,909,1546,1700
3436,1700,1006,1507,808,1480,1463,887,949,2403,3722,1441,1291,2465,1428,1894,2566,1107,1103,953,905,1533,1683
3467,1669,984,1520,804,1463,1379,883,931,2390,3695,1441,1305,2456,1406,1845,2614,1116,1120,949,927,1555,1696
3436,1669,984,1467,834,1472,1437,856,905,2395,3730,1428,1287,2474,1362,1889,2588,1129,1116,975,896,1502,1696
3423,1687,979,1546,804,1485,1458,892,936,2412,3739,1445,1318,2434,1423,1902,2583,1125,1089,927,900,1485,1683
3462,1669,984,1533,826,1480,1401,905,927,2434,3761,1437,1283,2482,1384,1880,2601,1142,1120,940,896,1511,1691
3445,1687,997,1524,795,1485,1454,883,931,2460,3739,1419,1270,2465,1384,1902,2601,1155,1120,962,900,1511,1661
3445,1639,988,1529,812,1467,1463,834,936,2395,3766,1450,1274,2482,1366,1872,2619,1138,1111,971,887,1520,1674
3427,1647,979,1524,791,1458,1366,887,953,2399,3704,1445,1256,2443,1379,1872,2553,1129,1120,984,914,1520,1669
3418,1709,975,1516,808,1445,1441,870,918,2421,3748,1480,1291,2465,1406,1867,2557,1116,1094,936,914,1542,1661
3423,1678,997,1555,804,1476,1494,874,949,2416,3726,1454,1313,2416,1410,1858,2575,1160,1125,975,922,1480,1639
3432,1674,1006,1529,791,1476,1445,892,962,2412,3730,1437,1305,2425,1397,1902,2583,1111,1138,971,909,1520,1691
3454,1678,1010,1533,795,1494,1485,865,922,2377,3695,1432,1300,2460,1428,1872,2583,1129,1116,975,922,1546,1687
3427,1696,958,1524,804,1454,1472,883,958,2430,3700,1463,1327,2438,1437,1902,2535,1146,1138,962,909,1502,1700
3440,1709,962,1538,830,1467,1366,830,940,2421,3708,1485,1278,2416,1344,1907,2579,1133,1129,927,905,1524,1700
3427,1678,1006,1546,830,1489,1410,896,940,2373,3700,1406,1270,2460,1397,1889,2548,1129,1116,940,865,1538,1691
3436,1700,1006,1511,782,1463,1463,870,927,2412,3735,1423,1265,2460,1419,1858,2575,1103,1138,940,914,1542,1656
3467,1691,984,1502,839,1480,1533,914,896,2416,3700,1410,1278,2434,1406,1907,2557,1120,1142,958,922,1520,1678
3427,1687,979,1542,839,1489,1441,852,918,2359,3695,1432,1296,2430,1379,1902,2566,1120,1142,966,931,1511,1705
3423,1661,1006,1577,795,1511,1454,856,984,2381,3717,1467,1318,2456,1366,1889,2566,1182,1120,958,914,1494,1634
3423,1665,1001,1507,812,1480,1450,905,909,2421,3713,1445,1248,2403,1415,1880,2601,1120,1155,918,892,1511,1647
3418,1700,1010,1538,808,1529,1375,870,944,2399,3717,1445,1274,2421,1388,1858,2583,1142,1111,944,914,1516,1661
3432,1669,1015,1494,826,1454,1467,861,931,2364,3735,1410,1248,2408,1379,1889,2575,1138,1098,940,905,1538,1661
3405,1683,1015,1533,821,1463,1458,817,918,2399,3682,1445,1274,2447,1406,1872,2575,1133,1103,940,927,1529,1678
3436,1713,979,1507,795,1480,1450,878,931,2368,3726,1428,1296,2474,1432,1916,2579,1138,1120,958,909,1494,1656
3471,1683,1010,1520,795,1485,1458,865,962,2399,3708,1441,1305,2408,1406,1929,2570,1133,1116,949,887,1516,1674
3405,1652,1019,1533,821,1476,1463,861,918,2342,3704,1419,1283,2478,1397,1911,2562,1129,1089,909,892,1524,1656
3392,1652,1010,1507,830,1485,1445,839,949,2399,3708,1441,1305,2456,1410,1916,2566,1107,1094,914,896,1494,1674
3445,1669,958,1511,782,1458,1450,861,892,2386,3700,1437,1305,2443,1388,1911,2592,1111,1107,975,865,1551,1656
3462,1674,988,1511,782,1476,1450,892,870,2390,3700,1419,1313,2434,1393,1889,2566,1142,1098,931,909,1542,1683
3410,1713,1010,1538,817,1489,1476,852,927,2408,3665,1441,1300,2456,1445,1876,2566,1089,1125,944,922,1568,1630
3418,1674,1001,1520,808,1480,1445,848,922,2425,3695,1450,1318,2452,1410,1876,2575,1125,1142,918,878,1546,1630
3396,1678,993,1551,808,1489,1476,834,900,2399,3700,1428,1283,2460,1406,1872,2540,1120,1098,914,896,1529,1639
3418,1634,979,1524,764,1476,1415,865,953,2390,3704,1458,1318,2443,1388,1889,2548,1111,1111,936,874,1551,1656
3366,1687,1010,1498,834,1472,1445,861,922,2381,3726,1437,1239,2447,1379,1858,2557,1089,1103,927,927,1520,1687
3405,1678,997,1507,795,1489,1371,848,918,2377,3739,1467,1322,2447,1423,1858,2588,1103,1111,958,909,1524,1639
3401,1630,1032,1467,817,1489,1458,896,971,2359,3717,1432,1296,2474,1415,1880,2566,1111,1125,953,918,1533,1683
3410,1661,993,1485,795,1467,1454,865,922,2386,3735,1419,1234,2443,1397,1872,2540,1142,1160,918,927,1520,1683
3410,1639,1010,1538,830,1458,1406,865,984,2390,3704,1423,1265,2465,1423,1863,2531,1111,1138,953,914,1511,1705
3401,1674,988,1520,817,1467,1463,883,931,2373,3713,1458,1270,2443,1357,1898,2557,1098,1111,883,922,1529,1705
3313,1661,984,1524,804,1458,1437,861,922,2390,3695,1432,1248,2399,1397,1872,2566,1138,1125,958,936,1533,1647
3445,1639,971,1520,843,1498,1472,861,931,2377,3730,1437,1283,2452,1401,1889,2583,1129,1120,949,900,1502,1665
3423,1665,979,1524,821,1454,1450,887,931,2421,3722,1423,1274,2434,1415,1885,2579,1129,1120,966,896,1538,1652
3423,1705,1010,1502,817,1458,1441,865,949,2399,3704,1401,1283,2456,1393,1867,2592,1129,1103,944,936,1542,1674
3414,1656,971,1542,764,1485,1463,852,927,2377,3704,1445,1274,2443,1401,1902,2583,1120,1107,918,900,1516,1643
3423,1705,997,1463,795,1472,1467,856,909,2390,3695,1437,1291,2425,1371,1880,2570,1160,1160,944,900,1529,1665
3427,1674,993,1516,808,1458,1450,865,944,2355,3700,1441,1283,2447,1410,1907,2557,1160,1151,940,900,1524,1674
3405,1691,975,1538,782,1502,1450,918,914,2386,3695,1423,1252,2460,1371,1911,2544,1120,1133,962,940,1524,1696
3427,1683,966,1538,804,1476,1384,817,944,2351,3669,1423,1270,2460,1401,1880,2562,1125,1111,953,883,1529,1661
3436,1661,1015,1538,742,1480,1437,896,887,2346,3700,1437,1287,2452,1428,1876,2583,1120,1129,900,874,1524,1643
3423,1691,1015,1529,795,1463,1423,852,905,2368,3748,1406,1296,2465,1375,1867,2557,1120,1094,931,892,1555,1656
3375,1652,1010,1480,821,1450,1441,900,944,2399,3722,1467,1344,2430,1375,1841,2579,1129,1089,931,856,1524,1678
3388,1634,984,1507,791,1445,1472,839,922,2403,3713,1415,1296,2434,1375,1880,2531,1111,1103,940,936,1511,1661
3436,1683,953,1533,821,1467,1450,861,927,2390,3669,1401,1287,2456,1406,1880,2592,1107,1098,918,905,1516,1656
3427,1678,1010,1533,812,1419,1450,870,975,2395,3695,1415,1300,2482,1419,1872,2575,1111,1076,922,909,1507,1643
3471,1647,962,1494,764,1472,1467,834,949,2399,3669,1415,1234,2434,1388,1876,2557,1094,1111,944,892,1520,1678
3436,1674,1001,1538,782,1485,1467,861,940,2377,3708,1432,1300,2438,1375,1854,2544,1120,1094,940,909,1524,1661
3388,1652,997,1498,804,1476,1463,808,927,2390,3704,1441,1296,2447,1357,1929,2548,1138,1133,953,944,1542,1700
3410,1674,997,1516,795,1494,1419,826,918,2403,3691,1415,1305,2452,1406,1880,2548,1164,1146,962,918,1507,1661
3405,1652,988,1511,821,1467,1467,883,962,2368,3713,1432,1287,2430,1388,1885,2579,1125,1116,971,931,1516,1687
3370,1647,984,1551,799,1454,1445,843,936,2399,3669,1432,1322,2469,1335,1867,2566,1094,1120,940,900,1533,1652
3427,1643,962,1533,812,1463,1437,892,896,2373,3735,1428,1305,2434,1419,1876,2535,1103,1138,966,900,1524,1665
3375,1687,1001,1498,821,1437,1454,861,944,2359,3682,1423,1283,2430,1388,1894,2487,1151,1133,918,914,1507,1643
3418,1661,975,1516,812,1432,1454,856,914,2359,3713,1423,1270,2447,1357,1880,2566,1103,1129,922,896,1533,1661
3396,1665,984,1511,777,1467,1502,878,927,2377,3704,1419,1256,2465,1401,1902,2575,1094,1125,966,892,1538,1652
3374,1674,979,1533,795,1476,1494,874,927,2373,3717,1419,1252,2425,1379,1876,2575,1125,1116,936,896,1533,1665
3432,1691,1006,1502,791,1485,1432,865,931,2373,3682,1353,1287,2443,1393,1880,2553,1151,1125,927,874,1511,1700
3423,1669,971,1498,786,1463,1423,865,914,2403,3687,1445,1318,2482,1423,1880,2579,1186,1116,940,940,1511,1652
3396,1665,1001,1524,830,1485,1441,856,900,2395,3722,1406,1278,2438,1397,1876,2535,1103,1120,966,909,1524,1678
3392,1691,997,1542,791,1498,1419,843,922,2381,3717,1406,1309,2474,1406,1854,2562,1094,1146,966,909,1551,1639
3410,1661,979,1542,812,1406,1485,852,905,2386,3726,1445,1291,2416,1397,1867,2579,1094,1076,979,887,1520,1665
3423,1683,997,1502,821,1520,1432,852,927,2364,3678,1423,1261,2491,1397,1872,2540,1116,1107,927,905,1520,1661
3414,1665,997,1551,799,1472,1463,865,940,2351,3691,1467,1287,2425,1423,1911,2526,1107,1151,953,896,1520,1665
3401,1700,1023,1511,795,1450,1454,878,931,2390,3722,1415,1300,2456,1397,1872,2566,1107,1098,944,914,1520,1674
3370,1700,975,1538,808,1489,1472,826,918,2390,3695,1432,1256,2487,1393,1894,2614,1107,1076,931,900,1520,1669
3506,1656,997,1586,812,1502,1437,848,922,2395,3713,1450,1313,2447,1415,1854,2588,1107,1138,944,905,1538,1665
3493,1700,971,1524,795,1507,1432,909,931,2368,3682,1437,1331,2531,1410,1872,2570,1103,1098,958,900,1533,1656
3585,1678,1010,1555,812,1538,1445,878,905,2447,3704,1428,1296,2597,1388,1836,2588,1151,1107,988,922,1529,1678
3603,1740,988,1533,795,1538,1410,870,931,2425,3665,1415,1248,2583,1397,1876,2597,1142,1138,940,887,1538,1691
3577,1634,1037,1542,830,1533,1485,909,918,2399,3691,1419,1296,2548,1445,1916,2570,1120,1107,940,896,1520,1661
3541,1678,1001,1524,817,1555,1476,900,936,2421,3682,1423,1309,2588,1441,1858,2579,1107,1107,931,922,1516,1696
3537,1674,993,1538,782,1542,1450,878,922,2438,3634,1463,1296,2522,1419,1876,2562,1103,1111,940,887,1502,1665
3493,1661,975,1551,843,1586,1480,870,953,2430,3687,1423,1300,2526,1450,1885,2557,1133,1138,953,918,1538,1665
3537,1687,975,1551,817,1533,1458,878,936,2447,3691,1445,1296,2544,1410,1889,2627,1129,1081,905,900,1524,1661
3520,1674,1001,1542,804,1582,1467,861,931,2469,3687,1441,1309,2535,1406,1907,2605,1155,1111,927,936,1516,1709
3528,1691,988,1511,777,1604,1516,874,909,2491,3704,1432,1278,2540,1397,1854,2619,1125,1120,962,931,1502,1665
3555,1652,1006,1546,808,1582,1485,865,922,2447,3651,1437,1322,2522,1406,1894,2566,1129,1116,944,900,1546,1661
3498,1678,958,1533,777,1599,1489,874,909,2430,3599,1415,1265,2535,1432,1911,2588,1120,1142,927,892,1551,1656
3520,1639,958,1502,760,1625,1472,905,927,2421,3660,1467,1300,2522,1437,1924,2588,1129,1116,958,883,1546,1634
3524,1665,975,1533,804,1582,1538,878,975,2487,3713,1406,1287,2522,1393,1876,2614,1195,1146,914,909,1511,1625
3511,1656,1001,1568,808,1612,1573,856,918,2496,3704,1432,1265,2496,1432,1937,2614,1155,1120,936,918,1498,1669
3568,1691,993,1542,817,1599,1551,848,918,2487,3735,1463,1287,2522,1393,1933,2579,1151,1103,940,878,1555,1656
3533,1709,1001,1516,791,1625,1463,852,940,2469,3730,1458,1309,2544,1401,1863,2610,1120,1125,953,927,1546,1678
3493,1696,997,1533,839,1586,1494,878,922,2522,3708,1419,1274,2535,1419,1929,2636,1146,1120,958,892,1538,1665
3524,1669,988,1516,782,1612,1529,865,922,2535,3713,1437,1256,2469,1393,1911,2623,1120,1151,966,914,1524,1683
3546,1705,958,1546,812,1595,1489,865,918,2570,3757,1397,1331,2518,1410,1924,2592,1125,1120,962,909,1516,1678
3502,1687,975,1507,834,1608,1494,856,949,2544,3717,1480,1278,2500,1419,1916,2597,1151,1125,997,892,1507,1625
3528,1669,966,1564,795,1590,1555,848,940,2553,3695,1419,1296,2548,1397,1933,2614,1164,1098,979,931,1516,1674
3533,1669,993,1573,786,1595,1604,865,883,2579,3682,1428,1287,2548,1423,1907,2592,1160,1129,953,887,1533,1687
3541,1700,993,1489,804,1639,1564,892,953,2588,3713,1419,1283,2531,1415,1981,2597,1155,1094,953,914,1533,1674
3498,1705,988,1542,830,1630,1551,896,940,2557,3730,1432,1300,2540,1397,1933,2614,1129,1116,971,892,1520,1691
3493,1696,984,1511,821,1608,1595,887,936,2553,3695,1410,1256,2544,1384,1924,2614,1173,1129,918,944,1520,1691
3498,1683,966,1498,817,1647,1599,874,940,2562,3722,1437,1274,2531,1410,1946,2658,1155,1129,949,883,1555,1683
3568,1665,1019,1524,804,1661,1564,834,918,2562,3748,1423,1300,2531,1428,1973,2658,1155,1133,971,909,1502,1647
3568,1696,1001,1516,821,1617,1617,865,927,2570,3744,1415,1287,2544,1384,1894,2610,1160,1116,936,914,1555,1665
3555,1678,979,1511,821,1617,1573,870,914,2597,3726,1423,1313,2544,1410,1990,2601,1146,1107,953,936,1529,1705
3528,1705,988,1546,812,1625,1643,905,940,2605,3708,1388,1256,2513,1437,1951,2610,1155,1120,944,909,1564,1700
3559,1709,1001,1507,808,1643,1621,918,905,2636,3722,1406,1287,2540,1397,1920,2671,1164,1125,953,905,1524,1691
3555,1669,993,1516,826,1661,1595,914,931,2601,3713,1450,1252,2522,1410,1995,2663,1146,1085,944,914,1520,1687
3594,1713,971,1529,777,1647,1564,896,971,2614,3748,1419,1287,2597,1406,1959,2685,1199,1120,944,892,1560,1674
3599,1669,1001,1529,808,1643,1590,896,931,2597,3665,1415,1274,2513,1397,1911,2645,1164,1111,962,892,1533,1691
3524,1691,1023,1520,834,1621,1604,874,922,2619,3682,1423,1265,2553,1415,1968,2636,1168,1107,918,878,1511,1691
3502,1687,1001,1524,799,1621,1608,900,922,2592,3665,1419,1270,2531,1423,1924,2649,1142,1120,958,918,1542,1665
3541,1674,984,1560,843,1661,1625,878,918,2592,3713,1371,1278,2531,1388,1946,2641,1160,1125,997,905,1520,1691
3528,1674,1006,1502,795,1647,1634,883,936,2583,3704,1441,1261,2548,1401,1911,2667,1146,1107,971,870,1502,1683
3537,1669,984,1502,821,1639,1564,856,936,2601,3682,1419,1252,2535,1401,1924,2641,1151,1155,962,874,1529,1691
3541,1709,984,1511,843,1625,1625,892,927,2557,3691,1401,1243,2570,1419,1911,2601,1133,1133,979,892,1542,1691
3594,1665,1006,1507,817,1621,1647,892,918,2562,3678,1450,1261,2518,1410,1942,2632,1151,1111,962,909,1485,1665
3572,1656,975,1485,812,1634,1617,914,918,2557,3665,1410,1291,2579,1388,1959,2579,1155,1129,966,892,1502,1696
3550,1665,975,1516,804,1639,1555,892,940,2601,3660,1432,1305,2570,1401,1933,2588,1155,1133,958,927,1538,1696
3568,1696,988,1489,808,1617,1595,865,883,2579,3669,1419,1261,2544,1397,1946,2601,1177,1133,936,914,1494,1691
3555,1669,988,1502,782,1683,1507,918,940,2548,3717,1419,1283,2557,1397,1924,2579,1151,1116,966,887,1511,1656
3506,1713,1054,1511,777,1643,1604,861,918,2579,3695,1406,1274,2504,1415,1889,2588,1146,1142,962,918,1520,1656
3559,1669,1001,1472,782,1608,1617,874,892,2553,3726,1406,1287,2570,1397,1924,2619,1125,1111,953,878,1494,1674
3546,1700,1015,1516,799,1656,1608,905,944,2579,3691,1410,1291,2548,1410,1920,2605,1168,1103,922,865,1520,1674
3498,1709,975,1507,804,1621,1608,900,944,2570,3691,1441,1318,2553,1371,1920,2553,1173,1125,953,878,1533,1687
3524,1674,966,1524,817,1625,1621,922,922,2575,3700,1415,1296,2562,1445,1937,2588,1177,1146,953,900,1511,1661
3515,1647,988,1524,769,1599,1604,839,900,2531,3691,1410,1248,2579,1344,1902,2575,1160,1098,958,834,1560,1639
3612,1669,1001,1502,830,1639,1564,918,878,2548,3665,1423,1243,2553,1384,1937,2588,1182,1155,940,900,1560,1683
3528,1700,936,1511,795,1617,1555,878,949,2548,3660,1419,1265,2540,1406,1951,2583,1199,1142,922,892,1538,1718
3524,1665,979,1538,848,1630,1643,883,931,2544,3678,1419,1252,2562,1379,1911,2588,1186,1138,966,852,1511,1665
3489,1647,1001,1546,808,1604,1577,856,936,2526,3713,1419,1248,2544,1388,1889,2597,1155,1142,918,914,1542,1647
3476,1696,1037,1524,786,1599,1568,887,918,2540,3678,1428,1256,2518,1406,1902,2575,1182,1129,953,931,1520,1652
3555,1665,1015,1516,817,1608,1573,856,918,2579,3678,1384,1278,2535,1388,1933,2636,1155,1151,922,900,1542,1652
3577,1683,988,1498,817,1639,1573,896,931,2588,3643,1445,1256,2553,1397,1894,2658,1173,1107,900,892,1533,1669
3550,1661,1015,1520,826,1621,1524,861,896,2513,3687,1445,1274,2535,1384,1907,2627,1146,1107,940,883,1511,1639
3546,1678,1001,1516,782,1564,1582,900,936,2531,3691,1437,1283,2553,1401,1902,2597,1155,1076,944,883,1520,1608
3524,1687,979,1507,852,1639,1573,900,900,2522,3691,1419,1287,2570,1375,1916,2632,1186,1116,905,887,1538,1652
3511,1665,997,1516,791,1595,1546,856,953,2504,3717,1454,1278,2548,1428,1929,2601,1146,1103,984,918,1529,1674
3541,1718,962,1564,812,1560,1551,896,940,2583,3651,1432,1265,2518,1379,1894,2579,1146,1142,962,892,1533,1678
