,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W
0,-0.610135,-0.379991,-0.535682,0.443155,-0.632257,-0.34192,-0.507543,0.475123,-0.652007,-0.302565,-0.477499,0.505308,-0.521582,-0.471817,-0.48539,0.519362,-0.521582,-0.471817,-0.48539,0.519362,-0.521582,-0.471817,-0.48539,0.519362,-0.50543,-0.462389,-0.503011,0.526989,-0.50543,-0.462389,-0.503011,0.526989,-0.50543,-0.462389,-0.503011,0.526989,-0.441412,-0.539728,-0.396394,0.597261,-0.479294,-0.506387,-0.352156,0.624368,-0.514666,-0.470393,-0.306073,0.648204,0.042906,-0.423277,-0.534373,0.730371,-0.039626,-0.580841,-0.507173,0.635475,-0.026513,-0.581588,-0.521379,0.623873,-0.484466,-0.464069,-0.525572,0.523169,-0.610135,-0.379991,-0.535682,0.443155,-0.632257,-0.34192,-0.507543,0.475123,-0.652007,-0.302565,-0.477499,0.505308,-0.521582,-0.471817,-0.48539,0.519362,-0.521582,-0.471817,-0.48539,0.519362,-0.521582,-0.471817,-0.48539,0.519362,-0.50543,-0.462389,-0.503011,0.526989,-0.50543,-0.462389,-0.503011,0.526989,-0.50543,-0.462389,-0.503011,0.526989,-0.441412,-0.539728,-0.396394,0.597261,-0.479294,-0.506387,-0.352156,0.624368,-0.514666,-0.470393,-0.306073,0.648204,0.042906,-0.423277,-0.534373,0.730371,-0.039626,-0.580841,-0.507173,0.635475,-0.026513,-0.581588,-0.521379,0.623873,-0.484466,-0.464069,-0.525572,0.523169
1,-0.609904,-0.379936,-0.536108,0.443007,-0.631987,-0.341945,-0.508026,0.474948,-0.651706,-0.302675,-0.478046,0.505113,-0.521525,-0.471734,-0.48562,0.519281,-0.521525,-0.471734,-0.48562,0.519281,-0.521525,-0.471734,-0.48562,0.519281,-0.505358,-0.462291,-0.503246,0.526918,-0.505358,-0.462291,-0.503246,0.526918,-0.505358,-0.462291,-0.503246,0.526918,-0.441264,-0.53979,-0.396779,0.597059,-0.479116,-0.506494,-0.352598,0.624169,-0.514462,-0.470549,-0.306574,0.648016,0.043141,-0.423286,-0.534567,0.73021,-0.039461,-0.580827,-0.507388,0.635327,-0.026354,-0.581569,-0.521584,0.623725,-0.484347,-0.464058,-0.525859,0.523002,-0.609904,-0.379936,-0.536108,0.443007,-0.631987,-0.341945,-0.508026,0.474948,-0.651706,-0.302675,-0.478046,0.505113,-0.521525,-0.471734,-0.48562,0.519281,-0.521525,-0.471734,-0.48562,0.519281,-0.521525,-0.471734,-0.48562,0.519281,-0.505358,-0.462291,-0.503246,0.526918,-0.505358,-0.462291,-0.503246,0.526918,-0.505358,-0.462291,-0.503246,0.526918,-0.441264,-0.53979,-0.396779,0.597059,-0.479116,-0.506494,-0.352598,0.624169,-0.514462,-0.470549,-0.306574,0.648016,0.043141,-0.423286,-0.534567,0.73021,-0.039461,-0.580827,-0.507388,0.635327,-0.026354,-0.581569,-0.521584,0.623725,-0.484347,-0.464058,-0.525859,0.523002
2,-0.609562,-0.380078,-0.536343,0.443071,-0.631531,-0.342335,-0.508428,0.474843,-0.651167,-0.303326,-0.478634,0.504862,-0.521373,-0.471957,-0.485574,0.519273,-0.521373,-0.471957,-0.485574,0.519273,-0.521373,-0.471957,-0.485574,0.519273,-0.505049,-0.462601,-0.503381,0.526815,-0.505049,-0.462601,-0.503381,0.526815,-0.505049,-0.462601,-0.503381,0.526815,-0.441141,-0.53988,-0.396646,0.597157,-0.478921,-0.506666,-0.352555,0.624203,-0.514208,-0.470814,-0.306629,0.647999,0.043036,-0.423125,-0.534235,0.730552,-0.039421,-0.580727,-0.507113,0.63564,-0.026283,-0.58147,-0.521353,0.624014,-0.484377,-0.464112,-0.525597,0.523189,-0.609562,-0.380078,-0.536343,0.443071,-0.631531,-0.342335,-0.508428,0.474843,-0.651167,-0.303326,-0.478634,0.504862,-0.521373,-0.471957,-0.485574,0.519273,-0.521373,-0.471957,-0.485574,0.519273,-0.521373,-0.471957,-0.485574,0.519273,-0.505049,-0.462601,-0.503381,0.526815,-0.505049,-0.462601,-0.503381,0.526815,-0.505049,-0.462601,-0.503381,0.526815,-0.441141,-0.53988,-0.396646,0.597157,-0.478921,-0.506666,-0.352555,0.624203,-0.514208,-0.470814,-0.306629,0.647999,0.043036,-0.423125,-0.534235,0.730552,-0.039421,-0.580727,-0.507113,0.63564,-0.026283,-0.58147,-0.521353,0.624014,-0.484377,-0.464112,-0.525597,0.523189
3,-0.609568,-0.380008,-0.536488,0.442946,-0.631551,-0.342233,-0.508556,0.474754,-0.651195,-0.30319,-0.478741,0.504805,-0.521387,-0.471862,-0.485734,0.519196,-0.521387,-0.471862,-0.485734,0.519196,-0.521387,-0.471862,-0.485734,0.519196,-0.505072,-0.462548,-0.503527,0.526699,-0.505072,-0.462548,-0.503527,0.526699,-0.505072,-0.462548,-0.503527,0.526699,-0.441115,-0.539835,-0.396899,0.597049,-0.478868,-0.506645,-0.352844,0.624097,-0.514132,-0.470821,-0.306955,0.6479,0.043034,-0.423283,-0.534398,0.730341,-0.039464,-0.580847,-0.50727,0.635402,-0.026325,-0.581591,-0.521503,0.623774,-0.484425,-0.464165,-0.525719,0.522976,-0.609568,-0.380008,-0.536488,0.442946,-0.631551,-0.342233,-0.508556,0.474754,-0.651195,-0.30319,-0.478741,0.504805,-0.521387,-0.471862,-0.485734,0.519196,-0.521387,-0.471862,-0.485734,0.519196,-0.521387,-0.471862,-0.485734,0.519196,-0.505072,-0.462548,-0.503527,0.526699,-0.505072,-0.462548,-0.503527,0.526699,-0.505072,-0.462548,-0.503527,0.526699,-0.441115,-0.539835,-0.396899,0.597049,-0.478868,-0.506645,-0.352844,0.624097,-0.514132,-0.470821,-0.306955,0.6479,0.043034,-0.423283,-0.534398,0.730341,-0.039464,-0.580847,-0.50727,0.635402,-0.026325,-0.581591,-0.521503,0.623774,-0.484425,-0.464165,-0.525719,0.522976
4,-0.609508,-0.380071,-0.536654,0.442774,-0.631448,-0.342385,-0.508798,0.474522,-0.65106,-0.303438,-0.479066,0.504522,-0.521381,-0.471912,-0.485843,0.519054,-0.521381,-0.471912,-0.485843,0.519054,-0.521381,-0.471912,-0.485843,0.519054,-0.505105,-0.462514,-0.503582,0.526646,-0.505105,-0.462514,-0.503582,0.526646,-0.505105,-0.462514,-0.503582,0.526646,-0.441223,-0.539819,-0.396876,0.596998,-0.479029,-0.506571,-0.352758,0.624083,-0.514337,-0.47068,-0.306801,0.647913,0.043127,-0.423296,-0.534525,0.730235,-0.03947,-0.58084,-0.507339,0.635354,-0.026361,-0.581582,-0.521538,0.623751,-0.484383,-0.464134,-0.525852,0.522908,-0.609508,-0.380071,-0.536654,0.442774,-0.631448,-0.342385,-0.508798,0.474522,-0.65106,-0.303438,-0.479066,0.504522,-0.521381,-0.471912,-0.485843,0.519054,-0.521381,-0.471912,-0.485843,0.519054,-0.521381,-0.471912,-0.485843,0.519054,-0.505105,-0.462514,-0.503582,0.526646,-0.505105,-0.462514,-0.503582,0.526646,-0.505105,-0.462514,-0.503582,0.526646,-0.441223,-0.539819,-0.396876,0.596998,-0.479029,-0.506571,-0.352758,0.624083,-0.514337,-0.47068,-0.306801,0.647913,0.043127,-0.423296,-0.534525,0.730235,-0.03947,-0.58084,-0.507339,0.635354,-0.026361,-0.581582,-0.521538,0.623751,-0.484383,-0.464134,-0.525852,0.522908
5,-0.609755,-0.380215,-0.536117,0.442961,-0.631755,-0.342419,-0.508178,0.474753,-0.651414,-0.303355,-0.478357,0.504787,-0.521345,-0.471932,-0.485609,0.519291,-0.521345,-0.471932,-0.485609,0.519291,-0.521345,-0.471932,-0.485609,0.519291,-0.505199,-0.462373,-0.503194,0.527049,-0.505199,-0.462373,-0.503194,0.527049,-0.505199,-0.462373,-0.503194,0.527049,-0.441139,-0.539807,-0.396655,0.597218,-0.479005,-0.506507,-0.352448,0.624328,-0.514364,-0.470558,-0.306396,0.648172,0.04332,-0.423228,-0.534489,0.73029,-0.039245,-0.580786,-0.507373,0.635389,-0.026114,-0.581525,-0.521598,0.623765,-0.484243,-0.464182,-0.52575,0.523098,-0.609755,-0.380215,-0.536117,0.442961,-0.631755,-0.342419,-0.508178,0.474753,-0.651414,-0.303355,-0.478357,0.504787,-0.521345,-0.471932,-0.485609,0.519291,-0.521345,-0.471932,-0.485609,0.519291,-0.521345,-0.471932,-0.485609,0.519291,-0.505199,-0.462373,-0.503194,0.527049,-0.505199,-0.462373,-0.503194,0.527049,-0.505199,-0.462373,-0.503194,0.527049,-0.441139,-0.539807,-0.396655,0.597218,-0.479005,-0.506507,-0.352448,0.624328,-0.514364,-0.470558,-0.306396,0.648172,0.04332,-0.423228,-0.534489,0.73029,-0.039245,-0.580786,-0.507373,0.635389,-0.026114,-0.581525,-0.521598,0.623765,-0.484243,-0.464182,-0.52575,0.523098
6,-0.609911,-0.380041,-0.536057,0.442968,-0.631866,-0.342299,-0.508165,0.474706,-0.651488,-0.303293,-0.478398,0.504691,-0.521432,-0.471795,-0.485668,0.519274,-0.521432,-0.471795,-0.485668,0.519274,-0.521432,-0.471795,-0.485668,0.519274,-0.50532,-0.462195,-0.503212,0.527072,-0.50532,-0.462195,-0.503212,0.527072,-0.50532,-0.462195,-0.503212,0.527072,-0.441246,-0.539646,-0.396699,0.597255,-0.47909,-0.506349,-0.352502,0.624361,-0.514428,-0.470404,-0.306461,0.648202,0.043233,-0.423003,-0.534673,0.730291,-0.039411,-0.580569,-0.507494,0.635481,-0.02629,-0.581311,-0.521715,0.623859,-0.484394,-0.463971,-0.52574,0.523155,-0.609911,-0.380041,-0.536057,0.442968,-0.631866,-0.342299,-0.508165,0.474706,-0.651488,-0.303293,-0.478398,0.504691,-0.521432,-0.471795,-0.485668,0.519274,-0.521432,-0.471795,-0.485668,0.519274,-0.521432,-0.471795,-0.485668,0.519274,-0.50532,-0.462195,-0.503212,0.527072,-0.50532,-0.462195,-0.503212,0.527072,-0.50532,-0.462195,-0.503212,0.527072,-0.441246,-0.539646,-0.396699,0.597255,-0.47909,-0.506349,-0.352502,0.624361,-0.514428,-0.470404,-0.306461,0.648202,0.043233,-0.423003,-0.534673,0.730291,-0.039411,-0.580569,-0.507494,0.635481,-0.02629,-0.581311,-0.521715,0.623859,-0.484394,-0.463971,-0.52574,0.523155
7,-0.609961,-0.380037,-0.536213,0.442714,-0.63189,-0.342339,-0.508372,0.474423,-0.651491,-0.30338,-0.478659,0.504386,-0.521524,-0.47179,-0.485807,0.519055,-0.521524,-0.47179,-0.485807,0.519055,-0.521524,-0.47179,-0.485807,0.519055,-0.505287,-0.462282,-0.503497,0.526755,-0.505287,-0.462282,-0.503497,0.526755,-0.505287,-0.462282,-0.503497,0.526755,-0.441373,-0.539638,-0.396838,0.597077,-0.479229,-0.506318,-0.352637,0.624202,-0.514578,-0.470349,-0.306589,0.648062,0.043124,-0.423137,-0.534744,0.730168,-0.039563,-0.580676,-0.507509,0.635362,-0.026442,-0.581421,-0.521726,0.62374,-0.484482,-0.463987,-0.525874,0.522925,-0.609961,-0.380037,-0.536213,0.442714,-0.63189,-0.342339,-0.508372,0.474423,-0.651491,-0.30338,-0.478659,0.504386,-0.521524,-0.47179,-0.485807,0.519055,-0.521524,-0.47179,-0.485807,0.519055,-0.521524,-0.47179,-0.485807,0.519055,-0.505287,-0.462282,-0.503497,0.526755,-0.505287,-0.462282,-0.503497,0.526755,-0.505287,-0.462282,-0.503497,0.526755,-0.441373,-0.539638,-0.396838,0.597077,-0.479229,-0.506318,-0.352637,0.624202,-0.514578,-0.470349,-0.306589,0.648062,0.043124,-0.423137,-0.534744,0.730168,-0.039563,-0.580676,-0.507509,0.635362,-0.026442,-0.581421,-0.521726,0.62374,-0.484482,-0.463987,-0.525874,0.522925
8,-0.609967,-0.379921,-0.536334,0.442659,-0.631869,-0.342259,-0.508523,0.474347,-0.651448,-0.30334,-0.478843,0.504291,-0.521571,-0.471714,-0.485906,0.518985,-0.521571,-0.471714,-0.485906,0.518985,-0.521571,-0.471714,-0.485906,0.518985,-0.505314,-0.462233,-0.503618,0.526657,-0.505314,-0.462233,-0.503618,0.526657,-0.505314,-0.462233,-0.503618,0.526657,-0.441421,-0.539571,-0.39696,0.597021,-0.479265,-0.506255,-0.352771,0.624151,-0.514602,-0.470291,-0.306736,0.648016,0.043061,-0.423137,-0.534839,0.730102,-0.039658,-0.580665,-0.507578,0.635311,-0.026532,-0.581413,-0.521799,0.623684,-0.484554,-0.463926,-0.525943,0.522843,-0.609967,-0.379921,-0.536334,0.442659,-0.631869,-0.342259,-0.508523,0.474347,-0.651448,-0.30334,-0.478843,0.504291,-0.521571,-0.471714,-0.485906,0.518985,-0.521571,-0.471714,-0.485906,0.518985,-0.521571,-0.471714,-0.485906,0.518985,-0.505314,-0.462233,-0.503618,0.526657,-0.505314,-0.462233,-0.503618,0.526657,-0.505314,-0.462233,-0.503618,0.526657,-0.441421,-0.539571,-0.39696,0.597021,-0.479265,-0.506255,-0.352771,0.624151,-0.514602,-0.470291,-0.306736,0.648016,0.043061,-0.423137,-0.534839,0.730102,-0.039658,-0.580665,-0.507578,0.635311,-0.026532,-0.581413,-0.521799,0.623684,-0.484554,-0.463926,-0.525943,0.522843
9,-0.609653,-0.379929,-0.536768,0.442559,-0.631479,-0.342428,-0.509069,0.474159,-0.651001,-0.303678,-0.479513,0.504029,-0.521502,-0.471776,-0.48604,0.518872,-0.521502,-0.471776,-0.48604,0.518872,-0.521502,-0.471776,-0.48604,0.518872,-0.50526,-0.462286,-0.503727,0.526558,-0.50526,-0.462286,-0.503727,0.526558,-0.50526,-0.462286,-0.503727,0.526558,-0.44138,-0.539604,-0.397069,0.596949,-0.479217,-0.506301,-0.352897,0.624079,-0.514548,-0.470351,-0.306881,0.647947,0.043086,-0.423239,-0.534888,0.730005,-0.039633,-0.58075,-0.507645,0.635182,-0.026485,-0.581497,-0.521884,0.623535,-0.484532,-0.46396,-0.526011,0.522765,-0.609653,-0.379929,-0.536768,0.442559,-0.631479,-0.342428,-0.509069,0.474159,-0.651001,-0.303678,-0.479513,0.504029,-0.521502,-0.471776,-0.48604,0.518872,-0.521502,-0.471776,-0.48604,0.518872,-0.521502,-0.471776,-0.48604,0.518872,-0.50526,-0.462286,-0.503727,0.526558,-0.50526,-0.462286,-0.503727,0.526558,-0.50526,-0.462286,-0.503727,0.526558,-0.44138,-0.539604,-0.397069,0.596949,-0.479217,-0.506301,-0.352897,0.624079,-0.514548,-0.470351,-0.306881,0.647947,0.043086,-0.423239,-0.534888,0.730005,-0.039633,-0.58075,-0.507645,0.635182,-0.026485,-0.581497,-0.521884,0.623535,-0.484532,-0.46396,-0.526011,0.522765
