,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W
0,-0.594458,-0.414246,-0.605707,0.328845,-0.594458,-0.414246,-0.605707,0.328845,-0.594458,-0.414246,-0.605707,0.328845,-0.538391,-0.472711,-0.526739,0.457411,-0.538391,-0.472711,-0.526739,0.457411,-0.538391,-0.472711,-0.526739,0.457411,-0.5314,-0.431177,-0.530186,0.500603,-0.541827,-0.417999,-0.517734,0.51347,-0.551927,-0.40457,-0.504971,0.526028,-0.46108,-0.491461,-0.439202,0.594115,-0.504043,-0.447291,-0.3831,0.631749,-0.542791,-0.399382,-0.323794,0.6641,0.030899,-0.45207,-0.609895,0.650159,-0.0624,-0.596819,-0.585326,0.545258,-0.043092,-0.598523,-0.602631,0.52607,-0.50976,-0.441,-0.553867,0.488769,-0.594458,-0.414246,-0.605707,0.328845,-0.594458,-0.414246,-0.605707,0.328845,-0.594458,-0.414246,-0.605707,0.328845,-0.538391,-0.472711,-0.526739,0.457411,-0.538391,-0.472711,-0.526739,0.457411,-0.538391,-0.472711,-0.526739,0.457411,-0.5314,-0.431177,-0.530186,0.500603,-0.541827,-0.417999,-0.517734,0.51347,-0.551927,-0.40457,-0.504971,0.526028,-0.46108,-0.491461,-0.439202,0.594115,-0.504043,-0.447291,-0.3831,0.631749,-0.542791,-0.399382,-0.323794,0.6641,0.030899,-0.45207,-0.609895,0.650159,-0.0624,-0.596819,-0.585326,0.545258,-0.043092,-0.598523,-0.602631,0.52607,-0.50976,-0.441,-0.553867,0.488769,-0.594458,-0.414246,-0.605707,0.328845,-0.594458,-0.414246,-0.605707,0.328845,-0.594458,-0.414246,-0.605707,0.328845,-0.538391,-0.472711,-0.526739,0.457411,-0.538391,-0.472711,-0.526739,0.457411,-0.538391,-0.472711,-0.526739,0.457411,-0.5314,-0.431177,-0.530186,0.500603,-0.541827,-0.417999,-0.517734,0.51347,-0.551927,-0.40457,-0.504971,0.526028,-0.46108,-0.491461,-0.439202,0.594115,-0.504043,-0.447291,-0.3831,0.631749,-0.542791,-0.399382,-0.323794,0.6641,0.030899,-0.45207,-0.609895,0.650159,-0.0624,-0.596819,-0.585326,0.545258,-0.043092,-0.598523,-0.602631,0.52607,-0.50976,-0.441,-0.553867,0.488769
1,-0.594414,-0.41422,-0.605673,0.329019,-0.594414,-0.41422,-0.605673,0.329019,-0.594414,-0.41422,-0.605673,0.329019,-0.537889,-0.472974,-0.527203,0.457196,-0.537889,-0.472974,-0.527203,0.457196,-0.537889,-0.472974,-0.527203,0.457196,-0.531067,-0.431315,-0.530449,0.500559,-0.541509,-0.41813,-0.517984,0.513447,-0.551624,-0.404692,-0.505206,0.526024,-0.460744,-0.491565,-0.439485,0.59408,-0.503739,-0.447402,-0.383354,0.631758,-0.542518,-0.399494,-0.324015,0.664148,0.031321,-0.452323,-0.609981,0.649882,-0.062034,-0.597013,-0.585464,0.544939,-0.042751,-0.598703,-0.602732,0.525777,-0.509527,-0.441317,-0.554017,0.488556,-0.594414,-0.41422,-0.605673,0.329019,-0.594414,-0.41422,-0.605673,0.329019,-0.594414,-0.41422,-0.605673,0.329019,-0.537889,-0.472974,-0.527203,0.457196,-0.537889,-0.472974,-0.527203,0.457196,-0.537889,-0.472974,-0.527203,0.457196,-0.531067,-0.431315,-0.530449,0.500559,-0.541509,-0.41813,-0.517984,0.513447,-0.551624,-0.404692,-0.505206,0.526024,-0.460744,-0.491565,-0.439485,0.59408,-0.503739,-0.447402,-0.383354,0.631758,-0.542518,-0.399494,-0.324015,0.664148,0.031321,-0.452323,-0.609981,0.649882,-0.062034,-0.597013,-0.585464,0.544939,-0.042751,-0.598703,-0.602732,0.525777,-0.509527,-0.441317,-0.554017,0.488556,-0.594414,-0.41422,-0.605673,0.329019,-0.594414,-0.41422,-0.605673,0.329019,-0.594414,-0.41422,-0.605673,0.329019,-0.537889,-0.472974,-0.527203,0.457196,-0.537889,-0.472974,-0.527203,0.457196,-0.537889,-0.472974,-0.527203,0.457196,-0.531067,-0.431315,-0.530449,0.500559,-0.541509,-0.41813,-0.517984,0.513447,-0.551624,-0.404692,-0.505206,0.526024,-0.460744,-0.491565,-0.439485,0.59408,-0.503739,-0.447402,-0.383354,0.631758,-0.542518,-0.399494,-0.324015,0.664148,0.031321,-0.452323,-0.609981,0.649882,-0.062034,-0.597013,-0.585464,0.544939,-0.042751,-0.598703,-0.602732,0.525777,-0.509527,-0.441317,-0.554017,0.488556
2,-0.59491,-0.413635,-0.605488,0.3292,-0.59491,-0.413635,-0.605488,0.3292,-0.59491,-0.413635,-0.605488,0.3292,-0.537657,-0.473037,-0.527878,0.456624,-0.537657,-0.473037,-0.527878,0.456624,-0.537657,-0.473037,-0.527878,0.456624,-0.531082,-0.431283,-0.530838,0.500159,-0.541609,-0.417986,-0.518276,0.513164,-0.551804,-0.404431,-0.505396,0.525853,-0.460682,-0.491706,-0.440068,0.59358,-0.503718,-0.447517,-0.383941,0.631337,-0.542532,-0.399576,-0.324596,0.663803,0.031645,-0.452866,-0.610489,0.64901,-0.061751,-0.597404,-0.586096,0.543863,-0.042418,-0.599088,-0.60336,0.524644,-0.509385,-0.441459,-0.554559,0.48796,-0.59491,-0.413635,-0.605488,0.3292,-0.59491,-0.413635,-0.605488,0.3292,-0.59491,-0.413635,-0.605488,0.3292,-0.537657,-0.473037,-0.527878,0.456624,-0.537657,-0.473037,-0.527878,0.456624,-0.537657,-0.473037,-0.527878,0.456624,-0.531082,-0.431283,-0.530838,0.500159,-0.541609,-0.417986,-0.518276,0.513164,-0.551804,-0.404431,-0.505396,0.525853,-0.460682,-0.491706,-0.440068,0.59358,-0.503718,-0.447517,-0.383941,0.631337,-0.542532,-0.399576,-0.324596,0.663803,0.031645,-0.452866,-0.610489,0.64901,-0.061751,-0.597404,-0.586096,0.543863,-0.042418,-0.599088,-0.60336,0.524644,-0.509385,-0.441459,-0.554559,0.48796,-0.59491,-0.413635,-0.605488,0.3292,-0.59491,-0.413635,-0.605488,0.3292,-0.59491,-0.413635,-0.605488,0.3292,-0.537657,-0.473037,-0.527878,0.456624,-0.537657,-0.473037,-0.527878,0.456624,-0.537657,-0.473037,-0.527878,0.456624,-0.531082,-0.431283,-0.530838,0.500159,-0.541609,-0.417986,-0.518276,0.513164,-0.551804,-0.404431,-0.505396,0.525853,-0.460682,-0.491706,-0.440068,0.59358,-0.503718,-0.447517,-0.383941,0.631337,-0.542532,-0.399576,-0.324596,0.663803,0.031645,-0.452866,-0.610489,0.64901,-0.061751,-0.597404,-0.586096,0.543863,-0.042418,-0.599088,-0.60336,0.524644,-0.509385,-0.441459,-0.554559,0.48796
3,-0.594677,-0.413986,-0.605512,0.329135,-0.594677,-0.413986,-0.605512,0.329135,-0.594677,-0.413986,-0.605512,0.329135,-0.537822,-0.472967,-0.527406,0.457047,-0.537822,-0.472967,-0.527406,0.457047,-0.537822,-0.472967,-0.527406,0.457047,-0.53119,-0.431218,-0.530436,0.500526,-0.541774,-0.417842,-0.517794,0.513593,-0.552021,-0.404208,-0.50483,0.526341,-0.460701,-0.491502,-0.439702,0.594005,-0.503826,-0.447191,-0.383387,0.631818,-0.542706,-0.399112,-0.323842,0.664309,0.03169,-0.452639,-0.610397,0.649252,-0.061789,-0.597214,-0.585925,0.544251,-0.042532,-0.598894,-0.603142,0.525107,-0.509408,-0.441475,-0.554273,0.488247,-0.594677,-0.413986,-0.605512,0.329135,-0.594677,-0.413986,-0.605512,0.329135,-0.594677,-0.413986,-0.605512,0.329135,-0.537822,-0.472967,-0.527406,0.457047,-0.537822,-0.472967,-0.527406,0.457047,-0.537822,-0.472967,-0.527406,0.457047,-0.53119,-0.431218,-0.530436,0.500526,-0.541774,-0.417842,-0.517794,0.513593,-0.552021,-0.404208,-0.50483,0.526341,-0.460701,-0.491502,-0.439702,0.594005,-0.503826,-0.447191,-0.383387,0.631818,-0.542706,-0.399112,-0.323842,0.664309,0.03169,-0.452639,-0.610397,0.649252,-0.061789,-0.597214,-0.585925,0.544251,-0.042532,-0.598894,-0.603142,0.525107,-0.509408,-0.441475,-0.554273,0.488247,-0.594677,-0.413986,-0.605512,0.329135,-0.594677,-0.413986,-0.605512,0.329135,-0.594677,-0.413986,-0.605512,0.329135,-0.537822,-0.472967,-0.527406,0.457047,-0.537822,-0.472967,-0.527406,0.457047,-0.537822,-0.472967,-0.527406,0.457047,-0.53119,-0.431218,-0.530436,0.500526,-0.541774,-0.417842,-0.517794,0.513593,-0.552021,-0.404208,-0.50483,0.526341,-0.460701,-0.491502,-0.439702,0.594005,-0.503826,-0.447191,-0.383387,0.631818,-0.542706,-0.399112,-0.323842,0.664309,0.03169,-0.452639,-0.610397,0.649252,-0.061789,-0.597214,-0.585925,0.544251,-0.042532,-0.598894,-0.603142,0.525107,-0.509408,-0.441475,-0.554273,0.488247
4,-0.594518,-0.414095,-0.605468,0.329367,-0.594518,-0.414095,-0.605468,0.329367,-0.594518,-0.414095,-0.605468,0.329367,-0.5376,-0.473236,-0.52738,0.457061,-0.5376,-0.473236,-0.52738,0.457061,-0.5376,-0.473236,-0.52738,0.457061,-0.530935,-0.431494,-0.530441,0.500554,-0.541527,-0.418124,-0.517798,0.513621,-0.551781,-0.404495,-0.504833,0.52637,-0.460472,-0.491771,-0.439641,0.594006,-0.503653,-0.447444,-0.383281,0.63184,-0.542585,-0.399342,-0.323688,0.664344,0.031999,-0.45277,-0.610232,0.649301,-0.061462,-0.597344,-0.585808,0.544271,-0.042211,-0.599012,-0.603017,0.525141,-0.509133,-0.441727,-0.554287,0.488289,-0.594518,-0.414095,-0.605468,0.329367,-0.594518,-0.414095,-0.605468,0.329367,-0.594518,-0.414095,-0.605468,0.329367,-0.5376,-0.473236,-0.52738,0.457061,-0.5376,-0.473236,-0.52738,0.457061,-0.5376,-0.473236,-0.52738,0.457061,-0.530935,-0.431494,-0.530441,0.500554,-0.541527,-0.418124,-0.517798,0.513621,-0.551781,-0.404495,-0.504833,0.52637,-0.460472,-0.491771,-0.439641,0.594006,-0.503653,-0.447444,-0.383281,0.63184,-0.542585,-0.399342,-0.323688,0.664344,0.031999,-0.45277,-0.610232,0.649301,-0.061462,-0.597344,-0.585808,0.544271,-0.042211,-0.599012,-0.603017,0.525141,-0.509133,-0.441727,-0.554287,0.488289,-0.594518,-0.414095,-0.605468,0.329367,-0.594518,-0.414095,-0.605468,0.329367,-0.594518,-0.414095,-0.605468,0.329367,-0.5376,-0.473236,-0.52738,0.457061,-0.5376,-0.473236,-0.52738,0.457061,-0.5376,-0.473236,-0.52738,0.457061,-0.530935,-0.431494,-0.530441,0.500554,-0.541527,-0.418124,-0.517798,0.513621,-0.551781,-0.404495,-0.504833,0.52637,-0.460472,-0.491771,-0.439641,0.594006,-0.503653,-0.447444,-0.383281,0.63184,-0.542585,-0.399342,-0.323688,0.664344,0.031999,-0.45277,-0.610232,0.649301,-0.061462,-0.597344,-0.585808,0.544271,-0.042211,-0.599012,-0.603017,0.525141,-0.509133,-0.441727,-0.554287,0.488289
5,-0.5932,-0.415056,-0.606792,0.328095,-0.5932,-0.415056,-0.606792,0.328095,-0.5932,-0.415056,-0.606792,0.328095,-0.537728,-0.473237,-0.527235,0.457076,-0.537728,-0.473237,-0.527235,0.457076,-0.537728,-0.473237,-0.527235,0.457076,-0.531039,-0.431492,-0.530331,0.500561,-0.541601,-0.418158,-0.517725,0.513588,-0.551828,-0.404566,-0.504798,0.526299,-0.460585,-0.49182,-0.43952,0.593968,-0.503801,-0.447448,-0.383121,0.631818,-0.54276,-0.399295,-0.323485,0.664329,0.031753,-0.45273,-0.610126,0.649441,-0.061839,-0.597312,-0.58551,0.544586,-0.042678,-0.598986,-0.60265,0.525555,-0.509282,-0.441671,-0.554131,0.488362,-0.5932,-0.415056,-0.606792,0.328095,-0.5932,-0.415056,-0.606792,0.328095,-0.5932,-0.415056,-0.606792,0.328095,-0.537728,-0.473237,-0.527235,0.457076,-0.537728,-0.473237,-0.527235,0.457076,-0.537728,-0.473237,-0.527235,0.457076,-0.531039,-0.431492,-0.530331,0.500561,-0.541601,-0.418158,-0.517725,0.513588,-0.551828,-0.404566,-0.504798,0.526299,-0.460585,-0.49182,-0.43952,0.593968,-0.503801,-0.447448,-0.383121,0.631818,-0.54276,-0.399295,-0.323485,0.664329,0.031753,-0.45273,-0.610126,0.649441,-0.061839,-0.597312,-0.58551,0.544586,-0.042678,-0.598986,-0.60265,0.525555,-0.509282,-0.441671,-0.554131,0.488362,-0.5932,-0.415056,-0.606792,0.328095,-0.5932,-0.415056,-0.606792,0.328095,-0.5932,-0.415056,-0.606792,0.328095,-0.537728,-0.473237,-0.527235,0.457076,-0.537728,-0.473237,-0.527235,0.457076,-0.537728,-0.473237,-0.527235,0.457076,-0.531039,-0.431492,-0.530331,0.500561,-0.541601,-0.418158,-0.517725,0.513588,-0.551828,-0.404566,-0.504798,0.526299,-0.460585,-0.49182,-0.43952,0.593968,-0.503801,-0.447448,-0.383121,0.631818,-0.54276,-0.399295,-0.323485,0.664329,0.031753,-0.45273,-0.610126,0.649441,-0.061839,-0.597312,-0.58551,0.544586,-0.042678,-0.598986,-0.60265,0.525555,-0.509282,-0.441671,-0.554131,0.488362
6,-0.594401,-0.41459,-0.605522,0.328856,-0.594401,-0.41459,-0.605522,0.328856,-0.594401,-0.41459,-0.605522,0.328856,-0.538093,-0.473316,-0.526809,0.457056,-0.538093,-0.473316,-0.526809,0.457056,-0.538093,-0.473316,-0.526809,0.457056,-0.531358,-0.431612,-0.529986,0.500484,-0.541873,-0.418335,-0.517442,0.513442,-0.552056,-0.404801,-0.504582,0.526086,-0.460889,-0.491753,-0.439159,0.594054,-0.5041,-0.44735,-0.38275,0.631873,-0.543051,-0.399167,-0.323106,0.664352,0.031332,-0.452267,-0.609711,0.650173,-0.062344,-0.596964,-0.584853,0.545613,-0.043291,-0.598648,-0.601942,0.5267,-0.50959,-0.441602,-0.553794,0.488486,-0.594401,-0.41459,-0.605522,0.328856,-0.594401,-0.41459,-0.605522,0.328856,-0.594401,-0.41459,-0.605522,0.328856,-0.538093,-0.473316,-0.526809,0.457056,-0.538093,-0.473316,-0.526809,0.457056,-0.538093,-0.473316,-0.526809,0.457056,-0.531358,-0.431612,-0.529986,0.500484,-0.541873,-0.418335,-0.517442,0.513442,-0.552056,-0.404801,-0.504582,0.526086,-0.460889,-0.491753,-0.439159,0.594054,-0.5041,-0.44735,-0.38275,0.631873,-0.543051,-0.399167,-0.323106,0.664352,0.031332,-0.452267,-0.609711,0.650173,-0.062344,-0.596964,-0.584853,0.545613,-0.043291,-0.598648,-0.601942,0.5267,-0.50959,-0.441602,-0.553794,0.488486,-0.594401,-0.41459,-0.605522,0.328856,-0.594401,-0.41459,-0.605522,0.328856,-0.594401,-0.41459,-0.605522,0.328856,-0.538093,-0.473316,-0.526809,0.457056,-0.538093,-0.473316,-0.526809,0.457056,-0.538093,-0.473316,-0.526809,0.457056,-0.531358,-0.431612,-0.529986,0.500484,-0.541873,-0.418335,-0.517442,0.513442,-0.552056,-0.404801,-0.504582,0.526086,-0.460889,-0.491753,-0.439159,0.594054,-0.5041,-0.44735,-0.38275,0.631873,-0.543051,-0.399167,-0.323106,0.664352,0.031332,-0.452267,-0.609711,0.650173,-0.062344,-0.596964,-0.584853,0.545613,-0.043291,-0.598648,-0.601942,0.5267,-0.50959,-0.441602,-0.553794,0.488486
7,-0.59527,-0.413871,-0.604561,0.329955,-0.59527,-0.413871,-0.604561,0.329955,-0.59527,-0.413871,-0.604561,0.329955,-0.537888,-0.473116,-0.526911,0.457387,-0.537888,-0.473116,-0.526911,0.457387,-0.537888,-0.473116,-0.526911,0.457387,-0.531127,-0.431417,-0.530101,0.500776,-0.541622,-0.418166,-0.51757,0.513717,-0.551786,-0.404659,-0.504722,0.526345,-0.460691,-0.491608,-0.439218,0.594283,-0.503873,-0.447244,-0.382812,0.632092,-0.5428,-0.399103,-0.323174,0.664563,0.031381,-0.45214,-0.609711,0.650259,-0.062305,-0.596856,-0.584857,0.545732,-0.04326,-0.598538,-0.601945,0.526824,-0.509523,-0.441497,-0.553749,0.488701,-0.59527,-0.413871,-0.604561,0.329955,-0.59527,-0.413871,-0.604561,0.329955,-0.59527,-0.413871,-0.604561,0.329955,-0.537888,-0.473116,-0.526911,0.457387,-0.537888,-0.473116,-0.526911,0.457387,-0.537888,-0.473116,-0.526911,0.457387,-0.531127,-0.431417,-0.530101,0.500776,-0.541622,-0.418166,-0.51757,0.513717,-0.551786,-0.404659,-0.504722,0.526345,-0.460691,-0.491608,-0.439218,0.594283,-0.503873,-0.447244,-0.382812,0.632092,-0.5428,-0.399103,-0.323174,0.664563,0.031381,-0.45214,-0.609711,0.650259,-0.062305,-0.596856,-0.584857,0.545732,-0.04326,-0.598538,-0.601945,0.526824,-0.509523,-0.441497,-0.553749,0.488701,-0.59527,-0.413871,-0.604561,0.329955,-0.59527,-0.413871,-0.604561,0.329955,-0.59527,-0.413871,-0.604561,0.329955,-0.537888,-0.473116,-0.526911,0.457387,-0.537888,-0.473116,-0.526911,0.457387,-0.537888,-0.473116,-0.526911,0.457387,-0.531127,-0.431417,-0.530101,0.500776,-0.541622,-0.418166,-0.51757,0.513717,-0.551786,-0.404659,-0.504722,0.526345,-0.460691,-0.491608,-0.439218,0.594283,-0.503873,-0.447244,-0.382812,0.632092,-0.5428,-0.399103,-0.323174,0.664563,0.031381,-0.45214,-0.609711,0.650259,-0.062305,-0.596856,-0.584857,0.545732,-0.04326,-0.598538,-0.601945,0.526824,-0.509523,-0.441497,-0.553749,0.488701
8,-0.595476,-0.413895,-0.604211,0.330194,-0.595476,-0.413895,-0.604211,0.330194,-0.595476,-0.413895,-0.604211,0.330194,-0.537984,-0.47332,-0.526649,0.457365,-0.537984,-0.47332,-0.526649,0.457365,-0.537984,-0.47332,-0.526649,0.457365,-0.531231,-0.431675,-0.529851,0.500708,-0.541722,-0.418434,-0.517334,0.51363,-0.551882,-0.404939,-0.504502,0.52624,-0.460729,-0.491817,-0.439013,0.594232,-0.503918,-0.447462,-0.382629,0.632012,-0.542855,-0.39933,-0.323015,0.664459,0.031349,-0.452348,-0.609653,0.65017,-0.062281,-0.597045,-0.584829,0.545558,-0.043211,-0.598727,-0.601928,0.526632,-0.509541,-0.441647,-0.553581,0.488737,-0.595476,-0.413895,-0.604211,0.330194,-0.595476,-0.413895,-0.604211,0.330194,-0.595476,-0.413895,-0.604211,0.330194,-0.537984,-0.47332,-0.526649,0.457365,-0.537984,-0.47332,-0.526649,0.457365,-0.537984,-0.47332,-0.526649,0.457365,-0.531231,-0.431675,-0.529851,0.500708,-0.541722,-0.418434,-0.517334,0.51363,-0.551882,-0.404939,-0.504502,0.52624,-0.460729,-0.491817,-0.439013,0.594232,-0.503918,-0.447462,-0.382629,0.632012,-0.542855,-0.39933,-0.323015,0.664459,0.031349,-0.452348,-0.609653,0.65017,-0.062281,-0.597045,-0.584829,0.545558,-0.043211,-0.598727,-0.601928,0.526632,-0.509541,-0.441647,-0.553581,0.488737,-0.595476,-0.413895,-0.604211,0.330194,-0.595476,-0.413895,-0.604211,0.330194,-0.595476,-0.413895,-0.604211,0.330194,-0.537984,-0.47332,-0.526649,0.457365,-0.537984,-0.47332,-0.526649,0.457365,-0.537984,-0.47332,-0.526649,0.457365,-0.531231,-0.431675,-0.529851,0.500708,-0.541722,-0.418434,-0.517334,0.51363,-0.551882,-0.404939,-0.504502,0.52624,-0.460729,-0.491817,-0.439013,0.594232,-0.503918,-0.447462,-0.382629,0.632012,-0.542855,-0.39933,-0.323015,0.664459,0.031349,-0.452348,-0.609653,0.65017,-0.062281,-0.597045,-0.584829,0.545558,-0.043211,-0.598727,-0.601928,0.526632,-0.509541,-0.441647,-0.553581,0.488737
9,-0.594495,-0.41489,-0.605233,0.32884,-0.594495,-0.41489,-0.605233,0.32884,-0.594495,-0.41489,-0.605233,0.32884,-0.538171,-0.473158,-0.526427,0.457567,-0.538171,-0.473158,-0.526427,0.457567,-0.538171,-0.473158,-0.526427,0.457567,-0.531349,-0.431507,-0.529699,0.500889,-0.541869,-0.418219,-0.517135,0.513851,-0.552058,-0.404674,-0.504254,0.526497,-0.460855,-0.491598,-0.438834,0.594448,-0.504126,-0.447117,-0.382286,0.632298,-0.543121,-0.398843,-0.322496,0.664786,0.031347,-0.452184,-0.609665,0.650274,-0.062324,-0.5969,-0.584807,0.545735,-0.043297,-0.598581,-0.601878,0.526848,-0.509539,-0.441533,-0.553574,0.48885,-0.594495,-0.41489,-0.605233,0.32884,-0.594495,-0.41489,-0.605233,0.32884,-0.594495,-0.41489,-0.605233,0.32884,-0.538171,-0.473158,-0.526427,0.457567,-0.538171,-0.473158,-0.526427,0.457567,-0.538171,-0.473158,-0.526427,0.457567,-0.531349,-0.431507,-0.529699,0.500889,-0.541869,-0.418219,-0.517135,0.513851,-0.552058,-0.404674,-0.504254,0.526497,-0.460855,-0.491598,-0.438834,0.594448,-0.504126,-0.447117,-0.382286,0.632298,-0.543121,-0.398843,-0.322496,0.664786,0.031347,-0.452184,-0.609665,0.650274,-0.062324,-0.5969,-0.584807,0.545735,-0.043297,-0.598581,-0.601878,0.526848,-0.509539,-0.441533,-0.553574,0.48885,-0.594495,-0.41489,-0.605233,0.32884,-0.594495,-0.41489,-0.605233,0.32884,-0.594495,-0.41489,-0.605233,0.32884,-0.538171,-0.473158,-0.526427,0.457567,-0.538171,-0.473158,-0.526427,0.457567,-0.538171,-0.473158,-0.526427,0.457567,-0.531349,-0.431507,-0.529699,0.500889,-0.541869,-0.418219,-0.517135,0.513851,-0.552058,-0.404674,-0.504254,0.526497,-0.460855,-0.491598,-0.438834,0.594448,-0.504126,-0.447117,-0.382286,0.632298,-0.543121,-0.398843,-0.322496,0.664786,0.031347,-0.452184,-0.609665,0.650274,-0.062324,-0.5969,-0.584807,0.545735,-0.043297,-0.598581,-0.601878,0.526848,-0.509539,-0.441533,-0.553574,0.48885
