,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W
0,0.365053,0.679391,0.631721,-0.078052,0.377131,0.672762,0.630226,-0.089323,0.389088,0.665918,0.62853,-0.100567,0.341109,0.776878,0.5195,-0.101116,0.345818,0.774794,0.518877,-0.104267,0.350514,0.77268,0.518234,-0.107415,0.335366,0.780279,0.520788,-0.08645,0.335367,0.780279,0.520788,-0.08645,0.335367,0.780279,0.520788,-0.08645,0.280903,0.820276,0.421388,-0.265842,0.283483,0.819388,0.42055,-0.267168,0.286061,0.818492,0.419706,-0.26849,0.036947,0.899322,0.337173,-0.275986,0.252252,0.919822,0.265148,-0.1414,0.235418,0.924273,0.267685,-0.136536,0.369733,0.714479,0.527468,-0.273122
1,0.567734,0.435372,0.591711,-0.371494,0.595211,0.396981,0.565922,-0.40971,0.620097,0.356862,0.537669,-0.446141,0.506543,0.512572,0.512095,-0.467379,0.541071,0.475981,0.478237,-0.50197,0.572963,0.437069,0.442048,-0.534114,0.502783,0.489075,0.515227,-0.492499,0.540968,0.446475,0.473378,-0.532849,0.575553,0.400904,0.428379,-0.569654,0.460307,0.530942,0.388575,-0.59601,0.508944,0.484518,0.329833,-0.630419,0.552921,0.433659,0.268072,-0.659057,-0.050079,0.45884,0.565265,-0.683691,0.087339,0.6028,0.491775,-0.622223,0.049541,0.607076,0.529656,-0.590313,0.495849,0.489992,0.522109,-0.491369
2,0.574148,0.438465,0.585759,-0.367409,0.591962,0.4141,0.569901,-0.391555,0.608742,0.389013,0.553048,-0.415018,0.511129,0.515456,0.507874,-0.463807,0.537845,0.487514,0.482462,-0.490187,0.563036,0.45819,0.455682,-0.515176,0.505437,0.491701,0.512879,-0.489611,0.537959,0.455891,0.478104,-0.523622,0.567949,0.417936,0.44108,-0.555169,0.46214,0.543022,0.385523,-0.585598,0.511092,0.497224,0.328826,-0.619214,0.555527,0.44703,0.269224,-0.647358,-0.03965,0.456838,0.55759,-0.691968,0.081477,0.603502,0.496177,-0.618833,0.04096,0.607598,0.536427,-0.584288,0.498162,0.484129,0.519926,-0.497122
3,0.577801,0.433463,0.582499,-0.372762,0.590925,0.415393,0.570696,-0.390592,0.603485,0.396926,0.558348,-0.408048,0.513708,0.51271,0.505533,-0.46655,0.536766,0.488518,0.48352,-0.489327,0.558686,0.463291,0.460481,-0.511067,0.50683,0.490003,0.511851,-0.490948,0.537188,0.456518,0.479339,-0.522739,0.565338,0.421156,0.444856,-0.552381,0.460614,0.543722,0.387992,-0.58452,0.512263,0.495365,0.328115,-0.620114,0.558861,0.442124,0.265004,-0.649595,-0.035689,0.458686,0.551329,-0.695967,0.075242,0.606842,0.497994,-0.614885,0.034905,0.610492,0.537605,-0.58057,0.497751,0.484738,0.520802,-0.496024
4,0.580952,0.42924,0.579911,-0.376764,0.589331,0.417661,0.572343,-0.388165,0.59748,0.405918,0.56455,-0.399414,0.516118,0.510476,0.503691,-0.468328,0.535288,0.490338,0.485387,-0.487273,0.553673,0.46948,0.466371,-0.505503,0.508544,0.488434,0.510805,-0.491827,0.536679,0.457341,0.480666,-0.521321,0.562916,0.42463,0.448827,-0.548972,0.459768,0.544711,0.389943,-0.582965,0.513632,0.494245,0.327567,-0.620164,0.561989,0.43848,0.261679,-0.650713,-0.03292,0.459588,0.548052,-0.698093,0.07285,0.608455,0.498575,-0.613105,0.034601,0.611823,0.535994,-0.580677,0.497897,0.484598,0.521407,-0.495377
5,0.583591,0.425389,0.577415,-0.380864,0.587596,0.419841,0.57378,-0.386318,0.591547,0.414254,0.570094,-0.391737,0.518251,0.508127,0.501654,-0.470708,0.533779,0.49179,0.486797,-0.486058,0.548792,0.474978,0.471469,-0.500939,0.509842,0.486852,0.509716,-0.493179,0.535787,0.458145,0.481889,-0.520403,0.560117,0.428057,0.452609,-0.546059,0.458606,0.545539,0.39165,-0.58196,0.51422,0.493468,0.32729,-0.620442,0.563958,0.435758,0.259191,-0.651834,-0.032349,0.459718,0.547827,-0.698211,0.069682,0.609008,0.501933,-0.610178,0.033423,0.61207,0.537254,-0.57932,0.498046,0.484305,0.521554,-0.495359
6,0.586187,0.42215,0.574552,-0.38479,0.586392,0.421866,0.574366,-0.385069,0.586596,0.421582,0.574179,-0.385347,0.520427,0.505985,0.499098,-0.473325,0.532738,0.493006,0.487282,-0.485481,0.544725,0.479728,0.47517,-0.497342,0.511145,0.485553,0.508179,-0.494696,0.535084,0.459038,0.482468,-0.519802,0.557649,0.431344,0.455518,-0.543574,0.457767,0.54629,0.392451,-0.581376,0.515057,0.492646,0.326148,-0.621002,0.566102,0.433027,0.25589,-0.653098,-0.031651,0.459324,0.546666,-0.699411,0.068001,0.609032,0.502712,-0.609702,0.034045,0.61187,0.535823,-0.580818,0.498131,0.484226,0.521332,-0.495585
7,0.586594,0.421633,0.573938,-0.385653,0.586594,0.421633,0.573938,-0.385653,0.586594,0.421633,0.573938,-0.385653,0.5222,0.504205,0.496893,-0.475586,0.5314,0.494499,0.488047,-0.48466,0.54042,0.484625,0.479035,-0.493569,0.512313,0.484306,0.506701,-0.496223,0.534357,0.459869,0.48299,-0.51933,0.555237,0.434429,0.458226,-0.541305,0.456724,0.54691,0.393397,-0.580975,0.515398,0.492009,0.325482,-0.621574,0.567517,0.43085,0.253427,-0.654269,-0.030971,0.459497,0.545942,-0.699893,0.067418,0.609372,0.50294,-0.609239,0.03584,0.612041,0.53375,-0.582436,0.498223,0.484147,0.52103,-0.495886
8,0.586637,0.421497,0.574316,-0.385174,0.586637,0.421497,0.574316,-0.385174,0.586637,0.421497,0.574316,-0.385174,0.524074,0.502354,0.495305,-0.477137,0.530468,0.495598,0.489151,-0.483445,0.536775,0.48876,0.482916,-0.489673,0.513535,0.483038,0.505888,-0.497026,0.533798,0.460546,0.484084,-0.518285,0.553077,0.437206,0.461388,-0.538589,0.45625,0.54752,0.394565,-0.57998,0.51623,0.491374,0.325197,-0.621535,0.569349,0.428699,0.251507,-0.65483,-0.030922,0.459441,0.546267,-0.699679,0.066462,0.609402,0.50433,-0.608163,0.036897,0.611905,0.533166,-0.583048,0.498355,0.48397,0.521394,-0.495543
9,0.586649,0.421343,0.574428,-0.385157,0.586649,0.421343,0.574428,-0.385157,0.586649,0.421343,0.574428,-0.385157,0.525385,0.500745,0.493958,-0.478781,0.529272,0.496635,0.490211,-0.482616,0.533126,0.492495,0.486435,-0.486422,0.514463,0.481932,0.505019,-0.498021,0.533091,0.461242,0.48496,-0.517574,0.550888,0.439832,0.464145,-0.53632,0.455552,0.548015,0.39556,-0.579383,0.516635,0.490853,0.324936,-0.621746,0.570598,0.426926,0.249834,-0.655542,-0.03133,0.459583,0.54681,-0.699143,0.064772,0.609619,0.506369,-0.606432,0.036656,0.611954,0.533733,-0.582493,0.498254,0.484011,0.521643,-0.495343
