,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W
0,0.363891,0.679617,0.632411,-0.075896,0.375925,0.673035,0.630961,-0.087135,0.387839,0.666241,0.629311,-0.098347,0.340304,0.777132,0.520122,-0.098652,0.344914,0.775097,0.519526,-0.101739,0.349511,0.773035,0.518913,-0.104823,0.334534,0.780537,0.521377,-0.083756,0.334534,0.780537,0.521377,-0.083756,0.334534,0.780537,0.521377,-0.083756,0.280379,0.820872,0.421989,-0.263596,0.28289,0.82001,0.42118,-0.264886,0.285398,0.81914,0.420367,-0.266174,0.036703,0.899933,0.33725,-0.273926,0.252007,0.920075,0.265633,-0.139259,0.23509,0.924542,0.268143,-0.134364,0.369185,0.714922,0.528189,-0.271302
1,0.567671,0.435486,0.591659,-0.371538,0.595247,0.396963,0.565774,-0.40988,0.620213,0.3567,0.537408,-0.446423,0.50644,0.512632,0.512055,-0.467468,0.541033,0.475979,0.478128,-0.502116,0.57298,0.436998,0.441862,-0.534308,0.502605,0.489227,0.515264,-0.492493,0.540943,0.446469,0.473246,-0.532995,0.575655,0.400719,0.428057,-0.569924,0.460257,0.531012,0.388451,-0.596067,0.508903,0.48459,0.329701,-0.630465,0.55289,0.433732,0.267934,-0.659091,-0.05007,0.458947,0.565001,-0.683838,0.087053,0.602962,0.491756,-0.622121,0.049168,0.607226,0.529706,-0.590144,0.495716,0.49008,0.522098,-0.491427
2,0.574104,0.438602,0.585691,-0.367423,0.592002,0.414126,0.569757,-0.391676,0.608858,0.38892,0.55282,-0.415238,0.511066,0.515546,0.507794,-0.463864,0.537822,0.487569,0.482345,-0.490273,0.563048,0.458206,0.455524,-0.515289,0.505265,0.491901,0.512913,-0.489553,0.53796,0.455914,0.477959,-0.523733,0.568098,0.41776,0.440732,-0.555424,0.46211,0.543078,0.385368,-0.585673,0.511007,0.497344,0.328741,-0.619234,0.555399,0.447226,0.269215,-0.647336,-0.039579,0.456993,0.557283,-0.692118,0.081201,0.603709,0.496145,-0.618693,0.040613,0.60779,0.536441,-0.5841,0.498029,0.484196,0.519914,-0.497203
3,0.577751,0.433592,0.582435,-0.372789,0.590957,0.415412,0.570558,-0.390724,0.603592,0.396831,0.558129,-0.408281,0.513644,0.512798,0.505454,-0.46661,0.536742,0.488569,0.483401,-0.489419,0.558699,0.4633,0.460321,-0.511188,0.506645,0.490212,0.511897,-0.490881,0.537195,0.456529,0.479185,-0.522861,0.56551,0.420946,0.444479,-0.552667,0.460611,0.543737,0.387807,-0.58463,0.512153,0.495492,0.328056,-0.620134,0.558668,0.442384,0.265085,-0.649552,-0.03562,0.458841,0.551025,-0.696109,0.074949,0.607046,0.497977,-0.614733,0.034575,0.610678,0.537602,-0.580398,0.497617,0.484808,0.520789,-0.496102
4,0.580906,0.429368,0.579842,-0.376795,0.589361,0.417687,0.572205,-0.388295,0.597582,0.405839,0.56434,-0.39964,0.516049,0.510572,0.503617,-0.46838,0.535269,0.490385,0.485265,-0.487368,0.5537,0.469474,0.466197,-0.505638,0.508354,0.488652,0.510857,-0.491752,0.53669,0.457349,0.480508,-0.521447,0.563102,0.424407,0.448437,-0.549272,0.459797,0.544701,0.389721,-0.5831,0.513503,0.494395,0.327529,-0.620172,0.561737,0.438821,0.261847,-0.650634,-0.032858,0.459741,0.547759,-0.698225,0.072552,0.608655,0.49857,-0.612946,0.034299,0.612004,0.535971,-0.580526,0.497763,0.484668,0.521394,-0.495456
5,0.583551,0.425512,0.577339,-0.380904,0.587622,0.419872,0.573644,-0.386447,0.591639,0.414192,0.569895,-0.391954,0.518169,0.508235,0.501593,-0.470746,0.533768,0.491828,0.486668,-0.48616,0.548846,0.474942,0.47127,-0.501101,0.509652,0.487072,0.50977,-0.493104,0.535799,0.458152,0.48173,-0.520531,0.560307,0.427831,0.452217,-0.546366,0.458665,0.545503,0.391393,-0.58212,0.514072,0.493638,0.327274,-0.620439,0.563648,0.436174,0.259443,-0.651722,-0.032292,0.459872,0.547542,-0.698336,0.069379,0.609206,0.501937,-0.610012,0.033144,0.612247,0.537214,-0.579185,0.497912,0.484375,0.521541,-0.495438
6,0.586152,0.422266,0.57447,-0.384839,0.586414,0.421903,0.574231,-0.385195,0.586675,0.421539,0.573992,-0.385551,0.52033,0.506109,0.499054,-0.473345,0.532738,0.493032,0.487145,-0.485592,0.544818,0.47965,0.474936,-0.49754,0.510957,0.485771,0.50823,-0.494623,0.535094,0.459048,0.482311,-0.519928,0.557835,0.431127,0.455135,-0.543877,0.457855,0.54623,0.392161,-0.58156,0.514891,0.492834,0.326151,-0.620989,0.56574,0.433516,0.256222,-0.652957,-0.031598,0.459476,0.546387,-0.699532,0.067692,0.609228,0.502725,-0.60953,0.033782,0.612045,0.535773,-0.580696,0.497997,0.484295,0.52132,-0.495664
7,0.586598,0.421698,0.573814,-0.385761,0.586598,0.421698,0.573814,-0.385761,0.586598,0.421698,0.573814,-0.385761,0.522084,0.50435,0.49687,-0.475584,0.531415,0.494508,0.487898,-0.484784,0.540561,0.484494,0.478756,-0.493814,0.512132,0.484518,0.506745,-0.496159,0.534363,0.459883,0.482837,-0.519454,0.555411,0.43423,0.457859,-0.541598,0.456839,0.546826,0.393076,-0.581181,0.515216,0.492213,0.325502,-0.621553,0.567108,0.431404,0.253831,-0.654102,-0.030921,0.45965,0.545665,-0.700012,0.067102,0.609568,0.50296,-0.609062,0.035587,0.612216,0.533691,-0.582322,0.498088,0.484217,0.521019,-0.495964
8,0.586638,0.421565,0.574195,-0.385278,0.586638,0.421565,0.574195,-0.385278,0.586638,0.421565,0.574195,-0.385278,0.523936,0.502523,0.495307,-0.477109,0.530497,0.495592,0.488992,-0.483579,0.536966,0.488575,0.482592,-0.489966,0.513364,0.48324,0.505921,-0.496972,0.533796,0.460571,0.483939,-0.518401,0.553228,0.437038,0.461051,-0.538858,0.456389,0.547417,0.394216,-0.580204,0.516032,0.491597,0.325235,-0.621503,0.568895,0.429319,0.25198,-0.654637,-0.030871,0.459593,0.54599,-0.699797,0.066142,0.609598,0.504355,-0.607982,0.036654,0.612079,0.533101,-0.582941,0.498221,0.484039,0.521383,-0.495623
9,0.58665,0.42141,0.574306,-0.385262,0.58665,0.42141,0.574306,-0.385262,0.58665,0.42141,0.574306,-0.385262,0.525225,0.500938,0.493985,-0.478726,0.529318,0.496611,0.49004,-0.482764,0.533376,0.49225,0.486061,-0.486769,0.514305,0.482121,0.505038,-0.497982,0.533081,0.461276,0.484824,-0.517683,0.551013,0.439699,0.463842,-0.536564,0.455713,0.547894,0.395187,-0.579626,0.516424,0.491088,0.324989,-0.621708,0.570106,0.427599,0.250367,-0.655328,-0.031278,0.459736,0.546533,-0.699261,0.064448,0.609815,0.506396,-0.606247,0.036418,0.612128,0.533662,-0.58239,0.498119,0.484081,0.521632,-0.495423
