,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W,Pinky MCP:X,Pinky MCP:Y,Pinky MCP:Z,Pinky MCP:W,Pinky PIP:X,Pinky PIP:Y,Pinky PIP:Z,Pinky PIP:W,Pinky DIP:X,Pinky DIP:Y,Pinky DIP:Z,Pinky DIP:W,Ring MCP:X,Ring MCP:Y,Ring MCP:Z,Ring MCP:W,Ring PIP:X,Ring PIP:Y,Ring PIP:Z,Ring PIP:W,Ring DIP:X,Ring DIP:Y,Ring DIP:Z,Ring DIP:W,Middle MCP:X,Middle MCP:Y,Middle MCP:Z,Middle MCP:W,Middle PIP:X,Middle PIP:Y,Middle PIP:Z,Middle PIP:W,Middle DIP:X,Middle DIP:Y,Middle DIP:Z,Middle DIP:W,Index MCP:X,Index MCP:Y,Index MCP:Z,Index MCP:W,Index PIP:X,Index PIP:Y,Index PIP:Z,Index PIP:W,Index DIP:X,Index DIP:Y,Index DIP:Z,Index DIP:W,Thumbs CMC:X,Thumbs CMC:Y,Thumbs CMC:Z,Thumbs CMC:W,Thumbs MCP:X,Thumbs MCP:Y,Thumbs MCP:Z,Thumbs MCP:W,Thumbs IP:X,Thumbs IP:Y,Thumbs IP:Z,Thumbs IP:W,Hand:X,Hand:Y,Hand:Z,Hand:W
0,-0.573077,-0.419102,-0.616864,0.339728,-0.573077,-0.419102,-0.616864,0.339728,-0.573077,-0.419102,-0.616864,0.339728,-0.51716,-0.481969,-0.535485,0.462069,-0.51716,-0.481969,-0.535485,0.462069,-0.51716,-0.481969,-0.535485,0.462069,-0.508097,-0.444214,-0.54079,0.502053,-0.521351,-0.42858,-0.525296,0.518243,-0.534125,-0.412552,-0.509317,0.533955,-0.413706,-0.492526,-0.472028,0.602873,-0.461315,-0.448244,-0.408754,0.647446,-0.50421,-0.399382,-0.341303,0.685404,0.040568,-0.470936,-0.59083,0.65383,-0.076788,-0.612359,-0.542532,0.569894,-0.077838,-0.612226,-0.541553,0.570824,-0.489728,-0.45526,-0.560376,0.488758,-0.573077,-0.419102,-0.616864,0.339728,-0.573077,-0.419102,-0.616864,0.339728,-0.573077,-0.419102,-0.616864,0.339728,-0.51716,-0.481969,-0.535485,0.462069,-0.51716,-0.481969,-0.535485,0.462069,-0.51716,-0.481969,-0.535485,0.462069,-0.508097,-0.444214,-0.54079,0.502053,-0.521351,-0.42858,-0.525296,0.518243,-0.534125,-0.412552,-0.509317,0.533955,-0.413706,-0.492526,-0.472028,0.602873,-0.461315,-0.448244,-0.408754,0.647446,-0.50421,-0.399382,-0.341303,0.685404,0.040568,-0.470936,-0.59083,0.65383,-0.076788,-0.612359,-0.542532,0.569894,-0.077838,-0.612226,-0.541553,0.570824,-0.489728,-0.45526,-0.560376,0.488758,-0.573077,-0.419102,-0.616864,0.339728,-0.573077,-0.419102,-0.616864,0.339728,-0.573077,-0.419102,-0.616864,0.339728,-0.51716,-0.481969,-0.535485,0.462069,-0.51716,-0.481969,-0.535485,0.462069,-0.51716,-0.481969,-0.535485,0.462069,-0.508097,-0.444214,-0.54079,0.502053,-0.521351,-0.42858,-0.525296,0.518243,-0.534125,-0.412552,-0.509317,0.533955,-0.413706,-0.492526,-0.472028,0.602873,-0.461315,-0.448244,-0.408754,0.647446,-0.50421,-0.399382,-0.341303,0.685404,0.040568,-0.470936,-0.59083,0.65383,-0.076788,-0.612359,-0.542532,0.569894,-0.077838,-0.612226,-0.541553,0.570824,-0.489728,-0.45526,-0.560376,0.488758,-0.573077,-0.419102,-0.616864,0.339728,-0.573077,-0.419102,-0.616864,0.339728,-0.573077,-0.419102,-0.616864,0.339728,-0.51716,-0.481969,-0.535485,0.462069,-0.51716,-0.481969,-0.535485,0.462069,-0.51716,-0.481969,-0.535485,0.462069,-0.508097,-0.444214,-0.54079,0.502053,-0.521351,-0.42858,-0.525296,0.518243,-0.534125,-0.412552,-0.509317,0.533955,-0.413706,-0.492526,-0.472028,0.602873,-0.461315,-0.448244,-0.408754,0.647446,-0.50421,-0.399382,-0.341303,0.685404,0.040568,-0.470936,-0.59083,0.65383,-0.076788,-0.612359,-0.542532,0.569894,-0.077838,-0.612226,-0.541553,0.570824,-0.489728,-0.45526,-0.560376,0.488758
1,-0.573067,-0.419062,-0.617177,0.339225,-0.573067,-0.419062,-0.617177,0.339225,-0.573067,-0.419062,-0.617177,0.339225,-0.517203,-0.481945,-0.535855,0.461616,-0.517203,-0.481945,-0.535855,0.461616,-0.517203,-0.481945,-0.535855,0.461616,-0.507983,-0.444249,-0.541332,0.501553,-0.521093,-0.428795,-0.526029,0.517581,-0.533734,-0.412956,-0.51025,0.533142,-0.413823,-0.492658,-0.472386,0.602404,-0.46134,-0.448471,-0.409308,0.646921,-0.504165,-0.399723,-0.342067,0.684857,0.04023,-0.470997,-0.590919,0.653726,-0.077174,-0.612383,-0.542525,0.569823,-0.078216,-0.612251,-0.541554,0.570746,-0.489954,-0.455108,-0.56054,0.488485,-0.573067,-0.419062,-0.617177,0.339225,-0.573067,-0.419062,-0.617177,0.339225,-0.573067,-0.419062,-0.617177,0.339225,-0.517203,-0.481945,-0.535855,0.461616,-0.517203,-0.481945,-0.535855,0.461616,-0.517203,-0.481945,-0.535855,0.461616,-0.507983,-0.444249,-0.541332,0.501553,-0.521093,-0.428795,-0.526029,0.517581,-0.533734,-0.412956,-0.51025,0.533142,-0.413823,-0.492658,-0.472386,0.602404,-0.46134,-0.448471,-0.409308,0.646921,-0.504165,-0.399723,-0.342067,0.684857,0.04023,-0.470997,-0.590919,0.653726,-0.077174,-0.612383,-0.542525,0.569823,-0.078216,-0.612251,-0.541554,0.570746,-0.489954,-0.455108,-0.56054,0.488485,-0.573067,-0.419062,-0.617177,0.339225,-0.573067,-0.419062,-0.617177,0.339225,-0.573067,-0.419062,-0.617177,0.339225,-0.517203,-0.481945,-0.535855,0.461616,-0.517203,-0.481945,-0.535855,0.461616,-0.517203,-0.481945,-0.535855,0.461616,-0.507983,-0.444249,-0.541332,0.501553,-0.521093,-0.428795,-0.526029,0.517581,-0.533734,-0.412956,-0.51025,0.533142,-0.413823,-0.492658,-0.472386,0.602404,-0.46134,-0.448471,-0.409308,0.646921,-0.504165,-0.399723,-0.342067,0.684857,0.04023,-0.470997,-0.590919,0.653726,-0.077174,-0.612383,-0.542525,0.569823,-0.078216,-0.612251,-0.541554,0.570746,-0.489954,-0.455108,-0.56054,0.488485,-0.573067,-0.419062,-0.617177,0.339225,-0.573067,-0.419062,-0.617177,0.339225,-0.573067,-0.419062,-0.617177,0.339225,-0.517203,-0.481945,-0.535855,0.461616,-0.517203,-0.481945,-0.535855,0.461616,-0.517203,-0.481945,-0.535855,0.461616,-0.507983,-0.444249,-0.541332,0.501553,-0.521093,-0.428795,-0.526029,0.517581,-0.533734,-0.412956,-0.51025,0.533142,-0.413823,-0.492658,-0.472386,0.602404,-0.46134,-0.448471,-0.409308,0.646921,-0.504165,-0.399723,-0.342067,0.684857,0.04023,-0.470997,-0.590919,0.653726,-0.077174,-0.612383,-0.542525,0.569823,-0.078216,-0.612251,-0.541554,0.570746,-0.489954,-0.455108,-0.56054,0.488485
2,-0.578136,-0.420444,-0.612379,0.337607,-0.578136,-0.420444,-0.612379,0.337607,-0.578136,-0.420444,-0.612379,0.337607,-0.516959,-0.482452,-0.536201,0.460959,-0.516959,-0.482452,-0.536201,0.460959,-0.516959,-0.482452,-0.536201,0.460959,-0.507951,-0.444477,-0.541421,0.501288,-0.521033,-0.429067,-0.526167,0.517276,-0.533647,-0.413273,-0.510442,0.5328,-0.413692,-0.492905,-0.472571,0.602147,-0.461197,-0.448769,-0.409572,0.646649,-0.504019,-0.400076,-0.342414,0.684585,0.040246,-0.471251,-0.590954,0.653511,-0.077143,-0.612595,-0.542599,0.569528,-0.078164,-0.612466,-0.541649,0.570432,-0.489897,-0.455192,-0.56063,0.48836,-0.578136,-0.420444,-0.612379,0.337607,-0.578136,-0.420444,-0.612379,0.337607,-0.578136,-0.420444,-0.612379,0.337607,-0.516959,-0.482452,-0.536201,0.460959,-0.516959,-0.482452,-0.536201,0.460959,-0.516959,-0.482452,-0.536201,0.460959,-0.507951,-0.444477,-0.541421,0.501288,-0.521033,-0.429067,-0.526167,0.517276,-0.533647,-0.413273,-0.510442,0.5328,-0.413692,-0.492905,-0.472571,0.602147,-0.461197,-0.448769,-0.409572,0.646649,-0.504019,-0.400076,-0.342414,0.684585,0.040246,-0.471251,-0.590954,0.653511,-0.077143,-0.612595,-0.542599,0.569528,-0.078164,-0.612466,-0.541649,0.570432,-0.489897,-0.455192,-0.56063,0.48836,-0.578136,-0.420444,-0.612379,0.337607,-0.578136,-0.420444,-0.612379,0.337607,-0.578136,-0.420444,-0.612379,0.337607,-0.516959,-0.482452,-0.536201,0.460959,-0.516959,-0.482452,-0.536201,0.460959,-0.516959,-0.482452,-0.536201,0.460959,-0.507951,-0.444477,-0.541421,0.501288,-0.521033,-0.429067,-0.526167,0.517276,-0.533647,-0.413273,-0.510442,0.5328,-0.413692,-0.492905,-0.472571,0.602147,-0.461197,-0.448769,-0.409572,0.646649,-0.504019,-0.400076,-0.342414,0.684585,0.040246,-0.471251,-0.590954,0.653511,-0.077143,-0.612595,-0.542599,0.569528,-0.078164,-0.612466,-0.541649,0.570432,-0.489897,-0.455192,-0.56063,0.48836,-0.578136,-0.420444,-0.612379,0.337607,-0.578136,-0.420444,-0.612379,0.337607,-0.578136,-0.420444,-0.612379,0.337607,-0.516959,-0.482452,-0.536201,0.460959,-0.516959,-0.482452,-0.536201,0.460959,-0.516959,-0.482452,-0.536201,0.460959,-0.507951,-0.444477,-0.541421,0.501288,-0.521033,-0.429067,-0.526167,0.517276,-0.533647,-0.413273,-0.510442,0.5328,-0.413692,-0.492905,-0.472571,0.602147,-0.461197,-0.448769,-0.409572,0.646649,-0.504019,-0.400076,-0.342414,0.684585,0.040246,-0.471251,-0.590954,0.653511,-0.077143,-0.612595,-0.542599,0.569528,-0.078164,-0.612466,-0.541649,0.570432,-0.489897,-0.455192,-0.56063,0.48836
3,-0.578858,-0.418474,-0.611431,0.340523,-0.578858,-0.418474,-0.611431,0.340523,-0.578858,-0.418474,-0.611431,0.340523,-0.516763,-0.482804,-0.536274,0.460725,-0.516763,-0.482804,-0.536274,0.460725,-0.516763,-0.482804,-0.536274,0.460725,-0.507845,-0.44474,-0.541395,0.501189,-0.521019,-0.429232,-0.526042,0.51728,-0.53372,-0.413333,-0.510212,0.5329,-0.413466,-0.493103,-0.472646,0.60208,-0.461056,-0.448924,-0.409563,0.646648,-0.50395,-0.400174,-0.342309,0.684631,0.040542,-0.471613,-0.590815,0.653357,-0.07682,-0.61293,-0.542542,0.569266,-0.077824,-0.612804,-0.541609,0.570154,-0.489642,-0.455582,-0.560751,0.488113,-0.578858,-0.418474,-0.611431,0.340523,-0.578858,-0.418474,-0.611431,0.340523,-0.578858,-0.418474,-0.611431,0.340523,-0.516763,-0.482804,-0.536274,0.460725,-0.516763,-0.482804,-0.536274,0.460725,-0.516763,-0.482804,-0.536274,0.460725,-0.507845,-0.44474,-0.541395,0.501189,-0.521019,-0.429232,-0.526042,0.51728,-0.53372,-0.413333,-0.510212,0.5329,-0.413466,-0.493103,-0.472646,0.60208,-0.461056,-0.448924,-0.409563,0.646648,-0.50395,-0.400174,-0.342309,0.684631,0.040542,-0.471613,-0.590815,0.653357,-0.07682,-0.61293,-0.542542,0.569266,-0.077824,-0.612804,-0.541609,0.570154,-0.489642,-0.455582,-0.560751,0.488113,-0.578858,-0.418474,-0.611431,0.340523,-0.578858,-0.418474,-0.611431,0.340523,-0.578858,-0.418474,-0.611431,0.340523,-0.516763,-0.482804,-0.536274,0.460725,-0.516763,-0.482804,-0.536274,0.460725,-0.516763,-0.482804,-0.536274,0.460725,-0.507845,-0.44474,-0.541395,0.501189,-0.521019,-0.429232,-0.526042,0.51728,-0.53372,-0.413333,-0.510212,0.5329,-0.413466,-0.493103,-0.472646,0.60208,-0.461056,-0.448924,-0.409563,0.646648,-0.50395,-0.400174,-0.342309,0.684631,0.040542,-0.471613,-0.590815,0.653357,-0.07682,-0.61293,-0.542542,0.569266,-0.077824,-0.612804,-0.541609,0.570154,-0.489642,-0.455582,-0.560751,0.488113,-0.578858,-0.418474,-0.611431,0.340523,-0.578858,-0.418474,-0.611431,0.340523,-0.578858,-0.418474,-0.611431,0.340523,-0.516763,-0.482804,-0.536274,0.460725,-0.516763,-0.482804,-0.536274,0.460725,-0.516763,-0.482804,-0.536274,0.460725,-0.507845,-0.44474,-0.541395,0.501189,-0.521019,-0.429232,-0.526042,0.51728,-0.53372,-0.413333,-0.510212,0.5329,-0.413466,-0.493103,-0.472646,0.60208,-0.461056,-0.448924,-0.409563,0.646648,-0.50395,-0.400174,-0.342309,0.684631,0.040542,-0.471613,-0.590815,0.653357,-0.07682,-0.61293,-0.542542,0.569266,-0.077824,-0.612804,-0.541609,0.570154,-0.489642,-0.455582,-0.560751,0.488113
4,-0.578626,-0.420725,-0.611902,0.33728,-0.578626,-0.420725,-0.611902,0.33728,-0.578626,-0.420725,-0.611902,0.33728,-0.517317,-0.482524,-0.535832,0.46091,-0.517317,-0.482524,-0.535832,0.46091,-0.517317,-0.482524,-0.535832,0.46091,-0.508202,-0.444636,-0.541198,0.501133,-0.521378,-0.42911,-0.525842,0.517224,-0.53408,-0.413194,-0.510007,0.532844,-0.413852,-0.49291,-0.472453,0.602125,-0.461491,-0.44862,-0.409264,0.646737,-0.504416,-0.399748,-0.341896,0.684744,0.040129,-0.471578,-0.590852,0.653374,-0.077273,-0.612877,-0.542455,0.569344,-0.078296,-0.612748,-0.541504,0.570248,-0.48995,-0.455405,-0.560606,0.488135,-0.578626,-0.420725,-0.611902,0.33728,-0.578626,-0.420725,-0.611902,0.33728,-0.578626,-0.420725,-0.611902,0.33728,-0.517317,-0.482524,-0.535832,0.46091,-0.517317,-0.482524,-0.535832,0.46091,-0.517317,-0.482524,-0.535832,0.46091,-0.508202,-0.444636,-0.541198,0.501133,-0.521378,-0.42911,-0.525842,0.517224,-0.53408,-0.413194,-0.510007,0.532844,-0.413852,-0.49291,-0.472453,0.602125,-0.461491,-0.44862,-0.409264,0.646737,-0.504416,-0.399748,-0.341896,0.684744,0.040129,-0.471578,-0.590852,0.653374,-0.077273,-0.612877,-0.542455,0.569344,-0.078296,-0.612748,-0.541504,0.570248,-0.48995,-0.455405,-0.560606,0.488135,-0.578626,-0.420725,-0.611902,0.33728,-0.578626,-0.420725,-0.611902,0.33728,-0.578626,-0.420725,-0.611902,0.33728,-0.517317,-0.482524,-0.535832,0.46091,-0.517317,-0.482524,-0.535832,0.46091,-0.517317,-0.482524,-0.535832,0.46091,-0.508202,-0.444636,-0.541198,0.501133,-0.521378,-0.42911,-0.525842,0.517224,-0.53408,-0.413194,-0.510007,0.532844,-0.413852,-0.49291,-0.472453,0.602125,-0.461491,-0.44862,-0.409264,0.646737,-0.504416,-0.399748,-0.341896,0.684744,0.040129,-0.471578,-0.590852,0.653374,-0.077273,-0.612877,-0.542455,0.569344,-0.078296,-0.612748,-0.541504,0.570248,-0.48995,-0.455405,-0.560606,0.488135,-0.578626,-0.420725,-0.611902,0.33728,-0.578626,-0.420725,-0.611902,0.33728,-0.578626,-0.420725,-0.611902,0.33728,-0.517317,-0.482524,-0.535832,0.46091,-0.517317,-0.482524,-0.535832,0.46091,-0.517317,-0.482524,-0.535832,0.46091,-0.508202,-0.444636,-0.541198,0.501133,-0.521378,-0.42911,-0.525842,0.517224,-0.53408,-0.413194,-0.510007,0.532844,-0.413852,-0.49291,-0.472453,0.602125,-0.461491,-0.44862,-0.409264,0.646737,-0.504416,-0.399748,-0.341896,0.684744,0.040129,-0.471578,-0.590852,0.653374,-0.077273,-0.612877,-0.542455,0.569344,-0.078296,-0.612748,-0.541504,0.570248,-0.48995,-0.455405,-0.560606,0.488135
5,-0.578282,-0.419693,-0.612166,0.338676,-0.578282,-0.419693,-0.612166,0.338676,-0.578282,-0.419693,-0.612166,0.338676,-0.517298,-0.482526,-0.535826,0.460935,-0.517298,-0.482526,-0.535826,0.460935,-0.517298,-0.482526,-0.535826,0.460935,-0.50821,-0.44469,-0.541161,0.501117,-0.521344,-0.429216,-0.525857,0.517154,-0.534008,-0.413354,-0.510078,0.532723,-0.413846,-0.492918,-0.472412,0.602155,-0.461474,-0.448641,-0.409237,0.646752,-0.50439,-0.399784,-0.341885,0.684747,0.04001,-0.471542,-0.590815,0.653441,-0.07738,-0.612849,-0.542392,0.56942,-0.078384,-0.612722,-0.541459,0.570307,-0.489951,-0.455266,-0.560565,0.488311,-0.578282,-0.419693,-0.612166,0.338676,-0.578282,-0.419693,-0.612166,0.338676,-0.578282,-0.419693,-0.612166,0.338676,-0.517298,-0.482526,-0.535826,0.460935,-0.517298,-0.482526,-0.535826,0.460935,-0.517298,-0.482526,-0.535826,0.460935,-0.50821,-0.44469,-0.541161,0.501117,-0.521344,-0.429216,-0.525857,0.517154,-0.534008,-0.413354,-0.510078,0.532723,-0.413846,-0.492918,-0.472412,0.602155,-0.461474,-0.448641,-0.409237,0.646752,-0.50439,-0.399784,-0.341885,0.684747,0.04001,-0.471542,-0.590815,0.653441,-0.07738,-0.612849,-0.542392,0.56942,-0.078384,-0.612722,-0.541459,0.570307,-0.489951,-0.455266,-0.560565,0.488311,-0.578282,-0.419693,-0.612166,0.338676,-0.578282,-0.419693,-0.612166,0.338676,-0.578282,-0.419693,-0.612166,0.338676,-0.517298,-0.482526,-0.535826,0.460935,-0.517298,-0.482526,-0.535826,0.460935,-0.517298,-0.482526,-0.535826,0.460935,-0.50821,-0.44469,-0.541161,0.501117,-0.521344,-0.429216,-0.525857,0.517154,-0.534008,-0.413354,-0.510078,0.532723,-0.413846,-0.492918,-0.472412,0.602155,-0.461474,-0.448641,-0.409237,0.646752,-0.50439,-0.399784,-0.341885,0.684747,0.04001,-0.471542,-0.590815,0.653441,-0.07738,-0.612849,-0.542392,0.56942,-0.078384,-0.612722,-0.541459,0.570307,-0.489951,-0.455266,-0.560565,0.488311,-0.578282,-0.419693,-0.612166,0.338676,-0.578282,-0.419693,-0.612166,0.338676,-0.578282,-0.419693,-0.612166,0.338676,-0.517298,-0.482526,-0.535826,0.460935,-0.517298,-0.482526,-0.535826,0.460935,-0.517298,-0.482526,-0.535826,0.460935,-0.50821,-0.44469,-0.541161,0.501117,-0.521344,-0.429216,-0.525857,0.517154,-0.534008,-0.413354,-0.510078,0.532723,-0.413846,-0.492918,-0.472412,0.602155,-0.461474,-0.448641,-0.409237,0.646752,-0.50439,-0.399784,-0.341885,0.684747,0.04001,-0.471542,-0.590815,0.653441,-0.07738,-0.612849,-0.542392,0.56942,-0.078384,-0.612722,-0.541459,0.570307,-0.489951,-0.455266,-0.560565,0.488311
6,-0.578198,-0.421375,-0.612206,0.33665,-0.578198,-0.421375,-0.612206,0.33665,-0.578198,-0.421375,-0.612206,0.33665,-0.517392,-0.482912,-0.535626,0.460659,-0.517392,-0.482912,-0.535626,0.460659,-0.517392,-0.482912,-0.535626,0.460659,-0.508338,-0.445169,-0.54097,0.500768,-0.52153,-0.429639,-0.525624,0.516852,-0.534248,-0.413718,-0.509801,0.532466,-0.413883,-0.493204,-0.472306,0.601978,-0.461571,-0.448889,-0.409105,0.646594,-0.50454,-0.399986,-0.341722,0.6846,0.039752,-0.472139,-0.590282,0.653508,-0.077605,-0.613411,-0.541745,0.569401,-0.078678,-0.613274,-0.540748,0.570347,-0.489946,-0.455764,-0.560488,0.48794,-0.578198,-0.421375,-0.612206,0.33665,-0.578198,-0.421375,-0.612206,0.33665,-0.578198,-0.421375,-0.612206,0.33665,-0.517392,-0.482912,-0.535626,0.460659,-0.517392,-0.482912,-0.535626,0.460659,-0.517392,-0.482912,-0.535626,0.460659,-0.508338,-0.445169,-0.54097,0.500768,-0.52153,-0.429639,-0.525624,0.516852,-0.534248,-0.413718,-0.509801,0.532466,-0.413883,-0.493204,-0.472306,0.601978,-0.461571,-0.448889,-0.409105,0.646594,-0.50454,-0.399986,-0.341722,0.6846,0.039752,-0.472139,-0.590282,0.653508,-0.077605,-0.613411,-0.541745,0.569401,-0.078678,-0.613274,-0.540748,0.570347,-0.489946,-0.455764,-0.560488,0.48794,-0.578198,-0.421375,-0.612206,0.33665,-0.578198,-0.421375,-0.612206,0.33665,-0.578198,-0.421375,-0.612206,0.33665,-0.517392,-0.482912,-0.535626,0.460659,-0.517392,-0.482912,-0.535626,0.460659,-0.517392,-0.482912,-0.535626,0.460659,-0.508338,-0.445169,-0.54097,0.500768,-0.52153,-0.429639,-0.525624,0.516852,-0.534248,-0.413718,-0.509801,0.532466,-0.413883,-0.493204,-0.472306,0.601978,-0.461571,-0.448889,-0.409105,0.646594,-0.50454,-0.399986,-0.341722,0.6846,0.039752,-0.472139,-0.590282,0.653508,-0.077605,-0.613411,-0.541745,0.569401,-0.078678,-0.613274,-0.540748,0.570347,-0.489946,-0.455764,-0.560488,0.48794,-0.578198,-0.421375,-0.612206,0.33665,-0.578198,-0.421375,-0.612206,0.33665,-0.578198,-0.421375,-0.612206,0.33665,-0.517392,-0.482912,-0.535626,0.460659,-0.517392,-0.482912,-0.535626,0.460659,-0.517392,-0.482912,-0.535626,0.460659,-0.508338,-0.445169,-0.54097,0.500768,-0.52153,-0.429639,-0.525624,0.516852,-0.534248,-0.413718,-0.509801,0.532466,-0.413883,-0.493204,-0.472306,0.601978,-0.461571,-0.448889,-0.409105,0.646594,-0.50454,-0.399986,-0.341722,0.6846,0.039752,-0.472139,-0.590282,0.653508,-0.077605,-0.613411,-0.541745,0.569401,-0.078678,-0.613274,-0.540748,0.570347,-0.489946,-0.455764,-0.560488,0.48794
