Scenario,Time,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,ECG,AX,AY,AZ,QW,QX,QY,QZ,CS,CA,CG,CM
paper,13:03:00.099,29197,7066,2953,1340,900,1283,791,2003,1265,747,703,1964,3111,29140,29157,29126,29034,29175,1524,1234,3291,1125,2399,2878,1098,1072,1010,878,1309,2759,29179,29131,2147483647,64558,60,65522,1191,11714,364,54149,3,3,3,2
paper,13:03:00.199,29056,7097,2909,1366,909,1261,773,1981,1252,773,720,1968,3164,29039,29122,28867,29012,29157,1533,1256,3216,1120,2377,2843,1160,1107,1010,843,1322,2790,29017,29083,2147483647,64564,62,65519,1189,11706,366,54140,3,3,3,2
paper,13:03:00.299,29104,7097,2895,1322,922,1248,804,1968,1230,742,742,1964,3146,29157,29184,29197,28907,29197,1516,1248,3234,1146,2373,2821,1142,1050,1006,870,1366,2786,29197,29131,2147483647,64549,59,65519,1193,11710,365,54145,3,3,3,2
paper,13:03:00.314,29271,7101,2931,1340,896,1234,804,1964,1261,769,729,1946,3146,29148,29100,29104,28968,29140,1533,1234,3234,1133,2337,2834,1160,1072,1023,865,1300,2812,29113,29069,2147483647,64549,68,65522,1199,11706,357,54141,3,3,3,2
paper,13:03:00.499,29157,7088,2900,1331,900,1261,782,1995,1248,729,733,1942,3137,29135,29201,29179,29192,29201,1516,1256,3238,1146,2337,2869,1129,1098,1023,856,1327,2759,29126,29100,2147483647,64542,56,65525,1202,11703,354,54138,3,3,3,2
paper,13:03:00.599,29210,7110,2917,1318,887,1291,799,1986,1252,764,791,1973,3128,29126,29100,29091,29047,29109,1516,1248,3221,1142,2355,2808,1120,1111,997,870,1327,2790,29170,29210,2147483647,64553,64,65528,1201,11700,354,54135,3,3,3,2
paper,13:03:00.615,29034,7119,2904,1335,861,1256,817,2012,1199,791,760,1951,3181,29052,29157,29109,29083,29228,1538,1234,3225,1120,2373,2847,1129,1098,1032,918,1318,2755,29003,29069,2147483647,64553,70,65525,1200,11697,353,54132,3,3,3,2
paper,13:03:00.799,28959,7066,2887,1340,927,1270,817,2017,1300,755,764,1959,3128,29276,29359,29329,29289,29421,1524,1204,3225,1142,2386,2834,1138,1085,1006,865,1300,2768,29083,28744,2147483647,64549,66,65535,1198,11696,351,54130,3,3,3,2
paper,13:03:00.899,29214,7079,2926,1322,914,1283,843,1986,1182,742,769,1951,3128,29078,29126,29091,29126,29078,1577,1239,3256,1177,2386,2860,1125,1067,1028,887,1278,2759,29083,29228,2147483647,64551,58,65521,1196,11696,348,54130,3,3,3,2
paper,13:03:00.998,29276,7083,2917,1353,905,1278,804,1955,1278,733,733,1999,3159,29166,29166,29210,29153,29188,1560,1256,3093,1155,2364,2834,1125,1085,997,892,1296,2764,29232,29236,2147483647,64560,60,65519,1189,11696,352,54130,3,3,3,2
paper,13:03:01.013,29175,7075,2904,1322,900,1270,804,1973,1261,725,764,1911,3120,29113,29140,29096,29104,29118,1524,1217,3229,1155,2381,2838,1094,1125,1050,900,1335,2768,29258,29065,2147483647,64558,58,65528,1188,11698,351,54132,3,3,3,2
paper,13:03:01.115,29245,7105,2865,1340,870,1256,821,1995,1265,782,751,1977,3150,29140,29170,29153,29131,29144,1507,1248,3247,1146,2377,2821,1160,1103,984,852,1357,2768,29175,29245,2147483647,64562,61,65529,1188,11699,351,54133,3,3,3,2
paper,13:03:01.299,29179,7079,2926,1318,927,1278,843,2012,1291,773,755,2012,3150,29069,29135,29157,29118,29157,1511,1252,3212,1133,2329,2821,1103,1050,1001,856,1300,2759,29118,29184,2147483647,64553,59,65520,1188,11702,352,54136,3,3,3,2
paper,13:03:01.313,29245,7057,2922,1353,878,1252,782,1999,1287,760,711,2008,3115,29126,29056,29144,29140,29065,1533,1256,3216,1120,2359,2865,1142,1059,1032,861,1335,2786,29184,29232,2147483647,64559,57,65514,1189,11700,352,54134,3,3,3,2
paper,13:03:01.499,29179,7035,2944,1322,892,1274,799,1981,1217,733,733,1942,3115,29166,28995,29078,29144,29025,1533,1221,3234,1164,2359,2808,1125,1085,1028,865,1331,2768,29083,29192,2147483647,64564,67,65527,1183,11704,353,54137,3,3,3,2
paper,13:03:01.599,29241,7110,2895,1318,914,1261,826,1981,1195,755,729,2003,3124,29157,28999,29188,29144,28924,1529,1248,3243,1129,2395,2843,1151,1085,1023,883,1349,2821,29302,29263,2147483647,64553,54,65516,1180,11709,348,54142,3,3,3,2
paper,13:03:01.699,29179,7066,2900,1305,896,1270,799,1981,1270,711,817,1973,3164,29074,28924,29109,29091,28955,1533,1239,3155,1120,2373,2803,1129,1059,1023,856,1309,2715,29087,29166,2147483647,64562,52,65517,1178,11712,349,54145,3,3,3,2
paper,13:03:01.799,29175,7088,2939,1388,909,1265,812,2047,1265,769,751,1959,3128,29148,28959,29162,29197,29025,1533,1221,3221,1151,2364,2856,1151,1072,1006,870,1331,2746,29140,29122,2147483647,64558,61,65534,1178,11714,349,54147,3,3,3,2
paper,13:03:01.899,29245,7110,2891,1362,905,1230,786,1990,1248,747,729,1924,3124,29122,28929,29122,29118,28959,1524,1248,3269,1151,2355,2834,1142,1076,1023,865,1340,2786,29219,29223,2147483647,64539,59,65519,1178,11714,349,54147,3,3,3,2
paper,13:03:01.999,29201,7105,2917,1309,940,1256,799,1981,1221,751,760,1946,3124,29153,28955,29126,29206,28990,1529,1256,3256,1111,2359,2843,1107,1089,1037,852,1309,2764,29206,29192,2147483647,64550,65,65521,1180,11711,347,54144,3,3,3,2
paper,13:03:02.099,29236,7075,2926,1305,874,1270,808,2012,1248,769,769,1995,3128,29144,29034,29192,29162,28973,1502,1234,3234,1160,2342,2843,1120,1081,1023,834,1322,2759,29267,29232,2147483647,64557,63,65524,1181,11712,349,54145,3,3,3,2
paper,13:03:02.199,29012,7070,2926,1322,900,1243,799,2025,1291,733,733,1942,3159,28959,28951,29091,29087,28981,1529,1239,3212,1146,2333,2834,1129,1107,1001,878,1322,2768,29003,29039,2147483647,64546,68,65519,1181,11718,350,54152,3,3,3,2
paper,13:03:02.299,29144,7110,2979,1322,918,1283,834,1977,1252,711,716,1946,3115,29025,29012,29144,29214,29021,1511,1230,3243,1151,2320,2812,1142,1089,1050,843,1322,2755,29118,29157,2147483647,64545,61,65515,1181,11727,351,54161,3,3,3,2
paper,13:03:02.314,29100,7079,2939,1305,931,1265,812,1990,1252,760,760,1924,3128,29034,28977,29083,29118,28968,1511,1243,3199,1142,2364,2860,1116,1098,1045,870,1318,2733,29052,29131,2147483647,64547,64,65525,1180,11733,350,54167,3,3,3,2
paper,13:03:02.498,29232,7088,2904,1327,874,1256,804,2003,1252,773,725,1955,3150,29184,29043,29122,29113,29096,1524,1265,3247,1138,2311,2808,1146,1072,1023,887,1344,2764,29276,29228,2147483647,64556,47,65514,1178,11730,348,54164,3,3,3,2
paper,13:03:02.599,29197,7092,2895,1309,936,1274,821,2025,1305,747,716,1981,3102,29122,28981,29166,29126,28973,1524,1226,3212,1160,2315,2843,1098,1081,1041,914,1318,2759,29298,29223,2147483647,64561,63,65527,1173,11736,355,54169,3,3,3,2
paper,13:03:02.699,29206,7035,2891,1331,878,1261,782,1973,1261,808,760,1964,3133,29223,29025,29188,29175,29034,1511,1243,3216,1142,2337,2816,1133,1089,1028,856,1318,2715,29307,29170,2147483647,64558,64,65529,1173,11741,355,54175,3,3,3,2
paper,13:03:02.799,29074,7083,2926,1362,900,1278,817,1986,1256,777,733,1964,3111,29074,29012,29069,29122,29043,1555,1283,3243,1125,2333,2838,1146,1059,1059,909,1313,2772,29083,29056,2147483647,64554,60,65518,1173,11738,355,54172,3,3,3,2
paper,13:03:02.899,29157,7044,2953,1313,905,1226,786,2012,1243,760,755,1986,3150,29100,29043,29206,29175,29069,1476,1239,3216,1177,2333,2860,1076,1085,997,861,1309,2803,29381,29188,2147483647,64556,61,65526,1173,11742,355,54176,3,3,3,2
paper,13:03:02.999,29228,7092,2891,1305,905,1270,812,2012,1274,703,747,2043,3177,29074,28981,29065,29087,29034,1520,1256,3265,1111,2329,2794,1120,1103,1032,892,1327,2764,29293,29250,2147483647,64566,63,65526,1170,11739,358,54172,3,3,3,2
paper,13:03:03.099,29201,7083,2909,1366,900,1252,777,2008,1252,769,760,1955,3142,29096,29056,29170,29184,29074,1524,1230,3238,1182,2337,2834,1195,1041,1045,870,1331,2808,29285,29157,2147483647,64546,59,65511,1168,11744,361,54178,3,3,3,2
paper,13:03:03.199,29201,7070,2931,1296,887,1256,830,1973,1261,733,729,1942,3128,29118,28955,29096,29131,28977,1524,1234,3225,1160,2355,2834,1120,1107,997,914,1322,2790,29276,29206,2147483647,64557,52,65517,1159,11741,368,54173,3,3,3,2
paper,13:03:03.299,29170,7092,2966,1331,931,1261,839,2003,1252,716,755,1933,3102,29214,29052,29131,29153,29087,1480,1243,3199,1146,2355,2812,1129,1085,958,883,1270,2746,29206,29144,2147483647,64548,52,65516,1148,11742,364,54174,3,3,3,2
paper,13:03:03.399,29223,7097,2878,1318,909,1283,812,2056,1256,720,764,1959,3146,29118,28968,29131,29074,28986,1498,1230,3221,1146,2320,2852,1120,1107,1023,887,1340,2746,29355,29223,2147483647,64550,55,65515,1143,11730,367,54161,3,3,3,2
