Scenario,Time,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,ECG,AX,AY,AZ,QW,QX,QY,QZ,CS,CA,CG,CM
paper,18:06:00.019,29179,7259,3080,1744,1045,1428,764,1625,1656,927,949,2236,3603,29188,29184,29175,29219,29206,1415,1331,2759,1388,2148,2724,1085,1133,936,905,1542,1705,29214,29166,2147483647,64715,87,523,13296,63448,7631,5392,0,3,3,2
paper,18:06:00.119,29078,7220,3084,1757,1072,1415,808,1665,1678,914,944,2232,3691,29175,29254,29210,29223,29179,1415,1318,2772,1384,2113,2711,1063,1155,927,909,1546,1700,29214,29166,2147483647,64728,80,519,13297,63444,7627,5392,0,3,3,2
paper,18:06:00.142,29153,7242,3111,1744,1054,1463,830,1625,1683,834,988,2245,3656,29166,29126,29162,29179,29153,1476,1313,2843,1406,2188,2737,1089,1146,975,918,1590,1669,29170,29140,2147483647,64725,96,520,13301,63437,7614,5397,0,3,3,2
paper,18:06:00.319,29122,7237,3093,1718,1050,1432,878,1630,1652,896,914,2276,3665,29188,29201,29166,29188,29096,1423,1340,2821,1388,2184,2799,1076,1182,918,905,1546,1731,29219,29131,2147483647,64712,89,519,13295,63416,7610,5410,0,3,3,2
paper,18:06:00.345,29175,7229,3102,1705,1045,1450,791,1608,1678,896,914,2258,3607,29140,29118,29157,29192,29184,1445,1340,2816,1445,2131,2808,1081,1138,936,909,1529,1700,29144,29118,2147483647,64706,81,516,13288,63409,7617,5414,0,3,3,2
paper,18:06:00.519,29170,7229,3098,1740,1072,1454,782,1621,1643,874,971,2276,3643,29135,29179,29179,29188,29157,1476,1296,2786,1406,2074,2786,1107,1125,958,905,1555,1731,29144,29131,2147483647,64719,84,525,13290,63414,7620,5408,0,3,3,2
paper,18:06:00.544,29179,7229,3089,1731,1054,1445,865,1634,1647,892,936,2258,3660,29100,29166,29197,29179,29140,1458,1327,2786,1410,2122,2759,1050,1103,949,905,1560,1687,29166,29166,2147483647,64717,86,520,13297,63407,7611,5400,0,3,3,2
paper,18:06:00.644,29118,7189,3106,1740,1045,1441,821,1652,1674,892,914,2241,3643,29157,29153,29228,29184,29206,1467,1335,2808,1397,2126,2742,1094,1155,971,905,1538,1696,29083,29122,2147483647,64718,84,521,13299,63405,7606,5402,0,3,3,2
paper,18:06:00.742,29140,7224,3084,1713,1028,1450,821,1634,1665,874,966,2293,3643,29148,29170,29236,29219,29175,1445,1331,2812,1401,2140,2742,1094,1133,940,914,1542,1709,29166,29219,2147483647,64717,78,524,13299,63406,7606,5402,0,3,3,2
paper,18:06:00.840,29219,7215,3045,1762,1067,1445,812,1656,1634,914,949,2263,3634,29175,29091,29201,29232,29069,1441,1296,2808,1419,2104,2724,1111,1129,949,914,1568,1713,29122,29179,2147483647,64718,79,516,13302,63404,7603,5399,0,3,3,2
paper,18:06:00.942,29201,7264,3120,1753,1063,1458,804,1604,1647,909,940,2267,3625,29131,29175,29214,29258,29148,1415,1327,2816,1419,2131,2803,1072,1160,971,927,1577,1713,29197,29188,2147483647,64723,89,530,13310,63411,7592,5396,0,3,3,2
paper,18:06:01.119,29140,7224,3111,1766,1054,1415,817,1656,1647,856,975,2271,3603,29122,28990,29206,29162,29047,1489,1278,2750,1393,2113,2777,1094,1094,936,909,1573,1718,29228,29144,2147483647,64718,78,524,13307,63407,7595,5398,0,3,3,2
paper,18:06:01.219,29175,7215,3115,1749,1072,1463,821,1661,1625,918,936,2293,3634,29192,29100,29197,29179,29214,1432,1331,2812,1441,2113,2772,1076,1138,944,892,1551,1687,29144,29135,2147483647,64720,81,521,13307,63407,7596,5398,0,3,3,2
paper,18:06:01.319,29109,7268,3084,1744,1054,1437,791,1647,1647,900,953,2267,3651,29140,29074,29135,29197,29065,1454,1300,2816,1415,2113,2750,1076,1133,944,896,1498,1691,29214,29109,2147483647,64719,87,531,13309,63411,7593,5397,0,3,3,2
paper,18:06:01.419,29162,7229,3120,1749,1028,1415,821,1612,1625,812,931,2219,3621,29179,29008,29245,29245,28981,1428,1274,2786,1423,2118,2772,1076,1129,949,887,1546,1700,29118,29144,2147483647,64718,83,525,13310,63415,7590,5402,0,3,3,2
paper,18:06:01.444,29135,7189,3093,1722,1054,1419,843,1617,1718,905,966,2271,3660,29166,29012,29122,29197,29113,1423,1313,2816,1428,2162,2746,1111,1146,958,900,1538,1709,29228,29162,2147483647,64713,82,520,13308,63417,7591,5406,0,3,3,2
paper,18:06:01.619,29179,7242,3089,1718,1085,1432,786,1608,1661,905,953,2250,3691,29170,29083,29184,29206,29087,1476,1327,2816,1415,2162,2746,1089,1111,966,905,1568,1696,29140,29179,2147483647,64724,87,522,13304,63413,7597,5406,0,3,3,2
paper,18:06:01.719,29144,7242,3106,1731,1067,1423,830,1661,1604,927,936,2263,3634,29153,28964,29188,29126,28964,1472,1291,2772,1388,2083,2755,1098,1133,949,892,1551,1713,29126,29140,2147483647,64714,78,526,13306,63401,7593,5402,0,3,3,2
paper,18:06:01.745,29214,7264,3058,1718,1032,1441,812,1643,1634,914,927,2267,3656,29135,29135,29188,29201,29122,1463,1313,2759,1419,2131,2733,1098,1111,936,931,1542,1705,29223,29166,2147483647,64717,80,522,13301,63399,7599,5405,0,3,3,2
paper,18:06:01.919,29126,7246,3124,1735,1098,1445,808,1639,1643,887,914,2293,3669,29170,29030,29219,29192,29091,1450,1278,2790,1423,2104,2746,1081,1120,922,918,1573,1718,29206,29219,2147483647,64716,85,530,13297,63402,7610,5400,0,3,3,2
paper,18:06:02.019,29166,7242,3058,1727,1063,1437,830,1647,1630,878,971,2285,3660,29162,29043,29192,29201,29056,1458,1278,2808,1432,2109,2707,1111,1098,984,944,1538,1700,29219,29192,2147483647,64721,83,522,13293,63398,7619,5397,0,3,3,2
paper,18:06:02.119,29206,7185,3076,1722,1059,1441,812,1630,1647,909,940,2258,3660,29104,29153,29201,29170,29148,1454,1313,2812,1406,2113,2729,1098,1164,962,900,1511,1683,29170,29140,2147483647,64721,84,515,13290,63395,7623,5396,0,3,3,2
paper,18:06:02.220,29162,7215,3032,1722,1050,1445,830,1599,1669,918,940,2263,3638,29166,29118,29162,29197,29109,1454,1309,2794,1410,2157,2689,1063,1151,931,922,1555,1696,29197,29219,2147483647,64716,86,522,13286,63392,7626,5400,0,3,3,2
paper,18:06:02.243,29170,7255,3080,1718,1032,1432,812,1617,1652,896,931,2228,3599,29113,29078,29188,29118,28999,1454,1318,2755,1415,2140,2759,1072,1063,966,861,1560,1687,29087,29184,2147483647,64715,81,518,13284,63388,7627,5401,0,3,3,2
paper,18:06:02.419,29140,7193,3049,1797,1063,1445,782,1643,1669,900,958,2232,3669,29131,29091,29201,29192,29166,1445,1327,2750,1406,2078,2733,1063,1133,962,892,1577,1700,29113,29175,2147483647,64719,86,515,13283,63385,7628,5402,0,3,3,2
paper,18:06:02.445,29148,7237,3084,1731,1059,1441,808,1669,1665,887,975,2267,3625,29083,29131,29214,29219,29078,1450,1300,2768,1415,2113,2742,1089,1116,914,896,1560,1696,29126,29192,2147483647,64717,80,516,13280,63380,7632,5403,0,3,3,2
paper,18:06:02.619,29179,7163,3067,1718,1076,1428,812,1661,1678,914,927,2192,3638,29153,29113,29179,29179,29091,1445,1291,2746,1415,2126,2733,1081,1089,953,905,1546,1678,29069,29170,2147483647,64713,89,517,13274,63394,7642,5406,0,3,3,2
paper,18:06:02.719,29131,7224,3084,1744,1050,1410,799,1630,1661,918,953,2285,3638,29096,28986,29126,29157,29012,1423,1278,2755,1419,2131,2711,1103,1120,940,887,1551,1661,29113,29170,2147483647,64711,86,522,13272,63393,7648,5406,0,3,3,2
paper,18:06:02.939,29157,7242,3054,1722,1050,1428,791,1625,1647,856,936,2219,3616,29122,29083,29162,29175,29157,1432,1327,2794,1415,2153,2702,1111,1116,944,905,1551,1661,29179,29201,2147483647,64711,78,520,13278,63385,7633,5408,0,3,3,2
paper,18:06:03.145,29148,7193,3071,1713,1063,1397,804,1630,1634,892,927,2228,3603,29104,29087,29197,29166,29144,1428,1278,2799,1384,2109,2649,1103,1138,966,905,1568,1691,29162,29170,2147483647,64721,84,517,13279,63384,7632,5406,0,3,3,2
paper,18:06:03.244,29210,7233,3089,1744,1067,1415,786,1617,1669,905,922,2245,3607,29122,29100,29201,29166,29113,1441,1296,2759,1415,2135,2720,1120,1098,949,909,1608,1700,29144,29175,2147483647,64717,80,515,13280,63383,7629,5407,0,3,3,2
paper,18:06:03.343,29206,7290,3041,1766,1063,1441,777,1612,1656,909,918,2263,3621,29126,29113,29153,29170,29109,1472,1331,2799,1401,2091,2724,1072,1129,940,922,1551,1674,29083,29223,2147483647,64715,83,522,13281,63384,7627,5407,0,3,3,2
paper,18:06:03.442,29197,7246,3093,1744,1045,1428,795,1634,1674,878,922,2228,3651,29087,29126,29170,29162,29131,1454,1300,2768,1410,2109,2720,1045,1155,922,896,1551,1709,29135,29206,2147483647,64720,84,520,13281,63384,7627,5407,0,3,3,2
paper,18:06:03.553,29201,7286,3093,1792,1054,1428,791,1639,1604,927,927,2263,3616,29170,29157,29083,29144,29210,1454,1313,2755,1423,2113,2707,1081,1164,958,892,1538,1696,29025,29236,2147483647,64710,84,522,13283,63385,7625,5407,0,3,3,2
paper,18:06:03.651,29175,7211,3071,1722,1059,1441,808,1647,1634,936,927,2223,3625,29170,29206,29250,29166,29188,1432,1340,2790,1454,2118,2689,1076,1116,958,896,1582,1705,29047,29175,2147483647,64716,80,525,13287,63388,7618,5409,0,3,3,2
paper,18:06:03.820,29214,7229,3115,1709,1028,1450,760,1608,1665,892,927,2254,3651,29096,29126,29122,29184,29153,1472,1331,2746,1450,2126,2685,1120,1125,966,878,1555,1665,29144,29201,2147483647,64718,83,520,13289,63390,7614,5409,0,3,3,2
paper,18:06:03.919,29201,7237,3093,1727,1037,1415,804,1599,1586,909,958,2241,3616,29144,29157,29184,29166,29144,1463,1331,2733,1406,2148,2729,1111,1116,962,922,1529,1652,29214,29219,2147483647,64720,79,521,13291,63391,7610,5410,0,3,3,2
paper,18:06:04.019,29157,7250,3089,1713,1037,1415,843,1639,1652,905,953,2236,3660,29034,29131,29148,29131,29122,1476,1261,2742,1428,2096,2676,1072,1155,966,909,1533,1718,29175,29179,2147483647,64720,81,520,13292,63392,7609,5410,0,3,3,2
paper,18:06:04.119,29175,7264,3093,1700,1076,1423,812,1630,1621,878,958,2263,3634,29100,29219,29232,29113,29162,1419,1274,2768,1375,2153,2685,1054,1146,918,883,1533,1665,29228,29197,2147483647,64716,78,526,13293,63393,7607,5410,0,3,3,2
paper,18:06:04.219,29210,7250,3115,1727,1023,1458,808,1625,1604,900,953,2267,3590,29113,29144,29074,29096,29126,1445,1296,2715,1388,2083,2720,1125,1098,914,892,1564,1696,29131,29188,2147483647,64719,81,528,13294,63396,7606,5409,0,3,3,2
paper,18:06:04.244,29175,7255,3076,1770,1063,1423,821,1634,1634,896,922,2223,3651,29100,29188,29157,29083,29166,1441,1274,2790,1397,2087,2698,1063,1094,918,887,1568,1691,29148,29214,2147483647,64721,80,521,13296,63397,7605,5409,0,3,3,2
paper,18:06:04.419,29113,7233,3084,1718,1054,1419,786,1604,1604,892,971,2228,3651,29100,29122,28986,28999,29162,1463,1322,2755,1401,2113,2702,1063,1111,940,896,1551,1665,29166,29091,2147483647,64721,81,523,13295,63397,7606,5409,0,3,3,2
paper,18:06:04.530,29210,7233,3058,1700,1059,1415,843,1634,1678,892,953,2232,3643,29144,29153,29069,29065,29175,1467,1296,2794,1375,2188,2707,1103,1085,936,900,1573,1705,29153,29197,2147483647,64716,76,525,13295,63397,7606,5409,0,3,3,2
paper,18:06:04.556,29157,7193,3128,1705,1081,1415,830,1634,1617,936,953,2285,3625,29175,29236,29267,29184,29197,1454,1331,2764,1415,2148,2702,1076,1138,953,914,1564,1643,29074,29188,2147483647,64714,76,519,13294,63397,7606,5409,0,3,3,2
