0.54204,0.90921,0.014386,0,0.86125,0.0024172,0.99148,0.70939,0.50611,0.55942,0,0.18336,0.29903,0.10792,0.24391,0.00013153,0.74948,0.29866,0.60053,0.31806,0,0.13512,0.55573
0.54228,0.89465,0.014239,0.0099088,0.87651,0,0.99026,0.69265,0.52219,0.54514,0.00041715,0.18417,0.29791,0.10743,0.27532,0,0.75238,0.30505,0.56651,0.32211,0.0079843,0.15603,0.55089
0.54265,0.89535,0,0.019463,0.86852,0.0029847,0.9791,0.70752,0.47037,0.56661,0.0017185,0.18289,0.30654,0.10447,0.26127,5.4407e-05,0.75102,0.29489,0.58519,0.31835,0.03802,0.16055,0.55077
0.54173,0.89604,0.00011162,0.024694,0.88315,0.0027004,0.99091,0.73098,0.49198,0.55713,0.0014004,0.18367,0.28791,0.10457,0.30123,0.00070581,0.74484,0.29289,0.5641,0.29779,0.073436,0.17435,0.53873
0.54212,0.89671,0.0075883,0.016539,0.86977,0.0027368,0.99266,0.74068,0.47181,0.55527,0.00095116,0.19136,0.28427,0.10174,0.30148,0.00091615,0.74435,0.30085,0.56134,0.22992,0.058961,0.18305,0.54056
0.54187,0.89989,0.007541,0.03418,0.87287,0.0017837,0.99435,0.77542,0.49786,0.56465,0.00087363,0.19195,0.2759,0.09856,0.27813,0.0017928,0.74665,0.28517,0.54456,0.21904,0.052072,0.19145,0.54956
0.54258,0.91103,0.011618,0.04272,0.88916,0.0041511,0.99324,0.75052,0.47837,0.5738,0.0012977,0.18248,0.27949,0.094958,0.32519,0.0018752,0.75414,0.29126,0.53837,0.22464,0.072336,0.17506,0.54405
0.54224,0.93032,0.015544,0.040781,0.89188,0.004161,0.99218,0.75946,0.45457,0.5614,0.0012403,0.17522,0.27147,0.093711,0.33438,0.0021196,0.75683,0.28014,0.52935,0.23707,0.075303,0.16912,0.54414
0.54351,0.92798,0.01157,0.047137,0.90212,0.0057574,0.99383,0.75147,0.42054,0.56382,0.0010157,0.18251,0.28627,0.092991,0.35651,0.0025912,0.75253,0.25102,0.49462,0.19743,0.074477,0.21508,0.54425
0.54457,0.91747,0.015348,0.055094,0.91947,0.0063784,0.99118,0.73651,0.44582,0.57048,0.00052554,0.18138,0.28091,0.085266,0.35989,0.0029717,0.75209,0.25206,0.50269,0.19642,0.067863,0.20871,0.53363
0.54555,0.94034,0.021776,0.057082,0.92897,0.0097673,0.9928,0.75693,0.44409,0.5853,0.00097183,0.18029,0.2886,0.082053,0.36318,0.0033368,0.74988,0.25631,0.51336,0.2321,0.082998,0.20258,0.54329
0.54814,0.92031,0.026933,0.068561,0.93376,0.014554,0.99185,0.78463,0.47406,0.57572,0.0018615,0.16563,0.28969,0.083607,0.38767,0.0046813,0.75257,0.25367,0.5173,0.2306,0.07297,0.19156,0.54226
0.5511,0.91831,0.034818,0.075855,0.94279,0.017972,0.99095,0.79589,0.47775,0.59196,0.0018536,0.15143,0.29937,0.079737,0.40757,0.0061341,0.75169,0.2648,0.50581,0.16472,0.082017,0.21214,0.55674
