Scenario,Time,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,ECG,AX,AY,AZ,QW,QX,QY,QZ,CS,CA,CG,CM
Wait,16:39:00.031,28924,6728,2513,1749,839,1278,821,1630,1366,799,865,2025,3805,28612,28691,28854,28911,28797,1669,1458,2720,1366,3256,3436,1476,1397,1168,1111,1823,2315,28718,28880,75618304,65411,65511,936,16346,65323,1098,0,3,0,3,0
Wait,16:39:00.132,28872,6706,2535,1775,834,1283,777,1599,1401,856,834,2061,3783,28454,28560,28801,28753,28643,1656,1432,2698,1349,3269,3427,1502,1401,1164,1059,1788,2293,28656,28845,75714152,65410,65508,937,16346,65323,1098,0,3,0,3,0
Wait,16:39:00.241,28700,6688,2544,1770,808,1309,804,1617,1375,821,870,2025,3832,28612,28652,28621,28617,28665,1687,1450,2724,1441,3269,3440,1542,1428,1142,1059,1810,2276,28270,28727,75813912,65411,65511,931,16346,65323,1098,0,3,0,3,0
Wait,16:39:00.331,28814,6697,2513,1770,834,1278,817,1604,1366,848,892,2065,3796,28397,28542,28700,28757,28560,1669,1450,2689,1322,3234,3484,1520,1401,1151,1103,1779,2302,28604,28770,75907776,65410,65509,933,16346,65323,1098,0,3,0,3,0
Wait,16:39:00.433,28568,6736,2540,1770,834,1287,769,1590,1397,843,878,2034,3801,28278,28445,28612,28595,28415,1630,1445,2711,1384,3247,3476,1502,1397,1151,1098,1749,2280,28560,28630,76004232,65410,65510,934,16346,65323,1098,0,3,0,3,0
Wait,16:39:00.531,28814,6736,2522,1775,874,1274,773,1612,1393,821,848,2052,3827,28397,28507,28718,28683,28511,1691,1419,2715,1362,3273,3489,1520,1366,1133,1089,1762,2214,28599,28753,76101400,65412,65510,933,16346,65323,1098,0,3,0,3,0
Wait,16:39:00.631,28819,6728,2526,1779,852,1278,777,1577,1362,848,892,2043,3805,28379,28489,28595,28630,28388,1669,1463,2698,1384,3221,3480,1476,1357,1146,1054,1757,2250,28551,28731,76196096,65410,65512,937,16346,65323,1098,0,3,0,3,0
Wait,16:39:00.733,28775,6728,2548,1762,843,1309,817,1612,1393,834,878,2052,3810,28415,28568,28731,28705,28564,1683,1454,2702,1353,3265,3484,1560,1423,1168,1085,1797,2280,28582,28713,76290976,65409,65509,937,16346,65323,1098,0,3,0,3,0
Wait,16:39:00.832,28828,6785,2487,1819,856,1283,799,1621,1353,817,834,2008,3832,28379,28538,28779,28696,28511,1683,1445,2715,1393,3247,3498,1520,1437,1160,1050,1806,2267,28625,28797,76386344,65412,65509,935,16346,65323,1098,0,3,0,3,0
Wait,16:39:00.932,28617,6719,2522,1757,812,1283,808,1617,1375,799,861,2003,3805,28401,28494,28696,28718,28494,1665,1450,2724,1384,3260,3467,1516,1415,1133,1081,1788,2329,28533,28599,76480160,65412,65509,933,16346,65323,1098,0,3,0,3,0
