p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23
0.64743,0.84609,0.13029,0.17944,0.89916,0.31196,0.88524,0.56023,0.60187,0.68194,0.18089,0.18604,0.41382,0.23949,0.50815,0.086407,0.51102,0.34725,0.54517,0.51427,0.11995,0.43549,0.70758
0.64628,0.85505,0.14073,0.18223,0.89424,0.3175,0.87906,0.54743,0.6024,0.69589,0.18329,0.18528,0.42457,0.24166,0.50856,0.09106,0.51496,0.33496,0.56394,0.51508,0.088322,0.4214,0.72131
0.64513,0.85762,0.14828,0.18529,0.90296,0.31989,0.87475,0.55554,0.6092,0.69329,0.18821,0.18939,0.3943,0.24094,0.46043,0.095667,0.52333,0.32875,0.57156,0.48796,0.059355,0.42258,0.71735
0.64418,0.86019,0.15637,0.19077,0.89628,0.32227,0.85966,0.54572,0.60624,0.7051,0.19165,0.19093,0.39808,0.24447,0.47196,0.099772,0.53052,0.32254,0.56485,0.51219,0.033712,0.44242,0.71966
0.64255,0.86014,0.15534,0.19356,0.88344,0.32808,0.85721,0.54606,0.61305,0.71318,0.19727,0.18903,0.45681,0.25138,0.49664,0.10427,0.53257,0.3072,0.54381,0.53641,0.016712,0.44699,0.71385
0.64217,0.85371,0.16648,0.18831,0.86663,0.33191,0.85746,0.54401,0.58287,0.7354,0.2031,0.19686,0.45131,0.25791,0.48846,0.10858,0.53858,0.32332,0.54134,0.50929,0.0083562,0.49312,0.74861
0.64042,0.84496,0.17347,0.20451,0.86171,0.33778,0.84776,0.51029,0.57432,0.72479,0.20671,0.1858,0.48295,0.26096,0.49544,0.11267,0.54063,0.33775,0.56755,0.48577,0,0.5172,0.7605
0.6383,0.84114,0.18461,0.2124,0.84491,0.34562,0.84241,0.48672,0.55322,0.71526,0.20998,0.20021,0.4937,0.26236,0.509,0.11732,0.54664,0.34643,0.58419,0.54243,0.023558,0.53365,0.77387
0.63464,0.81933,0.19271,0.21171,0.85715,0.34827,0.83831,0.453,0.52862,0.71399,0.21547,0.19831,0.51451,0.26666,0.48716,0.12204,0.54706,0.35206,0.60774,0.55946,0.027169,0.57215,0.78281
0.63281,0.80912,0.19707,0.22309,0.84035,0.35526,0.83399,0.4402,0.56264,0.71833,0.21995,0.19097,0.55544,0.26884,0.49161,0.1269,0.55182,0.35329,0.63819,0.57197,0.059371,0.58096,0.79139
0.63098,0.80386,0.19964,0.22964,0.85083,0.35995,0.83072,0.45129,0.56317,0.72427,0.22326,0.20911,0.57006,0.2715,0.46522,0.13157,0.55621,0.34269,0.62882,0.58899,0.051015,0.58553,0.78411
0.62954,0.80004,0.21133,0.2386,0.84019,0.36582,0.83179,0.44625,0.55742,0.72407,0.22714,0.21208,0.5127,0.27291,0.44338,0.13608,0.56376,0.33953,0.65927,0.52674,0.059945,0.57229,0.78641
0.6282,0.78984,0.22177,0.24381,0.83131,0.37254,0.8339,0.42269,0.60959,0.73108,0.22909,0.21504,0.54048,0.27692,0.42862,0.14114,0.56942,0.32452,0.68707,0.51133,0.078184,0.54717,0.81269
0.6255,0.78573,0.23291,0.23399,0.81846,0.37578,0.83788,0.4547,0.63454,0.74503,0.23358,0.22688,0.55819,0.27958,0.40678,0.14611,0.5758,0.33185,0.68514,0.52024,0.099082,0.58143,0.81167
0.62358,0.76914,0.2464,0.24886,0.78846,0.37935,0.83087,0.46341,0.65042,0.7507,0.23732,0.22355,0.4869,0.28524,0.39404,0.1518,0.57893,0.3226,0.6901,0.52915,0.087402,0.59788,0.81066
0.62195,0.76039,0.25574,0.24253,0.7831,0.37766,0.81206,0.41893,0.66002,0.77853,0.24106,0.2102,0.50462,0.29089,0.38535,0.15606,0.58521,0.32079,0.69242,0.49032,0.096332,0.58464,0.8115
0.61926,0.75657,0.26867,0.23379,0.7839,0.38031,0.80609,0.44019,0.63612,0.77726,0.24581,0.21545,0.51227,0.29616,0.38576,0.16026,0.58843,0.31458,0.71119,0.52356,0.10792,0.57903,0.83814
0.61745,0.74637,0.27304,0.23658,0.78866,0.38611,0.79805,0.43575,0.66735,0.7736,0.25178,0.221,0.51296,0.29505,0.38212,0.16574,0.59039,0.30973,0.75809,0.53247,0.12018,0.52423,0.84524
0.61485,0.74255,0.28044,0.23965,0.79298,0.39277,0.80016,0.42832,0.6616,0.7782,0.25579,0.23284,0.49971,0.29346,0.39113,0.17112,0.58846,0.27071,0.77474,0.52967,0.15238,0.56612,0.85049
0.61187,0.73089,0.28785,0.23922,0.78806,0.39943,0.79046,0.43643,0.67748,0.7732,0.2598,0.22321,0.48724,0.28888,0.36474,0.17686,0.59321,0.28074,0.76591,0.51877,0.16729,0.56391,0.84616
0.60889,0.72069,0.29719,0.24121,0.76773,0.40241,0.78905,0.43438,0.69964,0.78021,0.26411,0.21501,0.48793,0.29115,0.36717,0.18168,0.59282,0.27893,0.78946,0.50786,0.14697,0.532,0.83888
0.60757,0.71049,0.30473,0.24293,0.75885,0.40828,0.79302,0.45085,0.73716,0.78829,0.26856,0.22427,0.50177,0.29381,0.36303,0.18675,0.59558,0.26967,0.80823,0.48074,0.15656,0.51113,0.83935
0.60584,0.69535,0.31089,0.25055,0.78297,0.41067,0.7914,0.43267,0.76211,0.79049,0.27466,0.23583,0.48853,0.29309,0.32804,0.19131,0.60043,0.26042,0.81319,0.50587,0.14488,0.50892,0.82875
0.60315,0.69153,0.31415,0.25952,0.78597,0.41443,0.77963,0.44077,0.75636,0.80097,0.27958,0.23507,0.50237,0.29875,0.33502,0.19634,0.60527,0.27214,0.82506,0.51839,0.11326,0.52876,0.82479
0.60073,0.69904,0.32529,0.27197,0.77137,0.41912,0.77076,0.43574,0.76316,0.81945,0.28241,0.23031,0.52009,0.30402,0.32228,0.20161,0.61011,0.27034,0.82313,0.48316,0.12219,0.51891,0.84479
0.59832,0.68883,0.33104,0.28093,0.76645,0.41888,0.76645,0.45221,0.7602,0.82166,0.28982,0.23957,0.53084,0.30368,0.32067,0.20709,0.61135,0.26548,0.81642,0.47676,0.16037,0.48616,0.85042
0.596,0.68995,0.34756,0.28989,0.76153,0.41173,0.764,0.44179,0.77957,0.83561,0.29148,0.24998,0.56558,0.30257,0.33878,0.21294,0.61411,0.25183,0.79325,0.47396,0.16398,0.49497,0.85568
0.59283,0.68352,0.35566,0.29778,0.75617,0.417,0.76155,0.42122,0.75288,0.84128,0.29771,0.24035,0.58716,0.29847,0.33009,0.21791,0.62049,0.25002,0.78867,0.48647,0.17292,0.50802,0.85503
0.58877,0.67593,0.37108,0.29494,0.73364,0.42195,0.76014,0.40064,0.7897,0.84589,0.30263,0.23931,0.53677,0.30026,0.32645,0.22365,0.62371,0.26174,0.79841,0.49088,0.14927,0.49478,0.86877
0.5854,0.66834,0.38582,0.30739,0.73092,0.43013,0.75666,0.38246,0.78673,0.85636,0.30668,0.23855,0.51656,0.29906,0.33394,0.22903,0.62937,0.2481,0.80763,0.47637,0.17282,0.53668,0.86296
0.5826,0.66714,0.3946,0.32574,0.71852,0.43567,0.76146,0.37503,0.79703,0.86684,0.30968,0.24409,0.48629,0.29872,0.33233,0.23461,0.63412,0.2703,0.8195,0.45736,0.1525,0.56415,0.87818
0.57962,0.65316,0.40394,0.33337,0.69996,0.43602,0.7671,0.3437,0.80314,0.87118,0.31238,0.23675,0.52412,0.30187,0.32818,0.23984,0.63725,0.2641,0.81066,0.45366,0.1355,0.58059,0.87753
0.57605,0.63512,0.41329,0.33643,0.68359,0.4436,0.76465,0.34942,0.82879,0.87712,0.31582,0.23571,0.55886,0.30327,0.32859,0.24552,0.64047,0.26229,0.81085,0.43465,0.16238,0.58517,0.87357
0.57373,0.61853,0.42442,0.34298,0.69804,0.44999,0.75578,0.36529,0.88794,0.87933,0.32131,0.24125,0.57271,0.30844,0.33811,0.2512,0.64639,0.27841,0.82962,0.41563,0.23248,0.59398,0.89542
0.57122,0.6211,0.43432,0.33424,0.69487,0.45527,0.75043,0.36563,0.89196,0.87566,0.3271,0.24279,0.59352,0.31323,0.33852,0.25761,0.64446,0.25596,0.85105,0.41283,0.22413,0.60618,0.90105
0.57018,0.61351,0.44241,0.34669,0.68775,0.46338,0.74695,0.36837,0.88969,0.8848,0.33068,0.2469,0.59808,0.31637,0.34348,0.26392,0.64804,0.26295,0.86716,0.44067,0.26564,0.59973,0.89192
0.56553,0.60592,0.44996,0.33902,0.69999,0.46951,0.75175,0.3711,0.90208,0.89982,0.3359,0.25101,0.60263,0.3199,0.32416,0.26971,0.64846,0.25539,0.90664,0.41805,0.25462,0.61278,0.88612
0.56264,0.6111,0.46289,0.34798,0.68539,0.47565,0.73563,0.38996,0.9061,0.90416,0.34008,0.26256,0.60642,0.32131,0.32205,0.27585,0.65439,0.25798,0.90895,0.38372,0.26953,0.56137,0.87884
0.56012,0.59567,0.47458,0.35104,0.68619,0.48119,0.73753,0.39807,0.92826,0.90156,0.345,0.26811,0.61329,0.3232,0.34723,0.28221,0.65761,0.27105,0.90702,0.44038,0.29575,0.55152,0.88778
0.55937,0.59446,0.48876,0.37074,0.67115,0.48877,0.73508,0.38765,0.94135,0.90723,0.34962,0.26592,0.62404,0.32846,0.34309,0.28821,0.66362,0.28717,0.90509,0.40966,0.29006,0.579,0.89636
0.55793,0.5892,0.49921,0.37728,0.65479,0.49635,0.7316,0.40114,0.9356,0.91291,0.35275,0.2915,0.62473,0.329,0.34553,0.29446,0.66359,0.28232,0.94509,0.4546,0.31428,0.58018,0.90346
0.55641,0.58654,0.50426,0.39215,0.6459,0.50564,0.73454,0.40925,0.93612,0.91751,0.35602,0.28931,0.62851,0.32963,0.34593,0.3001,0.66437,0.26393,0.97129,0.43199,0.34382,0.56693,0.88807
0.55429,0.58417,0.51595,0.40326,0.63878,0.51322,0.72401,0.44365,0.95828,0.93386,0.35946,0.29829,0.66944,0.33867,0.34634,0.30722,0.66876,0.2743,0.98104,0.47243,0.35873,0.55369,0.89849
0.55169,0.57397,0.52101,0.40981,0.60086,0.52514,0.7197,0.4416,0.97696,0.93393,0.36391,0.32388,0.65001,0.3392,0.34878,0.31409,0.67514,0.27384,0.99769,0.50567,0.35304,0.51755,0.89747
0.54937,0.56377,0.53021,0.40589,0.63642,0.53358,0.70917,0.46285,0.97748,0.95375,0.36941,0.32426,0.64373,0.34612,0.33806,0.32028,0.6808,0.26628,1,0.49026,0.35067,0.5781,0.90605
0.54646,0.56605,0.54619,0.41727,0.63326,0.5403,0.70672,0.46618,0.95917,0.96529,0.37389,0.33238,0.64442,0.34878,0.33594,0.32669,0.68718,0.24688,0.96303,0.50278,0.36558,0.59031,0.91647
0.54269,0.56716,0.55677,0.43428,0.63582,0.54966,0.70428,0.46652,0.99389,0.97444,0.37864,0.33678,0.68612,0.35318,0.34293,0.33341,0.69238,0.23019,0.97225,0.51529,0.37185,0.5881,0.9173
0.54037,0.55435,0.57399,0.44566,0.65246,0.55842,0.70183,0.47762,1,0.97904,0.38501,0.34461,0.64579,0.35284,0.33019,0.33879,0.69994,0.23582,0.93952,0.52781,0.33092,0.58249,0.9244
0.53594,0.54937,0.58637,0.4616,0.65722,0.56712,0.69669,0.48334,0.9761,0.99539,0.39127,0.34243,0.65345,0.3555,0.32857,0.3453,0.70198,0.23266,0.94449,0.53222,0.34915,0.59045,0.93482
0.53266,0.54294,0.59862,0.46573,0.66594,0.57352,0.69528,0.47591,0.97663,1,0.39633,0.35055,0.64717,0.36154,0.35781,0.35206,0.70755,0.22341,0.94681,0.58077,0.37271,0.63998,0.95335
0.5286,0.55422,0.61404,0.45806,0.66674,0.58143,0.69469,0.50254,0.98344,0.9998,0.40138,0.36353,0.63779,0.36594,0.34456,0.35888,0.70914,0.22431,0.947,0.57347,0.40225,0.6454,0.93943
0.52417,0.53908,0.61965,0.45871,0.6407,0.59302,0.68582,0.50288,0.99024,0.99614,0.40853,0.3665,0.63229,0.37073,0.35408,0.36565,0.71073,0.23129,0.95409,0.62563,0.39656,0.62792,0.94837
0.51683,0.51872,0.63314,0.46285,0.63534,0.60086,0.67695,0.4847,0.97542,0.98553,0.41139,0.38092,0.65697,0.37175,0.34538,0.37278,0.7135,0.23828,0.93092,0.60661,0.40549,0.62146,0.94884
0.51201,0.51345,0.63819,0.47074,0.63438,0.60785,0.67451,0.47727,0.96687,0.97386,0.41658,0.38245,0.62051,0.37064,0.31495,0.37862,0.71473,0.23478,0.92156,0.61102,0.41109,0.63027,0.94967
0.50747,0.49686,0.65541,0.47728,0.64882,0.6151,0.66294,0.47223,0.94577,0.96085,0.42207,0.39028,0.60417,0.37031,0.30423,0.38497,0.71,0.22688,0.9244,0.60822,0.42601,0.5831,0.95198
