Scenario,Time,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,ECG,AX,AY,AZ,QW,QX,QY,QZ,CS,CA,CG,CM
paper,17:50:00.112,29170,7431,3269,1696,993,1445,782,1595,1630,896,931,2504,3427,29113,29223,29210,29206,29210,1393,1322,2680,1428,2043,2755,1155,1129,927,936,1533,1634,29188,29179,2147483647,64717,29,538,14411,864,7704,64722,0,3,3,1
paper,17:50:00.151,29131,7422,3282,1700,962,1480,804,1599,1634,865,953,2474,3374,29184,29228,29188,29179,29263,1384,1335,2689,1397,2039,2768,1098,1129,940,940,1520,1696,29021,29144,2147483647,64721,33,534,14410,864,7705,64722,0,3,3,1
paper,17:50:00.246,29219,7431,3291,1678,975,1458,808,1621,1560,865,909,2482,3427,29179,29184,29162,29096,29140,1406,1305,2636,1393,2056,2777,1160,1151,984,922,1533,1647,29245,29179,2147483647,64720,32,537,14409,864,7708,64724,0,3,3,1
paper,17:50:00.335,29184,7431,3278,1696,1001,1450,782,1564,1612,830,949,2434,3418,29122,29197,29197,29197,29188,1428,1283,2676,1419,2025,2759,1142,1129,931,883,1520,1634,29113,29197,2147483647,64726,27,536,14407,860,7712,64727,0,3,3,1
paper,17:50:00.512,29192,7457,3278,1674,1010,1480,804,1608,1542,870,909,2460,3427,29192,29175,29157,29175,29179,1423,1296,2663,1401,2065,2768,1155,1103,958,909,1529,1661,29206,29201,2147483647,64720,31,538,14404,858,7717,64723,0,3,3,1
paper,17:50:00.536,29126,7413,3291,1647,988,1458,795,1582,1634,874,914,2408,3484,29157,29170,29166,29179,29192,1397,1313,2658,1397,2052,2772,1138,1111,984,896,1546,1678,29210,29140,2147483647,64719,34,541,14404,857,7718,64720,0,3,3,1
paper,17:50:00.637,29170,7409,3287,1705,971,1489,817,1608,1590,861,914,2487,3418,29175,29192,29188,29162,29188,1432,1322,2636,1393,2025,2790,1160,1120,944,914,1546,1661,29232,29188,2147483647,64719,33,535,14404,856,7717,64719,0,3,3,1
paper,17:50:00.842,29140,7435,3247,1700,971,1458,795,1599,1551,865,936,2460,3418,29175,29219,29135,29104,29219,1393,1327,2663,1406,2030,2777,1116,1138,958,931,1498,1674,29140,29175,2147483647,64717,27,531,14404,858,7717,64719,0,3,3,1
paper,17:50:00.912,29148,7417,3287,1669,971,1476,791,1612,1533,896,940,2491,3432,29118,29087,29104,29131,29052,1419,1300,2641,1415,2039,2764,1107,1151,962,878,1555,1656,29250,29214,2147483647,64719,28,538,14406,859,7714,64717,0,3,3,1
paper,17:50:00.942,29157,7435,3322,1661,1001,1458,799,1586,1564,839,944,2504,3480,29206,29201,29034,29131,29162,1410,1278,2645,1397,2034,2755,1133,1116,953,896,1502,1661,29157,29228,2147483647,64721,27,534,14407,855,7712,64711,0,3,3,1
paper,17:50:01.112,29197,7391,3265,1678,1010,1432,821,1608,1617,848,883,2456,3410,29166,28968,29232,29201,29034,1371,1335,2627,1371,1990,2733,1142,1107,927,870,1494,1665,29188,29219,2147483647,64721,27,540,14407,849,7711,64706,0,3,3,1
paper,17:50:01.212,29179,7404,3238,1700,1006,1445,773,1595,1612,878,936,2496,3379,29074,29122,29175,29219,29118,1423,1287,2654,1379,2021,2759,1151,1085,940,874,1542,1678,29170,29170,2147483647,64716,27,531,14407,845,7712,64702,0,3,3,1
paper,17:50:01.311,29162,7395,3269,1652,1006,1458,826,1577,1599,861,905,2456,3414,29083,29104,29201,29192,29047,1419,1278,2654,1406,1990,2742,1125,1133,918,900,1538,1674,29201,29170,2147483647,64717,25,536,14406,841,7713,64698,0,3,3,1
paper,17:50:01.411,29162,7409,3243,1621,993,1454,821,1595,1625,892,936,2465,3405,29118,29118,29197,29131,29135,1397,1318,2627,1406,2003,2746,1146,1111,966,878,1516,1691,29118,29197,2147483647,64717,25,538,14406,839,7713,64694,0,3,3,1
paper,17:50:01.451,29118,7387,3269,1634,993,1494,782,1612,1617,874,896,2513,3405,29179,29135,29100,29166,29135,1406,1287,2671,1423,2017,2742,1146,1120,922,927,1520,1687,29184,29148,2147483647,64715,27,538,14406,832,7713,64690,0,3,3,1
paper,17:50:01.545,29214,7369,3199,1687,1010,1463,786,1604,1564,848,900,2469,3361,29135,29188,29179,29175,29219,1393,1305,2671,1410,1977,2729,1138,1125,940,896,1529,1669,29201,29148,2147483647,64722,24,542,14406,828,7714,64688,0,3,3,1
paper,17:50:01.721,29214,7417,3309,1683,988,1450,786,1630,1560,887,922,2460,3432,29210,29214,29104,29148,29219,1406,1296,2592,1379,2061,2724,1120,1111,931,883,1489,1669,29192,29144,2147483647,64720,27,540,14405,825,7716,64686,0,3,3,1
paper,17:50:01.747,29153,7391,3190,1683,1010,1450,782,1590,1604,914,958,2478,3432,29153,29219,29126,29170,29184,1384,1300,2654,1415,1977,2724,1142,1133,949,905,1524,1661,29157,29109,2147483647,64717,22,534,14405,821,7716,64684,0,3,3,1
paper,17:50:01.912,29157,7431,3269,1665,1015,1445,804,1586,1546,905,936,2469,3432,29175,29223,29166,29188,29188,1419,1309,2663,1423,1920,2715,1129,1129,936,900,1538,1705,29131,29153,2147483647,64722,27,541,14404,816,7718,64680,0,3,3,1
paper,17:50:02.012,29210,7409,3265,1696,997,1511,821,1612,1634,892,883,2456,3375,29056,28964,29148,29188,28977,1393,1296,2645,1406,2017,2733,1107,1138,944,892,1551,1661,29157,29206,2147483647,64721,23,535,14402,815,7721,64679,0,3,3,1
paper,17:50:02.035,29179,7409,3287,1691,1001,1458,830,1582,1612,852,909,2491,3454,29087,29047,29214,29232,29030,1406,1296,2605,1441,1981,2733,1138,1133,931,896,1524,1656,29214,29228,2147483647,64721,25,536,14400,813,7725,64678,0,3,3,1
paper,17:50:02.212,29091,7404,3225,1678,988,1423,764,1586,1617,900,936,2456,3432,28937,29214,29219,29201,29170,1445,1318,2645,1410,1973,2720,1129,1160,949,896,1516,1683,29153,29122,2147483647,64721,21,539,14400,814,7724,64677,0,3,3,1
paper,17:50:02.342,29210,7439,3300,1687,1037,1476,760,1599,1656,878,914,2465,3414,29131,29030,29188,29263,29074,1371,1300,2632,1393,2003,2755,1146,1146,936,927,1542,1709,29184,29122,2147483647,64715,23,539,14400,814,7724,64677,0,3,3,1
paper,17:50:02.366,29210,7400,3322,1683,1001,1472,839,1582,1494,856,936,2447,3405,29188,29104,29144,29162,29096,1393,1305,2663,1419,2025,2711,1129,1103,953,852,1520,1674,29206,29166,2147483647,64718,24,537,14400,814,7724,64677,0,3,3,1
paper,17:50:02.437,29166,7431,3282,1691,975,1463,826,1586,1643,856,905,2469,3432,29078,29030,29241,29192,29012,1406,1322,2641,1401,2012,2720,1155,1116,940,909,1516,1691,29219,29228,2147483647,64720,25,534,14400,811,7726,64679,0,3,3,1
