Scenario,Time,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,ECG,AX,AY,AZ,QW,QX,QY,QZ,CS,CA,CG,CM
paper,13:10:00.103,29263,7185,3001,1296,870,1221,725,1946,1248,689,773,1920,2794,29214,29074,29039,28986,29096,1511,1248,3225,1098,2329,2794,1103,1050,997,870,1300,2729,29030,29192,2147483647,64558,65487,9,2056,11351,2564,54187,1,3,3,1
paper,13:10:00.121,29320,7171,3010,1283,905,1221,729,1946,1230,725,747,1916,2781,29170,29065,28937,28937,29034,1472,1239,3181,1111,2403,2821,1111,1054,988,834,1287,2702,29144,29276,2147483647,64565,65486,65535,2051,11350,2560,54185,1,3,3,1
paper,13:10:00.303,29232,7171,2979,1300,848,1239,738,1933,1256,764,738,1924,2816,29241,29148,28920,28990,29144,1463,1239,3150,1129,2355,2825,1094,1067,979,839,1327,2663,29078,29210,2147483647,64554,65484,2,2048,11351,2563,54186,1,3,3,1
paper,13:10:00.318,29289,7202,3005,1305,909,1208,738,1946,1265,764,760,1907,2786,29192,29056,28999,29025,29091,1489,1252,3164,1129,2355,2830,1089,1037,1001,878,1322,2724,29157,29285,2147483647,64558,65483,65535,2049,11345,2562,54180,1,3,3,1
paper,13:10:00.503,29276,7180,3041,1291,896,1221,751,1920,1252,725,711,1911,2794,29192,29091,28937,28924,29096,1507,1256,3155,1160,2399,2786,1125,1054,1006,865,1283,2768,29061,29210,2147483647,64557,65484,1,2049,11344,2564,54179,1,3,3,1
paper,13:10:00.518,29263,7176,3005,1296,892,1212,742,1933,1221,703,755,1920,2816,29157,29091,28990,29012,29104,1472,1217,3164,1142,2373,2825,1103,1067,1006,830,1305,2724,29113,29276,2147483647,64556,65485,8,2049,11342,2563,54177,1,3,3,1
paper,13:10:00.703,29245,7141,3032,1291,900,1256,782,1916,1252,773,769,1916,2790,29197,29091,28889,28981,29069,1502,1217,3199,1177,2395,2786,1120,1037,1028,861,1309,2707,29039,29219,2147483647,64552,65478,65530,2049,11339,2562,54173,1,3,3,1
paper,13:10:00.803,29175,7185,2983,1283,909,1221,773,1955,1270,760,755,1920,2821,29245,29232,29043,28933,29228,1445,1265,3208,1173,2386,2799,1107,1019,997,878,1305,2720,29140,29162,2147483647,64554,65488,1,2047,11341,2561,54175,1,3,3,1
paper,13:10:00.903,29241,7136,3023,1313,883,1217,760,1955,1248,733,711,1929,2733,29179,29047,28911,28937,29052,1511,1204,3177,1138,2377,2816,1111,1032,1041,865,1252,2733,28986,29197,2147483647,64551,65477,65535,2047,11340,2561,54174,1,3,3,1
paper,13:10:01.003,29276,7154,2988,1291,909,1204,786,1937,1252,729,755,1920,2799,29228,29197,28986,29008,29113,1498,1226,3181,1168,2355,2812,1129,1041,1037,830,1313,2737,29091,29298,2147483647,64564,65485,3,2045,11336,2566,54171,1,3,3,1
paper,13:10:01.104,29241,7127,2957,1274,878,1230,720,1959,1274,769,751,1872,2803,29148,29170,28894,28924,29236,1507,1168,3159,1142,2386,2816,1125,1059,1045,892,1305,2750,29061,29206,2147483647,64558,65484,1,2046,11333,2566,54168,1,3,3,1
