P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31
29504,6416,2157,1656,870,1331,720,1313,1437,874,848,1924,3247,29526,29474,29390,29434,29478,1335,1164,1788,1353,2175,3041,1234,1217,1015,958,1428,1599,29399,29509
29548,6407,2131,1656,856,1322,707,1309,1415,865,839,1929,3229,29496,29403,29364,29399,29421,1335,1177,1806,1379,2131,2975,1204,1248,1015,975,1432,1586,29430,29509
29474,6398,2157,1647,883,1300,729,1300,1393,856,852,1907,3238,29469,29443,29416,29395,29421,1362,1173,1779,1366,2144,3032,1234,1204,984,975,1450,1586,29425,29487
29509,6380,2184,1687,848,1300,729,1340,1406,914,900,1933,3238,29469,29447,29408,29386,29447,1331,1182,1740,1432,2166,3027,1261,1186,1037,979,1450,1586,29416,29504
29548,6345,2188,1643,839,1335,725,1287,1432,870,826,1916,3251,29518,29412,29412,29386,29425,1344,1173,1801,1384,2153,3010,1261,1221,993,940,1432,1577,29381,29553
29526,6367,2157,1678,918,1331,703,1318,1454,878,856,1929,3234,29531,29377,29425,29399,29399,1349,1195,1735,1410,2131,3054,1230,1182,1006,997,1401,1599,29403,29557
29526,6385,2144,1656,861,1331,716,1327,1432,892,874,1902,3186,29513,29403,29386,29399,29456,1371,1173,1792,1393,2179,3014,1212,1230,971,953,1432,1595,29531,29548
29421,6380,2166,1639,821,1362,733,1340,1450,883,870,1951,3234,29496,29469,29482,29522,29478,1318,1168,1792,1379,2157,3049,1208,1234,984,962,1397,1599,29399,29443
29496,6416,2157,1665,887,1331,716,1313,1450,839,856,1898,3225,29500,29364,29386,29359,29434,1362,1182,1762,1362,2135,3071,1252,1208,958,958,1423,1564,29478,29482
29522,6385,2162,1656,878,1300,764,1322,1450,848,856,1959,3238,29491,29395,29456,29381,29438,1379,1164,1757,1428,2109,2997,1226,1243,975,944,1428,1560,29491,29456
29487,6451,2184,1634,892,1327,738,1340,1410,852,887,1955,3234,29465,29395,29390,29412,29421,1309,1116,1784,1419,2166,3014,1212,1252,1019,1010,1410,1546,29456,29465
29482,6385,2166,1625,852,1300,742,1327,1454,870,852,1916,3208,29487,29478,29377,29390,29416,1357,1160,1788,1366,2135,3023,1217,1204,984,997,1406,1577,29447,29513
29522,6385,2170,1647,852,1309,725,1300,1406,887,817,1911,3243,29474,29416,29408,29386,29377,1322,1195,1766,1366,2175,3045,1195,1151,984,949,1458,1568,29452,29496
29504,6389,2179,1634,839,1313,733,1313,1454,896,830,1907,3225,29487,29496,29478,29425,29460,1362,1168,1792,1415,2140,3054,1248,1173,958,953,1467,1573,29416,29504
29535,6380,2170,1678,839,1331,707,1322,1419,843,830,1924,3229,29438,29460,29395,29403,29469,1331,1155,1784,1384,2162,3027,1234,1248,975,988,1454,1568,29408,29548
29509,6385,2192,1643,865,1340,751,1300,1397,887,856,1929,3238,29513,29412,29399,29386,29408,1331,1199,1779,1362,2175,3023,1208,1212,984,949,1415,1577,29399,29518
29535,6394,2179,1634,848,1327,703,1362,1437,865,843,1929,3234,29487,29412,29377,29425,29447,1353,1195,1788,1375,2144,3049,1261,1195,979,979,1432,1577,29460,29544
29518,6358,2162,1691,865,1291,742,1340,1441,892,848,1920,3221,29452,29421,29368,29421,29421,1331,1182,1753,1401,2179,3080,1248,1190,988,997,1437,1577,29447,29513
29496,6389,2135,1683,848,1322,738,1322,1423,887,887,1946,3243,29469,29434,29403,29395,29425,1353,1186,1792,1388,2148,3049,1256,1234,1010,958,1441,1582,29474,29487
29482,6402,2197,1639,843,1344,755,1349,1423,874,852,1929,3216,29504,29438,29395,29390,29395,1349,1173,1766,1388,2201,3036,1243,1208,1006,984,1437,1595,29496,29509
29504,6407,2179,1595,870,1318,716,1340,1428,905,826,1929,3265,29491,29456,29443,29430,29390,1327,1142,1797,1362,2162,3019,1256,1252,993,975,1423,1595,29447,29482
29500,6407,2153,1656,852,1300,764,1296,1393,834,856,1937,3229,29447,29430,29386,29443,29438,1296,1173,1749,1393,2162,3036,1230,1190,975,953,1454,1560,29430,29513
29443,6402,2206,1669,887,1305,689,1278,1428,900,848,1889,3243,29518,29465,29403,29399,29491,1331,1182,1819,1362,2162,3014,1243,1221,979,936,1445,1577,29509,29474
29500,6407,2184,1669,861,1300,716,1283,1423,865,874,1929,3238,29482,29430,29403,29364,29421,1331,1168,1819,1406,2140,3045,1221,1256,979,962,1423,1604,29434,29513
29465,6367,2197,1647,861,1300,725,1305,1437,905,865,1902,3251,29443,29460,29412,29434,29430,1318,1160,1775,1419,2192,3067,1243,1208,958,966,1437,1595,29377,29465
29557,6380,2179,1669,870,1309,725,1331,1415,870,865,1924,3273,29443,29438,29368,29373,29408,1327,1204,1779,1357,2144,3014,1234,1195,975,971,1423,1599,29425,29504
29482,6372,2166,1652,887,1265,703,1357,1419,887,852,1946,3212,29469,29425,29359,29403,29452,1344,1208,1744,1371,2179,3014,1208,1199,984,940,1423,1590,29395,29518
29487,6376,2175,1656,870,1300,751,1322,1410,848,874,1911,3203,29474,29447,29390,29342,29474,1335,1204,1814,1362,2184,3014,1243,1221,1006,984,1467,1582,29434,29518
29500,6398,2175,1652,861,1327,725,1322,1441,887,852,1916,3234,29482,29456,29395,29390,29456,1287,1186,1788,1393,2166,2997,1248,1208,1010,979,1445,1568,29469,29487
29491,6394,2170,1647,870,1327,720,1335,1401,870,861,1880,3229,29487,29496,29390,29373,29509,1371,1190,1753,1397,2122,3045,1199,1212,1001,975,1454,1582,29509,29518
29438,6407,2144,1643,874,1353,725,1318,1437,892,865,1889,3212,29443,29504,29368,29364,29434,1349,1155,1775,1401,2184,3062,1283,1199,993,940,1379,1582,29395,29447
29482,6394,2148,1621,848,1305,725,1335,1401,865,848,1907,3234,29482,29434,29390,29430,29469,1353,1142,1749,1362,2157,3058,1278,1204,979,975,1454,1542,29421,29526
29540,6367,2170,1674,856,1335,733,1335,1410,852,830,1946,3229,29434,29469,29390,29377,29443,1357,1195,1770,1340,2192,3058,1234,1190,988,940,1450,1604,29465,29522
29482,6385,2184,1674,834,1318,733,1371,1441,870,878,1946,3221,29500,29456,29408,29403,29434,1349,1168,1770,1353,2170,3005,1256,1199,1010,962,1406,1555,29491,29478
29509,6376,2153,1669,892,1327,707,1340,1437,870,852,1929,3208,29443,29487,29381,29337,29434,1322,1182,1766,1379,2148,3080,1226,1243,984,993,1450,1604,29482,29509
29531,6367,2122,1639,874,1327,676,1331,1419,887,839,1920,3234,29544,29509,29368,29395,29504,1322,1133,1753,1388,2162,3032,1248,1208,1006,975,1441,1560,29416,29491
29500,6385,2153,1647,896,1318,716,1318,1401,865,878,1885,3247,29469,29469,29377,29386,29469,1349,1173,1779,1428,2170,3027,1230,1212,979,988,1423,1568,29443,29509
29491,6389,2148,1639,878,1318,760,1331,1397,883,865,1924,3256,29469,29456,29452,29430,29474,1349,1160,1762,1415,2166,3010,1261,1199,1006,979,1423,1595,29377,29482
29425,6380,2126,1639,834,1305,703,1318,1445,878,830,1911,3256,29504,29540,29465,29509,29487,1362,1177,1797,1375,2170,3010,1182,1208,997,966,1467,1582,29280,29443
29469,6372,2144,1647,878,1305,733,1322,1454,892,874,1916,3225,29452,29474,29430,29421,29513,1327,1164,1753,1393,2135,3027,1221,1226,988,966,1437,1560,29403,29500
29526,6358,2153,1643,874,1296,729,1340,1454,870,883,1929,3238,29491,29496,29408,29403,29504,1366,1195,1792,1401,2157,3054,1243,1226,1015,975,1441,1577,29416,29509
29443,6376,2162,1665,878,1313,694,1331,1419,874,861,1902,3229,29456,29474,29421,29403,29509,1318,1177,1770,1366,2157,3019,1221,1208,1001,953,1467,1582,29443,29460
29496,6389,2162,1634,826,1344,694,1313,1441,870,887,1902,3229,29509,29447,29434,29447,29487,1344,1195,1779,1388,2148,3045,1265,1239,966,958,1428,1568,29500,29509
29526,6358,2122,1661,878,1305,711,1335,1428,861,878,1920,3251,29482,29430,29403,29408,29430,1318,1186,1753,1366,2179,3041,1252,1199,975,971,1441,1568,29456,29469
29500,6336,2135,1639,874,1331,733,1283,1423,865,865,1902,3247,29478,29460,29412,29416,29460,1309,1195,1749,1423,2184,3027,1239,1217,1006,966,1410,1551,29421,29509
29518,6376,2113,1661,874,1331,729,1313,1379,865,870,1894,3251,29465,29465,29377,29412,29447,1327,1186,1770,1401,2166,3032,1226,1212,993,966,1419,1573,29425,29496
29465,6389,2179,1661,905,1322,751,1322,1419,870,834,1907,3234,29478,29421,29438,29421,29496,1349,1186,1779,1388,2175,3032,1230,1217,988,962,1428,1608,29430,29504
29487,6385,2144,1665,878,1366,747,1270,1415,900,852,1907,3234,29513,29474,29390,29412,29513,1357,1155,1735,1327,2170,3014,1212,1204,1019,936,1445,1599,29526,29500
29531,6394,2210,1656,870,1309,725,1327,1415,874,878,1920,3229,29474,29452,29408,29443,29460,1349,1177,1749,1393,2197,3058,1252,1230,1010,975,1415,1564,29395,29469
29526,6372,2131,1661,848,1291,729,1322,1410,883,900,1902,3256,29553,29500,29465,29425,29452,1344,1195,1770,1410,2135,3005,1226,1204,988,966,1419,1608,29478,29522
29496,6385,2175,1669,887,1300,725,1340,1445,865,839,1907,3265,29447,29500,29390,29434,29491,1335,1177,1828,1401,2166,3058,1199,1239,993,966,1437,1577,29416,29491
29526,6367,2170,1647,856,1300,729,1331,1441,892,856,1911,3221,29513,29531,29456,29447,29509,1357,1155,1762,1415,2153,3014,1239,1212,971,958,1458,1573,29430,29496
29447,6345,2184,1608,878,1318,733,1322,1406,861,861,1937,3212,29452,29452,29390,29403,29460,1344,1138,1788,1406,2157,2992,1208,1190,997,966,1437,1555,29469,29500
29469,6380,2166,1656,887,1362,733,1366,1437,821,856,1951,3256,29478,29456,29421,29438,29456,1318,1190,1775,1388,2131,3023,1265,1208,997,962,1445,1586,29395,29504
29522,6380,2153,1630,865,1335,729,1318,1437,883,865,1907,3247,29452,29474,29403,29412,29395,1335,1190,1784,1397,2140,3036,1261,1190,979,931,1428,1586,29416,29443
29474,6363,2179,1691,878,1327,751,1322,1428,896,870,1916,3247,29452,29513,29412,29390,29509,1322,1190,1770,1437,2179,3045,1248,1221,1006,949,1441,1595,29447,29535
29557,6376,2148,1656,861,1331,725,1340,1432,909,861,1911,3212,29469,29474,29465,29403,29474,1309,1164,1775,1340,2170,3027,1265,1226,1006,993,1445,1582,29469,29540
29487,6367,2153,1665,861,1349,733,1327,1423,834,848,1920,3265,29487,29553,29469,29408,29535,1340,1212,1770,1344,2166,3058,1252,1221,1001,958,1476,1568,29408,29531
29500,6358,2148,1639,865,1353,725,1327,1415,856,905,1929,3229,29482,29500,29430,29456,29460,1274,1182,1806,1401,2162,3058,1230,1208,1019,993,1428,1599,29438,29487
29474,6380,2166,1656,861,1305,747,1327,1445,914,834,1959,3216,29496,29531,29452,29430,29526,1340,1221,1757,1375,2184,3041,1261,1230,1015,979,1454,1617,29460,29531
29482,6407,2144,1647,834,1313,733,1331,1445,887,848,1920,3208,29518,29465,29434,29434,29478,1296,1186,1757,1410,2175,3023,1252,1226,1006,953,1463,1582,29443,29540
29500,6398,2170,1643,870,1305,698,1331,1428,896,856,1942,3256,29504,29478,29399,29447,29460,1335,1173,1766,1384,2166,3019,1248,1190,1006,988,1401,1590,29399,29452
29540,6407,2192,1625,914,1313,725,1349,1467,856,874,1920,3229,29522,29465,29430,29421,29496,1353,1164,1801,1371,2170,3036,1243,1226,988,953,1445,1582,29447,29509
29478,6394,2184,1639,883,1322,733,1331,1428,865,848,1898,3260,29482,29447,29412,29469,29456,1309,1182,1788,1401,2188,3049,1234,1208,1041,975,1445,1599,29421,29491
29540,6394,2170,1674,878,1313,729,1327,1445,874,865,1937,3221,29522,29496,29496,29474,29526,1344,1133,1788,1410,2166,3049,1287,1212,1045,1010,1476,1612,29430,29518
29474,6385,2219,1674,856,1252,729,1305,1415,878,852,1937,3247,29421,29522,29447,29465,29452,1357,1204,1792,1384,2166,3019,1291,1274,1006,997,1524,1630,29408,29456
29482,6380,2157,1647,865,1300,707,1327,1410,870,817,1942,3234,29482,29491,29434,29491,29491,1309,1226,1770,1384,2175,3023,1248,1226,975,966,1463,1568,29491,29531
29469,6385,2201,1674,870,1274,738,1331,1415,865,852,1885,3225,29469,29456,29430,29416,29452,1291,1160,1749,1419,2175,3027,1265,1208,979,966,1437,1564,29447,29509
29518,6380,2201,1656,887,1331,703,1318,1441,848,861,1894,3229,29540,29482,29443,29425,29610,1327,1182,1757,1384,2162,3032,1270,1204,997,984,1445,1555,29460,29522
29544,6407,2192,1691,874,1305,738,1318,1428,830,865,1916,3247,29469,29456,29465,29438,29487,1327,1190,1788,1415,2135,3045,1256,1226,997,966,1450,1582,29408,29513
29540,6358,2188,1647,861,1313,742,1327,1397,852,848,1916,3243,29456,29465,29399,29421,29491,1331,1186,1757,1379,2135,3027,1243,1190,1028,962,1423,1595,29403,29513
29487,6372,2170,1652,830,1318,725,1335,1397,900,848,1929,3243,29487,29509,29491,29443,29491,1322,1186,1770,1406,2184,3001,1239,1186,966,958,1458,1551,29421,29478
29460,6411,2192,1674,856,1344,698,1256,1432,861,839,1933,3221,29509,29456,29399,29416,29474,1322,1208,1784,1375,2210,3041,1243,1243,997,953,1472,1524,29412,29412
29452,6394,2162,1656,900,1318,742,1287,1419,896,856,1929,3229,29509,29526,29452,29487,29460,1375,1190,1757,1362,2148,3010,1234,1212,1032,944,1415,1612,29438,29491
29469,6350,2166,1656,843,1300,716,1340,1441,870,852,1902,3247,29526,29509,29412,29408,29487,1379,1177,1779,1397,2170,3054,1226,1212,997,997,1445,1551,29469,29460
29526,6402,2179,1639,874,1313,720,1291,1445,878,830,1916,3234,29562,29500,29500,29460,29513,1322,1151,1779,1415,2197,3023,1234,1248,975,962,1480,1560,29469,29518
29500,6424,2162,1661,870,1322,769,1287,1423,896,878,1880,3190,29465,29443,29443,29412,29447,1331,1182,1792,1393,2170,3054,1234,1221,936,940,1428,1568,29474,29443
29487,6385,2188,1661,900,1309,703,1327,1450,870,865,1933,3260,29526,29491,29469,29460,29544,1327,1146,1762,1371,2210,3084,1199,1190,1010,988,1445,1551,29456,29482
29518,6363,2175,1656,874,1291,716,1362,1467,892,861,1916,3251,29535,29509,29381,29438,29513,1327,1160,1753,1406,2135,3071,1221,1190,984,962,1410,1568,29421,29544
29544,6389,2162,1652,865,1331,711,1335,1428,861,865,1946,3216,29504,29544,29474,29469,29496,1349,1173,1770,1397,2166,3005,1239,1190,1006,975,1454,1560,29425,29456
29491,6363,2166,1661,892,1309,689,1349,1428,874,852,1937,3234,29482,29526,29456,29425,29491,1349,1138,1801,1362,2166,3027,1204,1221,993,975,1454,1538,29531,29469
29482,6394,2148,1652,830,1322,698,1331,1450,856,874,1929,3229,29544,29487,29408,29434,29535,1327,1138,1749,1423,2170,3032,1204,1173,1010,971,1467,1529,29478,29509
29500,6345,2188,1661,852,1313,733,1309,1454,865,922,1907,3234,29478,29522,29447,29456,29482,1327,1173,1810,1366,2184,3045,1221,1212,1028,949,1437,1560,29456,29487
29425,6385,2179,1621,856,1362,694,1309,1428,856,843,1907,3234,29474,29469,29416,29434,29447,1340,1151,1801,1401,2144,3010,1256,1234,1001,988,1415,1586,29460,29469
29469,6402,2170,1652,848,1296,720,1327,1454,878,852,1929,3251,29443,29500,29434,29452,29504,1331,1173,1784,1384,2144,3027,1212,1212,997,953,1454,1582,29460,29500
29421,6363,2188,1661,821,1309,707,1305,1388,900,843,1977,3208,29491,29522,29438,29425,29518,1313,1164,1784,1388,2144,3036,1226,1243,975,984,1441,1564,29469,29496
29522,6376,2122,1661,887,1296,711,1313,1467,843,830,1911,3234,29491,29500,29408,29425,29504,1340,1146,1784,1366,2162,3014,1212,1212,993,962,1419,1568,29425,29526
29443,6385,2170,1656,834,1300,729,1327,1454,887,861,1898,3229,29518,29504,29487,29443,29438,1366,1160,1801,1362,2175,3045,1243,1186,1015,984,1419,1538,29469,29513
29469,6407,2184,1656,865,1305,764,1309,1423,883,830,1898,3243,29509,29491,29500,29496,29496,1331,1155,1766,1379,2179,3032,1199,1252,997,931,1458,1604,29469,29482
29482,6376,2188,1625,839,1305,720,1296,1428,887,861,1942,3243,29443,29482,29403,29399,29443,1331,1186,1784,1379,2135,3023,1248,1199,993,940,1450,1604,29399,29478
29474,6372,2166,1669,834,1318,725,1300,1432,918,909,1907,3225,29509,29522,29460,29456,29465,1340,1204,1766,1371,2175,3041,1261,1226,984,1006,1467,1608,29403,29425
29509,6363,2170,1669,914,1322,707,1340,1445,900,830,1907,3216,29460,29430,29408,29430,29469,1309,1195,1735,1384,2179,3045,1230,1221,1028,997,1458,1542,29553,29504
29469,6402,2188,1643,861,1305,720,1309,1384,834,856,1916,3229,29474,29482,29438,29460,29509,1371,1182,1788,1379,2157,3010,1230,1221,979,971,1437,1560,29491,29509
29566,6376,2157,1647,843,1291,738,1340,1428,883,856,1894,3247,29487,29469,29491,29478,29456,1313,1199,1784,1388,2175,3032,1243,1199,997,1010,1410,1608,29456,29504
29460,6394,2162,1691,861,1296,716,1327,1410,874,856,1920,3212,29496,29500,29425,29452,29482,1340,1186,1788,1410,2162,3032,1270,1212,1010,958,1450,1568,29496,29531
29566,6372,2126,1665,887,1309,694,1296,1410,878,852,1920,3278,29496,29478,29447,29447,29469,1331,1138,1753,1406,2144,3023,1291,1243,1059,1006,1489,1582,29438,29526
29430,6363,2157,1652,861,1318,729,1318,1454,909,887,1959,3212,29491,29478,29474,29430,29496,1340,1155,1753,1366,2170,2997,1261,1239,1023,1010,1480,1595,29482,29544
29496,6372,2157,1621,883,1335,738,1287,1437,922,856,1898,3256,29504,29469,29408,29447,29456,1318,1173,1770,1366,2170,3019,1234,1199,1037,971,1437,1555,29522,29504
29496,6402,2175,1647,865,1331,729,1287,1428,887,870,1872,3238,29500,29452,29412,29403,29509,1371,1177,1757,1388,2197,3036,1221,1204,993,949,1463,1564,29518,29531
29540,6398,2162,1643,839,1313,689,1305,1458,865,865,1894,3221,29531,29487,29416,29416,29504,1313,1168,1784,1406,2192,3041,1226,1217,1019,940,1423,1560,29469,29522
29465,6389,2179,1652,861,1283,725,1313,1423,861,878,1929,3216,29474,29469,29500,29496,29421,1340,1195,1775,1406,2175,3005,1265,1199,1006,958,1476,1599,29351,29416
29535,6416,2175,1665,856,1291,747,1349,1437,870,874,1902,3229,29474,29482,29425,29421,29447,1344,1190,1757,1401,2179,3036,1252,1199,1015,988,1450,1568,29478,29491
29504,6385,2179,1687,848,1371,720,1305,1415,843,856,1907,3243,29465,29421,29403,29425,29421,1327,1173,1770,1366,2135,3036,1226,1173,1006,975,1419,1577,29465,29540
29447,6394,2135,1634,874,1318,729,1300,1472,865,852,1907,3225,29500,29518,29416,29421,29522,1305,1155,1766,1327,2131,3071,1243,1199,984,949,1467,1564,29456,29438
29526,6411,2184,1665,856,1318,707,1331,1423,826,852,1902,3251,29500,29452,29390,29447,29465,1344,1164,1727,1371,2162,3010,1221,1212,1006,944,1379,1564,29557,29526
29487,6372,2166,1652,874,1296,703,1291,1419,848,865,1924,3216,29482,29456,29390,29386,29416,1335,1146,1757,1406,2144,3041,1234,1221,958,962,1428,1551,29482,29522
29540,6394,2144,1652,878,1309,720,1327,1428,865,848,1898,3238,29504,29474,29399,29447,29478,1327,1160,1753,1375,2109,3019,1239,1199,984,979,1415,1604,29434,29526
29513,6398,2162,1674,861,1340,742,1305,1458,874,843,1907,3243,29482,29456,29390,29408,29456,1344,1182,1801,1371,2170,3045,1212,1208,1019,949,1432,1590,29408,29513
29540,6376,2179,1647,896,1309,711,1335,1397,896,874,1920,3225,29544,29478,29386,29456,29500,1366,1164,1814,1384,2197,3036,1199,1221,997,936,1397,1621,29443,29540
29487,6350,2157,1643,870,1300,716,1300,1428,861,852,1924,3225,29513,29430,29403,29351,29381,1309,1168,1770,1375,2166,3054,1212,1199,962,944,1423,1573,29460,29526
29504,6345,2166,1687,878,1300,725,1313,1423,883,865,1911,3260,29496,29491,29408,29478,29522,1322,1199,1810,1393,2135,3014,1186,1204,1028,953,1437,1560,29496,29460
29522,6389,2157,1639,848,1327,720,1353,1428,865,865,1911,3208,29496,29430,29443,29412,29500,1331,1204,1788,1384,2166,2979,1248,1221,1054,958,1437,1573,29456,29496
29456,6345,2135,1630,874,1318,742,1300,1432,874,865,1898,3243,29518,29487,29465,29416,29469,1313,1168,1788,1393,2135,3049,1248,1230,1010,979,1428,1595,29434,29496
29531,6398,2175,1656,896,1313,760,1296,1428,848,856,1929,3260,29513,29491,29425,29386,29447,1335,1146,1766,1406,2179,3067,1234,1226,988,936,1437,1595,29386,29500
29487,6385,2184,1634,870,1327,694,1296,1428,883,856,1898,3225,29460,29438,29421,29373,29491,1318,1142,1735,1388,2197,3014,1274,1190,975,1006,1419,1604,29430,29509
29496,6367,2170,1612,843,1318,725,1309,1423,861,839,1872,3216,29460,29491,29443,29390,29438,1331,1186,1753,1353,2170,3054,1256,1199,975,997,1441,1599,29434,29513
29438,6385,2179,1621,856,1287,716,1322,1401,900,856,1872,3216,29526,29465,29509,29482,29544,1362,1173,1814,1384,2201,3005,1230,1226,997,958,1419,1582,29443,29474
29540,6367,2188,1665,865,1313,698,1327,1410,870,856,1916,3260,29482,29478,29430,29487,29460,1344,1168,1788,1379,2153,3054,1234,1190,988,958,1476,1555,29469,29566
29482,6402,2179,1647,870,1305,742,1305,1410,830,852,1902,3221,29482,29469,29381,29351,29456,1344,1151,1757,1379,2201,3041,1243,1221,962,1019,1458,1582,29452,29522
29548,6380,2148,1647,834,1287,729,1327,1406,861,874,1916,3208,29553,29456,29438,29452,29496,1340,1182,1740,1410,2166,3005,1208,1234,958,949,1441,1542,29500,29540
29504,6385,2126,1647,865,1287,738,1309,1397,887,883,1907,3229,29518,29399,29430,29364,29456,1366,1173,1792,1406,2153,3019,1221,1204,1028,979,1441,1538,29443,29487
29474,6367,2131,1643,874,1291,716,1313,1428,852,852,1920,3229,29509,29447,29469,29412,29500,1353,1155,1792,1393,2148,3019,1261,1243,1001,979,1428,1573,29460,29548
29487,6336,2166,1669,830,1331,681,1340,1419,870,896,1902,3225,29496,29416,29425,29412,29434,1340,1164,1797,1393,2166,3045,1256,1212,1001,944,1428,1564,29526,29526
29491,6367,2135,1661,861,1300,707,1309,1423,848,896,1902,3238,29535,29460,29482,29408,29443,1322,1155,1753,1406,2153,3005,1248,1208,975,958,1428,1564,29478,29535
29496,6345,2210,1669,843,1313,711,1278,1401,878,839,1920,3234,29421,29460,29386,29403,29425,1331,1186,1744,1406,2157,3045,1208,1221,1001,975,1450,1551,29443,29535
29526,6394,2166,1652,865,1309,733,1318,1437,887,883,1916,3238,29509,29430,29460,29381,29443,1296,1204,1744,1357,2188,3045,1221,1226,1001,984,1467,1529,29500,29496
29500,6372,2166,1678,852,1335,703,1327,1428,865,834,1920,3216,29509,29456,29399,29491,29452,1313,1151,1770,1366,2140,3027,1221,1208,1006,971,1437,1560,29504,29588
29513,6398,2170,1656,839,1318,689,1313,1406,848,865,1924,3229,29465,29465,29452,29416,29465,1322,1164,1766,1375,2162,3041,1208,1182,1015,984,1415,1538,29482,29478
29548,6385,2170,1647,861,1305,698,1344,1397,870,852,1920,3229,29522,29491,29452,29447,29500,1357,1164,1810,1375,2157,3010,1239,1226,1010,966,1445,1546,29478,29557
29513,6402,2175,1630,839,1305,685,1296,1415,870,861,1929,3229,29465,29416,29386,29438,29447,1353,1204,1828,1371,2153,3045,1248,1195,975,958,1445,1564,29509,29553
29509,6389,2197,1665,852,1340,703,1305,1441,874,883,1951,3229,29540,29496,29425,29443,29482,1344,1168,1788,1384,2175,3036,1230,1217,997,988,1406,1590,29403,29562
29553,6363,2179,1643,826,1300,742,1291,1458,861,834,1920,3256,29535,29465,29390,29399,29482,1366,1168,1762,1340,2166,3049,1204,1217,1010,975,1432,1599,29443,29562
29482,6358,2135,1652,874,1287,720,1291,1423,887,848,1907,3225,29465,29487,29421,29443,29430,1331,1177,1762,1366,2153,3032,1212,1168,993,944,1441,1573,29504,29491
29544,6380,2166,1643,856,1291,707,1313,1401,870,874,1929,3238,29496,29478,29381,29430,29416,1340,1199,1779,1406,2166,3032,1265,1195,1015,949,1437,1564,29478,29474
29456,6389,2166,1661,856,1322,716,1327,1419,848,826,1924,3216,29513,29416,29399,29434,29452,1318,1155,1744,1375,2170,3023,1248,1195,993,962,1450,1590,29430,29518
29518,6358,2148,1643,826,1278,725,1335,1419,843,856,1902,3238,29496,29478,29377,29482,29430,1327,1199,1806,1375,2166,3023,1270,1217,993,936,1454,1542,29438,29509
29557,6394,2157,1647,848,1287,703,1296,1406,878,865,1907,3247,29460,29438,29430,29381,29460,1349,1160,1779,1366,2175,3005,1226,1204,988,997,1428,1568,29460,29460
29531,6402,2175,1661,865,1340,742,1318,1419,843,812,1907,3256,29478,29390,29474,29425,29456,1344,1186,1784,1379,2153,3036,1248,1243,988,958,1432,1573,29452,29518
29496,6385,2166,1656,861,1305,733,1335,1379,878,874,1907,3260,29500,29434,29395,29460,29434,1335,1173,1766,1371,2162,3045,1239,1221,984,949,1432,1577,29513,29562
29535,6385,2175,1656,843,1313,747,1318,1432,865,892,1898,3243,29452,29478,29408,29395,29478,1340,1160,1770,1327,2144,3041,1265,1190,997,966,1476,1568,29478,29518
29509,6376,2157,1625,852,1318,738,1340,1423,839,826,1920,3221,29434,29447,29438,29403,29438,1344,1195,1792,1401,2179,3019,1252,1230,988,966,1423,1608,29465,29575
29522,6367,2179,1599,870,1327,733,1340,1437,817,883,1885,3229,29509,29443,29416,29430,29469,1335,1177,1753,1393,2175,3001,1234,1226,966,984,1441,1582,29443,29562
29553,6389,2197,1652,856,1322,711,1309,1437,865,852,1889,3243,29500,29474,29438,29408,29469,1300,1160,1775,1366,2148,3032,1243,1195,962,962,1437,1604,29443,29522
29531,6394,2153,1661,896,1313,733,1335,1450,861,874,1911,3247,29513,29496,29377,29403,29430,1327,1182,1740,1415,2135,3010,1186,1195,966,958,1450,1586,29474,29531
29535,6345,2162,1639,856,1305,725,1327,1432,852,870,1916,3234,29425,29452,29421,29351,29469,1322,1164,1801,1397,2131,3010,1243,1226,1010,940,1485,1590,29434,29478
29522,6398,2175,1617,834,1309,707,1305,1393,865,870,1907,3247,29504,29487,29465,29416,29447,1340,1160,1753,1423,2153,3027,1234,1195,988,971,1450,1573,29460,29469
29513,6411,2179,1608,865,1344,720,1309,1428,856,865,1924,3238,29430,29478,29408,29412,29390,1300,1177,1806,1393,2135,3045,1274,1199,988,953,1419,1555,29482,29535
29496,6367,2166,1630,900,1362,738,1318,1450,865,839,1907,3247,29509,29456,29403,29447,29478,1327,1186,1744,1357,2179,3019,1243,1190,993,944,1410,1599,29430,29522
29526,6394,2144,1625,856,1309,725,1331,1441,874,865,1889,3229,29469,29408,29443,29443,29452,1274,1221,1779,1362,2197,3049,1239,1168,993,966,1437,1564,29496,29540
29592,6394,2214,1647,861,1331,742,1366,1432,887,843,1924,3212,29474,29403,29452,29364,29452,1353,1208,1797,1393,2192,3041,1195,1212,1001,971,1419,1560,29452,29513
29491,6398,2197,1625,843,1309,711,1344,1397,878,856,1929,3265,29438,29399,29381,29421,29438,1349,1199,1775,1401,2140,2961,1217,1239,979,949,1419,1564,29526,29544
29509,6394,2148,1625,848,1313,733,1296,1410,878,826,1924,3181,29474,29443,29416,29416,29430,1327,1155,1779,1388,2162,3036,1199,1217,1001,958,1458,1573,29430,29504
29509,6367,2162,1678,865,1300,729,1340,1445,852,861,1907,3181,29478,29438,29430,29443,29456,1340,1190,1766,1327,2162,3023,1243,1208,988,975,1458,1582,29487,29522
