P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31
29438,6402,2166,1634,848,1287,733,1344,1437,843,865,1924,3234,29460,29500,29531,29553,29518,1357,1146,1766,1388,2184,3041,1230,1208,1015,1001,1410,1573,29399,29421
29425,6358,2214,1678,856,1340,733,1291,1410,856,905,1929,3256,29513,29443,29421,29469,29456,1335,1164,1788,1379,2104,3045,1217,1199,1010,966,1450,1582,29438,29443
29412,6367,2162,1630,852,1327,738,1327,1410,892,834,1937,3265,29487,29456,29474,29412,29434,1357,1199,1792,1393,2148,3036,1248,1265,1006,993,1415,1546,29438,29460
29482,6389,2135,1634,852,1344,738,1270,1428,852,821,1911,3216,29478,29469,29469,29403,29438,1322,1217,1749,1388,2162,3036,1256,1204,1019,979,1472,1538,29540,29575
29452,6398,2148,1643,843,1300,703,1331,1415,883,826,1916,3216,29447,29403,29430,29412,29447,1313,1168,1779,1397,2166,3005,1230,1177,1019,949,1415,1586,29403,29504
29478,6380,2148,1674,874,1274,760,1313,1432,892,865,1916,3216,29509,29421,29456,29452,29474,1353,1199,1766,1366,2166,3027,1248,1239,997,988,1432,1582,29447,29504
29487,6376,2192,1674,856,1340,725,1313,1371,870,878,1946,3247,29526,29399,29408,29434,29447,1349,1160,1788,1384,2131,3014,1234,1234,1019,993,1445,1577,29513,29456
29531,6380,2153,1634,874,1349,725,1331,1419,887,826,1924,3238,29500,29399,29434,29421,29443,1357,1195,1775,1384,2140,3049,1234,1230,1015,971,1432,1590,29390,29474
29421,6358,2192,1634,870,1305,760,1335,1445,861,878,1924,3234,29465,29465,29386,29399,29478,1331,1195,1770,1388,2170,3036,1234,1195,993,971,1450,1573,29386,29496
29452,6402,2135,1661,834,1313,751,1300,1450,900,826,1959,3251,29540,29430,29425,29482,29438,1357,1146,1801,1388,2162,3041,1243,1199,988,949,1423,1560,29456,29425
29491,6416,2219,1643,892,1331,742,1349,1454,852,839,1920,3234,29522,29465,29500,29456,29456,1357,1173,1740,1393,2201,3032,1221,1234,993,958,1432,1560,29566,29522
29438,6394,2179,1643,848,1327,729,1291,1445,887,892,1889,3238,29518,29447,29425,29460,29421,1375,1168,1757,1401,2153,3019,1243,1234,993,949,1463,1590,29416,29416
29487,6420,2157,1634,843,1340,703,1357,1450,856,848,1937,3225,29540,29478,29430,29452,29469,1344,1168,1770,1388,2140,3032,1248,1221,993,966,1458,1595,29518,29504
29456,6411,2179,1647,883,1327,729,1349,1450,830,843,1911,3278,29487,29456,29438,29513,29434,1331,1195,1766,1401,2144,3045,1234,1217,1006,993,1467,1586,29430,29513
29469,6385,2131,1665,852,1340,716,1296,1450,887,861,1946,3269,29482,29482,29460,29487,29460,1353,1129,1770,1384,2184,3093,1226,1261,971,975,1450,1608,29474,29452
29456,6372,2188,1652,887,1305,720,1340,1450,839,834,1929,3234,29474,29430,29487,29434,29421,1344,1177,1788,1384,2148,3045,1234,1204,1001,984,1450,1590,29403,29456
29460,6389,2148,1656,870,1309,742,1327,1397,883,848,1937,3212,29469,29460,29425,29430,29452,1313,1182,1753,1375,2179,3041,1274,1234,1006,953,1415,1555,29443,29465
29460,6433,2188,1643,883,1344,720,1331,1441,861,830,1933,3238,29500,29434,29434,29408,29381,1331,1164,1779,1371,2153,3036,1248,1221,1023,958,1454,1599,29443,29443
29474,6398,2179,1647,874,1331,720,1331,1428,861,826,1933,3225,29491,29452,29430,29478,29487,1318,1173,1770,1388,2162,3080,1239,1243,993,966,1467,1577,29452,29474
29456,6398,2184,1696,896,1313,716,1340,1472,843,852,1911,3265,29500,29403,29421,29403,29381,1305,1168,1775,1406,2153,3019,1283,1221,984,966,1445,1577,29504,29452
29522,6350,2214,1652,848,1318,720,1344,1437,900,870,1946,3212,29465,29421,29425,29438,29447,1331,1173,1775,1406,2175,2997,1274,1243,1006,975,1432,1582,29434,29443
29460,6372,2210,1639,874,1335,733,1340,1415,887,848,1894,3212,29491,29443,29447,29452,29469,1335,1195,1788,1357,2175,3023,1230,1226,975,975,1397,1564,29456,29509
29500,6376,2179,1639,870,1340,711,1322,1406,878,870,1968,3225,29487,29438,29425,29430,29412,1357,1186,1797,1371,2166,3019,1252,1195,984,962,1458,1582,29421,29482
29491,6376,2166,1669,848,1309,711,1313,1441,887,887,1920,3208,29452,29386,29447,29416,29438,1331,1146,1784,1441,2184,3023,1239,1239,1028,962,1406,1564,29504,29447
29399,6367,2170,1665,896,1331,729,1349,1476,856,843,1924,3256,29500,29399,29447,29447,29399,1313,1177,1788,1410,2153,3045,1256,1248,1001,979,1441,1560,29421,29487
29456,6402,2179,1669,826,1278,707,1296,1450,861,861,1973,3238,29553,29460,29460,29443,29474,1353,1195,1779,1388,2184,3054,1261,1212,993,958,1463,1555,29438,29491
29456,6363,2170,1683,878,1340,694,1331,1458,821,861,1911,3234,29456,29434,29430,29430,29447,1388,1164,1775,1379,2188,3036,1230,1208,1006,936,1458,1573,29390,29557
29504,6363,2197,1674,914,1331,729,1305,1437,878,839,1986,3243,29513,29460,29425,29469,29434,1322,1190,1731,1375,2170,3036,1243,1190,979,949,1397,1590,29513,29438
29478,6389,2135,1634,900,1313,689,1331,1379,887,887,1964,3251,29452,29478,29482,29443,29447,1305,1186,1779,1362,2184,3032,1239,1226,971,993,1454,1542,29430,29452
29522,6416,2184,1669,878,1313,755,1296,1450,900,821,1920,3221,29526,29430,29469,29482,29456,1371,1182,1749,1388,2188,3027,1204,1226,1019,984,1441,1595,29421,29456
29478,6385,2188,1674,852,1331,716,1318,1419,892,834,1946,3238,29482,29425,29456,29421,29434,1331,1208,1744,1397,2140,3032,1248,1226,1010,979,1458,1573,29421,29509
29438,6380,2179,1630,856,1327,742,1300,1450,887,848,1902,3243,29443,29474,29465,29443,29447,1331,1186,1744,1357,2135,3023,1252,1226,1006,1015,1428,1582,29412,29412
29447,6358,2175,1617,861,1305,716,1274,1428,843,856,1907,3238,29469,29408,29421,29460,29416,1335,1164,1740,1401,2126,3041,1199,1261,1015,975,1450,1586,29509,29496
29395,6376,2197,1661,878,1291,738,1322,1445,887,852,1937,3221,29456,29465,29373,29456,29500,1353,1160,1801,1393,2157,3023,1239,1204,984,1006,1419,1560,29465,29438
29491,6363,2166,1665,856,1322,725,1318,1393,861,856,1929,3229,29500,29447,29465,29452,29438,1322,1190,1775,1357,2126,3023,1256,1226,993,936,1437,1573,29500,29474
29478,6380,2206,1639,922,1349,720,1300,1410,887,856,1946,3225,29443,29408,29465,29386,29403,1344,1182,1775,1415,2113,3067,1261,1226,1015,953,1454,1586,29465,29478
29447,6402,2157,1656,861,1296,751,1331,1397,883,843,1942,3247,29469,29412,29465,29434,29425,1344,1212,1788,1393,2144,3054,1270,1230,1001,971,1437,1582,29416,29474
29434,6385,2162,1630,865,1335,751,1283,1454,852,892,1911,3260,29460,29531,29474,29482,29460,1318,1195,1766,1375,2118,3023,1234,1208,979,966,1467,1595,29386,29452
29311,6372,2170,1687,843,1318,751,1309,1450,856,892,1955,3282,29500,29504,29500,29557,29491,1327,1160,1806,1384,2135,3062,1212,1208,1015,966,1472,1595,29289,29381
29491,6372,2135,1674,865,1291,707,1322,1441,874,865,1898,3251,29456,29456,29373,29469,29430,1318,1177,1779,1344,2166,3049,1248,1221,988,993,1450,1582,29460,29465
29526,6385,2192,1678,865,1313,698,1349,1419,887,852,1951,3269,29513,29381,29443,29452,29430,1366,1160,1770,1362,2192,3010,1274,1190,993,958,1450,1590,29443,29482
29430,6380,2170,1661,865,1309,751,1322,1450,914,878,1942,3256,29443,29412,29377,29421,29416,1371,1133,1779,1410,2148,3045,1230,1208,1032,984,1428,1560,29443,29456
29487,6407,2140,1643,892,1349,703,1353,1423,878,861,1968,3225,29456,29430,29460,29430,29465,1375,1182,1810,1419,2126,3041,1226,1252,997,984,1450,1568,29430,29438
29460,6341,2162,1661,856,1344,733,1291,1437,900,874,1929,3256,29434,29390,29390,29412,29333,1318,1182,1792,1419,2188,3023,1239,1217,997,997,1480,1568,29412,29443
29478,6332,2192,1647,905,1331,711,1313,1393,861,848,1924,3251,29487,29443,29416,29408,29474,1331,1221,1775,1406,2122,3067,1252,1234,997,975,1445,1604,29408,29430
29491,6385,2126,1665,861,1296,729,1331,1467,848,834,1920,3247,29465,29474,29452,29452,29403,1327,1190,1762,1388,2140,3054,1248,1221,1045,971,1428,1612,29324,29456
29408,6376,2175,1656,861,1313,707,1313,1428,909,848,1946,3238,29478,29438,29465,29526,29478,1362,1182,1819,1419,2126,3058,1234,1230,988,966,1441,1551,29342,29359
29496,6389,2131,1639,870,1305,720,1340,1445,905,852,1907,3225,29518,29421,29434,29465,29421,1340,1155,1705,1357,2118,3027,1221,1186,997,1001,1437,1564,29438,29474
29460,6358,2175,1656,861,1318,760,1331,1401,865,830,1920,3260,29447,29399,29390,29443,29434,1309,1186,1770,1375,2166,3049,1248,1195,962,975,1437,1582,29434,29452
29456,6376,2153,1665,878,1331,729,1344,1445,874,856,1929,3221,29487,29390,29421,29460,29496,1340,1204,1770,1397,2126,3045,1234,1230,997,975,1463,1590,29438,29482
29460,6407,2184,1647,874,1300,703,1313,1445,843,870,1889,3238,29425,29460,29491,29390,29430,1318,1186,1753,1379,2162,3019,1226,1177,1010,949,1423,1604,29434,29460
29425,6376,2162,1573,887,1340,703,1322,1415,892,848,1929,3243,29443,29430,29491,29443,29469,1322,1186,1788,1362,2188,3032,1252,1230,1023,979,1423,1608,29518,29474
29443,6363,2170,1630,905,1340,707,1335,1437,874,870,1907,3256,29518,29460,29438,29447,29456,1362,1168,1792,1401,2122,3080,1217,1226,975,1001,1445,1621,29430,29513
29421,6389,2197,1617,892,1305,698,1322,1428,870,839,1885,3269,29465,29425,29465,29456,29447,1375,1177,1784,1366,2162,3049,1243,1221,1001,997,1445,1577,29478,29452
29540,6385,2162,1617,834,1305,725,1340,1406,878,861,1951,3243,29434,29386,29443,29373,29452,1331,1177,1757,1419,2170,3032,1243,1199,958,984,1419,1555,29416,29447
29421,6372,2184,1656,887,1322,694,1335,1410,874,856,1951,3243,29531,29465,29438,29438,29456,1331,1199,1806,1366,2157,3036,1248,1204,1006,984,1476,1568,29430,29452
29487,6407,2184,1643,870,1287,720,1313,1393,878,883,1937,3216,29482,29434,29482,29430,29482,1335,1160,1814,1384,2135,3067,1217,1173,988,958,1432,1542,29452,29456
29465,6389,2153,1643,874,1340,725,1283,1419,865,843,1885,3256,29535,29465,29447,29465,29425,1353,1190,1788,1401,2179,3023,1217,1208,953,975,1467,1573,29452,29474
29421,6363,2166,1643,856,1287,725,1371,1454,848,900,1929,3251,29491,29487,29447,29504,29482,1349,1173,1806,1371,2157,3027,1195,1234,971,979,1415,1599,29504,29478
29487,6376,2109,1634,861,1305,689,1318,1432,874,848,1951,3229,29478,29447,29456,29456,29438,1335,1173,1762,1379,2192,3045,1234,1226,997,966,1410,1573,29434,29491
29438,6372,2170,1621,852,1322,747,1344,1410,878,896,1920,3203,29540,29474,29557,29526,29478,1327,1177,1797,1388,2162,3045,1212,1190,1019,971,1428,1582,29438,29425
29430,6385,2206,1665,843,1287,729,1344,1410,892,865,1933,3212,29474,29408,29416,29434,29403,1335,1155,1766,1388,2140,3027,1239,1212,979,988,1450,1590,29496,29474
29500,6398,2170,1643,905,1331,742,1340,1415,870,856,1902,3243,29526,29452,29425,29531,29452,1340,1146,1770,1410,2118,3041,1230,1226,975,997,1397,1586,29504,29522
29496,6385,2192,1643,852,1322,725,1318,1397,865,852,1959,3247,29500,29403,29434,29447,29447,1353,1160,1775,1401,2148,3036,1243,1234,1015,953,1397,1621,29443,29434
29460,6385,2170,1647,870,1327,720,1300,1401,870,922,1902,3256,29535,29482,29487,29452,29460,1331,1190,1779,1366,2162,3049,1230,1212,997,997,1397,1573,29474,29500
29478,6407,2192,1621,848,1305,716,1322,1441,856,878,1929,3221,29500,29421,29456,29443,29430,1305,1182,1744,1371,2135,3080,1212,1204,993,979,1415,1582,29496,29504
29482,6385,2157,1678,839,1344,711,1309,1410,830,852,1924,3229,29526,29491,29496,29491,29500,1388,1146,1779,1379,2153,3041,1204,1221,984,971,1458,1568,29460,29496
29487,6398,2170,1661,874,1331,703,1331,1432,870,870,1942,3265,29487,29469,29478,29452,29430,1318,1142,1749,1410,2157,3054,1256,1208,988,975,1445,1604,29416,29544
29447,6380,2153,1639,874,1318,725,1335,1419,900,892,1933,3243,29518,29438,29430,29452,29425,1384,1160,1775,1353,2162,3049,1221,1239,1045,997,1441,1604,29434,29456
29469,6407,2153,1634,834,1357,742,1331,1437,870,856,1924,3256,29491,29478,29487,29456,29443,1318,1173,1766,1384,2170,3045,1234,1164,997,958,1437,1564,29456,29562
29482,6402,2192,1665,887,1309,738,1344,1406,892,861,1911,3203,29482,29412,29425,29469,29469,1331,1168,1731,1410,2144,3093,1239,1226,993,962,1437,1612,29408,29518
29487,6385,2162,1643,839,1300,716,1331,1437,892,896,1889,3304,29456,29474,29416,29482,29456,1353,1186,1762,1388,2157,3027,1248,1212,984,966,1454,1582,29465,29500
29491,6367,2214,1669,856,1287,720,1349,1428,909,874,1902,3243,29460,29456,29438,29412,29487,1384,1155,1788,1353,2179,3032,1217,1252,1037,993,1472,1577,29456,29469
29491,6389,2210,1665,856,1300,720,1305,1432,900,852,1942,3216,29474,29452,29390,29443,29395,1340,1173,1770,1366,2192,3098,1248,1208,1023,949,1454,1546,29434,29518
29496,6380,2162,1669,839,1296,698,1313,1450,874,856,1937,3234,29474,29430,29443,29425,29438,1357,1186,1757,1397,2144,3036,1252,1239,993,984,1437,1612,29456,29460
29425,6380,2157,1678,856,1309,725,1322,1428,905,826,1898,3243,29443,29434,29425,29425,29416,1353,1146,1806,1371,2144,3058,1283,1208,993,944,1437,1573,29425,29500
29513,6385,2192,1625,870,1327,685,1344,1458,905,852,1933,3229,29460,29408,29412,29456,29478,1366,1186,1788,1379,2179,3019,1212,1195,988,966,1415,1560,29408,29482
29465,6372,2135,1647,830,1305,751,1313,1450,896,870,1920,3265,29496,29438,29395,29430,29447,1340,1190,1784,1397,2179,3027,1265,1226,997,984,1419,1577,29452,29434
29482,6398,2170,1665,865,1274,760,1305,1441,870,865,1951,3194,29491,29447,29399,29359,29412,1335,1186,1797,1410,2166,3027,1274,1204,975,966,1428,1533,29447,29509
29403,6420,2157,1630,874,1296,725,1327,1458,896,900,1920,3208,29447,29504,29447,29504,29504,1322,1177,1788,1410,2153,3049,1256,1230,988,988,1428,1586,29386,29364
29438,6389,2157,1625,848,1331,725,1313,1410,856,865,1916,3260,29496,29452,29430,29399,29478,1313,1173,1762,1397,2157,3001,1248,1208,1032,979,1432,1582,29425,29469
29469,6350,2175,1652,878,1344,707,1331,1410,852,848,1942,3221,29478,29381,29412,29373,29408,1327,1138,1801,1375,2166,3036,1248,1221,997,975,1458,1599,29447,29487
29469,6380,2157,1661,909,1287,742,1331,1406,856,861,1911,3238,29474,29416,29456,29395,29438,1362,1160,1788,1393,2162,3010,1265,1212,966,975,1423,1577,29434,29416
29443,6380,2184,1639,865,1309,725,1287,1472,870,878,1937,3247,29474,29443,29377,29359,29368,1327,1160,1784,1384,2157,3071,1243,1182,979,949,1454,1573,29434,29460
29500,6385,2170,1661,905,1309,725,1318,1428,856,878,1924,3221,29487,29438,29412,29395,29456,1384,1182,1775,1388,2166,3054,1261,1190,1019,971,1388,1542,29438,29478
29430,6372,2188,1661,883,1287,659,1291,1428,883,865,1902,3238,29518,29425,29377,29412,29434,1331,1151,1784,1375,2188,2970,1256,1217,975,962,1410,1551,29434,29460
29487,6420,2144,1661,883,1327,711,1335,1415,878,909,1946,3247,29513,29430,29412,29416,29421,1349,1173,1819,1388,2104,3019,1226,1208,988,931,1432,1608,29399,29522
29482,6389,2148,1669,852,1331,747,1313,1401,843,892,1924,3238,29526,29425,29412,29355,29430,1384,1155,1828,1375,2192,3041,1234,1261,1001,1032,1441,1524,29465,29535
29434,6407,2170,1612,874,1318,707,1322,1432,874,861,1898,3221,29430,29434,29443,29465,29456,1291,1173,1770,1384,2140,3005,1265,1226,1015,988,1419,1599,29351,29395
29447,6402,2188,1612,843,1327,703,1340,1384,865,892,1902,3234,29438,29373,29395,29421,29395,1357,1204,1766,1388,2210,3054,1256,1212,1010,975,1454,1560,29430,29465
29469,6354,2153,1652,874,1366,733,1313,1432,909,834,1924,3251,29460,29399,29368,29408,29408,1366,1182,1810,1397,2175,3023,1252,1208,1032,975,1397,1586,29456,29368
29478,6407,2179,1652,874,1331,725,1335,1432,909,892,1902,3247,29474,29430,29430,29373,29412,1357,1155,1766,1384,2144,2997,1217,1243,988,979,1441,1564,29456,29452
29518,6398,2184,1634,874,1340,716,1322,1441,883,856,1911,3247,29465,29421,29390,29377,29425,1362,1146,1784,1393,2144,3041,1217,1195,1028,979,1428,1577,29399,29487
29496,6394,2192,1661,870,1313,742,1313,1410,909,821,1889,3229,29513,29430,29412,29421,29465,1384,1177,1784,1401,2157,3062,1182,1226,997,993,1410,1586,29531,29456
29434,6363,2162,1665,852,1322,738,1371,1437,856,856,1929,3221,29438,29447,29399,29408,29434,1331,1164,1779,1362,2140,3001,1283,1230,975,944,1454,1586,29447,29465
29487,6372,2166,1647,834,1322,725,1318,1432,861,848,1964,3221,29531,29421,29403,29386,29474,1349,1173,1775,1401,2166,3049,1230,1212,962,997,1423,1582,29443,29465
29487,6385,2175,1604,870,1313,742,1322,1480,878,865,1937,3238,29465,29421,29364,29456,29447,1353,1173,1770,1371,2175,3049,1217,1199,966,931,1437,1590,29403,29421
29456,6323,2232,1643,874,1362,703,1313,1415,874,848,1933,3243,29447,29452,29403,29408,29408,1327,1177,1779,1371,2188,3036,1234,1186,1028,993,1450,1564,29403,29553
29535,6429,2179,1656,883,1305,707,1313,1410,878,896,1907,3229,29487,29443,29412,29364,29408,1322,1208,1801,1362,2179,3076,1234,1248,949,971,1432,1573,29408,29500
29526,6394,2131,1643,856,1331,716,1318,1401,896,874,1933,3238,29522,29447,29390,29377,29452,1327,1146,1770,1397,2162,3032,1234,1217,1019,944,1406,1612,29416,29469
29522,6416,2197,1647,848,1300,755,1353,1454,874,843,1911,3221,29416,29434,29377,29386,29434,1318,1190,1801,1406,2148,3019,1226,1243,988,962,1423,1564,29403,29504
29496,6385,2188,1665,874,1309,725,1313,1437,843,870,1924,3260,29496,29469,29434,29491,29460,1322,1164,1784,1371,2157,3023,1256,1168,988,953,1423,1573,29403,29522
29522,6420,2162,1639,870,1283,703,1340,1410,852,878,1907,3229,29438,29460,29438,29346,29408,1331,1173,1766,1401,2148,3062,1256,1234,993,966,1458,1604,29469,29474
29535,6363,2214,1652,856,1309,725,1331,1388,852,804,1937,3238,29416,29403,29355,29337,29416,1327,1168,1740,1357,2148,2975,1221,1199,1010,966,1406,1577,29447,29482
29531,6394,2170,1630,843,1296,685,1340,1437,922,865,1933,3225,29430,29399,29359,29412,29408,1318,1160,1797,1397,2109,3045,1243,1195,1015,966,1454,1568,29395,29535
29469,6376,2170,1656,843,1300,725,1318,1375,878,830,1898,3238,29452,29373,29337,29359,29390,1318,1186,1788,1401,2135,3054,1212,1212,988,944,1467,1564,29430,29491
29478,6345,2153,1625,856,1291,711,1309,1458,865,874,1902,3229,29496,29421,29395,29390,29399,1349,1155,1744,1415,2153,3019,1270,1221,988,958,1397,1608,29482,29496
29504,6385,2170,1621,834,1331,738,1309,1423,874,843,1929,3225,29465,29421,29359,29386,29425,1353,1155,1770,1366,2126,3027,1239,1230,971,962,1476,1555,29403,29460
29509,6385,2144,1630,883,1340,733,1318,1450,887,848,1911,3199,29474,29452,29438,29386,29434,1340,1195,1775,1384,2175,3076,1239,1239,1019,979,1410,1542,29416,29452
29509,6394,2188,1656,848,1287,711,1327,1467,870,861,1933,3256,29491,29412,29390,29377,29403,1331,1195,1801,1375,2175,3036,1270,1212,1019,975,1450,1612,29399,29500
29504,6380,2175,1687,865,1331,742,1309,1415,874,874,1933,3238,29412,29421,29390,29447,29421,1366,1204,1779,1401,2148,3041,1243,1204,984,979,1441,1577,29456,29504
29504,6380,2175,1678,896,1327,694,1318,1441,856,870,1902,3251,29460,29412,29390,29377,29412,1353,1182,1797,1401,2170,3049,1217,1248,1041,1001,1406,1590,29438,29491
29474,6358,2179,1661,830,1340,742,1305,1428,900,861,1924,3221,29438,29430,29377,29434,29460,1340,1155,1788,1393,2135,3058,1248,1208,1015,962,1445,1595,29408,29425
29566,6407,2175,1652,861,1287,747,1331,1428,883,848,1929,3221,29443,29430,29456,29425,29412,1318,1186,1766,1384,2170,3049,1248,1226,1010,984,1441,1577,29443,29544
29452,6372,2144,1647,852,1291,729,1331,1437,883,848,1942,3243,29456,29456,29355,29403,29465,1344,1195,1770,1366,2179,3049,1252,1230,997,975,1463,1582,29430,29500
29513,6354,2179,1630,870,1318,720,1318,1428,843,852,1933,3247,29447,29469,29377,29460,29430,1340,1160,1792,1410,2166,3054,1243,1221,1010,940,1419,1586,29474,29535
29491,6380,2162,1661,839,1344,698,1322,1423,874,892,1942,3234,29487,29443,29386,29425,29425,1379,1173,1784,1401,2126,2992,1230,1195,979,975,1467,1555,29478,29509
29566,6416,2157,1700,852,1318,764,1340,1393,870,887,1933,3238,29526,29443,29412,29390,29386,1331,1186,1797,1419,2162,3062,1234,1199,1015,953,1463,1577,29456,29540
29491,6416,2192,1661,878,1318,716,1331,1454,931,883,1907,3229,29447,29443,29425,29403,29412,1331,1151,1775,1401,2122,3071,1265,1190,1023,979,1450,1586,29443,29553
29522,6385,2170,1665,905,1366,729,1305,1432,892,848,1898,3216,29522,29487,29412,29412,29447,1362,1146,1775,1458,2170,3023,1234,1243,1001,975,1437,1608,29474,29531
29377,6398,2188,1617,834,1335,716,1309,1454,861,870,1924,3287,29531,29482,29469,29412,29496,1331,1177,1770,1366,2135,2992,1230,1217,997,993,1454,1551,29395,29403
29474,6416,2201,1617,852,1331,729,1335,1432,887,861,1898,3238,29474,29421,29403,29425,29443,1331,1182,1792,1393,2140,3032,1278,1226,997,984,1458,1573,29469,29456
29469,6380,2157,1630,883,1309,751,1318,1419,878,878,1920,3265,29408,29469,29421,29443,29460,1322,1173,1784,1401,2148,3036,1226,1261,997,988,1437,1595,29311,29408
29487,6385,2131,1652,865,1318,733,1327,1423,896,892,1898,3256,29500,29460,29333,29425,29438,1388,1195,1766,1353,2166,3010,1230,1173,1015,966,1467,1560,29474,29482
29513,6433,2184,1647,843,1340,729,1327,1437,861,878,1920,3238,29469,29408,29351,29416,29447,1353,1155,1775,1432,2170,3049,1243,1221,979,958,1419,1612,29438,29518
29482,6367,2175,1625,883,1305,738,1331,1445,892,839,1898,3216,29504,29421,29403,29403,29403,1335,1125,1775,1366,2192,3045,1204,1226,975,971,1410,1555,29500,29522
29447,6402,2192,1652,830,1309,733,1309,1419,874,878,1911,3225,29478,29399,29373,29390,29447,1331,1151,1770,1357,2184,3041,1252,1204,1028,966,1415,1573,29403,29531
29500,6367,2162,1674,870,1318,729,1327,1406,914,896,1933,3194,29487,29456,29390,29408,29447,1349,1151,1740,1371,2170,3032,1230,1226,1001,1006,1458,1568,29408,29535
29540,6402,2179,1634,870,1318,738,1318,1419,834,856,1929,3282,29408,29416,29381,29329,29478,1344,1204,1770,1366,2184,3023,1252,1248,993,971,1423,1599,29408,29509
29509,6380,2188,1678,861,1331,720,1300,1406,856,865,1946,3212,29526,29465,29430,29434,29465,1335,1138,1810,1362,2135,3019,1248,1217,966,993,1476,1568,29518,29513
29513,6350,2157,1656,892,1335,711,1340,1437,914,856,1911,3247,29456,29416,29359,29416,29403,1353,1138,1779,1353,2184,3058,1230,1239,997,988,1419,1573,29452,29548
29496,6372,2148,1674,848,1335,733,1375,1437,892,856,1937,3234,29491,29456,29425,29373,29469,1344,1195,1784,1353,2153,3049,1265,1208,975,962,1445,1577,29390,29500
29535,6372,2184,1643,874,1322,725,1331,1450,900,909,1907,3216,29456,29430,29408,29364,29438,1335,1160,1797,1410,2170,3054,1226,1208,1015,975,1419,1608,29438,29513
29518,6376,2170,1634,883,1305,711,1256,1428,892,878,1946,3212,29456,29399,29368,29386,29460,1340,1190,1766,1406,2140,3058,1248,1177,962,1023,1445,1564,29456,29491
29500,6411,2162,1630,848,1305,698,1331,1415,892,834,1898,3212,29491,29421,29390,29395,29447,1344,1212,1788,1375,2188,3076,1230,1212,1010,962,1397,1577,29408,29504
29504,6376,2175,1634,843,1309,707,1270,1397,874,848,1894,3229,29482,29373,29377,29412,29395,1357,1164,1788,1362,2179,3049,1221,1195,971,971,1441,1555,29452,29500
29540,6367,2206,1656,861,1313,703,1331,1445,874,856,1937,3199,29522,29421,29460,29434,29416,1313,1168,1770,1375,2126,2997,1234,1212,971,971,1406,1573,29478,29500
29443,6385,2157,1674,865,1296,707,1313,1458,856,817,1907,3243,29491,29491,29478,29438,29509,1327,1160,1766,1401,2148,3067,1226,1226,1015,997,1406,1586,29377,29416
29518,6367,2179,1630,874,1322,733,1349,1393,887,865,1916,3216,29487,29465,29447,29412,29438,1349,1164,1766,1379,2175,3041,1234,1195,1006,958,1428,1568,29500,29504
29496,6350,2170,1647,834,1331,681,1349,1472,878,834,1920,3216,29465,29460,29386,29403,29443,1313,1173,1779,1406,2166,3041,1239,1226,993,936,1441,1560,29478,29465
29548,6389,2197,1625,874,1335,707,1300,1410,896,834,1937,3229,29504,29443,29452,29421,29487,1335,1186,1779,1406,2140,3062,1252,1221,966,1006,1428,1546,29474,29509
29504,6389,2140,1625,856,1318,716,1305,1428,870,839,1920,3229,29474,29482,29430,29412,29390,1357,1190,1766,1388,2157,3010,1221,1190,1006,962,1419,1560,29421,29518
29535,6398,2201,1652,896,1340,733,1296,1410,870,865,1916,3238,29566,29496,29377,29399,29412,1379,1168,1784,1371,2157,3036,1212,1252,1001,971,1437,1573,29465,29500
29531,6372,2175,1656,874,1309,725,1300,1428,856,848,1937,3243,29456,29456,29399,29351,29373,1340,1164,1784,1371,2144,3036,1221,1212,962,936,1458,1568,29438,29548
29487,6385,2219,1661,865,1296,725,1322,1432,865,870,1911,3208,29513,29469,29425,29434,29412,1349,1186,1753,1353,2162,3032,1261,1208,979,1028,1450,1529,29390,29452
29452,6389,2148,1647,878,1327,711,1340,1437,883,900,1937,3221,29491,29443,29386,29355,29456,1353,1173,1792,1379,2157,3054,1230,1230,958,949,1423,1621,29359,29434
29535,6376,2197,1647,852,1340,694,1340,1410,892,856,1898,3234,29456,29460,29395,29346,29399,1335,1155,1775,1410,2188,3010,1265,1248,1019,962,1419,1573,29421,29531
29500,6380,2175,1634,896,1322,755,1344,1401,870,865,1894,3251,29487,29434,29386,29421,29482,1375,1177,1788,1349,2148,3023,1278,1217,1006,975,1419,1590,29443,29540
29509,6372,2153,1669,870,1305,751,1331,1406,887,896,1907,3287,29456,29412,29425,29408,29425,1353,1190,1735,1419,2140,3045,1239,1234,997,1001,1419,1595,29474,29513
29504,6424,2214,1625,856,1322,698,1331,1410,892,839,1924,3234,29469,29465,29403,29438,29456,1349,1182,1828,1406,2126,2979,1252,1212,962,918,1415,1577,29447,29535
29544,6376,2166,1696,834,1313,729,1335,1428,856,887,1911,3221,29535,29509,29302,29416,29430,1357,1138,1757,1397,2135,3036,1256,1243,1019,997,1423,1595,29447,29513
29478,6398,2126,1617,848,1327,729,1327,1419,826,848,1916,3238,29482,29403,29364,29359,29412,1340,1199,1766,1353,2135,3071,1256,1190,1010,975,1458,1568,29386,29482
29465,6363,2148,1674,861,1300,764,1309,1415,843,861,1920,3216,29447,29430,29395,29355,29443,1318,1173,1779,1366,2140,3041,1234,1182,1006,949,1445,1595,29368,29518
