Scenario,Time,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,ECG,AX,AY,AZ,QW,QX,QY,QZ,CS,CA,CG,CM
paper,11:52:00.013,29307,6710,2491,1507,834,1322,817,2087,1300,769,742,2074,3537,29043,28876,29438,29416,28832,1564,1331,2988,1212,3093,3084,1239,1204,1028,975,1476,2649,29214,29232,93421512,64568,14,109,975,10825,692,53295,3,3,3,2
paper,11:52:00.112,29324,6750,2443,1494,804,1318,804,2096,1239,747,751,2052,3524,29043,29047,29452,29491,28959,1538,1335,3032,1186,3128,3076,1243,1182,1054,966,1441,2693,29346,29302,93479960,64556,9,110,973,10823,690,53294,3,3,3,2
paper,11:52:00.212,29280,6692,2456,1463,808,1331,795,2109,1252,764,769,2078,3493,29008,28937,29386,29430,29061,1577,1283,3080,1252,3124,3058,1234,1164,1028,962,1441,2671,29197,29232,93538496,64567,8,121,971,10817,686,53288,3,3,3,2
paper,11:52:00.312,29351,6653,2469,1437,799,1353,795,2104,1270,755,755,2083,3520,29104,29197,29500,29456,29039,1568,1291,3076,1190,3071,3067,1204,1160,1001,966,1476,2680,29219,29337,93597024,64556,11,116,966,10816,681,53286,3,3,3,2
paper,11:52:00.412,29245,6657,2487,1441,795,1379,812,2104,1278,782,729,2056,3537,29043,29122,29373,29438,29166,1542,1327,3054,1230,3093,3058,1234,1138,1032,962,1419,2649,29140,29254,93655216,64555,10,117,967,10814,681,53284,3,3,3,2
paper,11:52:00.513,29311,6679,2438,1423,839,1344,834,2126,1283,742,729,2078,3555,29126,29223,29540,29522,29267,1551,1256,3019,1204,3155,3106,1212,1190,1041,975,1472,2680,29271,29263,93713784,64561,10,115,967,10813,681,53284,3,3,3,2
paper,11:52:00.611,29364,6666,2456,1458,795,1349,795,2109,1243,764,760,2034,3506,29012,29175,29381,29425,29166,1542,1283,3058,1208,3133,3062,1234,1186,1023,944,1437,2663,29061,29293,93769736,64559,10,119,969,10816,683,53287,3,3,3,2
paper,11:52:00.711,29307,6719,2469,1489,769,1322,791,2118,1278,751,760,2091,3524,29113,29263,29522,29465,29228,1577,1270,3093,1190,3084,3093,1186,1138,1037,922,1437,2689,29179,29241,93825856,64561,6,118,969,10813,683,53284,3,3,3,2
paper,11:52:00.815,29359,6648,2474,1450,791,1384,808,2153,1291,729,760,2065,3533,29052,29153,29482,29465,29153,1542,1296,3041,1234,3120,3062,1252,1182,1023,971,1432,2711,29258,29324,93883688,64560,10,118,964,10816,692,53286,3,3,3,2
paper,11:52:00.912,29245,6666,2500,1423,764,1371,808,2118,1270,773,729,2017,3493,29078,29175,29315,29386,29210,1551,1305,3062,1221,3133,3084,1204,1177,1019,958,1458,2680,29192,29245,93939712,64559,6,109,956,10816,700,53287,3,3,3,2
paper,11:52:01.013,29412,6684,2491,1463,782,1331,764,2096,1291,747,738,2034,3559,29131,29223,29377,29364,29228,1555,1278,3067,1226,3084,3084,1217,1173,1019,918,1445,2663,29298,29368,93995832,64563,8,113,952,10816,704,53286,3,3,3,2
paper,11:52:01.112,29267,6662,2474,1445,799,1344,773,2122,1234,755,738,2091,3537,29030,29144,29311,29280,29175,1577,1291,3067,1199,3062,3062,1265,1173,1015,966,1472,2702,29188,29254,94054280,64561,3,115,950,10817,706,53287,3,3,3,2
paper,11:52:01.212,29293,6648,2478,1458,843,1349,804,2126,1239,747,769,2065,3515,29118,29245,29342,29395,29223,1533,1309,3045,1239,3080,3084,1234,1199,1006,958,1437,2693,29289,29293,94110128,64570,5,123,944,10814,711,53285,3,3,3,2
paper,11:52:01.313,29271,6679,2531,1432,799,1353,821,2135,1204,742,751,2061,3484,29034,29126,28806,28894,29096,1564,1296,3080,1208,3150,3080,1234,1199,1010,975,1463,2702,29104,29285,94167392,64567,0,119,941,10811,709,53281,3,3,3,2
paper,11:52:01.412,29337,6714,2478,1472,834,1340,834,2131,1248,777,812,2069,3550,29096,29210,29359,29390,29258,1551,1239,3058,1234,3111,3084,1239,1142,1019,940,1445,2676,29307,29302,94225712,64559,6,113,942,10810,709,53281,3,3,3,2
paper,11:52:01.512,29342,6684,2460,1485,821,1340,817,2100,1274,742,733,2065,3511,29043,29140,29258,29285,29135,1551,1300,3045,1221,3106,3054,1270,1133,984,944,1406,2663,29201,29276,94282000,64568,5,113,943,10810,711,53281,3,3,3,2
paper,11:52:01.611,29241,6666,2469,1467,817,1331,791,2113,1221,769,751,2034,3506,29056,29201,29355,29324,29197,1538,1309,3058,1226,3120,3084,1270,1204,1032,927,1406,2649,29175,29315,94340408,64570,0,117,940,10803,712,53275,3,3,3,2
paper,11:52:01.712,29421,6666,2478,1489,817,1340,777,2104,1283,804,733,2043,3489,29047,29175,29250,29263,29140,1546,1265,3027,1199,3120,3098,1217,1146,1028,979,1432,2671,29175,29329,94397360,64562,3,115,941,10805,704,53276,3,3,3,2
paper,11:52:01.813,29395,6662,2474,1480,808,1375,804,2083,1252,755,751,2074,3471,29131,29175,29271,29302,29285,1560,1300,3032,1226,3084,3089,1226,1177,962,944,1419,2685,29166,29359,94454088,64567,7,125,944,10802,702,53274,3,3,3,2
paper,11:52:01.912,29443,6688,2478,1463,839,1340,773,2122,1226,755,738,2078,3458,29030,29140,29034,29166,29170,1507,1270,3014,1230,3098,3089,1190,1195,1019,966,1458,2663,29320,29355,94513152,64565,4,120,946,10797,703,53269,3,3,3,2
paper,11:52:02.012,29408,6670,2500,1458,808,1344,821,2083,1239,729,729,2078,3489,29118,29034,29175,28986,28942,1542,1278,3054,1195,3058,3080,1217,1168,979,949,1419,2658,29241,29346,94569224,64560,7,115,949,10795,707,53268,3,3,3,2
paper,11:52:02.124,29443,6692,2469,1489,795,1366,760,2065,1252,773,751,2074,3520,29307,29324,29359,29329,29320,1568,1309,3054,1212,3115,3093,1195,1160,1019,936,1406,2693,28916,29482,94622264,64566,2,111,949,10794,707,53267,3,3,3,2
paper,11:52:02.212,29386,6701,2456,1450,764,1353,808,2074,1239,738,751,2061,3462,29096,29162,28968,29065,29210,1551,1313,3019,1177,3080,3036,1243,1190,1037,940,1419,2702,29197,29342,94678608,64560,4,119,944,10790,699,53263,3,3,3,2
paper,11:52:02.316,29456,6666,2500,1437,791,1340,782,2126,1239,760,773,2025,3484,29069,29223,28929,28959,29188,1529,1274,3032,1199,3106,3093,1256,1204,1023,971,1441,2658,29258,29412,94735912,64556,2,113,951,10788,685,53261,3,3,3,2
paper,11:52:02.412,29342,6706,2491,1437,826,1327,821,2126,1243,747,747,2043,3471,29034,29118,29056,28907,29214,1546,1300,3027,1226,3111,3098,1239,1217,1045,979,1437,2676,29214,29408,94792904,64568,11,117,956,10782,689,53256,3,3,3,2
paper,11:52:02.514,29425,6684,2513,1445,786,1362,782,2065,1278,729,747,2039,3537,29126,29091,28955,29017,29175,1542,1274,3080,1204,3106,3102,1226,1182,984,949,1454,2671,29293,29408,94850560,64570,4,116,954,10783,695,53257,3,3,3,2
paper,11:52:02.632,29214,6697,2491,1463,799,1353,795,2104,1243,782,742,2025,3480,29118,29236,29364,29355,29280,1551,1305,3093,1234,3142,3067,1252,1182,1015,944,1472,2658,29184,29201,94901016,64563,0,119,955,10778,694,53253,3,3,3,2
paper,11:52:02.713,29416,6697,2443,1476,826,1362,821,2113,1226,795,742,2052,3489,29140,29109,29087,29162,29144,1516,1270,3027,1226,3111,3067,1243,1138,1037,979,1445,2654,29307,29447,94957000,64568,5,126,954,10778,689,53253,3,3,3,2
paper,11:52:02.814,29430,6714,2500,1437,804,1371,799,2131,1234,760,747,2003,3480,29061,29074,28880,28942,29091,1511,1296,3032,1208,3111,3084,1243,1129,1023,962,1419,2689,29254,29333,95013424,64572,13,129,957,10773,692,53248,3,3,3,2
paper,11:52:02.911,29280,6653,2474,1463,812,1379,782,2074,1239,777,742,2043,3515,29166,29096,29109,29017,29126,1555,1313,3041,1199,3089,3071,1248,1164,1015,953,1437,2671,29118,29263,95070120,64565,11,119,966,10772,691,53248,3,3,3,2
paper,11:52:03.013,29474,6666,2460,1432,808,1366,764,2113,1248,760,698,2039,3480,29012,29025,28946,28951,29056,1542,1300,3102,1204,3106,3106,1243,1190,1015,984,1463,2693,29276,29504,95128344,64550,9,119,975,10767,688,53244,3,3,3,2
