0.36921,0.49693,0.45872,0.01848,0.57953,0.64402,0.50237,0.47975,0.41656,0.86614,0.22157,0.01841,0.058356,0.21848,0.50787,0,0.040898,0.76338,0.52637,0.25961,0.51942,0.44635,0
0.37125,0.46622,0.49197,0.0036611,0.55178,0.63888,0.48629,0.43813,0.38918,0.85972,0.24428,0.019502,0,0.21811,0.48367,0.0023296,0.058581,0.76701,0.50457,0.33379,0.46801,0.42318,0.023368
0.37011,0.50166,0.54177,0.02572,0.52518,0.6251,0.47806,0.4137,0.4077,0.85787,0.23701,0,0.020559,0.21446,0.53313,0.0045857,0.056171,0.77058,0.50761,0.31216,0.46969,0.43781,0.012612
0.36651,0.48522,0.48344,0.025948,0.55573,0.65058,0.45752,0.40549,0.43553,0.85619,0.23268,0.0053338,0.0096047,0.21625,0.51538,0.0041095,0.056693,0.78129,0.45314,0.33241,0.40451,0.4573,0.05346
0.36301,0.49029,0.49592,0.10242,0.53755,0.64191,0.43088,0.42756,0.43685,0.87046,0.22222,0.0036366,0.029275,0.21798,0.47936,0.010636,0.071263,0.72229,0.3956,0.28255,0.38185,0.45378,0.064089
0.36116,0.49524,0.49757,0.067004,0.59213,0.61682,0.3944,0.4913,0.42851,0.86482,0.19483,0.031959,0.066919,0.21653,0.46331,0.011951,0.05324,0.70859,0.38928,0.28287,0.39223,0.43237,0.046149
0.36387,0.47381,0.50426,0.039013,0.55113,0.59724,0.3886,0.51757,0.47914,0.86731,0.1919,0.052681,0.065501,0.21513,0.48583,0.011974,0.038031,0.75553,0.38323,0.27457,0.42511,0.41179,0.066995
0.3701,0.50026,0.46694,0,0.53424,0.59727,0.41711,0.48789,0.50384,0.86766,0.2117,0.053205,0.073692,0.21434,0.47721,0.014487,0.018875,0.74857,0.33979,0.23689,0.40335,0.43556,0.073939
0.37608,0.49304,0.45304,0.00079797,0.49581,0.6053,0.39963,0.50724,0.49483,0.87187,0.22083,0.035285,0.099324,0.21753,0.51643,0.021119,0.028978,0.77618,0.33967,0.23805,0.42817,0.45856,0.069999
0.37834,0.47879,0.44927,0.014677,0.54771,0.60526,0.39925,0.55946,0.48614,0.86902,0.21575,0.057758,0.084193,0.22449,0.54235,0.022224,0,0.76275,0.30909,0.23099,0.40714,0.48685,0.089602
