0.64638,0.97908,0.0494,0.090654,0.84808,0.22827,0.85511,0.8727,0.15886,0.59441,0.0017038,0.060759,0.20142,0.40163,0.43932,0.032496,0.0068767,0.19619,0.24309,0.19006,0.46359,0.16787,0.27951
0.65017,0.97266,0.050226,0.092358,0.84953,0.22715,0.84419,0.87222,0.13129,0.58802,0.0022772,0.048285,0.21024,0.40738,0.45237,0.031037,0.0086726,0.20559,0.20599,0.17305,0.44277,0.17836,0.26104
0.64881,0.9631,0.04953,0.098136,0.85097,0.21951,0.84267,0.86612,0.16996,0.57995,2.0103e-05,0.043612,0.18506,0.40263,0.42083,0.029345,0.013016,0.21458,0.17996,0.12025,0.4637,0.19443,0.2434
0.6526,0.94519,0.045611,0.10194,0.84044,0.21469,0.84318,0.85026,0.21253,0.57227,0.0027908,0.042926,0.19392,0.39651,0.42756,0.029433,0.011527,0.19455,0.17384,0.12645,0.45534,0.19108,0.22243
0.65432,0.94252,0.03549,0.089831,0.86557,0.21208,0.82503,0.80214,0.18564,0.56184,0.0024956,0.038561,0.22756,0.39529,0.40858,0.027413,0.016236,0.16344,0.14007,0.14683,0.45875,0.18792,0.19325
0.65664,0.93156,0.033282,0.082076,0.85998,0.22007,0.83248,0.77413,0.15978,0.57036,0.0025028,0.038027,0.20353,0.39729,0.38435,0.026144,0.014765,0.16453,0.18353,0.13988,0.41836,0.18493,0.22578
0.65701,0.92931,0.028416,0.078442,0.868,0.21806,0.82538,0.77043,0.13489,0.57375,0.0020975,0.037529,0.18039,0.39282,0.32472,0.023609,0.012819,0.18125,0.15576,0.13937,0.39536,0.12714,0.22802
0.66018,0.93281,0.026349,0.064152,0.87782,0.21792,0.82036,0.73471,0.11587,0.58527,0.0026252,0.030014,0.15809,0.38569,0.28787,0.022053,0.0092358,0.19734,0.13777,0.085987,0.33103,0.078177,0.19677
0.66278,0.9307,0.023016,0.055701,0.87442,0.21607,0.82536,0.74519,0.086604,0.58518,0.00061671,0.02624,0.10638,0.38317,0.29183,0.020523,0.012014,0.19426,0.13672,0.11923,0.32573,0.05353,0.17894
0.66748,0.94502,0.026831,0.049176,0.88632,0.2114,0.82626,0.70319,0.069132,0.5884,0.0022637,0.026017,0.086154,0.36433,0.29567,0.020233,0.0074385,0.16968,0.14421,0.092932,0.3567,0.041518,0.18217
0.67264,0.94047,0.026384,0.044876,0.89787,0.20743,0.82371,0.71,0.073449,0.60395,0.0020273,0.032518,0.037424,0.36345,0.27536,0.019826,0.007415,0.14179,0.12265,0.067556,0.326,0.058189,0.20087
0.67568,0.93083,0.031203,0.047356,0.91287,0.20591,0.83611,0.70401,0.031409,0.58854,0,0.035527,0.058212,0.37803,0.25572,0.019405,0.0051814,0.14685,0.11824,0.043056,0.33121,0.10718,0.21905
0.67841,0.92153,0.01995,0.041372,0.90929,0.20332,0.83895,0.70209,0.055621,0.5918,5.4678e-05,0.031971,0,0.39653,0.21348,0.018538,0.00096616,0.16195,0.10588,0.026343,0.33626,0.1174,0.20593
0.68266,0.91767,0.02346,0.027327,0.90587,0.20418,0.84707,0.69652,0.029836,0.58025,0.0013381,0.020744,0.0043425,0.39784,0.2277,0.016748,0,0.16255,0.14876,0.027997,0.31282,0.13712,0.22365
