0.9994,0.98854,0.99967,1.0081,0.96646
0.999,0.98894,0.99971,1.0081,0.96662
0.99835,0.98912,0.99973,1.008,0.96655
0.99753,0.98915,1,1.0077,0.96636
0.99706,0.98911,1.0005,1.0076,0.96613
0.99677,0.98934,1.0012,1.0078,0.9662
0.9966,0.98989,1.0017,1.0082,0.96659
0.99654,0.99057,1.002,1.0088,0.9671
0.99653,0.99132,1.0022,1.0093,0.96765
0.99674,0.99196,1.0023,1.0098,0.9682
0.99693,0.99249,1.0025,1.0102,0.96879
0.99707,0.99294,1.0026,1.0108,0.96948
0.9972,0.99309,1.0027,1.0114,0.96992
0.99726,0.99297,1.0024,1.0118,0.96996
0.99725,0.99265,1.0018,1.0117,0.96961
0.99716,0.99223,1.0009,1.0113,0.96896
0.99711,0.99203,1.0003,1.0108,0.96847
0.99709,0.99198,0.99989,1.0104,0.96809
0.99719,0.99205,0.99968,1.01,0.96771
0.9973,0.9921,0.99952,1.0095,0.96723
0.99727,0.99215,0.99945,1.009,0.96665
0.99703,0.99224,0.99954,1.0088,0.96624
0.99699,0.99239,0.99986,1.0086,0.96598
0.99729,0.99242,1.0003,1.0083,0.96575
0.99776,0.99224,1.0006,1.0079,0.96538
0.99809,0.99183,1.001,1.0072,0.96486
0.99788,0.99121,1.001,1.0065,0.96437
0.99743,0.99033,1.0008,1.0058,0.96391
0.9969,0.98924,1.0002,1.0052,0.96352
0.99627,0.98791,0.99952,1.0046,0.96314
0.99544,0.98627,0.99847,1.0039,0.96269
0.99441,0.98439,0.99715,1.0031,0.96205
0.99289,0.98214,0.99534,1.0018,0.96108
0.99134,0.97946,0.99296,0.99983,0.95965
0.98948,0.97623,0.98976,0.99672,0.9577
0.98771,0.97246,0.98573,0.99242,0.95512
0.98575,0.96833,0.98111,0.98731,0.95204
0.98377,0.96386,0.9761,0.98167,0.94846
0.98179,0.95907,0.97086,0.97573,0.94435
0.97991,0.95374,0.96521,0.96916,0.9397
0.97779,0.94781,0.95883,0.96186,0.93449
0.97526,0.94121,0.95155,0.95387,0.92865
0.97225,0.93407,0.94357,0.94537,0.9222
0.96906,0.92647,0.93509,0.93669,0.91508
0.96588,0.91858,0.92652,0.9279,0.90738
0.96268,0.91045,0.91781,0.91905,0.89929
0.95938,0.90218,0.90903,0.91019,0.89094
0.95586,0.89385,0.90024,0.90137,0.88253
0.95211,0.88548,0.89146,0.89262,0.87417
0.94812,0.87708,0.88273,0.88396,0.86584
0.94363,0.8687,0.87409,0.87539,0.85754
0.93779,0.85904,0.86426,0.8656,0.84785
0.93086,0.84938,0.85446,0.85568,0.83819
0.92289,0.83978,0.84472,0.84557,0.82861
0.91414,0.8303,0.83507,0.83532,0.81913
0.90489,0.82089,0.82556,0.8251,0.80977
0.89534,0.81144,0.81604,0.815,0.8004
0.88575,0.80193,0.80652,0.80505,0.791
0.87623,0.79235,0.79691,0.79512,0.78156
0.86675,0.78279,0.78727,0.7852,0.7721
0.85729,0.77324,0.77761,0.77527,0.76261
0.84784,0.76366,0.76788,0.76526,0.75306
0.83839,0.75398,0.75805,0.75519,0.74341
0.82899,0.74422,0.74818,0.74507,0.73369
0.81962,0.73438,0.73825,0.73497,0.7239
0.81024,0.72453,0.7283,0.72489,0.71406
0.80073,0.7147,0.71836,0.71472,0.70423
0.79098,0.70499,0.70852,0.7045,0.69453
0.78124,0.69534,0.69866,0.69427,0.68497
0.77172,0.68569,0.68877,0.68411,0.67545
0.76242,0.67602,0.67885,0.6741,0.66596
0.75325,0.66632,0.66897,0.66409,0.65645
0.74385,0.65677,0.65934,0.65419,0.6471
0.7342,0.64736,0.64989,0.64442,0.63783
0.72442,0.63806,0.64042,0.63487,0.62859
0.71455,0.62883,0.6308,0.62551,0.61936
0.70477,0.61967,0.62104,0.6162,0.61017
0.69508,0.61068,0.61135,0.60673,0.6011
0.68547,0.60182,0.60183,0.59711,0.59214
0.67593,0.59299,0.59241,0.58731,0.58317
0.66644,0.58398,0.58286,0.57753,0.57406
0.65704,0.57472,0.57317,0.56773,0.5648
0.64773,0.56532,0.56335,0.55795,0.55541
0.63851,0.55581,0.55348,0.54808,0.54592
0.62923,0.54632,0.54365,0.5382,0.53641
0.61992,0.53681,0.53387,0.52828,0.52688
0.61057,0.52732,0.52411,0.51838,0.51734
0.60113,0.5178,0.51445,0.50846,0.50779
0.59175,0.5082,0.50465,0.49844,0.49821
0.58237,0.49851,0.49473,0.48826,0.48861
0.5731,0.48874,0.48457,0.47796,0.479
0.56389,0.47895,0.47431,0.46764,0.4694
0.55461,0.46921,0.46403,0.45748,0.45978
0.54523,0.45949,0.45392,0.4475,0.45016
0.53576,0.44983,0.44402,0.43766,0.44061
0.52624,0.4402,0.43425,0.42787,0.4311
0.51665,0.43057,0.42442,0.418,0.42146
0.50704,0.42094,0.41444,0.40807,0.41168
0.49745,0.41126,0.40441,0.39803,0.40184
0.48794,0.40153,0.3944,0.38797,0.39207
0.47851,0.39175,0.38451,0.37791,0.38245
0.46925,0.38202,0.37468,0.36792,0.37288
0.46014,0.37239,0.36487,0.35808,0.3634
0.45113,0.36282,0.35493,0.3483,0.35399
0.44195,0.35329,0.34487,0.33848,0.3446
0.43269,0.34362,0.33467,0.32844,0.33504
0.42338,0.33379,0.32457,0.31822,0.3253
0.41401,0.32388,0.3146,0.30791,0.31549
0.40461,0.31391,0.30466,0.29765,0.30565
0.39508,0.304,0.29474,0.28741,0.29581
0.38556,0.29416,0.28485,0.27717,0.28594
0.37609,0.28435,0.27493,0.26683,0.27602
0.36664,0.27472,0.26509,0.25649,0.26622
0.35726,0.26523,0.25544,0.24632,0.25665
0.34795,0.25584,0.24596,0.23635,0.24731
0.3388,0.24649,0.23667,0.22665,0.23816
