Scenario,Time,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,ECG,AX,AY,AZ,QW,QX,QY,QZ,CS,CA,CG,CM
paper,17:55:00.114,29091,7527,3379,1656,940,1485,769,1604,1630,874,892,2456,3484,29100,29109,29140,29140,29175,1432,1313,2729,1384,1937,2645,1125,1129,896,887,1516,1683,29047,29118,2147483647,64733,98,553,14379,1733,7513,64044,0,3,3,1
paper,17:55:00.214,29192,7457,3375,1709,993,1538,791,1625,1617,856,922,2434,3520,29206,29131,29166,29144,29162,1384,1305,2733,1384,1907,2676,1125,1120,949,848,1489,1678,29052,29201,2147483647,64731,101,538,14378,1734,7516,64044,0,3,3,1
paper,17:55:00.237,29144,7501,3339,1674,1028,1463,799,1634,1621,883,905,2434,3515,29153,29192,29126,29175,29131,1432,1318,2693,1371,1951,2689,1155,1155,918,892,1494,1718,29091,29179,2147483647,64728,94,538,14376,1718,7525,64054,0,3,3,1
paper,17:55:00.343,29131,7488,3313,1683,1028,1445,808,1678,1608,896,936,2452,3493,29043,29184,29144,29210,29219,1401,1300,2729,1419,1920,2729,1111,1089,953,922,1507,1661,29100,29144,2147483647,64716,95,541,14373,1707,7532,64045,0,3,3,1
paper,17:55:00.438,29157,7470,3353,1678,988,1480,799,1669,1577,896,900,2447,3541,29179,29162,29170,29162,29135,1401,1313,2702,1406,1920,2750,1146,1076,918,892,1516,1634,29034,29175,2147483647,64726,94,537,14371,1704,7535,64040,0,3,3,1
paper,17:55:00.613,29100,7466,3353,1713,1001,1441,795,1621,1625,861,914,2456,3506,29144,29175,29175,29157,29192,1428,1305,2698,1410,1951,2649,1151,1098,962,874,1546,1656,29126,29144,2147483647,64732,92,537,14364,1701,7547,64033,0,3,3,1
paper,17:55:00.723,29166,7475,3401,1661,1019,1458,821,1630,1590,874,922,2460,3502,29148,29148,29170,29153,29157,1428,1322,2724,1406,1946,2720,1151,1142,962,878,1538,1700,29061,29126,2147483647,64732,94,545,14363,1701,7549,64033,0,3,3,1
paper,17:55:00.814,29157,7470,3317,1683,1001,1511,804,1639,1612,843,922,2469,3515,29140,29065,29153,29201,28999,1419,1327,2746,1428,1995,2702,1204,1133,944,918,1538,1691,29135,29184,2147483647,64722,90,539,14365,1700,7545,64032,0,3,3,1
paper,17:55:00.914,29206,7457,3313,1696,1019,1498,782,1608,1612,834,914,2452,3515,29210,29162,29140,29197,29109,1401,1278,2711,1393,1946,2720,1120,1103,909,883,1524,1683,29100,29192,2147483647,64723,93,541,14367,1705,7541,64042,0,3,3,1
paper,17:55:00.938,29179,7461,3379,1727,1006,1498,808,1639,1604,883,922,2430,3484,29157,29170,29197,29192,29214,1423,1300,2720,1379,1911,2715,1142,1125,940,896,1542,1669,29078,29192,2147483647,64724,95,537,14369,1689,7544,64047,0,3,3,1
paper,17:55:01.113,29148,7488,3322,1705,1023,1480,791,1608,1617,874,887,2487,3520,29170,29170,29157,29201,29179,1410,1309,2702,1401,1933,2676,1125,1085,936,887,1507,1674,29091,29175,2147483647,64728,95,533,14369,1678,7544,64043,0,3,3,1
paper,17:55:01.224,29170,7470,3379,1674,984,1485,795,1647,1625,834,931,2403,3506,29245,29153,29162,29170,29144,1463,1309,2720,1415,1973,2671,1120,1072,949,905,1507,1674,29087,29135,2147483647,64729,95,535,14369,1678,7545,64043,0,3,3,1
paper,17:55:01.314,29135,7483,3353,1700,1028,1489,782,1617,1577,878,909,2434,3493,29087,28977,29175,29192,29030,1410,1331,2724,1432,1924,2689,1151,1125,905,848,1533,1678,29096,29157,2147483647,64729,91,542,14369,1675,7545,64038,0,3,3,1
paper,17:55:01.413,28933,7483,3344,1731,1019,1485,808,1639,1630,856,887,2408,3533,29236,29206,29148,29175,29166,1458,1313,2698,1384,1933,2671,1138,1125,966,900,1489,1661,29083,29087,2147483647,64727,87,540,14370,1675,7543,64038,0,3,3,1
paper,17:55:01.513,28955,7461,3282,1669,1006,1476,791,1647,1639,852,927,2399,3462,29210,29179,29131,29126,29126,1450,1278,2720,1423,1942,2658,1129,1107,953,914,1516,1665,29118,29030,2147483647,64730,88,541,14371,1674,7541,64037,0,3,3,1
paper,17:55:01.539,28951,7475,3326,1647,997,1485,826,1652,1630,861,953,2430,3498,29236,29135,29184,29184,29166,1406,1309,2676,1406,1946,2698,1138,1164,944,861,1546,1683,29104,29083,2147483647,64730,88,541,14372,1673,7539,64036,0,3,3,1
