Scenario,Time,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,ECG,AX,AY,AZ,QW,QX,QY,QZ,CS,CA,CG,CM
paper,17:45:00.008,29219,7497,3304,1700,975,1524,826,1643,1661,865,892,2627,3594,29228,29131,29113,29100,29135,1445,1344,2641,1397,1986,2970,1116,1195,936,878,1520,1709,29087,29219,2147483647,64742,143,557,14386,1967,7539,64658,0,3,3,2
paper,17:45:00.109,29131,7519,3344,1718,1001,1507,839,1612,1665,870,927,2575,3590,29201,29065,29091,29144,29157,1445,1353,2641,1397,1990,2939,1146,1151,918,896,1538,1709,29232,29126,2147483647,64744,146,546,14388,1963,7536,64650,0,3,3,2
paper,17:45:00.209,29166,7483,3331,1735,966,1502,826,1661,1630,883,931,2531,3625,29175,29162,29091,29100,29153,1450,1296,2614,1419,1986,2988,1146,1103,914,878,1511,1722,29148,29135,2147483647,64745,145,548,14395,1963,7522,64655,0,3,3,2
paper,17:45:00.309,29206,7497,3339,1727,971,1511,799,1656,1639,900,922,2641,3634,29184,29065,29126,29126,29087,1406,1340,2663,1397,1959,2931,1146,1089,940,918,1538,1713,29104,29083,2147483647,64738,155,548,14408,1961,7500,64669,0,3,3,2
paper,17:45:00.408,29157,7532,3374,1718,1006,1520,830,1617,1661,887,931,2540,3616,29254,29157,29131,29144,29118,1450,1335,2641,1401,1973,2961,1199,1142,931,896,1564,1731,29140,29175,2147483647,64739,148,547,14413,1953,7492,64678,0,3,3,2
paper,17:45:00.509,29157,7431,3322,1709,979,1516,786,1621,1709,856,940,2570,3572,29214,29170,29083,29104,29170,1419,1296,2641,1401,1946,2917,1164,1125,936,830,1511,1674,29131,29140,2147483647,64745,152,547,14413,1941,7495,64672,0,3,3,2
paper,17:45:00.609,29131,7501,3370,1705,1010,1511,821,1608,1625,896,971,2597,3568,29197,29122,29096,29096,29148,1415,1274,2641,1379,1977,2917,1120,1120,975,874,1520,1665,29096,29166,2147483647,64744,146,553,14414,1924,7497,64667,0,3,3,2
paper,17:45:00.709,29157,7461,3348,1678,997,1498,830,1634,1656,905,940,2562,3590,29188,29135,29162,29109,29148,1401,1322,2614,1393,1929,2975,1120,1116,944,896,1546,1709,29210,29153,2147483647,64748,141,550,14414,1897,7504,64654,0,3,3,2
paper,17:45:00.733,29122,7514,3357,1735,988,1489,812,1621,1647,905,936,2562,3559,29250,29162,29144,29104,29214,1432,1335,2619,1428,1968,2926,1146,1142,958,900,1551,1683,29148,29109,2147483647,64746,137,550,14413,1875,7510,64646,0,3,3,2
paper,17:45:00.909,29096,7466,3353,1669,979,1524,817,1612,1661,892,909,2540,3599,29179,29122,29100,29109,29083,1432,1344,2680,1384,1898,2909,1138,1142,936,896,1511,1691,29170,29122,2147483647,64735,135,542,14408,1863,7522,64638,0,3,3,2
